,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,,372.5,421.9,454.1,514.2,721.3,"1,689","1,817",,,"1,509","1,568","1,689","1,685","1,648","1,782","1,817","1,793","1,775","1,747"
Accounts Payable,,20.5,49.9,16.4,16.7,15.5,16.3,22.7,,,15.1,17.8,16.3,15.3,14.4,27.8,22.7,26.2,25.7,33.0
Accrued Expenses,,,,12.4,16.7,26.1,24.6,34.9,,,19.3,22.7,24.6,16.0,18.2,29.5,34.9,29.5,34.0,37.7
Debt Due,,22.8,19.8,16.0,1.83,0.21,64.0,73.5,,,41.1,61.9,64.0,43.6,78.1,77.1,73.5,81.1,87.7,94.5
Total Current Liabilities,,66.7,74.4,62.0,56.5,131.9,386.8,322.0,,,196.2,253.3,386.8,363.4,338.2,365.4,322.0,292.8,240.9,249.1
Long Term Debt,,92.4,84.2,68.8,66.7,63.9,,202.0,,,22.9,2.12,,,,126.7,202.0,176.2,203.9,178.6
Total Liabilities,,159.1,166.2,140.7,135.2,206.6,400.2,539.1,,,230.4,267.0,400.2,377.2,352.8,507.2,539.1,484.7,465.7,449.0
Common Stock,,135.0,158.6,182.3,329.5,382.2,546.0,546.0,,,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0
Additional Paid-In Capital,,,2.88,5.55,9.52,76.8,679.1,679.1,,,679.1,679.1,679.1,679.1,679.1,679.1,679.1,679.1,679.1,679.1
Retained Earnings (Accumulated Deficit),,78.4,94.1,125.7,41.8,55.0,64.1,52.8,,,52.9,75.0,64.1,83.2,70.4,49.2,52.8,83.5,84.1,73.1
Shareholders' Equity,,213.4,255.6,313.4,379.0,514.7,"1,289","1,278",,,"1,279","1,301","1,289","1,308","1,295","1,274","1,278","1,309","1,309","1,298"
Cash from Operating Activities,,,,69.2,81.0,86.2,84.7,87.8,,,28.1,40.1,12.0,11.3,23.0,8.54,44.9,51.5,43.9,58.2
Cash from Investing Activities,,,,-75.0,21.5,-207.2,-678.1,-332.7,,,-110.8,-44.6,-99.7,20.6,-187.4,-93.8,-72.1,-60.8,-77.6,10.9
Cash from Financing Activities,,,,-11.5,-2.41,61.0,704.3,145.5,,,-27.0,9.12,-37.2,-21.7,4.24,94.1,68.8,-21.0,12.9,-59.1
Net Change in Cash,,,,-17.3,100.1,-59.9,110.9,-99.5,,,-109.7,4.63,-124.9,10.3,-160.2,8.75,41.7,-30.3,-20.9,9.97
Free Cashflows,,,,44.2,74.2,-87.4,-351.0,-560.9,,,-82.7,-102.7,-87.7,-211.9,-166.7,-105.2,-77.1,-9.25,-33.2,39.1
Free Cashflow per Share,,,,0.081,0.14,-0.16,-0.64,-1.03,,,-0.15,-0.19,-0.16,-0.39,-0.31,-0.19,-0.14,-0.017,-0.061,0.072
