,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,28.7%,22.3%,75.6%,35.5%,43.1%,48.5%,37.3%,28.8%,,,41.6%,30.4%,50.7%,36.5%,29.5%,23.6%,24.2%,29.7%,22.1%,31.0%
Depreciation & Amortisation,0.57,0.30,0.46,0.51,0.49,1.04,1.41,1.31,,,0.36,0.36,0.32,0.33,0.32,0.32,0.34,0.33,0.35,0.36
Tax Rate,25.3%,23.1%,-20.7%,20.4%,20.7%,21.4%,23.5%,2.2%,,,23.1%,21.4%,14.4%,24.0%,21.9%,21.8%,-28.6%,21.0%,37.3%,25.3%
Current Ratio,33.9,32.6,11.9,10.4,12.6,12.9,13.4,8.38,,,12.9,14.5,13.4,13.5,10.3,10.1,8.38,8.79,8.04,16.4
Quick Ratio,2.71,5.04,4.37,5.14,6.68,7.97,7.25,2.25,,,7.90,7.98,7.25,6.93,4.63,4.60,2.25,1.73,1.24,2.21
Days Inventory Outstanding,"4,277","3,448","4,239","1,544","1,358","1,126",890.7,"1,142",,,566.9,683.9,"1,085","1,222","1,223","1,272","1,210","1,307","1,106","1,155"
Days Sale Outstanding,0.31,0.27,0.35,0.19,0.57,10.6,2.30,0.45,,,0.44,0.54,2.30,3.17,2.29,0.41,0.45,0.11,0.12,0.065
Days Payable Outstanding,44.0,17.9,17.1,8.09,3.95,1.29,7.39,19.3,,,1.76,2.52,8.98,7.65,24.8,42.0,28.4,30.9,32.0,20.8
Cash Conversion Cycle,"4,250","3,436","4,226","1,537","1,358","1,129",882.4,"1,114",,,566.9,680.2,"1,073","1,223","1,178","1,236","1,182","1,271","1,073","1,148"
Debt to Asset Ratio,0.022,0.022,0.030,0.029,0.024,0.023,0.026,0.041,,,0.023,0.024,0.026,0.026,0.034,0.035,0.041,0.039,0.042,0.021
Debt to Equity Ratio,0.022,0.022,0.031,0.029,0.024,0.024,0.027,0.043,,,0.024,0.025,0.027,0.026,0.035,0.036,0.043,0.041,0.044,0.022
Interest Coverage Ratio,,,,316.2,,,,197.0,,,,100.1,,,96.9,361.1,397.1,173.1,629.4,294.4
Cash and Short Term Investments,76.7,138.4,148.1,198.3,231.1,237.1,229.3,114.2,,,262.1,241.6,229.3,219.2,217.3,211.7,114.2,102.4,97.4,68.7
"Total Receivables, Net",0.078,0.092,0.061,0.042,0.11,1.80,0.57,0.16,,,0.11,0.16,0.57,0.75,0.57,0.11,0.16,0.042,0.055,0.029
Total Inventory,550.0,506.9,204.7,165.1,134.5,102.8,176.3,305.2,,,79.3,163.6,176.3,186.0,203.1,214.5,305.2,317.1,310.6,322.7
Total Current Assets,628.1,647.2,354.5,364.9,366.9,342.6,407.6,421.1,,,344.1,407.8,407.6,407.4,422.3,428.0,421.1,421.5,409.4,393.2
"Property/Plant/Equipment, Total - Net",1.64,2.68,5.05,4.65,4.63,8.36,7.46,6.68,,,7.70,7.46,7.46,7.15,6.81,6.90,6.68,6.37,6.40,6.26
Total Assets,"1,241","1,265","1,257","1,267","1,270","1,253","1,260","1,298",,,"1,255","1,259","1,260","1,260","1,274","1,281","1,298","1,298","1,286","1,266"
Accounts Payable,3.70,1.78,1.08,0.85,0.018,0.25,2.06,6.08,,,0.14,0.75,2.06,0.21,7.69,6.11,6.08,8.65,9.49,1.89
Accrued Expenses,7.37,8.43,9.33,8.50,7.94,7.69,7.85,9.02,,,7.33,7.66,7.85,7.53,7.98,8.07,9.02,8.46,9.67,9.47
Debt Due,0.00,0.00,0.19,0.20,0.21,0.41,0.36,0.38,,,0.35,0.36,0.36,0.37,0.37,0.38,0.38,0.39,0.40,0.40
Total Current Liabilities,18.5,19.9,29.7,35.0,29.2,26.6,30.4,50.3,,,26.6,28.2,30.4,30.1,41.2,42.2,50.3,47.9,50.9,24.0
Long Term Debt,,,0.48,0.28,0.071,1.33,0.97,0.58,,,1.15,1.06,0.97,0.88,0.78,0.68,0.58,0.49,0.38,0.28
Total Liabilities,27.1,27.6,38.2,36.2,30.2,29.3,32.7,52.9,,,29.2,30.8,32.7,32.3,43.4,44.4,52.9,50.6,53.7,26.7
Common Stock,"1,000","1,000","1,025","1,025","1,025","1,025","1,025","1,025",,,"1,025","1,025","1,025","1,025","1,025","1,025","1,025","1,025","1,025","1,025"
Additional Paid-In Capital,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,,,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1
Retained Earnings (Accumulated Deficit),180.3,204.1,160.6,172.8,181.0,165.7,169.2,187.0,,,167.3,169.9,169.2,169.8,172.0,178.0,187.0,189.4,174.4,180.7
Shareholders' Equity,"1,214","1,237","1,219","1,231","1,239","1,224","1,227","1,245",,,"1,226","1,228","1,227","1,228","1,230","1,236","1,245","1,248","1,233","1,239"
Cash from Operating Activities,32.2,70.8,8.29,44.4,25.8,24.1,20.9,-96.8,,,9.73,10.0,-13.0,-11.0,-2.70,-9.68,-73.0,-12.1,15.6,-28.3
Cash from Investing Activities,-23.1,-49.0,-25.4,-44.0,-7.87,-12.1,-38.3,89.2,,,0.80,-45.4,5.73,13.0,19.0,0.13,56.6,30.4,20.0,9.66
Cash from Financing Activities,-10.00,-10.00,-3.14,-0.22,-0.22,-21.0,-0.50,-0.43,,,-0.13,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-20.6,-0.11
Net Change in Cash,-0.83,11.7,-20.3,0.19,17.8,-8.98,-17.9,-8.07,,,10.4,-35.5,-7.38,1.91,16.2,-9.66,-16.5,18.2,15.0,-18.7
Free Cashflows,32.0,69.4,7.64,44.3,25.4,21.2,20.4,-97.4,,,9.70,9.92,-13.3,-11.0,-2.71,-10.0,-73.2,-12.2,15.2,-28.5
Free Cashflow per Share,0.031,0.068,0.007,0.043,0.025,0.021,0.020,-0.095,,,0.009,0.010,-0.013,-0.011,-0.003,-0.010,-0.071,-0.012,0.015,-0.028
