,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,,,,,,488.6,647.3,"1,059",888.3,,176.6,120.7,178.9,185.9,198.7,495.7,191.2,197.1,188.8,311.2
EBITDA,,,,,,749.2,772.6,799.0,830.6,,193.6,194.9,194.9,201.9,200.8,201.4,206.8,210.5,203.6,209.8
Gross Profit Margin,,,,,,71.0%,72.2%,71.4%,69.9%,,72.3%,72.0%,72.2%,72.9%,70.4%,70.1%,70.7%,71.4%,68.4%,69.2%
Operating Margin,,,,,,69.4%,70.7%,69.8%,68.5%,,70.7%,70.6%,70.4%,71.4%,69.0%,68.6%,69.3%,69.8%,67.0%,67.9%
Net Profit Margin,,,,,,45.3%,59.2%,92.6%,73.2%,,64.5%,43.8%,64.6%,65.7%,68.3%,168.9%,64.1%,65.4%,62.1%,100.7%
Return on Assets,,,,,,4.6%,6.1%,9.8%,8.0%,,5.7%,6.1%,6.2%,6.2%,6.4%,9.7%,9.7%,9.8%,9.6%,7.9%
Return on Equity,,,,,,5.9%,7.9%,12.2%,10.0%,,2.1%,1.5%,2.2%,2.2%,2.4%,5.7%,2.2%,2.3%,2.2%,3.5%
Return on Total Capital,,,,,,4.8%,6.3%,9.9%,8.2%,,5.9%,6.3%,6.4%,6.4%,6.6%,9.9%,10.0%,10.1%,10.0%,8.2%
SG&A to Sale,,,,,,1.5%,1.5%,1.6%,1.4%,,1.6%,1.3%,1.8%,1.5%,1.5%,1.5%,1.4%,1.6%,1.4%,1.3%
Depreciation & Amortisation,,,,,,,,,,,,,,,,,,,,
Tax Rate,,,,,,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,,,,,,19.5,11.4,1.59,1.10,,4.77,11.4,8.99,11.9,9.45,1.59,11.4,1.76,1.23,1.10
Quick Ratio,,,,,,11.4,1.32,0.19,0.22,,0.59,1.32,1.74,1.50,1.28,0.19,1.53,0.20,0.20,0.22
Days Inventory Outstanding,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,,,,,66.5,6.92,4.82,5.41,,6.85,6.92,7.87,7.11,6.30,4.82,6.53,5.47,5.47,5.41
Days Payable Outstanding,,,,,,20.0,19.7,18.7,12.1,,20.9,18.4,17.6,16.7,17.0,18.5,17.1,12.6,13.8,11.5
Cash Conversion Cycle,,,,,,47.2,17.9,-14.3,-1.23,,19.3,-11.9,-8.95,-9.59,-10.8,-14.5,-9.10,-4.90,-11.6,-0.80
Debt to Asset Ratio,,,,,,0.22,0.22,0.22,0.21,,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21
Debt to Equity Ratio,,,,,,0.28,0.29,0.28,0.27,,0.29,0.29,0.28,0.29,0.29,0.28,0.27,0.28,0.28,0.27
Interest Coverage Ratio,,,,,,9.75,10.5,13.5,11.4,,10.5,10.5,10.5,11.1,51.3,10.8,11.3,11.6,11.5,11.4
Cash and Short Term Investments,,,,,,113.6,134.7,91.0,52.9,,143.0,134.7,90.0,147.2,122.4,91.0,126.5,135.7,93.0,52.9
"Total Receivables, Net",,,,,,196.5,20.7,15.1,18.0,,20.3,20.7,23.7,21.6,19.4,15.1,20.9,17.7,17.9,18.0
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,,,,,337.2,178.4,124.9,89.3,,165.0,178.4,122.9,172.2,143.6,124.9,155.5,156.4,112.7,89.3
"Property/Plant/Equipment, Total - Net",,,,,,"9,814","9,756","10,067","10,181",,"9,814","9,756","9,756","9,756","9,756","10,067","10,067","10,067","10,067","10,181"
Total Assets,,,,,,"10,538","10,562","11,041","11,259",,"10,611","10,562","10,621","10,665","10,704","11,041","11,049","11,108","11,135","11,259"
Accounts Payable,,,,,,17.2,15.6,17.9,6.22,,14.9,15.6,13.7,14.4,15.2,17.9,13.7,10.3,16.7,6.22
Accrued Expenses,,,,,,0.098,0.033,60.5,74.8,,19.6,0.033,0.004,0.004,0.015,60.5,,78.5,74.9,74.8
Debt Due,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,,,,,,17.3,15.7,78.4,81.0,,34.6,15.7,13.7,14.4,15.2,78.4,13.7,88.8,91.6,81.0
Long Term Debt,,,,,,"2,000","2,000","1,998","1,998",,"2,000","2,000","2,000","2,000","1,999","1,998","1,998","1,998","1,997","1,998"
Total Liabilities,,,,,,"2,314","2,346","2,393","2,410",,"2,355","2,346","2,352","2,374","2,385","2,393","2,378","2,410","2,426","2,410"
Common Stock,,,,,,"8,148","8,046","8,046","8,046",,"8,046","8,046","8,046","8,046","8,046","8,046","8,046","8,046","8,046","8,046"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),,,,,,76.0,169.5,602.0,802.7,,210.2,169.5,222.1,244.3,273.3,602.0,625.0,651.6,662.6,802.7
Shareholders' Equity,,,,,,"8,224","8,216","8,648","8,849",,"8,256","8,216","8,268","8,290","8,319","8,648","8,671","8,698","8,709","8,849"
Cash from Operating Activities,,,,,,"-19,365",743.1,623.5,722.1,,230.1,170.0,98.9,238.1,150.9,135.7,240.0,179.8,171.2,131.0
Cash from Investing Activities,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,,,,,,"19,592",-722.0,-667.2,-760.2,,-179.5,-178.4,-143.5,-180.9,-175.8,-167.0,-204.6,-170.6,-214.0,-171.1
Net Change in Cash,,,,,,227.2,21.1,-43.7,-38.1,,50.6,-8.35,-44.6,57.2,-24.9,-31.4,35.5,9.24,-42.7,-40.1
Free Cashflows,,,,,,"-19,365",743.1,623.5,722.1,,230.1,170.0,98.9,238.1,150.9,135.7,240.0,179.8,171.2,131.0
Free Cashflow per Share,,,,,,-23.8,0.91,0.77,0.89,,0.28,0.21,0.12,0.29,0.19,0.17,0.29,0.22,0.21,0.16
