,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Quick Ratio,0.33,0.15,0.17,0.16,0.12,0.16,0.19,0.21,,,0.16,0.17,0.19,0.15,0.16,0.18,0.21,0.22,0.23,0.20
Days Inventory Outstanding,95.8,73.3,69.6,94.5,70.8,48.2,45.3,43.8,,,54.2,50.6,47.5,47.7,47.8,41.6,41.5,45.1,45.3,48.8
Days Sale Outstanding,61.5,30.6,24.6,30.6,17.2,23.5,24.1,31.3,,,21.7,21.0,24.1,21.2,22.5,24.1,31.3,31.8,29.8,29.0
Days Payable Outstanding,60.1,39.2,29.1,26.4,21.2,23.6,26.5,31.4,,,21.3,27.4,31.7,31.5,30.1,26.8,30.4,32.9,27.3,26.7
Cash Conversion Cycle,97.3,71.4,63.0,93.9,74.7,39.9,35.6,35.2,,,53.1,37.1,38.4,37.1,41.0,38.7,33.7,46.5,51.2,49.6
Debt to Asset Ratio,0.74,0.80,0.75,0.71,0.64,0.61,0.61,0.65,,,0.60,0.58,0.61,0.65,0.65,0.63,0.65,0.65,0.59,0.58
Debt to Equity Ratio,2.90,3.39,2.92,2.41,1.75,1.55,1.56,1.90,,,1.48,1.40,1.56,1.84,1.87,1.70,1.90,1.82,1.42,1.40
Interest Coverage Ratio,11.1,,6.00,4.11,,7.00,6.29,2.07,,,9.88,10.6,1.82,,3.67,5.49,0.23,2.86,5.98,7.36
Cash and Short Term Investments,87.9,273.7,154.4,301.5,203.6,308.7,"1,107",210.1,,,711.2,"1,210","1,107","1,405",378.0,256.9,210.1,185.8,235.0,237.8
"Total Receivables, Net","1,205",760.8,"1,059","1,431",817.2,"1,331","1,702","2,405",,,"1,384","1,423","1,702","1,539","1,661","1,810","2,405","2,467","2,354","2,299"
Total Inventory,"1,652","2,451","2,855","4,976","2,050","2,708","2,892","3,276",,,"2,923","2,978","2,892","3,244","3,139","2,575","3,276","3,024","3,350","3,480"
Total Current Assets,"3,328","4,012","4,922","7,770","4,985","7,074","8,799","9,092",,,"7,904","8,694","8,799","9,316","8,470","7,993","9,092","8,824","9,024","9,180"
"Property/Plant/Equipment, Total - Net","1,879","3,234","4,502","4,862","5,615","6,321","7,930","11,246",,,"6,866","7,271","7,930","8,947","9,882","11,072","11,246","11,334","11,511","11,627"
Total Assets,"5,572","7,773","10,152","13,297","12,778","15,596","18,894","22,711",,,"16,984","18,142","18,894","20,671","20,749","21,567","22,711","22,659","23,132","23,379"
Accounts Payable,"1,035","1,160","1,057","1,129",979.1,"1,347","1,928","2,490",,,"1,203","1,993","1,928","2,120","1,901","1,790","2,490","2,101","1,736","2,002"
Accrued Expenses,54.8,45.1,89.1,141.6,,,,,,,,,,,,,,,,
Debt Due,"2,324","3,856","4,787","6,962","5,361","6,048","5,825","7,487",,,"6,495","4,949","5,825","6,628","6,931","6,517","7,487","7,673","7,001","7,942"
Total Current Liabilities,"3,606","5,242","6,335","8,751","7,090","8,242","8,953","11,275",,,"8,807","8,164","8,953","10,287","10,122","9,892","11,275","11,066","10,138","11,326"
Long Term Debt,494.9,962.5,"1,198",626.5,921.0,"1,042","2,316","3,296",,,"1,101","2,168","2,316","2,861","3,135","3,349","3,296","3,237","3,093","1,954"
Total Liabilities,"4,107","6,219","7,563","9,399","8,125","9,469","11,523","14,876",,,"10,126","10,578","11,523","13,416","13,539","13,601","14,876","14,620","13,564","13,616"
Common Stock,120.0,"2,380","2,545","4,000","5,100","5,100","5,109","5,113",,,"5,109","5,109","5,109","5,113","5,113","5,113","5,113","5,177","5,608","5,608"
Additional Paid-In Capital,,,,,981.2,981.2,995.3,"1,096",,,994.2,995.3,995.3,"1,001","1,001","1,001","1,096","1,096","1,743","1,743"
Retained Earnings (Accumulated Deficit),"1,062",-745.1,289.0,130.2,"-1,444",31.3,"1,292","1,337",,,768.2,"1,470","1,292","1,181","1,148","1,674","1,337","1,541","1,992","2,189"
Shareholders' Equity,"1,416","1,833","2,589","3,898","4,652","6,127","7,371","7,835",,,"6,851","7,553","7,371","7,272","7,239","7,991","7,835","8,039","9,568","9,757"
Cash from Operating Activities,293.6,"-1,547","1,106",-539.8,-116.4,503.5,"2,139","1,048",,,630.5,"1,599",-111.2,79.9,-346.8,"1,173",142.0,207.5,454.2,"1,068"
Cash from Investing Activities,-840.4,"-1,672","-2,353","-1,287",-338.7,-582.5,"-1,460","-3,404",,,-113.1,-536.7,-654.5,-907.0,-877.4,-818.7,-801.3,-207.6,-543.1,-304.8
Cash from Financing Activities,590.3,"3,399","1,131","1,960",358.2,184.3,149.3,"1,485",,,-362.3,-557.8,670.7,"1,174",155.1,-477.8,633.7,-24.5,137.8,-761.3
Net Change in Cash,43.5,180.3,-116.4,132.8,-97.9,105.1,796.6,-895.2,,,151.0,499.1,-105.0,297.3,"-1,025",-121.1,-46.9,-24.2,49.2,2.85
Free Cashflows,-637.3,"-3,059",-397.2,"-1,355",-849.2,-210.6,270.1,"-2,490",,,450.3,"1,028",-868.6,-869.1,"-1,232",331.2,-720.5,-124.5,121.7,659.6
Free Cashflow per Share,-0.12,-0.60,-0.078,-0.27,-0.17,-0.041,0.053,-0.49,,,0.088,0.20,-0.17,-0.17,-0.24,0.065,-0.14,-0.024,0.022,0.12
