,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",370.2,414.7,490.0,401.8,412.9,349.9,364.7,362.5,,,73.1,70.1,156.2,58.2,74.7,77.7,159.1,69.4,82.0,60.9
Operating Income,303.7,462.3,390.9,134.7,-111.7,170.0,303.0,313.7,,,16.1,175.8,59.8,61.1,140.8,61.9,42.7,30.2,-78.3,33.5
Net Income,168.7,503.8,295.8,116.5,-98.3,281.8,281.0,287.5,,,31.9,158.6,44.7,68.6,108.6,65.1,45.2,36.7,-51.6,39.5
EBITDA,421.2,563.9,493.8,244.1,-10.5,285.5,412.8,413.3,,,43.8,203.5,86.9,87.5,164.5,86.8,67.3,54.5,-54.6,56.2
Gross Profit Margin,8.2%,12.0%,12.8%,7.8%,4.7%,8.1%,8.5%,8.5%,,,5.3%,10.6%,9.2%,6.6%,11.3%,7.0%,9.0%,6.4%,0.3%,6.2%
Operating Margin,4.0%,6.3%,5.7%,2.0%,-1.7%,2.6%,3.8%,3.9%,,,1.0%,7.6%,2.6%,3.4%,7.4%,3.1%,1.9%,1.9%,-5.7%,2.2%
Net Profit Margin,2.2%,6.9%,4.3%,1.7%,-1.5%,4.4%,3.6%,3.6%,,,1.9%,6.8%,1.9%,3.8%,5.7%,3.3%,2.0%,2.4%,-3.7%,2.6%
Return on Assets,2.7%,8.3%,4.7%,1.8%,-1.6%,5.0%,4.6%,4.6%,,,2.9%,4.6%,4.3%,4.8%,6.1%,4.6%,4.7%,4.2%,1.6%,1.2%
Return on Equity,4.3%,11.7%,6.7%,2.8%,-2.5%,6.9%,6.6%,6.6%,,,0.8%,3.8%,1.1%,1.6%,2.5%,1.5%,1.0%,0.8%,-1.2%,0.9%
Return on Total Capital,4.3%,11.7%,6.7%,2.8%,-2.5%,6.9%,6.6%,6.6%,,,4.5%,7.0%,6.6%,7.1%,8.9%,6.6%,6.6%,5.8%,2.3%,1.7%
SG&A to Sale,4.9%,5.7%,7.1%,5.9%,6.4%,5.4%,4.6%,4.6%,,,4.3%,3.0%,6.7%,3.2%,3.9%,3.9%,7.1%,4.4%,5.9%,4.0%
Depreciation & Amortisation,117.4,101.6,102.9,109.4,101.2,115.5,109.7,99.6,,,27.6,27.7,27.1,26.4,23.7,24.9,24.6,24.3,23.7,22.7
Tax Rate,41.6%,23.5%,23.1%,36.4%,0.4%,27.1%,22.8%,20.9%,,,25.1%,20.7%,31.5%,18.9%,22.8%,13.5%,28.7%,24.1%,20.8%,30.7%
Current Ratio,2.69,2.89,2.98,2.47,3.16,3.43,2.84,3.52,,,2.73,2.60,2.84,3.06,3.09,3.18,3.52,3.66,3.70,4.21
Quick Ratio,1.04,1.36,1.33,1.03,1.32,1.71,1.47,1.48,,,1.09,1.25,1.47,1.35,1.30,1.29,1.48,1.32,1.28,1.48
Days Inventory Outstanding,78.3,83.9,89.1,92.8,98.6,94.2,84.7,88.0,,,121.9,111.0,97.4,94.2,94.2,98.6,92.3,90.0,103.6,112.9
Days Sale Outstanding,87.2,110.5,122.6,99.9,87.7,106.7,121.6,86.0,,,92.9,122.3,121.6,98.3,89.6,85.7,86.0,79.5,76.8,83.5
Days Payable Outstanding,20.2,14.3,19.0,21.5,17.0,16.2,16.7,16.8,,,21.6,20.4,18.6,17.2,18.2,19.8,19.6,17.5,18.9,17.5
Cash Conversion Cycle,173.6,169.3,187.4,181.9,184.7,170.2,172.8,173.8,,,192.3,192.2,200.1,183.5,169.0,166.8,161.2,157.4,164.4,182.3
Debt to Asset Ratio,0.31,0.29,0.28,0.36,0.28,0.26,0.32,0.27,,,0.33,0.34,0.32,0.30,0.30,0.29,0.27,0.26,0.26,0.24
Debt to Equity Ratio,0.47,0.42,0.42,0.58,0.40,0.37,0.49,0.37,,,0.50,0.54,0.49,0.44,0.43,0.42,0.37,0.36,0.36,0.32
Interest Coverage Ratio,6.09,9.44,8.93,3.12,,7.11,9.16,8.26,,,2.19,20.4,5.98,6.74,15.0,6.88,4.82,4.30,,6.70
Cash and Short Term Investments,"1,448","1,352","1,336","1,802",949.5,942.3,492.7,"1,135",,,857.2,669.9,492.7,721.2,819.7,855.1,"1,135","1,070",785.9,808.4
"Total Receivables, Net","1,809","2,206","2,304","1,871","1,543","1,878","2,633","1,875",,,"1,740","2,508","2,633","2,196","2,059","1,894","1,875","1,678","1,509","1,533"
Total Inventory,"1,495","1,450","1,469","1,735","1,572","1,478","1,880","1,634",,,"2,172","1,981","1,880","1,987","1,933","2,050","1,634","1,845","1,972","1,927"
Total Current Assets,"4,892","5,083","5,153","5,450","4,181","4,382","5,066","4,705",,,"4,861","5,221","5,066","4,972","4,885","4,895","4,705","4,673","4,354","4,357"
"Property/Plant/Equipment, Total - Net",694.7,768.3,817.5,812.5,932.1,973.1,947.2,946.5,,,951.1,983.6,947.2,936.6,953.2,939.4,946.5,952.3,945.9,938.6
Total Assets,"5,934","6,256","6,426","6,729","5,612","5,744","6,412","6,087",,,"6,221","6,607","6,412","6,321","6,245","6,257","6,087","6,067","5,762","5,647"
Accounts Payable,233.6,267.2,355.0,386.5,183.7,342.3,318.6,350.3,,,344.7,418.9,318.6,385.4,370.9,430.3,350.3,324.8,372.5,231.9
Accrued Expenses,80.2,135.2,147.1,99.2,72.5,101.6,128.2,128.6,,,85.1,95.6,128.2,142.7,80.5,92.6,128.6,144.2,74.1,84.8
Debt Due,"1,374","1,220","1,089","1,601",966.2,727.6,"1,209",716.0,,,"1,246","1,375","1,209",958.2,"1,017",911.2,716.0,674.6,625.9,631.1
Total Current Liabilities,"1,816","1,758","1,731","2,207","1,324","1,278","1,787","1,336",,,"1,782","2,010","1,787","1,625","1,581","1,541","1,336","1,275","1,178","1,035"
Long Term Debt,4.48,0.41,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,844","1,825","1,825","2,411","1,550","1,515","2,056","1,627",,,"2,028","2,260","2,056","1,899","1,859","1,824","1,627","1,571","1,507","1,366"
Common Stock,"1,990","1,990","1,990","1,990","1,990","1,990","1,990","1,990",,,"1,990","1,990","1,990","1,990","1,990","1,990","1,990","1,990","1,990","1,990"
Additional Paid-In Capital,"1,106","1,106","1,106","1,106","1,106","1,106","1,106","1,106",,,"1,106","1,106","1,106","1,106","1,106","1,106","1,106","1,106","1,106","1,106"
Retained Earnings (Accumulated Deficit),869.7,"1,218","1,280","1,046",801.2,"1,004","1,128","1,266",,,942.1,"1,101","1,128","1,197","1,166","1,231","1,266","1,303","1,072","1,112"
Shareholders' Equity,"3,963","4,306","4,388","4,149","3,912","4,105","4,239","4,370",,,"4,053","4,211","4,239","4,306","4,276","4,335","4,370","4,407","4,171","4,207"
Cash from Operating Activities,684.7,411.6,457.4,312.2,107.1,234.4,-751.8,"1,386",,,-276.1,-256.2,-16.4,490.9,254.5,123.3,517.0,15.0,-50.9,-53.4
Cash from Investing Activities,-107.6,-257.6,23.0,-457.5,18.5,6.75,214.1,-213.6,,,83.6,148.7,-2.72,-16.9,-45.9,-110.2,-40.5,65.0,-17.8,83.4
Cash from Financing Activities,-394.6,-357.1,-326.8,204.4,-779.0,-326.4,389.3,-623.6,,,28.9,119.8,-161.8,-242.0,-115.5,-67.9,-198.3,-46.4,-209.4,-5.99
Net Change in Cash,196.0,-206.2,173.5,56.1,-642.2,-107.2,-149.6,541.8,,,-160.0,12.7,-177.1,228.5,98.5,-64.6,279.4,35.2,-283.8,22.5
Free Cashflows,621.7,235.2,314.0,207.7,-110.7,75.0,-872.2,"1,286",,,-292.7,-316.2,-43.5,475.1,214.6,109.8,486.2,-15.8,-70.3,-70.6
Free Cashflow per Share,1.56,0.59,0.79,0.52,-0.28,0.19,-2.19,3.23,,,-0.74,-0.79,-0.11,1.19,0.54,0.28,1.22,-0.040,-0.18,-0.18
