,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,-598.4,300.6,381.2,"1,434","1,227",239.4,"1,720","1,138",,,493.2,639.4,480.0,185.8,277.1,306.1,368.4,347.5,372.5,64.5
Gross Profit Margin,-4.0%,1.5%,1.9%,10.4%,7.9%,-2.1%,9.5%,3.9%,,,12.2%,16.4%,10.8%,0.9%,3.0%,3.1%,5.3%,5.5%,6.2%,-1.7%
Operating Margin,-13.4%,-7.2%,-6.5%,2.1%,0.0%,-11.3%,1.6%,-3.8%,,,4.2%,8.7%,3.4%,-4.8%,-2.6%,-2.2%,-1.7%,-0.1%,0.5%,-7.4%
Net Profit Margin,-5.7%,-14.2%,-12.6%,2.7%,3.7%,-13.2%,4.7%,-3.0%,,,5.9%,8.2%,13.1%,-4.7%,-1.1%,-2.1%,-0.9%,-0.7%,0.3%,-7.6%
Return on Assets,-3.0%,-8.1%,-8.0%,1.9%,2.3%,-7.3%,3.0%,-2.0%,,,-6.0%,-2.0%,3.1%,3.6%,2.4%,0.4%,-2.0%,-1.1%,-0.8%,-2.1%
Return on Equity,-6.1%,-18.0%,-17.8%,3.7%,4.1%,-14.9%,6.0%,-4.3%,,,1.9%,2.8%,4.4%,-2.3%,-0.5%,-1.1%,-0.3%,-0.3%,0.1%,-4.0%
Return on Total Capital,-4.2%,-12.3%,-11.9%,2.8%,3.2%,-11.7%,4.7%,-2.9%,,,-9.8%,-3.2%,4.7%,5.8%,3.6%,0.5%,-2.9%,-1.6%,-1.2%,-3.0%
SG&A to Sale,9.4%,8.7%,8.3%,8.3%,7.9%,9.0%,7.9%,7.7%,,,8.0%,7.7%,7.3%,5.6%,5.6%,5.3%,7.1%,5.6%,5.7%,5.8%
Depreciation & Amortisation,"1,241","1,275","1,228","1,160","1,221","1,424","1,538","1,591",,,376.8,383.0,380.1,378.8,384.1,403.0,425.1,351.8,350.9,366.4
Tax Rate,-2.6%,-1.0%,0.0%,2.3%,5.4%,-0.4%,2.3%,-2.2%,,,1.2%,1.3%,1.0%,0.4%,-7.6%,-1.5%,-16.5%,-16.4%,13.4%,-0.7%
Current Ratio,1.08,0.90,0.74,0.75,0.73,0.55,0.71,0.74,,,0.57,0.66,0.71,0.68,0.69,0.72,0.74,0.76,0.75,0.64
Quick Ratio,0.41,0.41,0.37,0.37,0.34,0.30,0.39,0.47,,,0.31,0.37,0.39,0.40,0.39,0.42,0.47,0.50,0.44,0.37
Days Inventory Outstanding,10.5,12.2,12.1,10.4,8.47,7.78,8.66,9.09,,,7.48,7.50,7.84,7.75,7.20,7.01,7.62,7.62,7.00,6.45
Days Sale Outstanding,83.0,60.7,60.7,55.8,60.2,66.2,77.6,83.8,,,72.1,74.1,77.6,65.0,60.2,55.9,63.5,63.3,53.3,48.6
Days Payable Outstanding,73.5,94.2,85.3,86.2,91.0,89.9,101.5,104.6,,,95.1,101.3,106.6,96.6,87.4,79.6,80.7,78.7,72.0,71.2
Cash Conversion Cycle,-21.0,-2.02,-7.06,-17.0,-19.2,-13.3,-32.3,-23.8,,,-20.4,-22.5,-27.9,-21.3,-23.3,-18.0,-16.7,-2.90,-5.43,-13.3
Debt to Asset Ratio,0.51,0.49,0.53,0.48,0.45,0.49,0.49,0.54,,,0.51,0.49,0.49,0.48,0.49,0.53,0.54,0.53,0.52,0.56
Debt to Equity Ratio,1.05,0.98,1.14,0.92,0.82,0.96,0.95,1.18,,,1.02,0.97,0.95,0.94,0.95,1.12,1.18,1.13,1.10,1.26
Interest Coverage Ratio,,,,1.70,0.037,,0.92,,,,2.33,5.24,2.01,,,,,,0.27,
Cash and Short Term Investments,"4,589","2,101","1,754","1,774","2,014","1,255","1,640","1,202",,,"1,496","1,540","1,640","1,309","1,486","1,331","1,202","1,055","1,302","1,211"
"Total Receivables, Net","3,110","2,251","2,182","2,035","1,959","1,894","2,393","2,747",,,"2,076","2,216","2,393","2,268","2,315","2,375","2,747","2,767","2,353","2,098"
Total Inventory,429.5,464.7,385.0,296.5,211.1,243.1,240.1,332.2,,,224.7,197.3,240.1,250.6,265.3,307.6,332.2,305.9,281.1,254.4
Total Current Assets,"8,209","4,911","4,406","4,179","4,247","3,437","4,307","4,324",,,"3,828","3,986","4,307","3,876","4,116","4,059","4,324","4,172","3,980","3,606"
"Property/Plant/Equipment, Total - Net","17,601","15,959","15,207","14,165","14,827","14,108","12,259","13,258",,,"13,087","12,495","12,259","11,553","11,930","12,927","13,258","12,558","11,823","13,211"
Total Assets,"26,246","21,235","19,924","18,657","19,617","18,124","17,410","18,296",,,"17,471","17,186","17,410","16,207","16,952","17,863","18,296","17,493","16,688","17,342"
Accounts Payable,"3,725","3,162","2,849","2,786","2,670","2,581","3,082","3,505",,,"2,833","2,864","3,082","3,035","3,227","3,273","3,505","3,083","2,954","2,961"
Accrued Expenses,111.3,151.9,550.5,119.5,82.4,278.7,87.8,167.9,,,116.4,106.3,87.8,76.9,98.1,104.5,167.9,100.5,102.2,116.0
Debt Due,"3,643","1,723","1,920","2,220","2,465","2,900","2,683","1,910",,,"3,220","2,549","2,683","2,327","2,262","1,923","1,910","2,099","2,058","2,273"
Total Current Liabilities,"7,608","5,487","5,953","5,565","5,802","6,291","6,085","5,848",,,"6,702","6,041","6,085","5,734","5,933","5,667","5,848","5,493","5,303","5,596"
Long Term Debt,"5,768","4,982","4,633","3,314","2,999","2,537","2,365","3,996",,,"2,078","2,369","2,365","2,079","2,270","3,722","3,996","3,727","3,362","4,012"
Total Liabilities,"13,406","10,503","10,624","8,919","8,848","8,874","8,486","9,888",,,"8,829","8,460","8,486","7,850","8,243","9,430","9,888","9,266","8,722","9,665"
Common Stock,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,,,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8
Additional Paid-In Capital,"4,983","4,983","4,983","4,983","4,983","4,983","4,983","4,983",,,"4,983","4,983","4,983","4,983","4,983","4,983","4,983","4,983","4,983","4,983"
Retained Earnings (Accumulated Deficit),"7,202","5,273","3,620","3,985","4,360","2,944","3,494","3,053",,,"2,846","3,088","3,494","3,302","3,176","3,083","3,053","3,026","3,037","2,730"
Shareholders' Equity,"12,821","10,715","9,281","9,715","10,737","9,231","8,922","8,401",,,"8,640","8,725","8,922","8,352","8,705","8,426","8,401","8,220","7,960","7,671"
Cash from Operating Activities,-441.5,724.4,788.3,"1,160","1,395",463.2,"1,607","1,262",,,558.1,582.4,457.4,265.5,433.3,256.8,306.1,-117.8,660.7,460.5
Cash from Investing Activities,"4,214",-367.0,-157.3,-50.1,-463.7,-977.5,"-1,004","-1,495",,,-356.0,256.6,-958.1,-59.7,-56.3,-742.1,-636.7,22.1,-56.2,"-1,109"
Cash from Financing Activities,"-1,527","-2,806",-803.6,"-1,153",-687.3,-207.0,-206.3,-201.0,,,-113.3,-778.6,579.9,-546.7,-176.1,317.5,204.3,-87.4,-288.1,542.7
Net Change in Cash,"2,299","-2,488",-347.0,19.5,240.8,-758.9,384.5,-437.6,,,64.5,43.7,100.2,-331.0,177.4,-155.0,-128.9,-147.1,247.1,-91.6
Free Cashflows,-441.5,302.5,329.9,"1,091",889.6,-445.9,333.9,-525.5,,,82.3,812.4,-521.4,125.0,318.8,-548.1,-421.3,-232.3,556.6,-681.1
Free Cashflow per Share,-0.53,0.36,0.40,1.32,1.07,-0.54,0.40,-0.63,,,0.099,0.98,-0.63,0.15,0.38,-0.66,-0.51,-0.28,0.67,-0.82
