,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"1,835","2,136","2,167","2,053","2,434","2,667","3,853","3,594",,,"1,130","1,167",746.0,885.1,841.3,"1,007",860.8,733.1,767.3,703.6
"Cost of Revenue, Total",976.4,"1,127","1,340","1,434","1,376","1,505","1,741","2,231",,,446.8,468.3,435.7,479.7,485.5,608.6,657.4,450.7,478.1,451.7
Gross Profit,858.7,"1,009",827.0,619.0,"1,058","1,162","2,111","1,363",,,683.6,698.2,310.3,405.4,355.8,398.5,203.4,282.4,289.3,251.9
"Selling/General/Administrative Expenses, Total",405.5,485.7,504.3,661.2,763.7,823.0,859.6,858.8,,,202.0,192.5,302.5,187.6,208.1,210.6,252.5,208.8,201.5,203.4
Operating Income,453.2,523.5,322.7,-42.2,294.2,339.3,"1,252",504.3,,,481.6,505.7,7.82,217.8,147.7,187.9,-49.1,73.6,87.8,48.5
Net Income,327.4,398.6,256.8,-16.0,150.3,198.6,904.1,345.3,,,372.8,380.0,-22.1,165.6,115.6,141.5,-77.5,74.5,72.6,43.8
EBITDA,512.4,572.5,383.8,36.3,407.6,488.8,"1,398",671.2,,,568.7,595.1,-103.2,320.7,334.4,344.8,-225.3,175.5,238.7,168.7
Gross Profit Margin,46.8%,47.2%,38.2%,30.2%,43.5%,43.6%,54.8%,37.9%,,,60.5%,59.9%,41.6%,45.8%,42.3%,39.6%,23.6%,38.5%,37.7%,35.8%
Operating Margin,24.7%,24.5%,14.9%,-2.1%,12.1%,12.7%,32.5%,14.0%,,,42.6%,43.4%,1.0%,24.6%,17.6%,18.7%,-5.7%,10.0%,11.4%,6.9%
Net Profit Margin,17.8%,18.7%,11.8%,-0.8%,6.2%,7.4%,23.5%,9.6%,,,33.0%,32.6%,-3.0%,18.7%,13.7%,14.1%,-9.0%,10.2%,9.5%,6.2%
Return on Assets,23.4%,24.1%,12.5%,-0.4%,2.8%,3.6%,15.2%,5.5%,,,9.9%,13.8%,14.2%,13.6%,9.8%,6.3%,5.5%,4.1%,3.7%,2.2%
Return on Equity,28.0%,29.1%,17.5%,-1.0%,5.4%,6.7%,20.4%,7.6%,,,10.5%,10.1%,-0.5%,3.5%,2.6%,3.1%,-1.7%,1.6%,1.6%,1.0%
Return on Total Capital,27.7%,28.4%,17.1%,-0.7%,4.7%,5.6%,19.3%,7.0%,,,13.5%,19.0%,19.3%,18.3%,12.9%,7.9%,7.0%,5.2%,4.7%,2.5%
SG&A to Sale,22.1%,22.7%,23.3%,32.2%,31.4%,30.9%,22.3%,23.9%,,,17.9%,16.5%,40.5%,21.2%,24.7%,20.9%,29.3%,28.5%,26.3%,28.9%
Depreciation & Amortisation,59.3,49.0,61.1,78.5,113.4,149.6,146.6,166.8,,,87.1,89.4,-111.1,102.9,186.6,157.0,-176.3,101.9,150.9,120.2
Tax Rate,31.7%,25.5%,25.4%,56.5%,23.1%,20.4%,22.1%,21.9%,,,19.3%,20.5%,-71.6%,18.5%,20.1%,20.7%,8.6%,7.7%,24.9%,28.0%
Current Ratio,3.67,3.01,1.61,1.30,1.60,1.80,2.14,2.20,,,1.94,1.93,2.14,2.29,2.00,2.16,2.20,2.23,4.21,4.83
Quick Ratio,1.60,1.62,0.77,0.33,0.58,0.51,0.67,0.51,,,0.73,0.77,0.67,1.01,0.91,0.97,0.51,1.13,2.38,1.81
Days Inventory Outstanding,33.7,26.5,23.0,20.3,16.6,15.9,26.7,23.1,,,26.8,33.1,34.8,42.5,54.4,45.6,25.7,23.7,25.9,25.8
Days Sale Outstanding,72.8,73.3,86.2,59.2,65.5,38.6,54.8,44.1,,,76.2,63.8,54.8,56.1,45.5,52.2,44.1,49.1,94.9,50.6
Days Payable Outstanding,22.3,27.7,29.7,29.9,30.6,29.4,36.7,33.9,,,36.9,34.7,43.4,34.7,36.8,40.1,31.5,36.1,33.7,27.9
Cash Conversion Cycle,68.9,61.8,70.3,65.5,44.2,33.7,21.2,42.8,,,65.5,56.4,45.9,72.0,58.8,60.7,41.4,31.2,71.2,76.8
Debt to Asset Ratio,0.19,0.22,0.33,0.66,0.50,0.45,0.31,0.27,,,0.42,0.40,0.31,0.30,0.30,0.28,0.27,0.26,0.14,0.13
Debt to Equity Ratio,0.25,0.29,0.52,2.00,1.01,0.82,0.45,0.37,,,0.71,0.67,0.45,0.42,0.43,0.39,0.37,0.36,0.17,0.15
Interest Coverage Ratio,435.0,236.3,31.9,,2.64,3.31,15.5,9.24,,,21.0,22.0,0.86,13.3,10.2,12.5,,5.59,11.4,25.4
Cash and Short Term Investments,406.6,395.0,299.0,859.5,"1,277","1,241","1,894","1,982",,,"1,502","1,614","1,894","1,981","1,660","1,883","1,982","2,057","1,480","1,989"
"Total Receivables, Net",366.2,429.2,512.1,332.7,436.9,281.7,578.3,434.3,,,676.8,631.6,578.3,603.6,453.8,497.2,434.3,462.8,876.0,425.2
Total Inventory,75.8,87.9,81.2,78.2,46.6,84.8,169.5,112.8,,,137.4,162.4,169.5,257.1,300.5,201.8,112.8,172.9,138.1,150.4
Total Current Assets,899.3,941.1,"1,089","1,311","1,761","1,726","2,647","2,543",,,"2,479","2,478","2,647","2,870","2,451","2,589","2,543","2,719","2,503","2,579"
"Property/Plant/Equipment, Total - Net",510.3,592.9,686.3,962.6,997.4,"1,009","1,100","1,176",,,"1,020","1,108","1,100","1,134","1,166","1,172","1,176","1,156","1,137","1,119"
Total Assets,"1,494","1,808","2,299","5,028","5,588","5,422","6,448","6,216",,,"6,101","6,294","6,448","6,693","6,347","6,407","6,216","6,272","5,250","5,240"
Accounts Payable,70.4,100.7,117.4,117.5,113.2,129.6,220.3,193.6,,,120.7,193.7,220.3,127.9,249.4,191.8,193.6,241.5,163.3,148.1
Accrued Expenses,,58.9,59.3,74.4,101.8,,,,,,0.022,0.077,,,,,,0.007,,0.024
Debt Due,4.20,11.8,366.6,288.3,340.6,236.6,221.5,288.6,,,235.7,203.8,221.5,212.6,257.1,271.9,288.6,305.2,213.1,136.0
Total Current Liabilities,245.0,312.6,676.8,"1,007","1,101",956.6,"1,236","1,156",,,"1,279","1,281","1,236","1,251","1,223","1,196","1,156","1,220",594.1,533.5
Long Term Debt,10.7,34.9,32.2,693.8,406.2,579.4,244.9,378.9,,,738.7,712.3,244.9,204.2,533.1,463.0,378.9,294.9,,
Total Liabilities,291.0,393.4,762.9,"3,314","2,802","2,436","2,004","1,668",,,"2,534","2,513","2,004","1,984","1,890","1,791","1,668","1,643",755.4,699.3
Common Stock,250.2,257.1,257.1,266.0,417.3,417.3,438.9,441.6,,,420.5,421.2,438.9,441.2,441.5,441.6,441.6,441.6,441.6,441.6
Additional Paid-In Capital,526.5,608.6,608.6,799.7,"1,841","1,841","2,718","2,832",,,"2,004","2,036","2,718","2,813","2,831","2,832","2,832","2,832","2,832","2,832"
Retained Earnings (Accumulated Deficit),394.1,502.9,605.4,593.7,492.6,630.8,"1,209","1,158",,,"1,064","1,238","1,209","1,375","1,093","1,235","1,158","1,239","1,113","1,253"
Shareholders' Equity,"1,171","1,369","1,471","1,658","2,769","2,980","4,428","4,526",,,"3,561","3,773","4,428","4,693","4,437","4,592","4,526","4,608","4,482","4,525"
Cash from Operating Activities,344.6,417.0,185.8,626.4,700.0,862.0,"1,519","1,209",,,475.3,568.1,183.1,219.0,289.9,365.7,334.2,187.0,146.1,223.1
Cash from Investing Activities,-50.5,-242.4,-416.5,-678.5,"-1,270",-847.3,"-1,075",-992.1,,,-500.4,-285.0,-300.9,-267.2,-582.3,-83.1,-59.4,-388.3,250.7,360.5
Cash from Financing Activities,-205.9,-238.9,202.4,625.8,686.1,-56.1,55.0,-133.0,,,296.8,-271.3,196.4,33.9,-28.9,-61.4,-76.6,-75.7,-595.1,-77.0
Net Change in Cash,88.3,-64.4,-28.3,573.7,115.9,-41.3,499.7,83.7,,,271.7,11.8,78.6,-14.3,-321.3,221.2,198.1,-277.0,-198.3,506.7
Free Cashflows,312.4,332.9,53.1,414.5,-54.6,377.4,"1,307",980.5,,,305.0,586.1,150.6,168.6,216.6,321.4,273.9,171.2,128.6,204.8
Free Cashflow per Share,0.89,0.92,0.15,1.11,-0.13,0.90,2.98,2.22,,,0.73,1.39,0.34,0.38,0.49,0.73,0.62,0.39,0.29,0.46
