,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Profit Margin,0.3%,-0.2%,0.5%,1.3%,1.8%,3.1%,2.2%,2.2%,,,2.4%,1.1%,2.0%,2.2%,1.3%,2.9%,2.6%,2.9%,1.1%,1.5%
Return on Assets,0.6%,-0.3%,1.1%,2.7%,3.9%,6.4%,4.7%,4.8%,,,5.8%,4.9%,4.5%,4.1%,3.4%,4.4%,4.9%,5.1%,4.9%,4.4%
Return on Equity,2.0%,-1.0%,2.9%,6.7%,8.4%,12.2%,9.4%,9.3%,,,2.7%,1.0%,1.9%,2.7%,1.5%,2.8%,2.5%,3.2%,1.2%,1.3%
Return on Total Capital,1.1%,-0.6%,2.9%,5.1%,6.4%,12.2%,9.4%,9.3%,,,12.6%,10.6%,9.4%,8.0%,7.1%,8.8%,9.3%,9.7%,9.8%,8.3%
SG&A to Sale,3.9%,3.7%,4.6%,3.7%,4.8%,4.2%,3.9%,3.8%,,,3.8%,4.4%,4.5%,3.5%,3.7%,3.9%,4.3%,3.8%,4.4%,4.6%
Depreciation & Amortisation,254.1,229.5,179.2,157.9,134.8,107.4,76.8,68.9,,,20.3,21.8,14.0,17.9,18.1,17.5,15.4,16.7,17.1,17.1
Tax Rate,0.0%,18.6%,30.1%,19.9%,19.9%,19.9%,20.1%,20.4%,,,19.1%,26.5%,19.8%,20.0%,22.5%,20.0%,20.0%,20.0%,20.0%,20.0%
Current Ratio,1.69,1.85,1.20,1.84,2.39,1.82,1.77,1.94,,,1.66,1.68,1.77,1.86,1.75,1.88,1.94,1.90,1.92,2.12
Quick Ratio,0.83,1.18,0.72,1.02,1.52,1.02,1.09,1.32,,,1.12,1.01,1.09,1.27,1.15,1.29,1.32,1.38,1.42,1.53
Days Inventory Outstanding,49.5,54.0,45.7,51.6,57.1,58.4,58.4,53.1,,,51.5,56.4,59.5,54.3,48.0,45.7,44.9,44.1,38.4,39.0
Days Sale Outstanding,55.7,74.6,77.6,69.5,80.8,83.0,92.6,95.2,,,108.1,96.3,92.6,100.8,101.3,98.1,95.2,110.6,109.3,101.8
Days Payable Outstanding,28.4,31.3,37.6,34.8,39.9,48.3,45.1,39.4,,,51.6,46.2,41.2,40.3,45.9,38.0,31.2,39.6,34.5,26.4
Cash Conversion Cycle,95.8,81.8,92.1,87.2,97.1,87.8,101.1,105.8,,,107.7,117.2,112.0,112.9,95.2,120.5,101.4,108.1,120.1,122.5
Debt to Asset Ratio,0.68,0.65,0.63,0.59,0.51,0.49,0.51,0.47,,,0.55,0.54,0.51,0.49,0.52,0.49,0.47,0.49,0.49,0.45
Debt to Equity Ratio,2.17,1.89,1.72,1.41,1.06,0.96,1.06,0.90,,,1.20,1.18,1.06,0.96,1.10,0.96,0.90,0.94,0.95,0.81
Interest Coverage Ratio,1.12,0.46,1.33,3.61,6.66,14.9,12.3,14.2,,,12.1,5.57,11.7,9.27,21.9,13.3,19.4,25.7,8.11,10.6
Cash and Short Term Investments,13.4,2.92,153.3,10.6,7.47,121.5,9.08,7.82,,,29.0,144.5,9.08,56.0,98.5,86.9,7.82,76.4,90.5,25.7
"Total Receivables, Net","1,139","1,392","1,370","1,234","1,324","1,276","1,574","1,696",,,"1,804","1,607","1,574","1,696","1,722","1,708","1,696","1,953","1,907","1,745"
Total Inventory,"1,155",778.3,745.0,982.0,754.7,882.0,967.7,792.2,,,832.2,917.6,967.7,738.7,788.9,696.0,792.2,648.3,589.5,642.7
Total Current Assets,"2,308","2,173","2,268","2,227","2,087","2,280","2,551","2,496",,,"2,665","2,669","2,551","2,491","2,609","2,491","2,496","2,677","2,587","2,413"
"Property/Plant/Equipment, Total - Net","1,156","1,003",852.4,706.2,590.0,494.9,454.8,429.1,,,466.8,454.7,454.8,450.3,439.6,437.7,429.1,421.3,409.6,399.2
Total Assets,"3,549","3,282","3,190","2,983","2,711","2,808","3,039","2,956",,,"3,164","3,157","3,039","2,975","3,082","2,961","2,956","3,129","3,033","2,849"
Accounts Payable,399.0,719.3,531.8,635.0,579.9,773.5,655.8,649.3,,,782.1,650.3,655.8,609.4,848.8,384.2,649.3,643.1,468.2,365.7
Accrued Expenses,49.2,24.2,23.2,16.2,14.4,14.8,20.9,20.9,,,12.0,14.7,20.9,16.3,11.6,,20.9,13.8,,
Debt Due,897.5,403.3,"1,304",526.7,233.4,411.5,725.1,564.4,,,716.2,826.5,725.1,630.1,539.8,825.3,564.4,668.1,763.9,659.2
Total Current Liabilities,"1,366","1,178","1,892","1,211",874.0,"1,252","1,439","1,289",,,"1,610","1,586","1,439","1,336","1,493","1,328","1,289","1,410","1,344","1,141"
Long Term Debt,953.4,846.3,,400.0,400.0,,,,,,,,,,,,,,,
Total Liabilities,"2,431","2,145","2,019","1,746","1,392","1,374","1,562","1,397",,,"1,729","1,707","1,562","1,457","1,614","1,451","1,397","1,518","1,481","1,277"
Common Stock,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,,,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
Additional Paid-In Capital,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,,,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5
Retained Earnings (Accumulated Deficit),130.6,149.9,183.9,249.0,331.4,446.8,489.6,572.0,,,447.6,462.3,489.6,530.2,480.1,522.8,572.0,623.8,563.9,584.3
Shareholders' Equity,"1,118","1,137","1,171","1,236","1,319","1,434","1,477","1,560",,,"1,435","1,450","1,477","1,518","1,468","1,510","1,560","1,611","1,551","1,572"
Cash from Operating Activities,135.0,734.3,172.2,309.1,378.9,426.7,-277.0,292.0,,,-93.8,25.5,-18.8,158.3,215.6,-277.6,195.7,-23.3,6.56,47.5
Cash from Investing Activities,-85.4,-70.6,-29.3,-11.7,-18.6,-15.1,-39.2,-47.9,,,-6.56,-10.1,-12.2,-11.2,-8.08,-17.2,-11.3,-9.26,-9.70,-3.87
Cash from Financing Activities,-60.2,-674.3,7.43,-440.1,-363.4,-297.6,203.8,-245.4,,,78.8,100.1,-104.4,-100.2,-164.9,283.1,-263.4,101.1,17.3,-108.3
Net Change in Cash,-10.6,-10.5,150.4,-142.7,-3.10,114.0,-112.4,-1.26,,,-21.6,115.4,-135.4,46.9,42.6,-11.7,-79.1,68.5,14.1,-64.8
Free Cashflows,70.8,660.8,143.3,297.5,360.3,411.6,-312.7,247.4,,,-99.3,17.9,-31.0,148.8,208.6,-295.8,185.8,-32.6,-2.94,44.4
Free Cashflow per Share,1.48,13.8,2.98,6.20,7.51,8.57,-6.51,5.15,,,-2.07,0.37,-0.65,3.10,4.34,-6.17,3.87,-0.68,-0.061,0.94
