,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,,,0.3%,-0.3%,8.9%,12.8%,3.1%,4.9%,,,8.4%,2.3%,2.6%,3.9%,3.9%,5.1%,4.6%,1.7%,0.6%,0.5%
Return on Equity,,,0.5%,-0.6%,15.3%,21.0%,2.9%,5.9%,,,1.1%,-0.3%,1.1%,3.0%,0.6%,1.3%,1.1%,-0.6%,-0.9%,1.2%
Return on Total Capital,,,0.3%,-0.4%,11.7%,16.5%,2.9%,5.2%,,,11.1%,2.2%,2.9%,4.3%,4.4%,5.6%,5.2%,2.0%,0.7%,0.6%
SG&A to Sale,,,27.9%,23.2%,23.8%,20.0%,24.4%,23.0%,,,24.6%,23.5%,25.7%,21.6%,24.9%,21.4%,24.4%,28.1%,21.2%,17.2%
Depreciation & Amortisation,,,52.3,54.5,37.9,35.5,36.9,28.0,,,9.29,9.33,9.19,8.94,8.65,8.81,1.61,8.32,11.7,12.5
Tax Rate,,,0.0%,0.0%,-2.9%,2.3%,-27.4%,3.7%,,,-2.9%,532.7%,-835.6%,5.0%,-77.5%,13.8%,10.7%,42.3%,27.4%,22.6%
Current Ratio,,,1.18,1.13,1.04,0.67,6.16,0.93,,,0.90,5.01,6.16,4.97,1.59,1.50,0.93,0.80,0.85,0.79
Quick Ratio,,,0.99,0.66,0.56,0.27,5.14,0.36,,,0.30,0.46,5.14,3.96,0.70,0.47,0.36,0.38,0.35,0.38
Days Inventory Outstanding,,,19.0,17.3,16.7,14.3,13.8,13.8,,,13.2,13.3,14.0,13.9,13.8,13.4,13.5,14.7,14.5,14.2
Days Sale Outstanding,,,24.1,26.2,40.8,27.7,25.4,29.3,,,27.7,24.2,25.4,38.9,25.2,24.1,29.3,29.5,27.4,29.7
Days Payable Outstanding,,,32.8,33.5,31.7,31.2,31.6,23.3,,,25.5,26.1,27.2,25.8,22.9,20.8,20.6,20.4,18.8,18.5
Cash Conversion Cycle,,,10.2,3.88,20.6,9.37,12.7,17.9,,,18.8,13.3,10.5,21.4,23.8,17.4,18.3,23.9,23.4,22.0
Debt to Asset Ratio,,,0.50,0.44,0.45,0.44,0.086,0.25,,,0.36,0.11,0.086,0.097,0.089,0.16,0.25,0.29,0.35,0.35
Debt to Equity Ratio,,,1.02,0.78,0.79,0.82,0.096,0.34,,,0.59,0.13,0.096,0.11,0.100,0.20,0.34,0.41,0.54,0.55
Interest Coverage Ratio,,,,3.56,7.60,10.8,4.64,28.3,,,4.58,1.24,91.5,225.9,76.6,12.3,16.3,,,6.45
Cash and Short Term Investments,,,61.6,44.9,33.8,37.2,262.7,49.7,,,56.3,316.0,262.7,240.1,18.0,60.9,49.7,18.7,33.0,28.7
"Total Receivables, Net",,,25.7,31.1,53.5,41.9,37.4,50.6,,,42.2,35.0,37.4,60.3,39.7,39.6,50.6,50.7,49.7,58.1
Total Inventory,,,13.8,14.4,14.8,13.5,15.5,17.0,,,13.1,13.9,15.5,14.6,15.8,14.8,17.0,19.7,20.2,22.7
Total Current Assets,,,103.8,97.4,111.0,106.7,328.7,131.3,,,126.5,376.9,328.7,328.9,89.8,127.8,131.3,105.3,119.7,119.4
"Property/Plant/Equipment, Total - Net",,,421.0,383.5,379.1,512.6,573.9,"1,017",,,539.3,549.8,573.9,585.2,823.1,881.0,"1,017","1,100","1,127","1,145"
Total Assets,,,554.1,481.3,496.6,631.3,926.1,"1,186",,,675.6,939.8,926.1,964.9,951.1,"1,048","1,186","1,241","1,285","1,302"
Accounts Payable,,,23.9,30.5,25.0,36.6,29.6,25.4,,,25.8,27.3,29.6,26.2,24.3,23.2,25.4,25.5,26.1,30.0
Accrued Expenses,,,10.9,10.1,14.2,14.8,15.1,19.6,,,18.6,18.9,15.1,22.6,17.1,21.8,19.6,26.0,29.4,35.0
Debt Due,,,51.5,35.6,36.1,94.4,0.57,57.1,,,83.5,0.56,0.57,0.55,0.41,20.3,57.1,43.0,60.9,64.2
Total Current Liabilities,,,87.9,86.5,106.4,158.2,53.4,140.7,,,140.5,75.2,53.4,66.1,56.5,85.0,140.7,132.1,140.4,152.0
Long Term Debt,,,175.6,112.3,85.1,94.1,0.13,125.0,,,76.9,0.27,0.13,,,54.8,125.0,187.2,270.8,272.6
Total Liabilities,,,279.2,211.3,225.0,280.3,79.8,299.8,,,244.8,104.8,79.8,93.1,84.9,171.0,299.8,357.9,449.3,457.3
Common Stock,,,100.0,100.0,100.0,100.0,300.0,300.0,,,225.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,,,,496.8,496.8,,,,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8
Retained Earnings (Accumulated Deficit),,,174.5,169.9,184.9,243.7,35.2,75.9,,,193.4,26.1,35.2,60.9,55.3,66.5,75.9,74.1,28.8,39.2
Shareholders' Equity,,,274.9,270.0,285.0,343.7,831.8,872.6,,,418.4,822.8,831.8,857.5,852.0,863.3,872.6,870.9,825.6,836.0
Cash from Operating Activities,,,60.4,79.3,60.5,111.7,48.3,77.8,,,20.5,23.0,3.15,12.8,27.7,32.9,4.46,13.0,4.83,24.2
Cash from Investing Activities,,,-53.5,-0.73,-1.72,-154.1,-332.5,-225.0,,,-15.2,-22.9,-277.4,-0.16,-36.9,-64.7,-123.3,-91.5,-45.8,-33.5
Cash from Financing Activities,,,-14.0,-79.2,-39.7,51.3,273.0,170.6,,,26.0,259.7,-15.9,-0.15,-10.9,74.7,107.1,48.0,55.2,5.11
Net Change in Cash,,,-7.16,-0.57,9.60,8.84,-11.2,23.4,,,31.3,259.7,-290.2,12.5,-20.2,42.9,-11.8,-30.5,14.3,-4.20
Free Cashflows,,,20.8,58.2,39.8,-58.1,-53.9,-379.3,,,-0.11,-0.11,-37.8,-18.9,-210.2,-31.1,-119.1,-84.4,-40.6,-12.5
Free Cashflow per Share,,,0.035,0.097,0.066,-0.097,-0.090,-0.63,,,0.000,0.000,-0.063,-0.032,-0.35,-0.052,-0.20,-0.14,-0.068,-0.021
