,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net","4,170","5,786","5,801","6,620","7,348","7,358","7,133","7,060",,,"6,064","6,682","7,133","5,974","6,555","6,579","7,060","6,212","6,532","6,453"
Total Inventory,778.1,879.6,671.2,903.1,768.6,768.4,820.9,939.8,,,717.3,737.7,820.9,802.6,762.4,819.9,939.8,884.3,871.7,892.5
Total Current Assets,"6,944","8,242","8,255","9,760","10,929","12,817","11,852","12,019",,,"10,287","10,840","11,852","10,560","10,988","11,415","12,019","10,729","10,897","10,238"
"Property/Plant/Equipment, Total - Net",949.8,909.2,985.6,832.0,941.9,967.5,994.6,"1,029",,,961.8,953.4,994.6,994.3,"1,018","1,040","1,029",976.6,"1,412","1,417"
Total Assets,"14,197","16,390","16,420","18,956","20,499","23,056","25,751","26,714",,,"22,458","23,934","25,751","24,806","24,856","25,710","26,714","25,702","26,377","25,814"
Accounts Payable,"3,724",,"3,723","4,044","4,393","4,998","4,923","5,044",,,"4,228","4,328","4,923","4,380","4,643","4,636","5,044","4,593","4,977","4,182"
Accrued Expenses,"1,239","1,735","1,767","1,989","2,418","2,967","2,607","2,308",,,"2,454","2,524","2,607","2,113","2,159","2,152","2,308","1,798","1,835","1,789"
Debt Due,31.5,30.3,41.5,32.1,14.1,8.90,15.6,22.0,,,10.8,15.6,15.6,17.7,20.0,20.9,22.0,24.1,24.7,25.2
Total Current Liabilities,"5,611","6,299","5,997","6,583","7,406","8,576","8,204","8,158",,,"7,162","7,425","8,204","6,969","7,358","7,422","8,158","6,989","7,434","6,667"
Long Term Debt,6.86,5.89,,,,,,,,,,,,,,,,,,
Total Liabilities,"5,916","7,128","6,721","7,454","8,157","9,336","9,442","9,350",,,"8,009","8,457","9,442","8,153","8,429","8,574","9,350","8,147","8,579","7,802"
Common Stock,318.4,318.4,323.4,327.8,330.0,330.0,330.0,330.0,,,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0
Additional Paid-In Capital,"1,199","1,199","1,432","1,638","1,743","1,743","1,743","1,743",,,"1,743","1,743","1,743","1,743","1,743","1,743","1,743","1,743","1,743","1,743"
Retained Earnings (Accumulated Deficit),"3,901","4,828","5,525","6,433","7,540","8,542","9,408","10,657",,,"8,943","9,268","9,408","9,803","9,974","10,355","10,657","10,975","11,234","11,584"
Shareholders' Equity,"8,248","9,224","9,659","11,457","12,244","13,600","16,154","17,203",,,"14,313","15,334","16,154","16,490","16,257","16,958","17,203","17,387","17,625","17,830"
Cash from Operating Activities,"1,120",928.5,"1,112",947.5,"1,467","2,503","1,365","1,470",,,,-52.2,730.9,347.3,144.8,405.0,572.9,96.2,553.8,-266.4
Cash from Investing Activities,-453.9,-403.5,-465.4,-951.6,"-1,135",-401.3,"-2,001",-786.9,,,,-74.1,-208.3,-314.7,-21.4,34.7,-485.5,-888.0,70.9,-277.3
Cash from Financing Activities,-235.1,-298.1,-252.3,-288.2,-303.5,-370.0,-589.6,-491.6,,,,5.01,-165.1,2.32,-331.1,1.03,-163.9,-1.41,-336.4,0.50
Net Change in Cash,430.7,226.9,394.4,-292.3,28.8,"1,732","-1,226",191.5,,,,-121.3,357.6,35.0,-207.7,440.8,-76.5,-793.2,288.3,-543.2
Free Cashflows,735.2,709.4,910.3,832.9,"1,315","2,378","1,213","1,307",,,,-73.6,654.9,317.3,85.1,351.0,553.2,82.7,87.0,-302.8
Free Cashflow per Share,2.31,2.23,2.81,2.54,3.99,7.21,3.68,3.96,,,,-0.22,1.98,0.96,0.26,1.06,1.68,0.25,0.26,-0.92
