,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Liabilities,,,,424.1,798.7,"1,281","1,538",827.3,,,,,"1,538",,"1,687","1,614",827.3,841.0,"1,162",920.9
Common Stock,,,,100.0,100.0,200.0,250.0,470.0,,,,,250.0,,340.0,340.0,470.0,470.0,470.0,470.0
Additional Paid-In Capital,,,,,,,,"1,176",,,,,,,,,"1,176","1,176","1,127","1,127"
Retained Earnings (Accumulated Deficit),,,,52.5,30.6,-12.4,-63.9,-49.3,,,,,-63.9,,58.7,-82.4,-49.3,-6.83,94.5,154.9
Shareholders' Equity,,,,152.5,130.6,187.6,186.1,"1,597",,,,,186.1,186.1,398.7,257.6,"1,597","1,639","1,692","1,752"
Cash from Operating Activities,,,,130.5,233.4,207.8,225.2,295.4,,,108.1,-19.9,28.9,43.3,291.0,-42.0,2.03,44.9,316.8,-14.1
Cash from Investing Activities,,,,-57.0,-225.9,-565.3,-426.5,-531.0,,,-95.6,-224.8,-10.4,50.7,-342.3,15.5,-254.9,-62.2,-232.7,-192.6
Cash from Financing Activities,,,,-77.0,56.2,341.3,209.0,527.3,,,81.5,44.0,2.00,175.3,-168.3,-22.0,543.3,-1.10,-0.99,5.09
Net Change in Cash,,,,-3.54,63.7,-16.2,7.71,291.7,,,94.0,-200.7,20.5,269.3,-219.6,-48.5,290.5,-18.4,83.1,-201.6
Free Cashflows,,,,50.2,233.4,-474.3,-131.6,208.7,,,12.5,-143.6,-13.1,23.8,268.5,-67.5,-17.0,26.6,312.1,-141.9
Free Cashflow per Share,,,,0.053,0.25,-0.50,-0.14,0.22,,,,,-0.014,0.025,0.29,-0.072,-0.018,0.028,0.33,-0.15
