,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,7.9%,16.3%,-14.8%,1.7%,13.3%,3.9%,4.8%,5.3%,,,-8.1%,-0.9%,23.7%,-0.2%,-7.6%,-15.6%,23.8%,-21.9%,-34.2%,-58.5%
Net Profit Margin,-1.8%,5.7%,27.5%,-1.7%,4.8%,6.0%,0.8%,2.6%,,,-8.5%,-5.2%,15.4%,-3.9%,-9.4%,-6.8%,16.1%,-19.6%,-28.6%,-47.0%
Return on Assets,-0.5%,3.1%,7.7%,-0.6%,2.3%,2.2%,0.2%,1.1%,,,0.5%,1.0%,0.2%,0.2%,0.0%,-0.1%,1.1%,0.4%,-0.1%,-1.1%
Return on Equity,-2.1%,11.2%,22.7%,-2.2%,10.0%,10.9%,1.3%,4.7%,,,-3.1%,-2.3%,7.9%,-1.9%,-4.6%,-2.9%,11.9%,-4.9%,-6.1%,-8.1%
Return on Total Capital,-1.0%,6.5%,13.9%,-1.2%,4.3%,4.7%,0.4%,2.0%,,,1.1%,2.2%,0.4%,0.3%,-0.1%,-0.3%,2.0%,0.6%,-0.1%,-1.8%
SG&A to Sale,30.1%,21.9%,51.7%,31.7%,23.8%,29.1%,30.8%,27.2%,,,37.0%,32.0%,21.1%,26.1%,33.9%,36.8%,20.2%,45.2%,50.4%,63.7%
Depreciation & Amortisation,69.1,69.6,47.6,17.9,23.9,65.1,36.5,67.0,,,6.74,11.8,11.5,11.5,14.3,18.5,22.7,13.1,13.0,17.3
Tax Rate,120.1%,24.0%,32.5%,62.4%,20.4%,33.4%,44.1%,24.0%,,,14.7%,-34.5%,21.2%,-42.5%,4.2%,14.2%,14.4%,4.1%,6.2%,6.0%
Current Ratio,1.25,1.32,1.92,1.81,1.68,1.81,2.29,2.27,,,1.79,1.75,2.29,2.55,2.52,2.50,2.27,2.49,2.56,2.72
Quick Ratio,0.074,0.034,0.22,0.10,0.062,0.060,0.15,0.052,,,0.027,0.027,0.15,0.12,0.24,0.053,0.052,0.077,0.087,0.068
Days Inventory Outstanding,"1,092",556.4,"1,053",885.5,771.8,892.0,"1,106",734.5,,,"1,303","1,165","1,118","1,002",916.5,883.5,720.2,794.9,943.7,"1,098"
Days Sale Outstanding,8.19,5.53,12.0,13.0,9.54,11.2,16.6,13.6,,,16.3,14.1,16.6,20.5,17.1,14.4,13.6,19.5,18.7,20.8
Days Payable Outstanding,184.0,57.6,100.5,89.8,67.0,65.9,73.9,54.1,,,88.2,81.5,74.7,58.9,48.7,47.6,48.2,55.9,52.3,55.6
Cash Conversion Cycle,953.8,522.2,937.3,798.5,708.2,841.0,"1,048",692.2,,,"1,226","1,101","1,059",970.0,886.3,853.4,677.8,763.9,917.5,"1,066"
Debt to Asset Ratio,0.72,0.64,0.60,0.67,0.70,0.69,0.68,0.64,,,0.69,0.69,0.68,0.68,0.70,0.70,0.64,0.64,0.67,0.69
Debt to Equity Ratio,3.10,2.23,1.87,2.60,3.62,3.46,3.69,2.82,,,3.80,3.89,3.69,3.59,4.16,4.19,2.82,2.92,3.41,3.72
Interest Coverage Ratio,1.00,3.04,,0.72,6.05,0.98,1.14,1.22,,,,,7.72,,,,7.53,,,
Cash and Short Term Investments,210.8,197.0,561.5,457.2,405.6,797.3,530.8,892.0,,,600.5,449.3,530.8,327.6,737.6,555.7,892.0,334.1,629.9,252.9
"Total Receivables, Net",24.3,32.0,36.4,58.0,71.5,81.4,105.6,119.2,,,80.3,78.8,105.6,140.7,124.3,104.4,119.2,155.8,132.9,130.5
Total Inventory,"2,200","1,781","2,239","3,026","4,249","4,426","4,620","4,041",,,"4,507","4,522","4,620","4,566","4,444","4,452","4,041","4,522","4,594","4,782"
Total Current Assets,"2,451","2,025","2,891","3,649","4,811","5,365","5,342","5,239",,,"5,240","5,110","5,342","5,137","5,408","5,198","5,239","5,128","5,462","5,353"
"Property/Plant/Equipment, Total - Net",924.9,879.9,75.9,89.1,745.4,436.7,945.9,780.2,,,733.2,863.6,945.9,990.3,"1,014","1,019",780.2,771.5,872.1,901.8
Total Assets,"4,142","3,721","4,130","4,885","6,814","7,328","7,884","7,767",,,"7,516","7,533","7,884","7,615","7,973","7,790","7,767","7,595","7,805","7,716"
Accounts Payable,272.1,140.0,243.6,290.3,341.4,299.8,304.7,333.2,,,325.3,305.9,304.7,235.6,243.4,235.6,333.2,269.3,236.1,238.5
Accrued Expenses,34.1,40.6,80.2,111.3,109.2,187.8,234.4,268.7,,,161.0,188.4,234.4,205.0,207.9,233.3,268.7,234.4,256.8,291.2
Debt Due,"1,123",702.5,454.1,859.9,"1,683","1,789","1,166","1,250",,,"1,798","1,733","1,166","1,012","1,058",957.1,"1,250","1,151","1,265","1,009"
Total Current Liabilities,"1,954","1,536","1,504","2,011","2,858","2,961","2,331","2,304",,,"2,927","2,920","2,331","2,014","2,147","2,082","2,304","2,060","2,137","1,965"
Long Term Debt,953.6,770.9,837.5,"1,122","1,767","1,893","2,794","2,422",,,"2,065","2,074","2,794","2,854","3,124","3,163","2,422","2,597","2,998","3,232"
Total Liabilities,"2,968","2,397","2,496","3,278","4,788","5,040","5,359","4,968",,,"5,178","5,183","5,359","5,144","5,565","5,440","4,968","4,895","5,261","5,316"
Common Stock,600.0,600.0,720.0,720.0,720.0,790.9,889.7,"1,067",,,889.7,889.7,889.7,889.7,889.7,889.7,"1,067","1,067","1,067","1,067"
Additional Paid-In Capital,23.8,23.8,23.8,23.8,23.8,23.8,23.8,98.0,,,23.8,23.8,23.8,23.8,23.8,23.8,98.0,98.0,98.0,98.0
Retained Earnings (Accumulated Deficit),294.5,411.7,558.4,487.5,569.5,643.4,516.3,572.0,,,427.1,397.0,516.3,495.2,401.3,363.2,572.0,489.9,361.2,244.9
Shareholders' Equity,957.7,"1,075","1,337","1,262","1,323","1,456","1,453","1,759",,,"1,363","1,333","1,453","1,432","1,338","1,299","1,759","1,677","1,542","1,429"
Cash from Operating Activities,-428.6,657.7,-609.7,-808.4,"-1,526",-584.4,-458.4,277.6,,,-197.8,-26.4,-31.6,-54.3,104.6,-142.4,369.6,-673.7,-201.5,-315.4
Cash from Investing Activities,6.55,111.2,977.1,223.1,37.5,798.4,-415.2,472.2,,,114.4,-96.6,-323.5,124.2,-325.7,427.1,246.7,39.5,-327.8,304.6
Cash from Financing Activities,440.6,-681.5,-282.6,630.8,"1,483",186.5,451.8,-138.8,,,397.3,-28.3,185.6,-126.4,349.0,-89.0,-272.4,75.5,479.0,-23.0
Net Change in Cash,18.6,87.4,84.9,45.5,-6.19,400.5,-421.8,610.9,,,313.9,-151.2,-169.4,-56.5,127.9,195.7,343.9,-558.7,-50.3,-33.8
Free Cashflows,-438.2,645.1,-626.1,-836.9,"-1,613",-814.4,-782.5,277.6,,,-274.2,-126.6,-118.4,-116.9,67.7,-166.4,493.2,-708.1,-246.5,-361.1
Free Cashflow per Share,-0.49,0.72,-0.70,-0.94,-1.84,-0.93,-0.88,0.26,,,-0.31,-0.14,-0.13,-0.13,0.076,-0.19,0.46,-0.66,-0.23,-0.34
