,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,110.2,119.7,84.0,59.2,13.5,-75.0,-15.5,96.1,,,1.05,-22.2,20.4,-15.4,1.00,-13.2,123.7,-1.51,4.92,2.00
EBITDA,136.7,130.9,81.3,92.2,45.1,-92.1,-92.3,-80.5,,,-16.3,-30.5,-24.2,-16.6,-14.0,-21.8,-26.1,-7.08,-10.6,-5.49
Gross Profit Margin,30.5%,32.3%,30.2%,28.0%,25.2%,14.2%,12.9%,15.6%,,,14.3%,9.6%,15.1%,17.1%,19.7%,18.6%,8.4%,20.9%,23.2%,24.7%
Operating Margin,7.6%,7.5%,4.1%,4.5%,1.0%,-11.1%,-12.0%,-13.5%,,,-8.9%,-19.0%,-11.8%,-11.8%,-10.5%,-17.5%,-14.8%,-5.4%,-7.9%,-4.7%
Net Profit Margin,8.7%,10.0%,7.9%,4.8%,1.3%,-7.0%,-1.6%,13.6%,,,0.4%,-11.2%,8.9%,-8.4%,0.6%,-9.0%,62.8%,-0.8%,2.9%,1.1%
Return on Assets,6.8%,6.7%,4.5%,3.2%,0.8%,-4.2%,-0.9%,5.6%,,,-3.7%,-3.2%,-0.9%,-0.9%,-0.9%,-0.4%,5.7%,6.6%,6.8%,7.8%
Return on Equity,7.6%,7.6%,5.6%,3.8%,0.9%,-5.0%,-1.0%,6.5%,,,0.1%,-1.5%,1.3%,-1.0%,0.1%,-0.9%,8.3%,-0.1%,0.3%,0.1%
Return on Total Capital,7.6%,7.6%,5.6%,3.8%,0.9%,-5.0%,-1.0%,6.5%,,,-4.4%,-3.7%,-1.0%,-1.1%,-1.1%,-0.5%,6.5%,7.4%,7.8%,8.9%
SG&A to Sale,23.3%,25.3%,26.6%,23.4%,24.2%,25.3%,24.8%,29.1%,,,23.2%,28.6%,27.0%,28.9%,30.2%,36.1%,23.2%,26.3%,31.1%,29.4%
Depreciation & Amortisation,40.4,41.6,37.6,35.9,34.5,27.5,23.7,14.7,,,6.78,7.04,2.78,4.93,4.54,4.02,3.06,2.87,2.92,2.91
Tax Rate,20.8%,11.4%,3.8%,1.5%,-2.3%,5.3%,-25.7%,1.5%,,,59.8%,-1.2%,3.3%,-18.9%,57.3%,-0.9%,-2.0%,213.5%,25.0%,28.1%
Current Ratio,5.89,5.43,4.92,4.84,8.09,3.99,8.89,8.51,,,5.34,6.17,8.89,8.48,9.29,8.44,8.51,7.77,6.58,6.76
Quick Ratio,2.68,3.08,2.17,1.21,2.06,1.07,3.47,2.90,,,1.66,1.96,3.47,4.27,4.82,4.16,2.90,3.93,3.01,3.10
Days Inventory Outstanding,113.9,138.0,174.8,154.6,154.8,140.2,165.9,191.5,,,156.3,163.7,158.0,162.7,178.2,198.6,193.4,177.7,187.1,191.0
Days Sale Outstanding,62.7,62.7,68.2,61.2,48.4,68.5,72.3,72.4,,,62.1,58.7,72.3,57.1,54.7,54.5,72.4,77.4,65.5,67.9
Days Payable Outstanding,39.4,38.5,55.5,57.2,50.4,45.5,50.5,36.4,,,47.2,43.3,33.9,33.3,38.0,39.9,38.2,37.9,45.0,43.6
Cash Conversion Cycle,144.0,159.3,180.8,155.3,191.2,129.8,213.8,244.2,,,183.6,187.6,199.1,196.1,202.5,214.9,224.4,213.0,211.5,217.3
Debt to Asset Ratio,0.14,0.18,0.19,0.17,0.13,0.19,0.14,0.11,,,0.16,0.15,0.14,0.13,0.13,0.14,0.11,0.11,0.12,0.12
Debt to Equity Ratio,0.16,0.22,0.23,0.21,0.15,0.23,0.16,0.12,,,0.19,0.18,0.16,0.16,0.15,0.16,0.12,0.12,0.14,0.13
Interest Coverage Ratio,"25,772","44,655","43,707","29,101","32,622",,,,,,,,,,,,,,,
Cash and Short Term Investments,370.1,378.2,322.9,336.7,340.8,154.8,222.7,284.4,,,138.4,149.8,222.7,283.2,321.8,301.0,284.4,206.7,195.0,176.7
"Total Receivables, Net",217.7,205.7,197.7,207.6,134.5,201.9,191.9,139.7,,,185.6,165.5,191.9,135.9,117.7,109.9,139.7,149.5,125.4,135.9
Total Inventory,295.8,317.6,389.8,365.6,276.9,432.0,335.5,288.1,,,404.4,395.8,335.5,330.3,319.6,341.4,288.1,284.5,307.3,312.1
Total Current Assets,886.5,905.0,911.5,913.9,760.3,810.1,760.8,717.2,,,746.3,726.6,760.8,766.2,768.6,761.8,717.2,648.5,636.7,630.9
"Property/Plant/Equipment, Total - Net",240.1,231.6,210.1,185.3,157.5,151.9,139.8,132.0,,,140.4,134.9,139.8,136.8,136.5,133.4,132.0,130.5,128.9,127.4
Total Assets,"1,674","1,916","1,844","1,874","1,695","1,837","1,778","1,670",,,"1,782","1,788","1,778","1,752","1,694","1,706","1,670","1,665","1,662","1,649"
Accounts Payable,75.0,96.0,128.6,150.8,58.3,171.5,62.3,56.4,,,116.8,94.8,62.3,73.9,64.7,68.0,56.4,65.7,76.6,64.7
Accrued Expenses,37.6,36.0,19.4,,,,,,,,,,,0.099,,,,0.043,0.098,0.066
Debt Due,0.00,0.00,18.4,1.34,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,150.5,166.6,185.2,188.7,93.9,203.1,85.6,84.3,,,139.7,117.8,85.6,90.4,82.7,90.3,84.3,83.5,96.8,93.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,230.2,339.5,344.5,319.4,224.3,345.6,240.4,185.2,,,282.1,270.0,240.4,236.0,222.4,232.6,185.2,184.4,199.8,195.1
Common Stock,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,,,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
Additional Paid-In Capital,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,,,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2
Retained Earnings (Accumulated Deficit),786.6,869.7,896.1,912.0,822.9,747.8,732.3,806.3,,,734.1,711.9,732.3,716.9,695.9,682.6,806.3,804.8,785.7,787.7
Shareholders' Equity,"1,444","1,576","1,500","1,555","1,470","1,492","1,538","1,485",,,"1,500","1,518","1,538","1,516","1,471","1,474","1,485","1,481","1,462","1,454"
Cash from Operating Activities,42.1,138.8,36.2,104.5,79.8,-193.6,-53.0,-10.6,,,40.9,-14.8,13.0,9.36,19.0,-24.3,-44.5,-11.5,6.21,-16.8
Cash from Investing Activities,24.4,-182.0,51.3,-40.7,98.2,17.7,71.3,12.9,,,26.5,6.63,-58.1,-15.1,10.3,18.8,28.7,19.9,19.1,10.6
Cash from Financing Activities,-57.6,-57.6,-39.2,-60.2,-104.1,,,-22.1,,,,,,,-22.1,0.00,0.00,,-24.0,0.00
Net Change in Cash,8.94,-100.8,48.3,3.62,73.9,-175.8,18.3,-19.8,,,67.4,-8.13,-45.1,-5.73,7.31,-5.55,-15.8,8.44,1.31,-6.12
Free Cashflows,-8.67,108.0,20.6,93.5,75.6,-215.0,-64.7,-17.3,,,40.3,-15.5,3.38,8.27,15.5,-24.8,-46.1,-12.8,5.05,-18.2
Free Cashflow per Share,-0.090,1.13,0.21,0.97,0.79,-2.24,-0.67,-0.18,,,0.42,-0.16,0.035,0.086,0.16,-0.26,-0.48,-0.13,0.053,-0.19
