,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,49.7,85.3,98.5,105.0,121.1,124.7,145.9,158.7,,,36.0,37.7,38.8,38.6,39.7,40.3,40.1,40.3,41.3,42.3
Tax Rate,0.0%,0.9%,-3.6%,3.9%,6.0%,6.8%,-1.0%,8.5%,,,4.2%,-3.9%,5.5%,1.5%,7.5%,7.7%,13.7%,9.0%,-2.6%,0.9%
Current Ratio,0.15,0.29,0.58,0.77,0.77,0.66,0.35,0.69,,,0.56,0.43,0.35,0.53,0.55,0.48,0.69,0.78,0.69,0.64
Quick Ratio,0.065,0.12,0.16,0.15,0.16,0.12,0.19,0.19,,,0.23,0.25,0.19,0.13,0.16,0.15,0.19,0.27,0.20,0.24
Days Inventory Outstanding,27.0,32.6,21.2,16.7,67.4,119.7,68.3,68.5,,,76.5,40.9,26.4,66.4,113.0,105.5,93.2,97.8,89.6,79.2
Days Sale Outstanding,32.5,26.1,38.9,28.5,28.3,25.0,32.8,38.6,,,38.1,33.2,32.8,33.0,45.4,38.3,38.6,38.5,29.6,33.5
Days Payable Outstanding,10.5,19.8,17.3,14.5,14.4,17.6,20.9,13.9,,,0.00,0.00,8.93,18.9,19.8,18.9,12.2,13.9,16.7,14.1
Cash Conversion Cycle,50.5,31.9,37.4,23.7,85.8,122.3,79.1,92.7,,,113.2,75.8,43.2,81.6,132.7,131.1,118.0,117.6,110.1,97.3
Debt to Asset Ratio,0.62,0.55,0.62,0.52,0.47,0.46,0.42,0.53,,,0.41,0.37,0.42,0.50,0.53,0.51,0.53,0.46,0.45,0.46
Debt to Equity Ratio,1.64,1.23,1.62,1.10,0.90,0.86,0.74,1.13,,,0.68,0.58,0.74,0.98,1.11,1.06,1.13,0.87,0.82,0.85
Interest Coverage Ratio,,4.06,2.73,4.99,6.19,6.05,4.70,8.94,,,5.57,8.41,,8.98,6.94,8.81,10.9,21.9,16.3,20.5
Cash and Short Term Investments,5.66,5.65,12.0,22.7,9.88,38.0,36.3,33.2,,,8.77,12.5,36.3,35.5,32.9,20.0,33.2,32.8,33.1,34.3
"Total Receivables, Net",97.7,96.8,176.8,195.0,201.7,165.5,222.4,285.4,,,274.0,247.7,222.4,210.3,280.9,231.1,285.4,300.3,222.9,255.5
Total Inventory,114.1,77.3,84.1,113.5,715.7,669.7,161.3,686.7,,,383.8,159.3,161.3,595.4,631.8,466.3,686.7,533.9,500.1,390.7
Total Current Assets,226.8,231.5,657.0,996.6,948.0,905.3,424.6,"1,010",,,669.5,423.7,424.6,873.2,950.9,720.9,"1,010",870.2,758.8,683.0
"Property/Plant/Equipment, Total - Net","2,188","2,168","2,207","2,373","2,287","2,314","2,398","2,756",,,"2,345","2,345","2,398","2,475","2,627","2,720","2,756","2,768","2,784","2,813"
Total Assets,"2,436","2,421","2,888","3,385","3,241","3,225","2,830","3,772",,,"3,020","2,775","2,830","3,353","3,584","3,447","3,772","3,644","3,548","3,504"
Accounts Payable,36.9,79.1,52.8,119.4,58.2,145.6,108.6,63.0,,,,,108.6,106.7,108.9,87.9,63.0,111.1,82.0,77.2
Accrued Expenses,,3.88,3.11,2.54,2.76,2.55,4.09,2.29,,,2.23,2.67,4.09,1.30,1.63,1.96,2.29,0.98,0.98,0.98
Debt Due,"1,463",693.0,924.7,"1,144","1,146","1,169","1,020","1,279",,,"1,040",875.6,"1,020","1,486","1,513","1,320","1,279",898.3,941.6,937.9
Total Current Liabilities,"1,509",792.2,"1,127","1,293","1,235","1,370","1,198","1,470",,,"1,192",990.0,"1,198","1,656","1,728","1,510","1,470","1,122","1,098","1,073"
Long Term Debt,0.00,540.0,657.8,482.1,301.8,121.7,2.58,526.7,,,31.6,31.1,2.58,2.10,152.4,260.5,526.7,565.3,502.0,528.1
Total Liabilities,"1,512","1,333","1,787","1,776","1,538","1,494","1,202","2,000",,,"1,226","1,023","1,202","1,661","1,883","1,773","2,000","1,691","1,604","1,605"
Common Stock,800.0,800.0,800.0,"1,000","1,000","1,000","1,000","1,000",,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Additional Paid-In Capital,,,,188.8,188.8,188.8,188.8,188.8,,,188.8,188.8,188.8,188.8,188.8,188.8,188.8,188.8,188.8,188.8
Retained Earnings (Accumulated Deficit),123.3,286.8,300.5,419.8,514.2,542.3,438.6,582.9,,,604.8,562.6,438.6,503.0,512.0,484.2,582.9,764.3,755.4,709.3
Shareholders' Equity,923.3,"1,087","1,101","1,609","1,704","1,732","1,628","1,772",,,"1,794","1,752","1,628","1,692","1,701","1,674","1,772","1,954","1,945","1,899"
Cash from Operating Activities,31.8,313.2,-221.5,69.6,356.2,460.7,641.0,-143.3,,,254.8,315.6,-32.2,-360.6,31.6,315.6,-129.8,402.1,261.4,252.2
Cash from Investing Activities,-377.9,-83.2,-92.4,-306.6,-39.4,-121.8,-221.8,-492.4,,,-72.2,-46.6,-59.8,-106.0,-161.2,-143.2,-82.0,-60.5,-91.1,-66.3
Cash from Financing Activities,212.9,-230.0,320.2,247.2,-330.0,-311.0,-420.9,632.5,,,-190.0,-265.3,115.9,465.8,127.0,-185.3,225.0,-341.9,-170.1,-184.6
Net Change in Cash,-133.2,-0.012,6.34,10.3,-13.2,27.9,-1.73,-3.12,,,-7.34,3.69,23.9,-0.83,-2.60,-12.9,13.2,-0.39,0.21,1.25
Free Cashflows,-361.2,219.5,-326.0,-246.8,313.1,338.6,419.3,-634.3,,,182.7,269.1,-92.0,-466.6,-128.3,172.4,-211.8,341.7,168.6,186.0
Free Cashflow per Share,-0.36,0.22,-0.33,-0.25,0.31,0.34,0.42,-0.63,,,0.18,0.27,-0.092,-0.47,-0.13,0.17,-0.21,0.34,0.17,0.19
