,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,2.5%,22.7%,20.5%,20.3%,17.2%,19.5%,24.3%,19.5%,,,17.4%,15.9%,20.9%,19.2%,18.8%,19.1%,20.2%,22.4%,17.2%,19.6%
Current Ratio,1.17,1.17,1.19,1.17,1.23,1.14,0.98,0.87,,,1.08,1.07,0.98,0.89,0.91,0.88,0.87,0.88,0.86,0.85
Quick Ratio,0.78,0.77,0.81,0.74,0.77,0.65,0.52,0.37,,,0.67,0.51,0.52,0.50,0.60,0.45,0.37,0.40,0.37,0.39
Days Inventory Outstanding,39.4,21.7,21.1,29.2,46.4,64.1,41.6,24.8,,,51.6,61.1,41.0,29.4,27.8,25.0,23.8,22.2,24.3,25.8
Days Sale Outstanding,135.6,117.7,136.9,166.0,190.7,181.6,215.6,161.1,,,167.4,179.0,215.6,210.3,245.7,169.8,161.1,132.2,121.1,114.8
Days Payable Outstanding,47.1,51.4,53.2,60.7,83.0,89.8,63.1,63.6,,,85.3,95.7,68.5,72.7,79.4,74.1,80.3,73.9,71.8,67.4
Cash Conversion Cycle,89.5,70.8,90.3,115.0,153.2,160.5,174.1,104.6,,,131.0,134.8,176.6,151.1,175.8,138.3,99.6,88.5,74.1,74.6
Debt to Asset Ratio,0.64,0.70,0.69,0.66,0.58,0.58,0.71,0.75,,,0.57,0.64,0.71,0.71,0.72,0.71,0.75,0.74,0.74,0.70
Debt to Equity Ratio,1.82,2.39,2.27,1.97,1.42,1.39,2.57,3.13,,,1.35,1.81,2.57,2.56,2.65,2.52,3.13,2.99,2.88,2.43
Interest Coverage Ratio,62.0,62.7,54.3,89.6,95.3,77.8,,54.3,,,46.9,40.4,,32.9,52.7,72.1,65.9,38.4,17.4,26.5
Cash and Short Term Investments,"3,508","7,190","8,663","5,565","2,065","1,890","6,695","9,997",,,"1,097","5,606","6,695","4,297","2,421","5,040","9,997","11,680","10,429","8,275"
"Total Receivables, Net","5,520","6,408","8,362","9,850","9,578","8,931","11,860","12,154",,,"8,753","9,274","11,860","11,735","14,561","11,268","12,154","10,769","10,399","10,427"
Total Inventory,"1,372",791.3,"1,542","1,568","2,650","3,088","1,822","1,633",,,"2,766","3,022","1,822","1,700","1,808","1,675","1,633","1,713","2,171","2,212"
Total Current Assets,"11,688","15,925","19,870","18,562","15,572","15,647","22,417","28,721",,,"14,238","19,632","22,417","20,709","21,939","21,881","28,721","29,396","28,295","26,061"
"Property/Plant/Equipment, Total - Net","2,074","2,160","2,650","3,166","3,197","2,886","3,427","4,447",,,"2,971","3,087","3,427","3,505","3,535","3,892","4,447","4,952","5,363","5,521"
Total Assets,"16,074","20,296","25,010","25,004","22,661","25,000","33,160","45,575",,,"24,536","29,852","33,160","33,832","34,724","36,642","45,575","47,406","47,884","47,195"
Accounts Payable,"2,111","3,015","2,860","3,607","3,940","4,108","3,336","5,526",,,"4,319","4,752","3,336","5,366","4,664","5,663","5,526","5,602","5,864","5,599"
Accrued Expenses,42.9,81.2,106.0,120.5,83.6,107.5,83.6,94.7,,,176.0,212.5,83.6,126.5,150.7,181.0,94.7,143.5,181.4,278.6
Debt Due,183.9,260.3,177.6,160.0,152.4,646.8,815.6,462.2,,,609.1,626.1,815.6,331.8,337.6,390.6,462.2,526.8,597.6,587.8
Total Current Liabilities,"10,006","13,664","16,694","15,927","12,649","13,699","22,907","32,827",,,"13,193","18,272","22,907","23,322","24,226","24,926","32,827","33,319","32,858","30,482"
Long Term Debt,114.4,153.3,120.7,101.3,81.7,101.0,408.3,774.1,,,149.6,178.7,408.3,407.7,390.7,511.0,774.1,"1,016","1,226","1,176"
Total Liabilities,"10,236","14,184","17,233","16,454","13,153","14,415","23,705","34,355",,,"13,957","19,062","23,705","24,163","25,042","26,071","34,355","35,316","35,338","33,260"
Common Stock,"1,186","1,186","1,525","1,525","1,525","1,525","1,525","1,525",,,"1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525"
Additional Paid-In Capital,"2,097","2,097","2,097","2,097","2,097","2,097","2,097","2,097",,,"2,097","2,097","2,097","2,097","2,097","2,097","2,097","2,097","2,097","2,097"
Retained Earnings (Accumulated Deficit),"2,352","2,647","4,003","4,754","5,671","6,549","5,583","7,196",,,"6,686","6,903","5,583","5,875","6,180","6,561","7,196","7,539","7,045","7,317"
Shareholders' Equity,"5,635","5,930","7,588","8,351","9,292","10,353","9,216","10,961",,,"10,344","10,554","9,216","9,428","9,439","10,326","10,961","11,829","12,281","13,668"
Cash from Operating Activities,"2,566","4,402","2,034",-940.3,"-2,363","1,411","5,864","9,173",,,475.9,"4,445",659.6,601.8,"-1,760","3,791","6,541","1,908",-245.1,"-1,766"
Cash from Investing Activities,"-3,514","-3,232",-854.3,"1,610","1,980","-1,713","-3,598","-3,418",,,84.9,"-1,172","-1,896",-684.4,"1,185",-837.6,"-3,082",254.0,640.9,20.9
Cash from Financing Activities,-260.8,-675.2,-182.5,-877.0,-712.5,-103.0,-536.9,-895.7,,,-417.8,-31.8,-63.5,-582.9,-88.5,-100.5,-123.8,-144.6,-931.5,-179.2
Net Change in Cash,"-1,209",495.0,997.8,-207.2,"-1,095",-405.3,"1,730","4,859",,,143.0,"3,241","-1,300",-665.5,-663.3,"2,852","3,336","2,017",-535.6,"-1,924"
Free Cashflows,"2,214","4,173","1,246","-1,824","-2,821","1,262","5,141","8,664",,,300.5,"4,346",273.9,527.0,"-1,851","3,674","6,314","1,763",-371.8,"-2,031"
Free Cashflow per Share,1.45,2.74,0.82,-1.20,-1.85,0.83,3.37,5.68,,,0.20,2.85,0.18,0.35,-1.21,2.41,4.14,1.16,-0.24,-1.33
