,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",998.4,"1,104","1,330","1,443","1,491","1,379","1,357","1,326",,,"1,369","1,365","1,357","1,333","1,272","1,292","1,326","1,312","1,410","1,451"
Total Assets,"39,955","74,903","75,762","71,082","56,068","55,211","49,476","44,961",,,"50,658","46,224","49,476","46,999","45,626","41,790","44,961","42,491","40,825","38,733"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"1,290",887.0,809.1,699.0,727.0,614.7,706.6,683.5,,,666.2,488.0,706.6,743.3,"1,001",619.8,683.5,689.2,684.8,492.5
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"22,895","57,765","51,681","49,082","49,355","43,113","39,537","34,931",,,"42,794","37,950","39,537","37,474","35,922","31,736","34,931","32,883","30,783","28,780"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"36,552","71,311","71,198","65,748","50,229","48,624","41,924","37,288",,,"43,799","38,965","41,924","39,144","38,069","34,025","37,288","34,124","32,583","30,563"
Common Stock,300.0,300.0,300.0,300.0,300.0,300.0,300.0,600.0,,,300.0,300.0,300.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0
Additional Paid-In Capital,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,,,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0
Retained Earnings (Accumulated Deficit),"2,055","2,251","3,255","4,004","4,815","5,557","6,389","6,780",,,"5,845","6,158","6,389","6,858","6,409","6,496","6,780","7,300","7,133","7,323"
Shareholders' Equity,"3,402","3,592","4,564","5,334","5,839","6,588","7,552","7,673",,,"6,859","7,259","7,552","7,855","7,557","7,765","7,673","8,367","8,242","8,170"
Cash from Operating Activities,-920.9,"1,719","1,340","2,254","-1,951","1,142","2,424",900.6,,,296.2,164.0,"1,491",-474.8,-166.2,"1,147",394.1,71.6,440.3,445.3
Cash from Investing Activities,97.0,-745.5,"-1,070",-532.3,-107.4,-131.0,-74.7,-130.4,,,-40.7,-11.1,-10.9,-14.6,-15.6,-32.5,-67.7,-29.1,-78.9,-122.2
Cash from Financing Activities,-537.4,-80.1,-150.5,-601.4,-681.4,-836.6,-845.3,-860.0,,,-604.3,-231.6,-5.13,-5.00,-604.2,-245.2,-5.62,-4.46,-606.3,-274.8
Net Change in Cash,"-1,361",893.9,119.1,"1,120","-2,740",173.9,"1,504",-89.8,,,-348.8,-78.7,"1,475",-494.4,-785.9,869.7,320.8,38.0,-244.9,48.2
Free Cashflows,-951.0,"1,583","1,082","2,067","-2,052","1,019","2,353",798.9,,,260.7,152.1,"1,482",-483.6,-172.8,"1,122",333.8,50.6,362.7,325.5
Free Cashflow per Share,-1.59,2.64,1.80,3.44,-3.42,1.70,3.92,1.33,,,0.43,0.25,2.47,-0.81,-0.29,1.87,0.56,0.084,0.60,0.54
