,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",190.7,134.3,166.3,201.5,241.4,309.5,310.1,422.0,,,78.0,81.1,79.7,78.5,80.0,93.4,183.2,154.8,149.6,161.2
Operating Income,136.5,199.2,258.3,315.5,481.2,492.8,210.3,-103.6,,,39.3,52.7,47.7,6.12,3.62,-17.9,-106.6,-16.1,0.69,-20.7
Net Income,89.3,117.6,148.1,216.9,365.0,393.1,177.8,-146.2,,,33.6,43.8,47.2,0.68,16.2,-111.0,-112.6,-15.8,7.25,-16.6
EBITDA,136.5,284.4,350.9,422.1,608.9,638.1,394.1,126.5,,,86.2,101.5,92.2,55.7,55.7,45.3,-38.3,58.7,74.0,59.0
Gross Profit Margin,8.7%,8.1%,9.9%,10.9%,15.1%,16.0%,11.0%,6.4%,,,10.0%,11.5%,10.4%,7.5%,6.8%,6.1%,5.4%,10.2%,10.8%,10.9%
Operating Margin,4.4%,5.4%,6.7%,6.6%,10.0%,9.9%,4.4%,-2.1%,,,3.3%,4.5%,3.9%,0.5%,0.3%,-1.4%,-7.5%,-1.2%,0.0%,-1.6%
Net Profit Margin,2.9%,3.2%,3.9%,4.6%,7.6%,7.9%,3.7%,-2.9%,,,2.9%,3.8%,3.8%,0.1%,1.3%,-8.9%,-8.0%,-1.2%,0.5%,-1.3%
Return on Assets,4.9%,6.1%,7.0%,9.1%,13.7%,11.7%,4.4%,-3.1%,,,7.7%,6.2%,4.3%,3.0%,2.4%,-0.9%,-4.0%,-4.4%,-4.6%,-2.8%
Return on Equity,14.6%,16.1%,16.9%,19.5%,26.2%,15.0%,7.0%,-6.2%,,,1.4%,1.7%,1.8%,0.0%,0.7%,-4.7%,-4.8%,-0.7%,0.3%,-0.8%
Return on Total Capital,11.4%,13.7%,15.1%,17.8%,24.1%,14.1%,6.5%,-4.8%,,,11.3%,9.2%,6.5%,4.4%,3.9%,-1.6%,-6.8%,-7.3%,-7.7%,-4.8%
SG&A to Sale,6.2%,3.7%,4.3%,4.2%,5.0%,6.2%,6.5%,8.4%,,,6.6%,7.0%,6.5%,6.9%,6.5%,7.5%,13.0%,11.4%,10.8%,12.5%
Depreciation & Amortisation,,84.8,91.9,106.6,127.7,145.4,183.8,230.1,,,47.0,48.8,44.4,49.6,52.1,63.2,68.3,74.8,73.4,79.7
Tax Rate,20.2%,20.3%,21.3%,19.8%,20.2%,20.7%,14.4%,-2.5%,,,18.2%,19.3%,14.0%,38.9%,0.6%,0.4%,-1.9%,6.2%,-746.5%,19.3%
Current Ratio,1.04,1.04,1.10,1.32,1.34,2.53,1.75,1.13,,,2.04,1.96,1.75,1.71,1.31,1.03,1.13,1.11,1.09,1.10
Quick Ratio,0.59,0.61,0.57,0.78,0.72,1.31,0.84,0.49,,,1.12,0.86,0.84,0.83,0.61,0.45,0.49,0.47,0.42,0.43
Days Inventory Outstanding,48.0,42.6,51.3,45.8,48.7,53.8,56.9,59.3,,,56.7,58.9,58.8,57.8,62.6,69.5,69.1,64.9,65.8,67.7
Days Sale Outstanding,64.9,54.7,52.7,58.4,63.4,52.8,59.0,64.1,,,56.5,56.3,59.0,55.1,62.4,68.6,64.1,56.6,49.5,48.6
Days Payable Outstanding,60.2,49.4,42.4,28.8,34.5,39.1,35.0,30.3,,,31.9,34.7,33.8,33.9,35.5,36.5,34.3,33.4,38.7,38.2
Cash Conversion Cycle,52.7,48.9,66.1,69.4,68.9,73.1,82.8,87.5,,,77.6,81.4,85.8,79.3,85.8,96.5,102.4,88.5,76.0,82.7
Debt to Asset Ratio,0.66,0.64,0.61,0.49,0.46,0.30,0.36,0.51,,,0.34,0.35,0.36,0.35,0.45,0.52,0.51,0.51,0.50,0.51
Debt to Equity Ratio,1.98,1.77,1.55,1.10,0.93,0.44,0.59,1.11,,,0.55,0.56,0.59,0.58,0.88,1.16,1.11,1.09,1.08,1.12
Interest Coverage Ratio,,,,13.2,22.2,28.8,12.3,,,,9.12,14.3,8.46,1.12,0.57,,,,0.047,
Cash and Short Term Investments,34.7,80.7,72.6,167.1,117.8,959.3,779.1,248.7,,,864.7,811.1,779.1,523.3,598.7,362.7,248.7,198.6,165.3,147.6
"Total Receivables, Net",549.3,549.3,553.6,762.2,831.7,723.0,767.8,879.9,,,775.9,750.2,767.8,709.6,812.6,907.0,879.9,813.1,732.8,726.5
Total Inventory,370.9,416.2,554.7,511.0,573.2,665.4,653.1,872.0,,,660.0,709.9,653.1,689.7,792.3,904.0,872.0,859.8,929.0,907.2
Total Current Assets,967.1,"1,070","1,205","1,463","1,558","2,366","2,216","2,021",,,"2,320","2,311","2,216","1,937","2,220","2,216","2,021","1,934","1,893","1,843"
"Property/Plant/Equipment, Total - Net",610.8,714.5,804.0,808.4,"1,028","1,378","1,952","2,643",,,"1,595","1,700","1,952","2,207","2,435","2,648","2,643","2,662","2,657","2,604"
Total Assets,"1,821","2,019","2,239","2,504","2,815","3,888","4,208","5,104",,,"3,954","4,051","4,208","4,228","4,740","5,261","5,104","5,040","4,995","4,816"
Accounts Payable,465.3,446.8,356.6,314.2,454.6,444.9,366.2,413.3,,,389.5,418.0,366.2,420.3,421.0,468.9,413.3,476.5,575.3,460.9
Accrued Expenses,,54.3,55.2,55.8,92.4,68.9,70.8,68.2,,,52.0,50.7,70.8,37.4,49.6,73.9,68.2,54.3,44.7,63.4
Debt Due,452.1,488.6,624.2,668.8,512.4,329.5,652.2,"1,135",,,601.1,605.3,652.2,563.0,"1,115","1,218","1,135","1,118","1,008","1,065"
Total Current Liabilities,932.7,"1,032","1,093","1,109","1,161",936.7,"1,270","1,792",,,"1,137","1,182","1,270","1,131","1,694","2,141","1,792","1,746","1,737","1,681"
Long Term Debt,172.6,126.3,102.1,103.5,120.5,161.6,186.7,714.9,,,174.6,173.0,186.7,288.4,373.0,522.9,714.9,717.9,692.3,690.2
Total Liabilities,"1,209","1,289","1,361","1,228","1,303","1,148","1,509","2,593",,,"1,358","1,406","1,509","1,474","2,130","2,733","2,593","2,548","2,516","2,463"
Common Stock,234.4,234.4,234.4,239.3,300.0,400.0,400.0,416.9,,,400.0,400.0,400.0,400.0,400.0,400.0,416.9,416.9,416.9,416.9
Additional Paid-In Capital,,,,13.0,13.0,968.0,968.0,"1,068",,,968.0,968.0,968.0,968.0,968.0,968.0,"1,068","1,068","1,068","1,068"
Retained Earnings (Accumulated Deficit),377.8,495.4,643.4,860.4,"1,022","1,191","1,129",817.3,,,"1,037","1,082","1,129","1,129",985.0,935.2,817.3,801.5,808.9,728.4
Shareholders' Equity,611.7,729.7,877.8,"1,113","1,395","2,621","2,553","2,346",,,"2,469","2,514","2,553","2,560","2,416","2,351","2,346","2,331","2,324","2,206"
Cash from Operating Activities,,227.3,59.3,141.5,560.4,482.7,294.0,23.3,,,-24.6,103.5,132.5,86.2,-110.6,42.6,5.17,80.8,182.4,-21.6
Cash from Investing Activities,,-180.2,-169.9,-182.1,-225.0,-833.2,-376.6,"-1,164",,,-121.7,69.2,-243.4,-337.7,-285.5,-255.4,-284.9,-103.5,-57.5,-28.6
Cash from Financing Activities,,-1.07,102.5,34.4,-284.4,687.9,110.0,905.8,,,126.1,-1.15,51.6,67.9,471.4,138.2,228.9,-25.5,-154.8,35.3
Net Change in Cash,,46.1,-8.16,-6.18,51.0,337.5,27.4,-234.4,,,-20.2,171.6,-59.3,-183.8,75.3,-75.1,-50.9,-49.2,-33.3,-17.7
Free Cashflows,,38.2,-113.5,32.5,224.6,1.27,-329.6,-830.4,,,-169.3,-26.3,-109.7,-182.9,-395.4,-114.7,-137.5,-18.9,125.1,-38.5
Free Cashflow per Share,,0.095,-0.28,0.081,0.56,0.003,-0.82,-1.99,,,-0.42,-0.066,-0.27,-0.46,-0.99,-0.29,-0.33,-0.045,0.30,-0.092
