,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,7.1%,11.1%,10.6%,8.9%,8.6%,9.5%,11.9%,10.8%,,,13.8%,9.3%,13.6%,10.9%,10.0%,11.0%,11.3%,8.9%,10.5%,9.7%
Operating Margin,1.7%,5.5%,7.5%,5.1%,3.0%,4.2%,5.9%,5.6%,,,6.4%,6.1%,4.6%,6.3%,5.0%,4.6%,6.5%,4.5%,3.4%,4.3%
Net Profit Margin,-3.8%,0.3%,2.1%,1.2%,-0.7%,-0.2%,0.7%,0.5%,,,0.7%,0.8%,1.1%,0.4%,0.2%,0.8%,0.6%,0.1%,-2.2%,-0.7%
Return on Assets,-3.3%,0.2%,1.5%,0.8%,-0.5%,-0.1%,0.5%,0.3%,,,0.2%,0.5%,0.5%,0.5%,0.4%,0.4%,0.3%,0.3%,-0.1%,-0.3%
Return on Equity,-21.1%,1.6%,7.9%,4.2%,-2.7%,-0.8%,3.1%,2.2%,,,0.7%,0.8%,1.3%,0.4%,0.2%,0.9%,0.8%,0.2%,-2.6%,-0.8%
Return on Total Capital,-7.5%,0.6%,3.9%,2.0%,-1.2%,-0.3%,1.2%,0.8%,,,0.4%,1.3%,1.2%,1.2%,1.0%,1.0%,0.8%,0.7%,-0.3%,-0.9%
SG&A to Sale,5.9%,5.4%,4.7%,4.7%,4.8%,5.9%,5.5%,6.0%,,,7.7%,3.7%,5.7%,5.8%,5.8%,6.2%,6.3%,5.4%,7.6%,5.3%
Depreciation & Amortisation,"1,825","1,786","1,978","2,013","2,200","2,429","2,422","3,044",,,642.9,629.3,531.6,685.4,707.8,725.6,925.1,897.8,936.5,657.4
Tax Rate,-15.5%,66.2%,25.3%,38.8%,2.2%,64.0%,39.1%,50.2%,,,34.3%,22.8%,44.8%,38.6%,64.1%,17.2%,62.4%,175.7%,-180.1%,143.9%
Current Ratio,1.23,1.06,1.01,1.05,1.07,1.06,1.06,1.07,,,1.15,1.16,1.06,1.11,1.08,1.06,1.07,1.10,1.06,0.97
Quick Ratio,0.86,0.80,0.79,0.82,0.85,0.82,0.82,0.83,,,0.83,0.88,0.82,0.85,0.85,0.81,0.83,0.85,0.83,0.76
Days Inventory Outstanding,34.7,39.3,40.1,37.5,33.6,31.0,27.7,31.9,,,32.5,30.2,29.2,30.4,32.0,35.6,36.8,37.5,38.5,39.4
Days Sale Outstanding,180.3,195.5,226.3,234.2,244.7,236.1,241.3,239.5,,,253.3,252.8,241.3,242.0,252.8,232.3,239.5,238.1,249.3,240.7
Days Payable Outstanding,70.5,81.8,51.7,12.8,12.2,11.6,10.7,11.7,,,3.79,2.98,7.29,7.27,3.07,3.19,7.92,7.13,1.81,0.92
Cash Conversion Cycle,135.5,136.8,243.4,243.7,254.5,270.6,237.7,248.8,,,280.7,269.8,257.7,265.7,272.0,273.9,257.4,272.9,278.3,282.6
Debt to Asset Ratio,0.83,0.84,0.81,0.79,0.81,0.82,0.83,0.83,,,0.83,0.83,0.83,0.82,0.83,0.83,0.83,0.84,0.85,0.84
Debt to Equity Ratio,5.40,5.76,4.57,4.14,4.77,4.92,5.52,5.91,,,5.29,5.44,5.52,5.40,5.64,5.58,5.91,6.08,6.68,6.67
Interest Coverage Ratio,0.35,1.11,1.49,0.97,0.60,0.82,1.39,1.43,,,1.26,1.58,1.27,1.62,1.25,1.09,1.76,1.08,0.79,1.00
Cash and Short Term Investments,"2,173","2,225","1,862","2,132","2,567","2,625","3,452","3,827",,,"5,575","4,692","3,452","4,385","3,477","3,313","3,827","3,539","3,487","3,091"
"Total Receivables, Net","21,861","24,792","27,221","30,846","34,383","30,614","36,516","39,787",,,"33,264","36,228","36,516","37,633","40,713","37,748","39,787","40,134","42,728","41,859"
Total Inventory,"4,435","4,420","4,198","4,798","3,838","3,427","3,963","5,489",,,"3,894","3,800","3,963","4,358","4,826","5,430","5,489","5,849","5,956","6,376"
Total Current Assets,"31,225","33,427","35,414","39,767","43,397","39,638","47,281","51,899",,,"45,868","47,796","47,281","49,902","52,351","49,957","51,899","52,836","55,581","54,265"
"Property/Plant/Equipment, Total - Net","12,704","13,485","14,029","17,959","18,624","19,846","20,595","24,340",,,"19,762","20,077","20,595","20,903","21,524","22,735","24,340","24,869","25,637","28,168"
Total Assets,"52,404","58,983","65,151","73,190","78,095","78,120","87,829","98,015",,,"83,511","86,015","87,829","90,650","94,552","94,341","98,015","99,722","103,357","104,220"
Accounts Payable,"8,712","9,738","1,378","1,701","1,433","1,293","1,573","1,887",,,396.3,362.7,"1,573",420.4,460.5,458.6,"1,887",268.9,288.1,
Accrued Expenses,"2,129","1,292","1,063","1,088","1,258","1,525","2,142","2,470",,,"1,329","1,598","2,142","2,131","2,208","2,630","2,470","2,142","2,526","2,612"
Debt Due,"9,533","15,203","16,708","16,204","17,356","13,684","19,473","22,105",,,"15,740","17,702","19,473","20,021","23,373","22,616","22,105","20,764","23,012","24,174"
Total Current Liabilities,"25,427","31,404","34,991","37,968","40,649","37,469","44,519","48,283",,,"39,932","41,195","44,519","45,002","48,366","47,210","48,283","47,987","52,516","56,132"
Long Term Debt,"14,669","14,190","11,732","14,728","16,116","21,468","20,917","24,823",,,"21,881","21,604","20,917","21,151","22,111","23,680","24,823","27,814","27,698","24,454"
Total Liabilities,"43,522","49,562","52,767","57,842","63,519","63,786","73,057","81,544",,,"69,035","71,395","73,057","74,356","78,125","77,900","81,544","83,452","87,699","87,652"
Common Stock,"4,194","4,194","4,860","5,280","5,280","5,280","5,280","5,280",,,"5,280","5,280","5,280","5,280","5,280","5,280","5,280","5,280","5,280","5,280"
Additional Paid-In Capital,"5,515","5,515","6,849","8,547","8,547","8,547","8,547","8,547",,,"8,547","8,547","8,547","8,547","8,547","8,547","8,547","8,548","8,548","8,548"
Retained Earnings (Accumulated Deficit),-807.4,-709.1,130.6,432.6,-98.1,-227.9,33.3,260.2,,,-156.7,-44.5,33.3,88.6,120.9,241.7,260.2,281.7,-142.5,-249.1
Shareholders' Equity,"8,055","8,604","11,554","13,982","13,317","12,972","13,226","13,804",,,"13,058","13,134","13,226","13,773","13,853","13,951","13,804","13,716","13,127","13,138"
Cash from Operating Activities,"3,970","2,100","6,209",275.4,"2,991","5,703","1,260","1,865",,,"2,090","-1,244",-786.3,34.0,"-2,665","2,087","2,410",622.4,136.9,"4,038"
Cash from Investing Activities,"-1,607","-4,156","-5,383","-2,312","-2,272","-4,182","-2,787","-5,969",,,-568.5,-613.2,-774.9,"-1,282","-1,745","-1,415","-1,527","-1,243","-1,821","-2,906"
Cash from Financing Activities,"-1,821","2,046","-1,413","2,523",-192.8,"-1,369","2,438","4,025",,,25.4,943.1,380.9,"1,532","3,353",-624.4,-235.4,387.6,"1,503","-1,982"
Net Change in Cash,21.9,-40.2,-440.9,505.9,568.4,86.7,845.6,-56.3,,,"1,533",-937.2,"-1,144",371.4,-953.6,-105.5,631.4,-323.6,-324.9,-576.1
Free Cashflows,"1,184","-2,864",-87.6,"-3,052",226.1,"2,603","-1,903","-3,821",,,"1,560","-2,113","-1,840",-827.3,"-3,897",660.2,327.5,-417.8,"-1,223","1,308"
Free Cashflow per Share,0.28,-0.68,-0.018,-0.58,0.043,0.49,-0.36,-0.72,,,0.30,-0.40,-0.35,-0.16,-0.74,0.13,0.062,-0.079,-0.23,0.25
