,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,"20,641","17,783","18,144","21,998","27,107","36,932","46,447","59,023",,,"10,326","12,761","11,441","12,987","15,843","19,185","11,008","12,773","13,069","10,413"
"Selling/General/Administrative Expenses, Total","9,215","11,568","12,848","16,590","19,168","21,742","23,821","28,294",,,"5,863","6,061","6,172","6,262","7,132","7,502","7,592","8,510","9,153","8,344"
Operating Income,"11,426","6,215","5,297","5,408","7,938","15,160","20,647","30,705",,,"4,463","4,837","5,162","6,725","8,711","11,683","3,420","4,263","3,916","2,069"
Net Income,"15,557","2,740","1,326","1,675","6,609","16,197","20,883","26,465",,,"2,937","3,516","10,003","5,814","8,243","10,054","2,355","3,708","2,267",792.9
EBITDA,"16,203","12,894","12,317","13,261","17,233","26,146","32,793","44,858",,,"7,339","7,971","8,488","9,777","11,931","15,515","7,469","8,250","8,277","6,370"
Gross Profit Margin,11.1%,8.4%,7.9%,9.0%,11.5%,14.5%,16.2%,16.9%,,,14.4%,17.5%,16.1%,17.0%,18.9%,19.9%,12.0%,13.3%,13.7%,12.3%
Operating Margin,6.1%,2.9%,2.3%,2.2%,3.4%,5.9%,7.2%,8.8%,,,6.2%,6.6%,7.3%,8.8%,10.4%,12.1%,3.7%,4.4%,4.1%,2.4%
Net Profit Margin,8.3%,1.3%,0.6%,0.7%,2.8%,6.3%,7.3%,7.6%,,,4.1%,4.8%,14.1%,7.6%,9.8%,10.4%,2.6%,3.8%,2.4%,0.9%
Return on Assets,13.9%,1.7%,0.7%,0.9%,3.2%,6.7%,7.7%,8.0%,,,5.1%,5.1%,7.6%,7.8%,8.9%,9.9%,7.2%,6.3%,4.6%,2.3%
Return on Equity,26.5%,4.9%,2.2%,2.3%,8.3%,18.2%,17.8%,18.3%,,,3.2%,3.2%,8.5%,4.6%,5.9%,7.0%,1.6%,2.6%,1.6%,0.6%
Return on Total Capital,15.6%,2.3%,1.1%,1.3%,4.5%,9.4%,10.6%,11.1%,,,7.4%,7.3%,10.6%,11.1%,12.2%,14.8%,11.1%,9.9%,7.6%,3.8%
SG&A to Sale,4.9%,5.5%,5.6%,6.8%,8.1%,8.5%,8.3%,8.1%,,,8.2%,8.3%,8.7%,8.2%,8.5%,7.8%,8.3%,8.8%,9.6%,9.9%
Depreciation & Amortisation,"4,777","6,680","7,020","7,853","9,295","10,986","12,145","14,153",,,"2,876","3,133","3,326","3,052","3,219","3,832","4,050","3,987","4,361","4,301"
Tax Rate,4.6%,41.6%,46.0%,45.3%,21.4%,11.2%,-7.1%,12.6%,,,9.9%,13.8%,-45.8%,13.1%,12.2%,9.3%,25.6%,2.7%,3.3%,4.4%
Current Ratio,1.57,1.27,1.29,1.50,1.23,1.28,1.42,1.09,,,1.34,1.49,1.42,1.51,1.44,1.25,1.09,1.12,1.08,1.11
Quick Ratio,0.73,0.60,0.62,0.73,0.57,0.55,0.56,0.38,,,0.58,0.62,0.56,0.60,0.53,0.48,0.38,0.42,0.39,0.37
Days Inventory Outstanding,36.1,43.5,46.2,47.8,53.4,60.4,65.5,73.3,,,63.9,63.8,66.6,67.1,68.7,76.8,83.4,81.8,76.8,75.2
Days Sale Outstanding,51.4,48.4,51.7,44.7,49.9,52.0,46.4,45.6,,,51.1,46.0,46.4,49.8,54.8,54.4,45.6,48.7,45.9,40.8
Days Payable Outstanding,31.7,38.0,41.3,43.9,51.6,57.3,58.0,59.2,,,62.1,56.8,55.8,59.8,62.6,67.6,68.4,65.7,67.3,68.9
Cash Conversion Cycle,34.3,48.4,50.2,48.8,47.1,47.1,52.5,46.5,,,53.8,58.9,53.0,54.3,54.2,56.2,63.1,60.9,53.0,52.7
Debt to Asset Ratio,0.60,0.67,0.67,0.62,0.63,0.64,0.58,0.60,,,0.65,0.59,0.58,0.55,0.57,0.58,0.60,0.61,0.63,0.62
Debt to Equity Ratio,1.48,2.06,2.11,1.65,1.74,1.87,1.40,1.57,,,1.90,1.46,1.40,1.26,1.37,1.43,1.57,1.68,1.79,1.78
Interest Coverage Ratio,4.82,1.80,1.39,1.52,2.17,3.59,5.34,7.26,,,4.50,5.02,5.70,7.55,9.82,10.4,2.58,3.08,2.54,1.53
Cash and Short Term Investments,"17,504","4,602","4,377","10,441","3,586","4,028","6,879","5,585",,,"5,256","4,601","6,879","13,343","22,997","11,328","5,585","7,093","8,505","10,901"
"Total Receivables, Net","26,253","27,992","32,564","29,877","32,191","36,370","36,554","43,529",,,"38,422","35,435","36,554","39,866","45,628","48,823","43,529","49,101","47,739","41,122"
Total Inventory,"21,422","24,680","28,940","29,141","31,786","40,459","46,036","70,085",,,"41,088","41,932","46,036","43,862","50,539","62,138","70,085","68,601","67,604","64,509"
Total Current Assets,"67,770","59,984","68,423","72,180","70,548","84,495","92,953","124,284",,,"89,032","86,145","92,953","101,644","123,981","127,413","124,284","130,584","130,836","122,693"
"Property/Plant/Equipment, Total - Net","66,723","86,725","96,213","97,822","120,366","136,860","151,202","205,182",,,"142,627","145,109","151,202","148,377","165,439","175,227","205,182","214,435","214,739","211,385"
Total Assets,"145,815","172,474","189,042","194,534","221,641","258,380","282,358","379,195",,,"270,777","269,532","282,358","286,868","333,801","356,713","379,195","395,465","395,302","384,753"
Accounts Payable,"17,978","22,305","25,663","27,764","31,149","37,316","39,301","54,565",,,"39,561","34,401","39,301","40,734","45,388","53,896","54,565","56,777","62,532","58,578"
Accrued Expenses,"2,790","2,625","2,907","2,698","3,215","3,500","4,114","6,088",,,"3,947","4,658","4,114","4,270","4,962","6,302","6,088","7,836","6,959","8,150"
Debt Due,"20,135","19,021","20,002","13,016","17,140","19,116","15,060","43,022",,,"16,108","11,116","15,060","15,332","26,734","31,659","43,022","43,673","44,298","35,641"
Total Current Liabilities,"43,201","47,275","52,980","48,066","57,383","65,862","65,622","113,700",,,"66,559","57,758","65,622","67,146","86,331","101,943","113,700","116,935","121,593","110,358"
Long Term Debt,"41,211","61,608","65,264","60,278","66,467","82,970","80,725","93,742",,,"90,581","81,651","80,725","75,396","86,811","86,130","93,742","102,763","102,938","107,707"
Total Liabilities,"87,049","115,909","127,474","119,924","138,688","166,566","163,372","227,339",,,"175,981","158,896","163,372","158,955","191,020","206,681","227,339","242,658","247,296","240,240"
Common Stock,"4,814","4,814","4,814","4,814","4,814","4,814","5,245","5,615",,,"4,814","5,245","5,245","5,412","5,548","5,615","5,615","5,615","5,615","5,615"
Additional Paid-In Capital,"29,775","29,775","29,775","29,775","29,775","29,775","44,848","60,331",,,"29,777","44,829","44,848","51,830","57,544","60,331","60,331","60,331","60,331","60,331"
Retained Earnings (Accumulated Deficit),"29,210","26,870","26,846","26,708","30,291","42,679","58,526","75,022",,,"47,789","48,725","58,526","64,076","69,011","74,891","75,022","78,465","76,546","75,109"
Shareholders' Equity,"58,627","56,237","60,506","72,553","79,825","89,055","117,062","144,838",,,"92,788","108,629","117,062","126,126","139,640","144,178","144,838","144,412","138,045","135,127"
Cash from Operating Activities,"9,395","15,503","10,464","22,421","24,806","24,946","28,907","31,981",,,"8,238","5,840","7,102","7,590","7,108","9,079","8,204","8,255","11,764","12,875"
Cash from Investing Activities,"-36,844","-36,372","-6,801","-18,503","-21,300","-36,382","-28,786","-56,227",,,"-11,814","-5,428","-6,611","-4,493","-16,275","-14,196","-21,263","-10,363","-4,342","-3,884"
Cash from Financing Activities,"37,958","13,212","-3,928","-2,565","-5,607","12,223","2,730","22,567",,,"3,769",-994.1,"1,946","3,147","18,678","-6,585","7,327","3,410","-5,991","-6,507"
Net Change in Cash,"10,535","-7,662",-259.8,"1,326","-2,107",793.2,"2,851","-1,299",,,237.6,-622.0,"2,429","6,280","9,617","-11,658","-5,538","1,448","1,470","2,396"
Free Cashflows,"2,518","4,632","3,664","13,072","14,277","11,535","9,133","15,628",,,"2,768","1,208","1,854","3,298","2,768","5,968","3,593","3,727","7,401","8,991"
Free Cashflow per Share,0.52,0.96,0.76,2.72,2.97,2.40,1.74,2.78,,,0.57,0.23,0.35,0.61,0.50,1.07,0.64,0.66,1.32,1.60
