,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,6.7%,10.2%,5.5%,5.8%,-14.1%,-4.2%,1.5%,1.7%,,,2.3%,7.9%,-6.0%,6.4%,4.9%,0.1%,-10.4%,5.6%,0.1%,-10.5%
Net Profit Margin,3.6%,6.5%,6.5%,7.4%,-9.4%,-2.2%,1.5%,3.6%,,,2.3%,6.9%,-7.1%,6.1%,4.3%,6.1%,-6.5%,7.3%,0.7%,0.7%
Return on Assets,4.2%,9.7%,6.9%,6.0%,-7.7%,-2.3%,0.9%,2.3%,,,1.8%,2.3%,0.9%,1.3%,1.7%,1.5%,2.3%,2.1%,1.3%,0.3%
Return on Equity,11.2%,22.7%,11.4%,10.8%,-16.1%,-5.4%,2.2%,4.7%,,,0.7%,2.4%,-2.8%,2.5%,1.6%,2.0%,-1.3%,1.6%,0.2%,0.2%
Return on Total Capital,10.9%,22.4%,11.4%,10.7%,-15.0%,-4.7%,1.9%,4.2%,,,3.8%,4.6%,1.9%,2.6%,3.4%,3.0%,4.2%,3.5%,2.3%,0.6%
SG&A to Sale,6.7%,5.4%,7.0%,6.1%,22.7%,11.0%,10.9%,10.9%,,,8.9%,8.0%,15.5%,7.0%,7.2%,9.6%,27.0%,13.8%,15.9%,27.0%
Depreciation & Amortisation,34.9,22.9,22.4,22.0,22.9,32.8,54.9,69.0,,,10.2,15.9,18.7,17.6,17.9,18.3,15.2,18.0,18.1,14.9
Tax Rate,29.3%,17.4%,13.1%,9.4%,24.7%,34.0%,55.0%,19.0%,,,0.5%,14.8%,-309.7%,19.6%,21.1%,5.9%,3.9%,11.4%,13.6%,163.3%
Current Ratio,1.02,1.07,1.20,1.28,1.04,0.92,0.89,0.89,,,0.89,0.86,0.89,0.90,0.93,0.91,0.89,0.88,0.88,0.88
Quick Ratio,0.78,0.82,0.84,0.78,0.53,0.49,0.56,0.61,,,0.48,0.54,0.56,0.66,0.67,0.67,0.61,0.59,0.61,0.61
Days Inventory Outstanding,25.9,15.2,17.3,24.4,35.5,27.5,44.3,41.6,,,27.5,36.2,45.9,45.1,40.9,35.4,31.8,39.0,47.1,50.9
Days Sale Outstanding,216.1,130.5,149.4,161.6,121.2,96.0,166.3,120.9,,,95.3,127.8,166.3,189.7,175.0,163.1,120.9,145.1,177.3,196.5
Days Payable Outstanding,73.2,54.7,61.6,71.1,55.3,46.3,78.0,43.4,,,50.4,52.6,62.5,69.6,64.5,45.6,26.7,26.7,43.8,44.5
Cash Conversion Cycle,86.0,96.5,88.2,133.4,112.7,68.6,143.3,178.4,,,92.9,110.7,141.5,150.4,162.2,174.7,171.0,149.1,170.1,217.1
Debt to Asset Ratio,0.71,0.60,0.47,0.46,0.54,0.60,0.58,0.46,,,0.57,0.56,0.58,0.56,0.55,0.52,0.46,0.47,0.48,0.49
Debt to Equity Ratio,2.44,1.56,0.88,0.87,1.17,1.51,1.37,0.86,,,1.34,1.26,1.37,1.30,1.23,1.11,0.86,0.87,0.92,0.95
Interest Coverage Ratio,5.43,5.71,3.89,4.08,,,0.75,0.87,,,1.85,3.49,,3.81,2.87,0.028,,2.50,0.065,
Cash and Short Term Investments,201.1,203.9,370.0,628.0,639.9,745.5,500.5,219.8,,,405.7,269.6,500.5,218.9,231.4,289.7,219.8,210.2,186.4,203.5
"Total Receivables, Net","1,970","2,149","2,260","2,176","1,766","1,955","2,041","1,375",,,"1,696","1,872","2,041","2,352","2,279","2,096","1,375","1,420","1,581","1,586"
Total Inventory,216.3,205.4,252.0,327.8,618.4,427.2,525.6,302.0,,,483.8,461.6,525.6,452.6,477.4,330.6,302.0,356.6,359.2,321.5
Total Current Assets,"2,572","2,803","3,213","3,573","3,480","3,655","3,241","2,026",,,"3,176","2,973","3,241","3,172","3,155","2,829","2,026","2,117","2,276","2,276"
"Property/Plant/Equipment, Total - Net",307.2,315.4,267.3,285.6,338.2,346.0,347.3,343.9,,,358.5,354.9,347.3,347.9,346.6,350.2,343.9,345.3,335.9,328.1
Total Assets,"3,656","4,460","5,879","6,241","6,769","7,454","7,184","5,907",,,"7,118","7,061","7,184","7,141","7,035","6,792","5,907","6,034","6,141","6,231"
Accounts Payable,890.5,628.3,"1,003",684.7,787.7,970.9,706.6,156.3,,,738.3,637.8,706.6,803.8,664.2,374.7,156.3,295.5,368.9,227.1
Accrued Expenses,,,,18.8,196.8,118.8,182.1,125.8,,,83.7,109.8,182.1,183.6,119.7,134.5,125.8,109.2,118.5,121.0
Debt Due,795.1,"1,558","1,139","1,588","1,394","2,119","1,672","1,136",,,"1,917","1,696","1,672","1,463","1,660","1,654","1,136","1,177","1,243","1,437"
Total Current Liabilities,"2,514","2,629","2,689","2,791","3,359","3,964","3,650","2,271",,,"3,557","3,441","3,650","3,543","3,399","3,113","2,271","2,413","2,576","2,582"
Long Term Debt,31.0,22.0,9.94,49.9,230.3,452.4,410.4,334.6,,,443.7,424.9,410.4,390.4,374.4,355.2,334.6,290.6,260.7,334.4
Total Liabilities,"2,580","2,691","2,744","2,895","3,636","4,472","4,139","2,716",,,"4,061","3,928","4,139","4,030","3,874","3,559","2,716","2,811","2,949","3,034"
Common Stock,446.0,553.4,692.8,692.8,730.3,730.3,730.3,730.3,,,730.3,730.3,730.3,730.3,730.3,730.3,730.3,730.3,730.3,730.3
Additional Paid-In Capital,473.8,686.1,"1,654","1,654","2,068","2,068","2,068","2,068",,,"2,068","2,068","2,068","2,068","2,068","2,068","2,068","2,068","2,068","2,068"
Retained Earnings (Accumulated Deficit),284.5,572.0,781.2,987.3,308.4,147.6,212.2,361.1,,,221.7,297.1,212.2,279.2,329.8,403.7,361.1,412.8,382.1,387.1
Shareholders' Equity,"1,058","1,729","3,134","3,346","3,119","2,961","3,026","3,175",,,"3,036","3,111","3,026","3,093","3,144","3,218","3,175","3,223","3,193","3,198"
Cash from Operating Activities,416.3,-405.0,425.1,-222.3,-27.3,-630.2,578.1,55.7,,,276.2,226.9,298.3,-4.72,-152.7,98.3,114.8,-34.6,-79.6,-244.8
Cash from Investing Activities,-723.2,-583.0,-837.5,169.7,-197.5,-212.6,-329.0,283.6,,,-90.4,-121.8,-27.8,-45.8,-8.18,-16.0,353.6,37.1,56.4,-4.22
Cash from Financing Activities,342.9,990.7,578.6,310.3,237.0,948.4,-494.2,-619.9,,,24.6,-241.2,-39.6,-231.0,173.3,-24.0,-538.2,-12.1,-0.57,266.2
Net Change in Cash,36.0,2.80,166.1,258.0,11.9,105.6,-245.1,-280.7,,,210.4,-136.1,230.9,-281.6,12.5,58.3,-69.9,-9.62,-23.8,17.2
Free Cashflows,387.8,-429.2,355.4,-271.0,-105.5,-676.2,541.1,28.1,,,263.4,222.9,294.5,-10.9,-157.4,85.1,111.3,-39.6,-80.8,-247.4
Free Cashflow per Share,0.94,-0.80,0.51,-0.39,-0.14,-0.93,0.74,0.038,,,0.36,0.31,0.40,-0.015,-0.22,0.12,0.15,-0.054,-0.11,-0.34
