,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total",939.6,"1,046",858.8,906.9,850.8,811.4,912.5,987.1,,,218.7,238.5,230.7,243.6,246.4,253.1,244.0,247.3,244.4,228.2
Gross Profit,182.8,187.4,87.2,51.9,93.1,85.8,108.4,127.1,,,30.2,30.5,22.9,28.7,27.8,35.2,35.4,32.8,24.8,36.3
"Selling/General/Administrative Expenses, Total",73.0,98.3,96.1,99.6,100.9,94.6,95.2,98.3,,,24.6,24.0,22.5,23.8,26.2,22.9,25.3,24.6,26.1,23.7
Operating Income,109.8,89.2,-8.97,-47.7,-7.78,-8.79,13.2,28.8,,,5.61,6.51,0.41,4.87,1.58,12.3,10.1,8.25,-1.35,12.7
Net Income,73.7,35.6,-48.4,-90.2,-36.1,-35.1,-17.5,1.31,,,-2.43,-0.78,-7.67,-1.71,-4.32,4.79,2.55,0.98,-6.47,5.27
EBITDA,154.2,139.9,62.5,25.3,59.1,55.6,70.6,85.0,,,20.2,21.0,14.3,18.6,15.9,26.6,23.9,22.2,12.7,26.7
Gross Profit Margin,16.3%,15.2%,9.2%,5.4%,9.9%,9.6%,10.6%,11.4%,,,12.1%,11.3%,9.0%,10.5%,10.1%,12.2%,12.7%,11.7%,9.2%,13.7%
Operating Margin,9.8%,7.2%,-0.9%,-5.0%,-0.8%,-1.0%,1.3%,2.6%,,,2.3%,2.4%,0.2%,1.8%,0.6%,4.3%,3.6%,2.9%,-0.5%,4.8%
Net Profit Margin,6.6%,2.9%,-5.1%,-9.4%,-3.8%,-3.9%,-1.7%,0.1%,,,-1.0%,-0.3%,-3.0%,-0.6%,-1.6%,1.7%,0.9%,0.3%,-2.4%,2.0%
Return on Assets,6.9%,2.5%,-3.0%,-6.2%,-2.7%,-2.8%,-1.4%,0.1%,,,-2.2%,-1.4%,-1.4%,-1.0%,-1.1%,-0.7%,0.1%,0.3%,0.1%,0.2%
Return on Equity,10.0%,5.1%,-7.6%,-16.4%,-7.1%,-7.5%,-3.9%,0.3%,,,-0.5%,-0.2%,-1.7%,-0.4%,-1.0%,1.1%,0.6%,0.2%,-1.5%,1.2%
Return on Total Capital,9.6%,3.1%,-7.6%,-9.2%,-3.9%,-4.1%,-2.3%,0.2%,,,-3.4%,-2.2%,-2.3%,-1.7%,-2.0%,-1.2%,0.2%,0.6%,0.3%,0.4%
SG&A to Sale,6.5%,8.0%,10.2%,10.4%,10.7%,10.5%,9.3%,8.8%,,,9.9%,8.9%,8.9%,8.7%,9.6%,7.9%,9.1%,8.8%,9.7%,8.9%
Depreciation & Amortisation,44.4,50.7,71.5,73.0,66.9,64.4,57.4,56.2,,,14.5,14.5,13.9,13.7,14.4,14.3,13.8,14.0,14.1,14.0
Tax Rate,29.2%,23.1%,16.5%,-18.8%,-6.8%,-4.9%,-32.1%,70.5%,,,-112.4%,320.8%,-14.6%,-18.7%,4.2%,23.0%,38.9%,59.3%,10.3%,23.8%
Current Ratio,0.96,1.16,0.38,0.99,1.04,0.91,0.85,0.84,,,0.88,0.88,0.85,0.85,0.84,0.84,0.84,0.78,0.79,0.78
Quick Ratio,0.50,0.44,0.20,0.52,0.54,0.45,0.33,0.35,,,0.41,0.37,0.33,0.38,0.38,0.37,0.35,0.35,0.32,0.33
Days Inventory Outstanding,73.0,66.4,74.1,57.9,53.0,55.8,66.7,71.9,,,73.0,80.7,82.3,76.6,76.6,76.5,72.6,72.9,76.2,73.6
Days Sale Outstanding,70.2,62.0,68.2,71.8,61.4,63.0,56.8,57.7,,,68.8,65.8,56.8,66.2,64.2,63.7,57.7,63.2,59.1,58.9
Days Payable Outstanding,18.4,16.6,16.0,18.4,22.3,25.3,34.2,43.0,,,37.9,42.7,44.8,45.3,52.7,53.4,48.3,23.5,19.6,36.0
Cash Conversion Cycle,122.6,115.5,134.7,104.5,100.4,90.3,81.0,79.8,,,103.3,97.9,101.1,88.4,83.8,90.0,85.6,133.3,98.7,101.6
Debt to Asset Ratio,0.39,0.58,0.59,0.60,0.60,0.62,0.65,0.64,,,0.64,0.65,0.65,0.65,0.66,0.65,0.64,0.65,0.66,0.64
Debt to Equity Ratio,0.63,1.36,1.42,1.48,1.49,1.62,1.86,1.81,,,1.80,1.87,1.86,1.88,1.95,1.89,1.81,1.89,1.92,1.80
Interest Coverage Ratio,17.9,3.69,,,,,0.50,1.18,,,0.83,1.06,0.057,0.77,0.26,2.02,1.70,1.41,,2.20
Cash and Short Term Investments,6.25,5.70,8.47,29.0,31.4,17.7,45.3,28.7,,,25.8,25.3,45.3,30.5,28.7,23.9,28.7,41.1,45.3,50.7
"Total Receivables, Net",215.9,209.7,176.7,188.6,158.7,154.9,158.9,176.2,,,178.2,178.6,158.9,189.4,188.0,189.8,176.2,194.3,180.8,176.5
Total Inventory,183.7,197.0,151.8,135.8,111.4,136.9,196.7,192.3,,,175.6,214.8,196.7,194.5,207.9,200.5,192.3,203.6,209.2,179.4
Total Current Assets,411.8,555.1,342.3,358.6,307.0,316.8,405.5,425.4,,,386.8,425.6,405.5,422.7,433.4,432.4,425.4,439.4,441.5,414.6
"Property/Plant/Equipment, Total - Net",772.9,"1,067","1,175",981.9,915.0,876.6,839.0,788.7,,,856.2,847.3,839.0,825.8,811.5,799.0,788.7,813.9,801.8,791.5
Total Assets,"1,202","1,645","1,554","1,366","1,260","1,231","1,277","1,242",,,"1,278","1,307","1,277","1,280","1,275","1,261","1,242","1,281","1,272","1,233"
Accounts Payable,54.1,41.1,34.0,57.3,46.7,65.7,105.2,127.5,,,87.6,118.9,105.2,126.2,150.9,133.8,127.5,,106.0,84.3
Accrued Expenses,12.2,11.8,11.0,10.6,11.2,10.2,9.50,9.12,,,17.9,23.3,9.50,15.3,18.3,23.0,9.12,0.32,18.2,20.4
Debt Due,289.6,394.5,823.1,264.5,202.6,242.5,327.7,339.1,,,302.2,314.1,327.7,323.3,320.3,326.5,339.1,357.1,401.6,396.5
Total Current Liabilities,431.0,477.1,895.0,361.3,293.8,347.3,475.3,507.5,,,439.2,483.4,475.3,495.0,517.6,512.4,507.5,559.8,561.2,533.2
Long Term Debt,30.0,461.2,,430.0,430.0,383.9,322.4,261.0,,,353.2,337.8,322.4,307.1,291.7,276.3,261.0,245.6,230.2,214.9
Total Liabilities,466.3,948.6,912.5,815.5,753.7,760.0,830.4,800.5,,,822.2,851.7,830.4,835.2,843.3,824.0,800.5,838.0,835.7,792.2
Common Stock,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,278.4,278.4,278.4,278.4,278.4,278.4,278.4,278.4,,,278.4,278.4,278.4,278.4,278.4,278.4,278.4,278.4,278.4,278.4
Retained Earnings (Accumulated Deficit),156.9,118.4,62.8,-27.5,-71.7,-107.8,-131.9,-136.9,,,-122.6,-123.4,-131.9,-133.6,-146.3,-141.5,-136.9,-135.9,-142.4,-137.1
Shareholders' Equity,735.3,696.8,641.1,550.9,506.7,470.6,446.5,441.5,,,455.8,455.0,446.5,444.8,432.1,436.9,441.5,442.5,436.0,441.3
Cash from Operating Activities,120.6,80.8,80.8,35.1,82.8,26.5,22.8,47.1,,,-3.30,6.27,25.9,4.88,14.6,15.6,12.0,22.6,-23.5,29.5
Cash from Investing Activities,-286.5,-541.8,-37.1,115.0,-9.42,-30.2,-13.2,-5.19,,,0.076,-3.30,-4.10,0.10,0.70,-1.49,-4.50,-12.9,-1.37,-3.74
Cash from Financing Activities,154.0,460.6,-40.9,-129.6,-71.0,-10.0,18.0,-58.4,,,10.1,-3.44,-1.81,-19.8,-26.8,-9.17,-2.69,2.66,29.0,-20.4
Net Change in Cash,-11.9,-0.47,2.76,20.5,2.39,-13.7,27.6,-16.5,,,6.91,-0.46,20.0,-14.8,-11.5,4.96,4.80,12.4,4.22,5.33
Free Cashflows,-185.2,-425.9,39.3,22.8,77.0,-3.59,7.41,39.2,,,-4.16,2.82,21.1,4.05,14.6,13.5,7.02,9.44,-25.0,25.3
Free Cashflow per Share,-0.62,-1.42,0.13,0.076,0.26,-0.012,0.025,0.13,,,-0.014,0.009,0.070,0.014,0.049,0.045,0.023,0.031,-0.083,0.084
