,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"207,175","359,847","390,921","428,193","424,768","466,792","503,734","545,068",,,"126,572","126,934","130,086","121,066","136,944","141,936","145,122","125,832","134,402","133,297"
"Cost of Revenue, Total","171,609","314,124","348,161","366,090","360,076","388,202","437,034","471,535",,,"111,235","108,877","112,485","109,164","119,715","121,783","120,873","107,614","115,284","114,660"
Gross Profit,"35,566","45,723","42,760","62,103","64,692","78,590","66,700","73,533",,,"15,337","18,056","17,601","11,902","17,229","20,153","24,248","18,218","19,118","18,636"
"Selling/General/Administrative Expenses, Total","19,788","34,974","39,196","45,482","50,100","49,093","56,176","56,742",,,"12,194","13,176","18,590","11,847","13,279","12,671","18,945","12,279","13,785","13,454"
Operating Income,"15,778","10,749","3,564","16,622","14,592","29,497","10,524","16,791",,,"3,143","4,880",-988.5,55.8,"3,950","7,482","5,304","5,939","5,334","5,183"
Net Income,"16,117","18,790","7,065","10,562","11,059","14,703","15,259","15,531",,,"4,064","4,914","2,326","3,049","5,894","4,912","1,677","4,279","4,104","6,062"
EBITDA,"22,005","21,740","16,267","30,999","30,095","47,675","31,435","38,865",,,"8,394","10,102","4,267","5,506","9,479","13,152","10,727","11,545","10,817","10,970"
Gross Profit Margin,17.2%,12.7%,10.9%,14.5%,15.2%,16.8%,13.2%,13.5%,,,12.1%,14.2%,13.5%,9.8%,12.6%,14.2%,16.7%,14.5%,14.2%,14.0%
Operating Margin,7.6%,3.0%,0.9%,3.9%,3.4%,6.3%,2.1%,3.1%,,,2.5%,3.8%,-0.8%,0.0%,2.9%,5.3%,3.7%,4.7%,4.0%,3.9%
Net Profit Margin,7.8%,5.2%,1.8%,2.5%,2.6%,3.1%,3.0%,2.8%,,,3.2%,3.9%,1.8%,2.5%,4.3%,3.5%,1.2%,3.4%,3.1%,4.5%
Return on Assets,11.2%,8.0%,2.1%,2.7%,2.4%,2.7%,2.6%,2.5%,,,2.6%,2.5%,2.6%,2.4%,2.6%,2.6%,2.5%,2.7%,2.4%,2.5%
Return on Equity,25.1%,18.0%,6.4%,9.0%,9.5%,11.0%,9.1%,9.4%,,,2.8%,2.9%,1.4%,1.8%,3.5%,3.0%,1.0%,2.5%,2.5%,3.6%
Return on Total Capital,15.3%,10.0%,3.2%,4.5%,4.7%,4.7%,4.7%,4.1%,,,4.7%,4.5%,4.7%,4.2%,4.4%,4.5%,4.1%,4.5%,4.0%,4.4%
SG&A to Sale,9.6%,9.7%,10.0%,10.6%,11.8%,10.5%,11.2%,10.4%,,,9.6%,10.4%,14.3%,9.8%,9.7%,8.9%,13.1%,9.8%,10.3%,10.1%
Depreciation & Amortisation,"6,227","10,990","12,703","14,377","15,503","18,178","20,911","22,073",,,"5,251","5,222","5,256","5,451","5,529","5,670","5,424","5,606","5,484","5,787"
Tax Rate,15.1%,11.3%,1.4%,20.4%,18.2%,25.9%,1.4%,22.5%,,,15.1%,15.0%,-136.5%,8.1%,14.2%,18.4%,48.3%,11.7%,18.3%,16.7%
Current Ratio,1.66,1.15,1.08,1.19,0.86,0.87,0.86,1.02,,,0.88,0.90,0.86,0.91,1.00,0.95,1.02,1.00,1.04,0.96
Quick Ratio,0.34,0.25,0.24,0.25,0.18,0.20,0.21,0.23,,,0.22,0.21,0.21,0.22,0.23,0.21,0.23,0.21,0.20,0.20
Days Inventory Outstanding,71.9,58.9,72.6,71.9,78.8,79.8,74.9,75.2,,,76.4,73.9,74.2,78.1,81.9,80.7,78.4,80.8,82.9,82.7
Days Sale Outstanding,27.6,23.8,22.8,21.4,22.6,24.1,26.7,27.4,,,24.9,25.6,26.7,26.7,26.8,25.9,27.4,25.2,25.2,24.5
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,99.4,78.9,95.1,93.1,101.1,102.3,99.5,101.4,,,100.5,99.2,100.2,104.9,108.5,106.8,104.9,107.2,108.3,107.9
Debt to Asset Ratio,0.58,0.61,0.65,0.61,0.65,0.67,0.62,0.65,,,0.64,0.61,0.62,0.63,0.63,0.65,0.65,0.65,0.66,0.66
Debt to Equity Ratio,1.46,1.82,2.14,2.15,2.75,2.91,2.18,2.47,,,2.52,2.14,2.18,2.27,2.32,2.41,2.47,2.41,2.54,2.46
Interest Coverage Ratio,6.49,1.69,0.45,1.87,1.52,2.78,0.90,1.43,,,1.05,1.72,,0.020,1.39,2.72,1.59,1.74,1.54,1.53
Cash and Short Term Investments,"24,341","12,258","22,600","39,320","44,234","40,857","26,838","33,034",,,"33,616","30,286","26,838","27,897","32,685","32,217","33,034","32,949","51,787","38,159"
"Total Receivables, Net","15,692","23,479","24,434","25,048","26,345","30,856","36,863","40,967",,,"33,502","34,601","36,863","36,891","37,788","37,662","40,967","38,021","37,737","36,223"
Total Inventory,"33,747","67,634","70,894","73,414","82,093","87,609","91,748","102,430",,,"86,041","86,027","91,748","97,385","104,686","100,118","102,430","105,775","105,694","101,932"
Total Current Assets,"76,501","109,201","124,244","146,253","159,993","166,369","164,447","185,543",,,"161,375","159,672","164,447","172,101","184,959","179,545","185,543","185,894","204,501","185,103"
"Property/Plant/Equipment, Total - Net","52,025","90,812","110,931","124,461","149,599","176,177","189,060","195,201",,,"180,022","183,834","189,060","189,369","193,191","192,231","195,201","195,809","193,390","193,826"
Total Assets,"160,506","310,544","365,003","416,764","494,263","582,179","593,497","628,091",,,"578,100","583,584","593,497","604,598","625,004","617,944","628,091","629,526","639,932","626,509"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"1,944","5,129","7,366","7,951","8,340","10,583","10,997","11,555",,,"11,760","13,205","10,997","10,812","12,434","12,702","11,555","11,232","13,904","14,277"
Debt Due,"28,584","62,137","77,230","79,503","137,852","135,432","129,692","121,345",,,"131,378","125,273","129,692","127,232","122,179","130,227","121,345","126,016","132,453","132,510"
Total Current Liabilities,"46,071","95,218","115,001","123,285","186,291","190,499","190,618","182,212",,,"183,811","177,763","190,618","188,560","184,213","189,203","182,212","186,485","195,884","193,288"
Long Term Debt,"40,866","84,066","109,176","116,425","120,299","177,295","159,018","208,948",,,"168,287","160,051","159,018","173,841","193,081","192,257","208,948","202,993","207,999","198,064"
Total Liabilities,"93,430","189,763","235,431","252,798","320,538","388,473","366,855","409,433",,,"372,236","357,940","366,855","379,492","395,442","399,536","409,433","407,343","423,154","410,745"
Common Stock,"7,520","7,743","7,743","7,743","7,743","7,743","8,611","8,611",,,"7,743","8,611","8,611","8,611","8,611","8,611","8,611","8,611","8,611","8,611"
Additional Paid-In Capital,"16,436","39,933","39,933","39,933","39,933","39,933","60,769","60,769",,,"39,933","60,769","60,769","60,769","60,769","60,769","60,769","60,769","60,769","60,769"
Retained Earnings (Accumulated Deficit),"43,638","53,591","54,313","60,951","66,740","75,603","83,045","93,008",,,"80,245","80,761","83,045","85,790","89,640","91,373","93,008","96,694","98,400","101,561"
Shareholders' Equity,"64,155","104,522","109,795","117,532","116,365","133,698","168,015","165,533",,,"147,570","166,901","168,015","167,395","170,796","165,441","165,533","168,702","166,830","167,007"
Cash from Operating Activities,"17,558",529.0,"9,452","23,208","20,862","31,231","17,256","15,294",,,"8,666","7,171","3,405","-2,747","2,267","10,967","4,807","6,533","8,913","11,270"
Cash from Investing Activities,"-14,049","-59,494","-24,222","-33,164","-51,868","-62,784","-22,482","-27,880",,,"-1,100","-6,372","-8,337","-10,642","-4,294","-7,392","-5,552","-2,257","2,256","-8,420"
Cash from Financing Activities,"13,022","46,449","17,792","23,511","30,755","29,618","-2,517","22,029",,,"-8,855","-1,202","4,219","13,792","7,414","-1,888","2,712","-5,031","8,203","-15,301"
Net Change in Cash,"16,238","-11,743","4,930","14,743",463.9,"-1,414","-9,051","8,121",,,"-1,561",-512.3,"-1,605",51.8,"5,505",706.6,"1,857",-579.6,"18,472","-13,219"
Free Cashflows,"7,271","-19,417","-13,062","-2,343","-4,535","9,056","-13,219","-11,834",,,"2,905",-829.1,"-7,905","-10,064","-4,090","3,715","-1,394","1,854","3,372","4,726"
Free Cashflow per Share,1.09,-2.63,-1.77,-0.32,-0.61,1.23,-1.61,-1.45,,,0.39,-0.10,-0.96,-1.23,-0.50,0.45,-0.17,0.23,0.41,0.58
