,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Inventory,529.4,760.7,821.5,747.7,861.4,631.5,381.3,470.2,,,377.5,313.1,381.3,334.5,305.0,611.1,470.2,152.2,700.1,450.2
Total Current Assets,"1,035","1,151","1,424",957.7,"1,108","1,129","1,152","1,120",,,"1,149","1,146","1,152","1,157","1,140","1,166","1,120","1,142","1,538","1,165"
"Property/Plant/Equipment, Total - Net",992.4,954.7,914.8,904.7,917.1,883.7,857.8,835.7,,,870.5,864.8,857.8,851.2,844.2,837.4,835.7,829.0,819.4,810.5
Total Assets,"2,031","2,111","2,345","1,887","2,027","2,015","2,012","1,959",,,"2,022","2,013","2,012","2,011","1,987","2,006","1,959","1,974","2,360","1,979"
Accounts Payable,13.1,216.1,377.1,15.2,109.7,35.6,34.5,12.8,,,16.9,56.2,34.5,13.9,48.1,65.9,12.8,12.8,415.4,18.6
Accrued Expenses,,9.21,7.10,4.39,15.3,11.0,9.29,8.65,,,17.4,18.4,9.29,12.8,15.5,12.2,8.65,22.8,14.8,14.6
Debt Due,94.4,9.00,0.00,0.00,130.0,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,127.0,242.5,407.2,29.7,255.7,65.1,65.9,35.9,,,55.9,88.5,65.9,53.5,77.0,84.9,35.9,49.9,437.4,41.7
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,129.4,243.5,410.0,32.8,258.7,71.2,72.8,43.4,,,62.4,95.2,72.8,60.6,84.0,92.2,43.4,57.7,446.5,51.2
Common Stock,"1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133",,,"1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133"
Additional Paid-In Capital,621.8,621.8,621.8,621.8,621.8,621.8,621.8,621.8,,,621.8,621.8,621.8,621.8,621.8,621.8,621.8,621.8,621.8,621.8
Retained Earnings (Accumulated Deficit),147.1,113.4,180.8,99.8,13.8,189.1,185.1,161.6,,,205.2,163.6,185.1,195.8,148.4,159.8,161.6,161.5,159.4,173.3
Shareholders' Equity,"1,901","1,868","1,935","1,854","1,768","1,943","1,939","1,916",,,"1,960","1,918","1,939","1,950","1,903","1,914","1,916","1,916","1,914","1,928"
Cash from Operating Activities,531.2,-30.6,270.8,-12.3,-80.0,169.6,420.9,-5.54,,,479.8,50.3,1.37,37.5,-10.9,-145.7,113.6,204.3,-91.2,-141.7
Cash from Investing Activities,-4.94,-1.42,-3.89,-24.9,-31.7,-2.32,-5.97,-5.59,,,-1.41,-2.60,-0.82,-0.67,-1.09,-0.64,-3.19,-0.056,-0.18,-0.13
Cash from Financing Activities,-646.0,-109.5,-47.1,-82.9,114.9,-221.7,-135.4,-56.8,,,-199.7,-67.9,0.000,,-56.6,-0.18,0.000,,-34.0,-0.073
Net Change in Cash,-119.8,-141.6,219.8,-120.1,3.19,-54.5,279.6,-69.0,,,278.7,-20.3,0.55,36.8,-68.6,-146.5,109.3,204.2,-125.6,-141.9
Free Cashflows,526.3,-32.3,266.9,-37.2,-111.8,167.3,414.6,-11.6,,,478.4,47.7,0.55,36.8,-12.0,-146.3,109.9,204.2,-91.4,-141.8
Free Cashflow per Share,0.46,-0.029,0.24,-0.033,-0.099,0.15,0.37,-0.010,,,0.42,0.042,0.000,0.032,-0.011,-0.13,0.097,0.18,-0.081,-0.13
