,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,-9.8%,-2.3%,0.0%,-1.4%,13.7%,14.4%,9.6%,1.3%,,,3.0%,2.2%,1.3%,0.9%,0.9%,0.1%,-0.6%,0.0%,0.1%,1.2%
Return on Total Capital,-8.0%,-2.3%,0.0%,-1.4%,13.7%,13.3%,8.3%,1.2%,,,11.4%,9.0%,8.3%,6.2%,4.6%,2.8%,1.2%,0.4%,-0.3%,0.6%
SG&A to Sale,15.4%,13.7%,15.2%,15.2%,9.4%,11.1%,11.0%,10.3%,,,9.5%,9.0%,14.7%,11.0%,6.3%,8.6%,12.8%,11.4%,10.8%,15.1%
Depreciation & Amortisation,44.6,37.0,32.6,27.5,22.7,30.1,48.3,57.7,,,11.4,13.2,13.7,14.1,14.5,14.5,14.5,17.4,17.8,18.7
Tax Rate,0.0%,-9.4%,78.0%,-14.6%,-5.6%,-3.8%,8.9%,-35.9%,,,9.5%,11.2%,-24.4%,13.9%,-15.1%,595.6%,28.4%,116.2%,221.4%,11.3%
Current Ratio,1.11,1.04,1.07,1.08,1.19,1.55,1.42,1.18,,,1.36,1.35,1.42,1.33,1.25,1.23,1.18,0.92,0.91,0.92
Quick Ratio,0.41,0.43,0.45,0.49,0.63,0.66,0.59,0.47,,,0.67,0.64,0.59,0.48,0.44,0.44,0.47,0.40,0.38,0.42
Days Inventory Outstanding,145.2,111.0,99.9,84.4,82.9,94.7,111.5,120.6,,,103.3,121.2,119.1,119.4,131.6,134.4,130.8,145.0,153.5,157.9
Days Sale Outstanding,116.9,94.0,110.4,85.0,116.1,97.0,106.5,126.8,,,137.2,142.0,106.5,111.2,116.8,111.9,126.8,143.8,131.7,135.7
Days Payable Outstanding,81.7,51.5,36.4,45.0,40.7,24.0,14.6,12.5,,,6.06,23.4,27.3,15.9,16.1,10.5,6.15,12.2,26.0,37.4
Cash Conversion Cycle,146.2,192.2,151.0,121.8,142.0,188.4,197.4,230.1,,,222.3,228.4,226.2,215.5,231.9,245.0,241.9,267.8,253.0,259.9
Debt to Asset Ratio,0.60,0.53,0.54,0.53,0.51,0.40,0.46,0.54,,,0.50,0.50,0.46,0.50,0.53,0.52,0.54,0.59,0.60,0.58
Debt to Equity Ratio,1.48,1.12,1.16,1.12,1.02,0.66,0.84,1.16,,,0.98,0.99,0.84,0.99,1.11,1.10,1.16,1.46,1.50,1.41
Interest Coverage Ratio,,1.58,0.55,,5.97,8.92,5.21,1.22,,,6.38,4.29,2.53,2.42,1.77,0.98,0.27,0.93,0.92,2.15
Cash and Short Term Investments,95.3,78.1,84.3,35.3,71.3,130.1,127.0,186.1,,,89.3,144.8,127.0,260.1,234.1,215.9,186.1,73.0,84.9,53.3
"Total Receivables, Net",224.5,202.5,225.7,229.9,369.7,328.0,353.4,423.8,,,469.5,467.2,353.4,368.3,370.9,363.9,423.8,471.4,453.1,463.8
Total Inventory,232.3,160.5,181.0,212.5,223.5,271.0,313.7,381.8,,,318.0,310.9,313.7,327.5,368.3,377.4,381.8,446.9,466.4,436.1
Total Current Assets,603.5,485.6,533.3,510.8,699.5,774.8,850.9,"1,056",,,944.6,977.2,850.9,"1,013","1,042","1,027","1,056","1,077","1,087","1,026"
"Property/Plant/Equipment, Total - Net",443.1,371.8,361.5,342.7,451.2,529.5,692.8,685.7,,,666.4,689.0,692.8,698.3,692.3,687.2,685.7,920.2,916.4,922.7
Total Assets,"1,096",910.9,952.1,922.0,"1,229","1,539","1,728","1,975",,,"1,801","1,849","1,728","1,892","1,930","1,927","1,975","2,248","2,254","2,197"
Accounts Payable,149.7,32.7,91.6,118.0,96.0,29.4,47.4,24.5,,,25.5,95.7,47.4,38.0,47.2,11.2,24.5,45.1,109.6,104.3
Accrued Expenses,5.08,3.98,4.65,4.24,,,,,,,,,,,,,,,,
Debt Due,284.4,350.3,310.3,265.9,386.3,340.0,399.1,725.4,,,509.7,436.3,399.1,547.5,623.6,662.6,725.4,858.3,771.8,729.3
Total Current Liabilities,543.2,468.7,497.0,472.1,589.0,499.1,599.1,894.3,,,696.6,725.5,599.1,759.7,834.7,835.6,894.3,"1,173","1,191","1,117"
Long Term Debt,101.3,0.97,0.66,,0.91,79.9,151.9,130.3,,,160.7,157.6,151.9,147.6,142.4,136.4,130.3,124.2,118.0,121.8
Total Liabilities,652.4,479.7,509.8,486.0,620.9,613.3,786.9,"1,062",,,892.7,919.6,786.9,943.2,"1,014","1,009","1,062","1,336","1,353","1,283"
Common Stock,299.9,299.9,299.9,299.9,299.9,374.9,374.9,374.9,,,374.9,374.9,374.9,374.9,374.9,374.9,374.9,374.9,437.4,437.4
Additional Paid-In Capital,127.2,127.2,127.2,127.2,127.2,277.2,277.2,277.2,,,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2
Retained Earnings (Accumulated Deficit),14.1,1.59,12.6,6.35,96.7,189.0,204.2,175.6,,,171.8,192.4,204.2,212.3,179.5,180.6,175.6,175.7,102.7,113.9
Shareholders' Equity,441.2,428.7,439.7,433.4,608.4,925.7,941.0,912.4,,,908.5,929.1,941.0,949.1,916.2,917.4,912.4,912.5,902.0,913.1
Cash from Operating Activities,-32.6,3.49,64.3,-19.6,-60.5,103.9,99.3,-126.5,,,-68.1,152.2,44.1,6.84,-45.5,-30.6,-57.3,-223.4,244.7,31.1
Cash from Investing Activities,-3.65,13.2,-18.4,15.7,-27.1,-255.1,-152.8,-76.2,,,-35.5,-17.0,-17.6,-14.2,-12.7,-19.4,-29.9,-16.2,-129.0,-9.69
Cash from Financing Activities,44.2,-34.4,-40.3,-45.0,119.4,209.0,52.3,261.8,,,33.2,-79.4,-43.9,142.2,31.2,32.4,56.1,126.2,-104.4,-51.3
Net Change in Cash,9.40,-17.2,6.26,-49.0,36.0,58.8,-3.07,59.1,,,-70.9,55.5,-17.8,133.1,-26.0,-18.2,-29.8,-113.2,12.0,-31.6
Free Cashflows,-39.1,-4.43,41.2,-28.2,-85.6,-43.4,-54.5,-164.2,,,-104.8,135.2,26.5,-7.69,-50.6,-38.0,-67.9,-229.7,114.8,20.9
Free Cashflow per Share,-0.11,-0.013,0.12,-0.081,-0.24,-0.099,-0.12,-0.38,,,-0.24,0.31,0.060,-0.018,-0.12,-0.087,-0.16,-0.53,0.26,0.048
