,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,29.4,50.0,57.9,69.2,65.5,45.8,163.4,176.4,,,44.1,46.9,33.3,38.5,38.9,45.0,53.9,46.1,34.2,28.8
Net Income,21.6,37.6,45.8,54.8,49.8,25.0,128.7,142.3,,,35.3,37.1,26.0,31.3,30.7,36.4,43.8,38.1,26.9,28.0
EBITDA,43.4,67.5,78.1,106.0,71.8,52.5,171.6,185.8,,,46.1,49.1,35.4,40.6,41.1,47.5,56.5,48.8,37.2,32.4
Gross Profit Margin,77.2%,76.1%,74.0%,74.3%,71.2%,78.6%,81.5%,77.4%,,,76.2%,84.0%,81.2%,75.0%,74.4%,78.4%,80.9%,74.5%,77.8%,65.3%
Operating Margin,26.9%,36.0%,36.7%,36.5%,31.2%,18.1%,42.4%,33.1%,,,45.4%,47.1%,31.9%,33.5%,31.6%,32.1%,35.0%,28.4%,21.2%,16.4%
Net Profit Margin,20.9%,29.2%,31.5%,32.0%,28.1%,11.2%,35.5%,31.0%,,,39.1%,39.0%,27.3%,31.9%,30.1%,30.0%,32.1%,28.9%,19.7%,21.5%
Return on Assets,1.8%,2.4%,2.5%,2.9%,2.6%,1.1%,3.9%,2.7%,,,3.3%,3.4%,3.3%,3.0%,2.6%,2.3%,2.3%,2.3%,2.1%,1.9%
Return on Equity,4.6%,7.9%,6.8%,8.0%,6.8%,2.3%,9.3%,8.1%,,,3.1%,2.7%,1.9%,1.9%,1.8%,2.1%,2.5%,2.1%,1.5%,1.5%
Return on Total Capital,2.3%,3.4%,3.9%,4.8%,4.1%,1.4%,4.6%,3.1%,,,4.6%,4.6%,4.6%,4.1%,3.5%,3.1%,3.1%,3.1%,3.0%,2.8%
SG&A to Sale,67.4%,56.9%,55.6%,53.8%,53.3%,70.5%,51.6%,52.9%,,,47.4%,48.4%,59.3%,51.8%,51.2%,54.5%,53.7%,52.8%,63.2%,57.6%
Depreciation & Amortisation,14.1,17.6,20.1,20.8,6.31,6.77,8.13,9.37,,,1.99,2.19,2.12,2.10,2.23,2.45,2.59,2.71,2.96,3.62
Tax Rate,26.5%,24.7%,20.9%,20.8%,22.7%,41.7%,19.7%,19.1%,,,18.4%,20.2%,20.7%,17.5%,20.6%,19.7%,18.6%,19.9%,21.6%,10.1%
Current Ratio,2.94,2.59,2.58,2.46,2.65,3.13,3.26,3.51,,,3.04,3.24,3.26,3.39,3.44,3.24,3.51,3.45,3.27,3.19
Quick Ratio,2.93,2.56,2.54,2.43,2.62,3.11,3.21,3.48,,,3.03,3.15,3.21,3.26,3.41,3.20,3.48,3.36,3.21,3.16
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,"4,589","4,524","3,954","3,541","3,269","3,529","3,726","4,255",,,"3,688","3,749","3,726","3,735","4,005","4,201","4,255","4,071","3,923","3,864"
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,200.9,92.6,10.4,11.2,12.7,11.2,7.59,10.5,,,12.8,10.9,9.42,11.9,16.5,16.8,15.6,15.6,15.4,14.3
Debt to Asset Ratio,0.67,0.73,0.64,0.64,0.62,0.57,0.66,0.73,,,0.66,0.64,0.66,0.63,0.66,0.70,0.73,0.74,0.74,0.74
Debt to Equity Ratio,1.99,2.74,1.76,1.79,1.66,1.30,1.95,2.64,,,1.96,1.81,1.95,1.67,1.98,2.35,2.64,2.78,2.79,2.87
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,3.28,6.74,6.12,7.47,6.22,6.19,48.6,26.7,,,5.98,96.6,48.6,151.9,26.2,42.7,26.7,136.3,64.5,21.0
"Total Receivables, Net","1,374","1,722","1,711","1,841","1,877","2,442","3,936","6,207",,,"3,257","3,640","3,936","4,261","4,855","5,560","6,207","6,465","6,643","6,917"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,382","1,745","1,732","1,859","1,895","2,455","3,997","6,274",,,"3,272","3,744","3,997","4,428","4,897","5,623","6,274","6,648","6,751","6,982"
"Property/Plant/Equipment, Total - Net",32.7,32.8,31.1,36.7,36.4,34.8,38.0,43.8,,,37.9,39.6,38.0,38.8,39.0,40.2,43.8,49.0,53.4,60.3
Total Assets,"1,417","1,785","1,873","1,914","1,953","2,543","4,075","6,396",,,"3,346","3,820","4,075","4,518","5,006","5,737","6,396","6,783","6,913","7,155"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,,6.90,7.24,7.96,9.20,15.1,27.4,,,11.0,13.2,15.1,18.0,21.8,27.6,27.4,30.5,32.2,35.0
Debt Due,454.8,654.4,653.8,734.2,692.1,749.6,"1,177","1,688",,,"1,031","1,112","1,177","1,237","1,348","1,652","1,688","1,819","1,973","2,109"
Total Current Liabilities,469.8,672.8,672.4,756.6,715.2,785.1,"1,227","1,786",,,"1,076","1,157","1,227","1,306","1,424","1,737","1,786","1,926","2,067","2,191"
Long Term Debt,469.3,625.7,511.6,459.6,489.3,634.9,"1,437","2,813",,,"1,118","1,281","1,437","1,490","1,872","2,250","2,813","3,021","2,976","3,064"
Total Liabilities,943.0,"1,308","1,195","1,228","1,217","1,438","2,694","4,638",,,"2,216","2,462","2,694","2,827","3,329","4,023","4,638","4,988","5,090","5,304"
Common Stock,410.0,410.0,594.8,594.8,594.8,798.4,923.6,"1,109",,,798.4,923.6,923.6,"1,109","1,109","1,109","1,109","1,109","1,109","1,109"
Additional Paid-In Capital,21.5,21.5,21.5,21.5,21.5,120.5,186.3,280.0,,,120.5,186.3,186.3,280.0,280.0,280.0,280.0,280.0,280.0,280.0
Retained Earnings (Accumulated Deficit),42.5,45.2,62.3,69.5,119.3,142.8,228.1,326.0,,,168.5,205.6,228.1,259.4,245.8,282.2,326.0,364.2,391.1,419.1
Shareholders' Equity,474.1,476.7,678.6,685.8,735.6,"1,104","1,381","1,758",,,"1,130","1,358","1,381","1,691","1,677","1,714","1,758","1,796","1,823","1,851"
Cash from Operating Activities,-406.3,-310.9,59.7,-66.2,18.6,-478.5,"-1,347","-1,894",,,-338.6,-340.0,-267.7,-270.3,-450.1,-610.9,-562.5,-245.8,-117.4,-266.1
Cash from Investing Activities,-7.85,-5.48,-101.4,86.5,-7.41,-27.7,8.96,-249.2,,,18.5,-4.34,-1.04,-18.9,-123.0,-55.6,-51.7,17.3,-62.7,-0.56
Cash from Financing Activities,411.9,319.9,41.1,-18.9,-12.4,506.2,"1,380","2,121",,,307.6,435.0,220.7,392.6,447.4,683.0,598.2,338.1,108.3,223.2
Net Change in Cash,-2.28,3.46,-0.62,1.35,-1.24,-0.031,42.4,-21.8,,,-12.5,90.6,-48.0,103.4,-125.7,16.5,-16.0,109.6,-71.8,-43.5
Free Cashflows,-418.8,-322.1,55.1,-79.5,13.3,-485.0,"-1,360","-1,910",,,-343.9,-344.8,-269.7,-273.8,-452.6,-614.5,-569.2,-256.5,-124.9,-276.8
Free Cashflow per Share,-1.02,-0.79,0.093,-0.13,0.022,-0.61,-1.47,-1.72,,,-0.43,-0.37,-0.29,-0.25,-0.41,-0.55,-0.51,-0.23,-0.11,-0.25
