,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Equity Ratio,21.4,21.6,20.2,17.9,16.8,14.9,14.4,14.0,,,14.5,14.5,14.4,14.0,14.3,13.7,14.0,13.6,13.4,13.2
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"96,990","101,490","102,753","100,953","87,081","79,974","128,781","129,915",,,"84,327","114,883","128,781","143,625","149,399","104,032","129,915","140,716","135,083","165,096"
"Total Receivables, Net","2,042","7,196","3,366","3,069","3,750","4,589","6,416","6,458",,,"4,730","10,427","6,416","10,366","11,618","8,726","6,458","7,605","8,653","6,903"
Total Inventory,"11,560","9,915","9,027","8,931","6,334","4,992","4,747","4,822",,,"5,014","5,149","4,747","4,772","4,663","4,806","4,822","5,673","5,756","5,651"
Total Current Assets,"114,654","123,194","119,505","116,553","101,473","93,654","143,489","144,412",,,"98,080","134,243","143,489","162,497","169,229","120,975","144,412","157,792","152,760","180,128"
"Property/Plant/Equipment, Total - Net","8,815","8,344","8,084","7,982","8,047","9,605","8,678","8,043",,,"9,151","8,810","8,678","8,433","8,254","8,062","8,043","7,801","10,900","10,774"
Total Assets,"895,157",1.027M,1.051M,1.026M,"997,581","966,867",1.026M,1.061M,,,"980,426","996,713",1.026M,1.026M,1.048M,1.018M,1.061M,1.062M,1.079M,1.082M
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"3,924","5,092","5,369","5,275","5,779","5,282","5,498","6,175",,,"4,607","4,332","5,498","3,671","4,860","4,267","6,175","3,399","4,449","4,288"
Debt Due,"221,331","25,117","47,001","43,527","48,510","27,839","28,194","33,500",,,"27,993","7,247","28,194","10,070","28,096","7,155","33,500","9,515","70,007","14,686"
Total Current Liabilities,"726,596","815,911","853,831","754,743","739,177","720,257","760,667","798,837",,,"710,021","727,193","760,667","735,231","775,796","719,407","798,837","765,482","809,832","776,233"
Long Term Debt,"44,269","65,595","67,990","62,103","100,699","84,473","90,624","80,417",,,"101,398","53,414","90,624","49,245","93,216","56,319","80,417","50,544","79,781","70,671"
Total Liabilities,"819,475","941,445","955,474","921,355","886,258","847,016","895,455","923,011",,,"855,902","870,514","895,455","892,225","913,846","883,536","923,011","919,445","933,093","934,943"
Common Stock,"13,331","12,778","12,778","12,778","12,778","12,065","12,065","11,651",,,"12,065","12,065","12,065","12,065","12,065","11,651","11,651","11,651","11,651","11,651"
Additional Paid-In Capital,"2,842","3,007","3,007","3,007","3,007","2,841","2,841","2,841",,,"2,841","2,841","2,841","2,842","2,841","2,841","2,841","2,841","2,841","2,841"
Retained Earnings (Accumulated Deficit),"21,686","26,674","34,035","37,225","40,542","41,710","46,222","50,431",,,"43,598","44,346","46,222","48,124","48,663","48,398","50,431","52,446","52,536","53,439"
Shareholders' Equity,"38,259","43,585","47,369","51,353","52,674","56,891","62,020","65,735",,,"59,154","60,071","62,020","63,893","63,779","64,523","65,735","67,808","69,592","70,713"
Cash from Operating Activities,"19,662","-77,976","-28,998","42,501","67,647","17,910","-38,282","-40,469",,,"-9,632","-48,656","1,776","-7,112","-28,866","42,879","-47,370","-17,086","11,843","-46,026"
Cash from Investing Activities,"10,987","2,715",322.5,"-5,711","-23,259","5,046","16,008","9,560",,,"22,103","22,703","-6,023","18,478","-2,246","-6,926",254.8,"22,837","-11,235","26,485"
Cash from Financing Activities,"-29,942","74,437","31,435","-38,125","-47,656","-24,216","21,650","30,478",,,"-12,732","25,970","6,390","-13,547","30,482","-35,645","49,187","-7,399","-1,221","20,156"
Net Change in Cash,707.6,-824.3,"2,759","-1,335","-3,268","-1,260",-623.8,-431.4,,,-260.5,16.8,"2,144","-2,181",-630.0,308.3,"2,071","-1,648",-613.8,614.8
Free Cashflows,"18,251","-79,007","-29,727","41,393","66,586","16,644","-38,937","-40,948",,,"-9,731","-48,891","1,531","-7,169","-28,967","42,798","-47,611","-17,171","11,746","-46,180"
Free Cashflow per Share,14.3,-61.8,-24.6,34.3,57.2,14.3,-33.4,-35.6,,,-8.35,-42.0,1.31,-6.15,-24.9,36.7,-41.4,-15.0,10.3,-40.3
