,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,"1,008","1,240","1,313","1,334","1,585","1,309","1,221","1,118",,,347.0,287.7,222.5,302.7,278.0,300.4,236.5,341.7,267.8,229.4
EBITDA,"1,789","1,976","2,231","2,361","2,556","2,639","2,570","2,537",,,699.3,646.2,519.4,646.1,641.2,666.5,582.9,720.5,655.5,631.0
Gross Profit Margin,57.0%,58.1%,54.5%,50.9%,52.1%,49.2%,48.4%,47.4%,,,52.1%,49.3%,43.8%,46.7%,47.4%,50.3%,45.0%,46.8%,42.3%,40.4%
Operating Margin,44.7%,44.8%,44.5%,41.3%,41.6%,39.7%,37.7%,35.9%,,,42.5%,39.5%,27.8%,37.9%,37.2%,38.0%,30.3%,37.6%,30.8%,29.4%
Net Profit Margin,31.0%,33.7%,33.5%,31.2%,36.0%,29.8%,28.3%,26.5%,,,32.0%,28.2%,21.4%,29.0%,26.5%,27.9%,22.5%,29.3%,22.4%,19.8%
Return on Assets,9.8%,10.7%,10.1%,9.3%,9.1%,6.6%,6.2%,5.6%,,,6.5%,6.4%,6.3%,5.9%,5.6%,5.6%,5.6%,5.7%,5.7%,5.3%
Return on Equity,14.5%,16.9%,16.7%,15.7%,17.1%,13.3%,11.9%,10.5%,,,3.4%,2.9%,2.2%,2.9%,2.7%,2.9%,2.2%,3.1%,2.5%,2.2%
Return on Total Capital,10.9%,11.5%,11.2%,10.2%,10.1%,8.5%,7.3%,6.9%,,,8.6%,7.6%,7.3%,7.1%,6.8%,6.9%,6.9%,7.2%,7.2%,6.7%
SG&A to Sale,11.3%,13.4%,10.0%,9.6%,10.4%,9.5%,10.6%,11.6%,,,9.6%,9.9%,15.0%,9.0%,10.2%,12.3%,14.4%,9.2%,11.4%,11.0%
Depreciation & Amortisation,329.0,321.3,405.2,485.4,547.8,636.1,668.9,727.4,,,166.6,171.3,167.2,174.9,176.7,179.9,196.0,203.2,205.9,207.8
Tax Rate,29.6%,22.7%,21.1%,20.3%,19.5%,19.9%,19.7%,18.8%,,,19.8%,22.9%,17.4%,17.5%,21.9%,21.3%,12.8%,17.2%,19.5%,24.2%
Current Ratio,0.58,0.62,0.55,0.41,0.57,0.46,0.60,0.66,,,0.30,0.52,0.60,0.56,0.44,0.41,0.66,0.68,0.47,0.45
Quick Ratio,0.40,0.41,0.33,0.26,0.44,0.38,0.32,0.21,,,0.15,0.25,0.32,0.30,0.21,0.18,0.21,0.26,0.40,0.39
Days Inventory Outstanding,2.28,1.85,1.87,1.72,1.61,1.63,1.94,2.17,,,1.78,1.89,2.01,2.16,2.12,2.06,2.11,2.10,1.94,2.31
Days Sale Outstanding,46.5,45.9,36.5,34.1,35.1,33.2,32.8,36.5,,,32.5,31.0,32.8,34.5,36.2,34.1,36.5,43.1,37.0,35.0
Days Payable Outstanding,31.8,31.2,30.8,23.9,22.8,19.4,17.1,17.6,,,27.2,27.2,20.3,20.8,18.4,18.3,20.8,17.6,16.8,16.6
Cash Conversion Cycle,18.9,8.00,12.4,13.2,12.8,19.1,18.0,19.2,,,6.16,10.5,16.6,12.4,24.4,13.4,19.4,23.7,24.4,20.7
Debt to Asset Ratio,0.36,0.41,0.41,0.44,0.52,0.49,0.46,0.46,,,0.47,0.48,0.46,0.45,0.46,0.46,0.46,0.45,0.45,0.47
Debt to Equity Ratio,0.55,0.70,0.71,0.79,1.09,1.00,0.88,0.88,,,0.92,0.93,0.88,0.84,0.86,0.86,0.88,0.83,0.84,0.91
Interest Coverage Ratio,18.5,18.3,15.1,14.6,16.0,14.6,11.5,9.63,,,13.4,11.5,8.25,11.8,11.7,11.6,5.80,10.5,9.27,8.02
Cash and Short Term Investments,223.7,334.8,330.2,167.9,"1,174",922.0,131.8,624.4,,,254.1,183.6,131.8,213.7,177.2,107.5,624.4,715.8,546.1,523.7
"Total Receivables, Net",414.0,462.8,392.6,399.8,423.7,399.9,387.3,421.5,,,391.3,365.7,387.3,396.2,412.1,392.8,421.5,512.0,454.8,438.4
Total Inventory,7.88,7.75,10.5,9.23,9.38,10.6,13.1,13.3,,,11.6,11.4,13.1,12.7,12.9,12.3,13.3,12.9,12.9,19.8
Total Current Assets,733.8,848.0,800.6,716.5,"1,664","1,384",889.1,"1,469",,,992.0,903.6,889.1,"1,027","1,010",931.8,"1,469","1,676","1,086","1,055"
"Property/Plant/Equipment, Total - Net","8,829","10,035","10,284","11,748","13,266","14,062","14,228","14,382",,,"14,205","14,257","14,228","14,221","14,217","14,231","14,382","14,382","14,434","14,547"
Total Assets,"10,774","12,440","13,480","15,243","19,627","19,860","19,483","20,141",,,"19,581","19,507","19,483","19,583","19,608","19,512","20,141","20,278","20,047","20,474"
Accounts Payable,105.7,157.6,144.1,130.0,133.9,103.1,105.2,109.3,,,188.7,142.6,105.2,142.8,80.2,143.8,109.3,110.5,112.1,122.3
Accrued Expenses,82.7,120.0,133.2,155.0,175.2,207.1,210.5,201.1,,,118.5,195.9,210.5,124.9,117.0,173.6,201.1,148.2,139.5,196.9
Debt Due,656.4,850.7,724.9,798.3,"2,355","2,410",892.8,"1,642",,,"2,739","1,190",892.8,"1,243","1,738","1,708","1,642","1,825","1,655","1,679"
Total Current Liabilities,"1,267","1,358","1,455","1,741","2,938","3,027","1,493","2,229",,,"3,331","1,744","1,493","1,847","2,274","2,285","2,229","2,471","2,312","2,355"
Long Term Debt,"2,327","3,457","3,842","4,652","6,407","5,598","6,393","5,566",,,"4,790","6,393","6,393","5,832","5,566","5,565","5,566","5,105","5,139","5,540"
Total Liabilities,"3,838","5,120","5,579","6,726","10,128","9,812","9,053","9,336",,,"9,276","9,296","9,053","8,848","9,003","8,941","9,336","9,129","9,098","9,672"
Common Stock,"1,664","1,664","1,664","1,664","1,664","1,664","1,664","1,664",,,"1,664","1,664","1,664","1,664","1,664","1,664","1,664","1,664","1,664","1,664"
Additional Paid-In Capital,"2,139","2,139","2,139","2,139","2,139","2,139","2,139","2,139",,,"2,139","2,139","2,139","2,139","2,139","2,139","2,139","2,139","2,139","2,139"
Retained Earnings (Accumulated Deficit),"3,096","3,483","4,042","4,660","5,470","6,034","6,426","6,811",,,"6,278","6,183","6,426","6,728","6,607","6,575","6,811","7,153","6,959","6,816"
Shareholders' Equity,"6,933","7,317","7,872","8,488","9,295","9,854","10,243","10,625",,,"10,097","10,001","10,243","10,544","10,422","10,389","10,625","10,966","10,771","10,627"
Cash from Operating Activities,"1,329","1,635","1,625","1,945","2,138","2,109","2,058","1,768",,,578.4,471.6,453.0,478.7,421.4,484.5,383.6,594.4,596.7,539.3
Cash from Investing Activities,"-1,411","-2,017","-1,174","-2,125","-4,273",-598.0,-485.5,-253.3,,,-157.9,-137.9,-186.2,-232.9,-135.7,-130.0,245.4,-269.7,-463.9,-606.9
Cash from Financing Activities,-232.3,491.9,-446.1,49.5,"2,333","-1,637","-1,720",-974.1,,,-426.5,-347.5,-357.2,-231.5,-221.8,-390.0,-130.8,-312.4,-642.6,39.0
Net Change in Cash,-314.2,109.8,4.83,-130.4,198.4,-125.7,-148.1,540.7,,,-6.00,-13.9,-90.4,14.2,63.9,-35.6,498.2,12.2,-509.8,-28.6
Free Cashflows,31.1,-332.9,640.6,44.1,116.1,"1,104","1,515","1,217",,,395.8,322.0,394.3,384.9,264.7,388.2,179.4,483.1,433.3,7.67
Free Cashflow per Share,0.019,-0.20,0.39,0.026,0.070,0.66,0.91,0.73,,,0.24,0.19,0.24,0.23,0.16,0.23,0.11,0.29,0.26,0.005
