,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,10.3,8.86,5.98,6.13,1.66,2.61,2.73,3.28,,,25.3,2.11,2.73,2.49,3.33,2.27,3.28,3.17,3.60,2.62
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,3.11,4.64,3.82,3.16,3.09,3.36,3.45,3.37,,,68.1,18.1,3.10,3.25,3.33,3.12,3.00,3.39,3.80,3.62
Debt to Asset Ratio,0.97,0.90,0.90,0.74,0.64,0.63,0.61,0.63,,,0.63,0.63,0.61,0.63,0.62,0.59,0.63,0.62,0.61,0.59
Debt to Equity Ratio,34.3,8.68,11.0,3.57,1.78,1.70,1.55,1.72,,,1.72,1.70,1.55,1.70,1.61,1.46,1.72,1.61,1.55,1.42
Interest Coverage Ratio,,,,,"1,333",264.1,325.7,,,,139.6,151.1,822.6,,,"1,456",,757.2,490.7,"2,047"
Cash and Short Term Investments,251.9,259.8,511.0,"1,623","1,012","1,086","1,900",938.5,,,"1,277","1,765","1,900","2,194","1,410","1,508",938.5,361.5,524.2,235.2
"Total Receivables, Net",167.4,161.9,109.7,88.5,34.7,32.1,32.2,33.4,,,319.8,25.5,32.2,27.3,34.9,25.1,33.4,34.7,43.1,30.8
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"13,885","12,691","10,676","5,084","4,101","4,180","4,958","3,713",,,"5,446","5,234","4,958","5,304","4,144","4,383","3,713","3,122","3,478","3,026"
"Property/Plant/Equipment, Total - Net",198.1,223.5,243.6,267.2,224.2,281.2,264.1,251.9,,,280.9,277.4,264.1,260.8,258.9,254.2,251.9,249.3,244.5,244.6
Total Assets,"25,720","33,642","27,910","14,682","15,112","14,418","12,395","9,842",,,"13,922","12,779","12,395","11,769","10,271","10,287","9,842","9,643","9,568","8,896"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,0.066,4.00,5.35,,,,,,,,,,,,,,,,
Debt Due,16.5,10.5,0.60,6.62,15.9,4.91,4.91,3.64,,,4.91,4.91,4.91,4.91,4.91,4.87,3.64,2.41,1.19,0.00
Total Current Liabilities,"9,942","10,059","9,513","8,531","9,167","8,530","7,051","5,881",,,"8,301","7,598","7,051","6,905","5,982","5,807","5,881","5,573","5,442","4,899"
Long Term Debt,2.41,1.78,1.09,18.7,13.5,8.55,3.64,,,,6.10,4.87,3.64,2.41,1.19,,,,,2.83
Total Liabilities,"24,978","30,154","25,082","10,899","9,656","9,038","7,529","6,222",,,"8,765","8,037","7,529","7,412","6,343","6,110","6,222","5,951","5,816","5,218"
Common Stock,"1,187","3,512","3,512","4,215","4,215","4,215","4,215","4,215",,,"4,215","4,215","4,215","4,215","4,215","4,215","4,215","4,215","4,215","4,215"
Additional Paid-In Capital,163.4,"4,814","4,814","6,207",,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),-570.9,"-4,920","-7,719","-9,672","1,465","1,319",785.8,-442.3,,,"1,143",666.9,785.8,302.0,-40.2,94.8,-442.3,-406.6,-385.5,-339.3
Shareholders' Equity,728.0,"3,476","2,273","3,054","5,413","5,320","4,866","3,620",,,"5,102","4,718","4,866","4,357","3,928","4,178","3,620","3,690","3,751","3,676"
Cash from Operating Activities,"6,007",996.0,"-6,175","-8,691",-368.3,613.0,46.4,288.6,,,491.7,190.0,-22.9,426.8,-314.5,16.4,160.0,-135.6,171.8,-278.0
Cash from Investing Activities,"-5,394","-7,946","6,408","7,520",-57.9,-126.7,-39.4,-20.7,,,-8.95,-6.36,-12.0,-5.15,-5.72,-5.41,-4.37,-4.13,-5.26,-7.31
Cash from Financing Activities,-513.9,"6,958",17.7,"1,982",-16.6,-451.3,-440.1,-216.1,,,-225.0,-212.2,-1.40,-1.38,-212.1,-1.33,-1.31,-1.29,-1.26,-1.20
Net Change in Cash,99.7,7.85,251.2,810.3,-442.8,35.0,-439.2,51.8,,,257.7,-28.6,-36.3,420.2,-532.4,9.63,154.3,-139.7,165.3,-286.5
Free Cashflows,"5,967",948.4,"-6,222","-8,742",-429.4,486.3,6.72,266.3,,,482.7,183.5,-35.1,421.5,-321.4,10.6,155.6,-140.1,166.4,-285.5
Free Cashflow per Share,5.03,0.27,-1.77,-2.07,-0.10,0.12,0.002,0.063,,,0.11,0.044,-0.008,0.100,-0.076,0.003,0.037,-0.033,0.039,-0.068
