,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,444.6,506.8,631.5,551.4,590.8,847.2,687.3,"1,990",,,645.5,634.9,687.3,656.6,511.3,"1,921","1,990","2,103","2,340","2,009"
"Property/Plant/Equipment, Total - Net",133.3,105.8,99.8,153.3,156.3,175.9,485.9,612.7,,,468.8,459.7,485.9,507.8,560.3,555.1,612.7,799.2,840.9,945.1
Total Assets,720.7,754.8,855.2,840.4,894.9,"1,631","2,169","4,107",,,"2,002","1,974","2,169","2,022","1,910","3,675","4,107","4,380","4,762","4,801"
Accounts Payable,76.8,59.2,48.0,33.7,27.9,32.4,18.4,166.0,,,31.2,41.6,18.4,39.1,25.3,115.6,166.0,198.2,158.9,149.1
Accrued Expenses,38.9,48.2,66.2,45.4,45.0,76.0,85.0,287.8,,,73.7,77.1,85.0,74.2,90.9,269.2,287.8,369.0,491.0,494.2
Debt Due,0.00,2.14,0.14,29.7,11.3,8.70,245.8,309.3,,,238.1,455.3,245.8,230.0,250.0,0.00,309.3,109.0,419.1,679.0
Total Current Liabilities,185.1,136.6,131.2,136.9,110.1,434.1,500.9,"1,328",,,721.9,699.7,500.9,438.0,487.8,851.3,"1,328","1,240","1,581","1,760"
Long Term Debt,,0.27,0.24,5.80,9.10,0.40,,,,,,,,,,,,,30.4,30.4
Total Liabilities,196.9,151.0,146.4,165.4,149.6,472.7,546.0,"1,388",,,772.3,741.6,546.0,475.9,532.2,902.3,"1,388","1,301","1,710","1,926"
Common Stock,125.0,175.0,300.9,300.9,300.9,334.3,343.9,412.7,,,334.3,334.3,343.9,343.9,343.9,412.7,412.7,433.2,433.2,433.2
Additional Paid-In Capital,167.1,167.1,167.1,167.1,167.1,561.2,743.5,"2,050",,,561.2,561.2,743.5,743.5,743.5,"2,050","2,050","2,358","2,358","2,358"
Retained Earnings (Accumulated Deficit),207.1,236.8,198.2,165.8,240.1,197.7,318.1,454.5,,,245.4,245.2,318.1,370.9,371.4,365.3,454.5,491.4,431.2,441.5
Shareholders' Equity,522.3,602.3,690.2,658.4,729.3,"1,115","1,547","2,529",,,"1,162","1,162","1,547","1,479","1,306","2,666","2,529","2,884","2,812","2,686"
Cash from Operating Activities,147.6,142.2,194.4,118.5,-4.84,245.5,225.3,427.8,,,-45.2,-89.7,223.5,140.8,78.3,1.30,43.9,297.7,-136.4,43.3
Cash from Investing Activities,-54.4,-36.8,-71.1,-102.6,119.0,-352.5,-597.2,"-1,135",,,-252.3,-100.8,-155.0,-66.8,-62.4,-264.2,-796.5,-285.8,-83.1,-102.1
Cash from Financing Activities,-91.3,-93.0,-88.5,-134.5,-113.4,270.0,264.6,"1,162",,,173.8,152.8,-58.6,51.5,-201.2,"1,207",328.2,137.1,248.2,38.8
Net Change in Cash,1.93,12.5,34.8,-118.6,0.64,163.2,-109.3,449.5,,,-123.9,-37.9,8.22,124.6,-184.3,940.6,-427.7,144.6,34.6,-24.2
Free Cashflows,94.5,133.8,191.5,56.0,-4.84,221.9,-135.1,289.2,,,-219.8,-125.3,169.5,71.8,55.2,-20.8,9.46,89.6,-138.4,-42.8
Free Cashflow per Share,0.031,0.044,0.064,0.019,-0.002,0.066,-0.039,0.070,,,-0.066,-0.037,0.049,0.021,0.016,-0.005,0.002,0.021,-0.032,-0.010
