,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,36.3%,18.4%,23.1%,24.6%,30.1%,24.8%,27.8%,25.0%,,,27.6%,34.8%,13.1%,23.7%,22.5%,14.4%,65.1%,20.3%,59.9%,31.8%
Current Ratio,1.63,1.60,1.83,1.36,1.48,1.55,1.30,1.12,,,1.34,1.54,1.30,1.33,1.21,1.43,1.12,1.12,1.22,1.37
Quick Ratio,0.80,0.92,0.99,0.62,0.68,0.77,0.65,0.55,,,0.69,0.79,0.65,0.68,0.63,0.73,0.55,0.56,0.61,0.68
Days Inventory Outstanding,853.1,498.6,367.9,475.2,566.8,515.3,575.3,621.9,,,648.1,647.6,596.4,562.7,552.7,591.3,659.0,642.8,638.8,666.4
Days Sale Outstanding,326.6,256.4,246.7,238.4,235.4,260.8,250.2,261.3,,,285.4,279.7,250.2,250.0,258.0,260.7,261.3,257.7,260.0,263.4
Days Payable Outstanding,43.6,26.6,22.3,23.7,27.0,33.8,42.8,37.9,,,0.00,0.00,20.2,18.6,0.00,0.00,18.3,18.1,0.00,0.00
Cash Conversion Cycle,823.3,486.6,361.3,469.4,559.5,510.7,569.8,604.1,,,681.0,671.2,575.8,579.9,571.2,610.4,642.0,663.2,660.4,690.5
Debt to Asset Ratio,0.43,0.44,0.40,0.44,0.47,0.52,0.52,0.54,,,0.52,0.52,0.52,0.52,0.53,0.53,0.54,0.53,0.52,0.52
Debt to Equity Ratio,0.86,0.92,0.79,0.97,1.16,1.41,1.41,1.49,,,1.42,1.41,1.41,1.41,1.48,1.48,1.49,1.47,1.43,1.42
Interest Coverage Ratio,2.53,2.41,1.91,2.20,2.46,1.73,1.54,1.52,,,1.63,1.82,0.92,2.05,1.64,1.43,0.92,1.69,1.09,1.18
Cash and Short Term Investments,82.6,103.7,120.4,102.2,234.8,402.3,139.5,133.3,,,132.2,139.9,139.5,123.8,97.7,96.5,133.3,180.0,115.3,102.5
"Total Receivables, Net","1,468","1,535","1,533","1,492","1,571","1,837","1,756","1,915",,,"1,803","1,793","1,756","1,852","1,951","1,966","1,915","1,897","1,918","1,906"
Total Inventory,"1,376",959.3,"1,073","1,450","1,507","1,362","1,509","1,690",,,"1,467","1,468","1,509","1,535","1,533","1,700","1,690","1,646","1,682","1,692"
Total Current Assets,"2,999","2,680","2,834","3,271","3,411","3,719","3,501","3,853",,,"3,499","3,496","3,501","3,606","3,711","3,888","3,853","3,828","3,838","3,851"
"Property/Plant/Equipment, Total - Net","1,128","1,588","1,454","1,717","2,278","2,848","2,953","3,183",,,"2,913","2,929","2,953","2,992","3,035","3,071","3,183","3,216","3,230","3,259"
Total Assets,"7,029","6,946","6,953","7,851","9,051","10,227","10,392","10,888",,,"10,334","10,323","10,392","10,476","10,815","10,863","10,888","10,847","10,698","10,677"
Accounts Payable,61.6,63.1,60.2,65.7,75.0,113.3,100.6,94.2,,,,,100.6,,,,94.2,,,
Accrued Expenses,116.1,118.4,165.9,199.1,198.8,209.4,186.7,203.4,,,21.1,21.1,186.7,8.74,8.88,10.0,203.4,6.61,5.58,5.51
Debt Due,"1,263","1,167","1,030","1,827","1,733","1,805","2,185","2,931",,,"2,024","1,705","2,185","2,153","2,527","2,193","2,931","2,859","2,614","2,252"
Total Current Liabilities,"1,843","1,673","1,545","2,402","2,308","2,393","2,700","3,452",,,"2,609","2,273","2,700","2,708","3,072","2,710","3,452","3,414","3,145","2,802"
Long Term Debt,"1,042","1,254","1,128",964.0,"1,895","2,870","2,620","2,271",,,"2,712","3,014","2,620","2,645","2,597","2,986","2,271","2,238","2,358","2,673"
Total Liabilities,"2,999","3,037","2,775","3,467","4,293","5,354","5,431","5,832",,,"5,417","5,385","5,431","5,464","5,781","5,808","5,832","5,762","5,615","5,589"
Common Stock,"1,035","1,035","1,035","1,138","1,252","1,252","1,252","1,252",,,"1,252","1,252","1,252","1,252","1,252","1,252","1,252","1,252","1,252","1,252"
Additional Paid-In Capital,"1,378","1,378","1,378","1,378","1,378","1,378","1,378","1,378",,,"1,378","1,378","1,378","1,378","1,378","1,378","1,378","1,378","1,378","1,378"
Retained Earnings (Accumulated Deficit),"1,081",888.5,"1,121","1,091","1,040","1,119","1,164","1,225",,,"1,137","1,149","1,164","1,202","1,218","1,235","1,225","1,250","1,247","1,248"
Shareholders' Equity,"3,476","3,284","3,500","3,592","3,717","3,795","3,843","3,909",,,"3,814","3,825","3,843","3,881","3,905","3,917","3,909","3,932","3,922","3,925"
Cash from Operating Activities,-143.0,329.1,28.0,-225.1,79.5,-129.8,-143.7,-71.1,,,-103.2,83.8,-89.6,51.4,-64.4,-183.7,125.6,217.6,117.2,95.5
Cash from Investing Activities,-144.6,-371.2,290.6,-361.3,-880.2,-695.4,-72.0,-279.6,,,25.8,22.5,-33.8,-50.2,-265.7,141.0,-104.8,-42.9,-51.4,-54.3
Cash from Financing Activities,291.2,52.7,-295.3,596.5,795.1,976.3,107.3,335.7,,,110.2,-26.0,81.6,-17.0,291.4,48.5,12.7,-123.9,-120.6,-57.6
Net Change in Cash,3.62,10.6,23.3,10.0,-5.55,151.2,-108.4,-6.27,,,32.9,80.4,-41.8,-15.7,-26.2,-1.19,36.8,46.7,-64.6,-12.8
Free Cashflows,-303.1,80.2,-78.9,-579.2,-650.0,-785.3,-349.3,-410.0,,,-151.4,18.9,-104.9,-18.9,-135.1,-248.6,-7.45,150.3,79.3,36.4
Free Cashflow per Share,-0.12,0.032,-0.031,-0.23,-0.26,-0.31,-0.14,-0.16,,,-0.060,0.008,-0.042,-0.008,-0.054,-0.099,-0.003,0.060,0.032,0.015
