,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",462.6,349.8,473.3,274.1,642.2,825.3,744.2,653.0,,,157.8,173.3,340.4,173.4,235.8,170.0,73.8,83.6,139.9,165.9
Operating Income,552.3,190.9,278.2,52.6,664.0,"1,432",655.0,474.6,,,96.3,201.6,399.6,197.1,76.5,53.8,147.2,59.4,119.7,217.1
Net Income,476.3,224.4,393.1,82.0,618.2,"1,229",474.6,416.9,,,23.9,153.8,360.1,175.5,67.1,47.5,126.8,69.1,118.4,200.8
EBITDA,621.1,295.6,359.0,121.0,747.2,"1,540",792.9,654.5,,,123.8,241.4,442.5,243.1,123.2,99.9,188.3,91.2,154.5,251.0
Gross Profit Margin,30.4%,21.1%,32.8%,33.2%,36.1%,39.9%,44.3%,34.3%,,,50.3%,40.5%,45.8%,52.2%,33.0%,21.9%,36.1%,32.5%,27.6%,39.6%
Operating Margin,16.6%,7.4%,12.1%,5.3%,18.4%,25.0%,20.7%,14.4%,,,19.1%,21.8%,24.7%,27.8%,8.1%,5.3%,24.0%,13.5%,12.7%,22.4%
Net Profit Margin,14.3%,8.7%,17.1%,8.3%,17.1%,21.5%,15.0%,12.7%,,,4.7%,16.6%,22.3%,24.7%,7.1%,4.6%,20.7%,15.7%,12.6%,20.7%
Return on Assets,13.1%,6.3%,11.9%,2.9%,19.2%,32.3%,12.4%,10.6%,,,18.5%,10.1%,12.9%,18.1%,18.3%,15.9%,10.5%,7.6%,8.7%,11.8%
Return on Equity,20.4%,9.9%,16.7%,4.0%,26.1%,43.2%,18.6%,14.3%,,,1.0%,6.8%,14.1%,6.4%,2.5%,1.8%,4.4%,2.4%,4.2%,6.8%
Return on Total Capital,20.4%,9.9%,16.7%,4.0%,26.1%,43.0%,18.6%,14.3%,,,28.7%,16.6%,18.6%,25.9%,28.0%,24.0%,14.3%,10.6%,12.9%,17.4%
SG&A to Sale,13.9%,13.6%,20.6%,27.8%,17.8%,14.4%,23.6%,19.8%,,,31.2%,18.7%,21.0%,24.4%,24.9%,16.6%,12.1%,19.0%,14.9%,17.1%
Depreciation & Amortisation,68.7,104.7,80.8,68.4,83.1,108.1,137.9,179.8,,,27.5,39.9,42.9,46.0,46.7,46.0,41.1,31.7,34.9,34.0
Tax Rate,16.9%,8.3%,1.5%,6.8%,6.4%,11.5%,16.2%,4.5%,,,32.5%,21.8%,9.7%,10.4%,5.5%,-32.8%,6.2%,-2.8%,0.8%,2.1%
Current Ratio,2.39,2.43,5.95,3.32,1.99,2.96,2.38,2.77,,,1.92,2.21,2.38,2.44,2.29,2.82,2.77,2.49,2.24,2.13
Quick Ratio,0.25,0.35,0.42,0.49,0.45,0.95,0.94,0.46,,,0.52,0.68,0.94,0.47,0.51,0.64,0.46,0.66,0.76,0.72
Days Inventory Outstanding,199.9,242.7,213.7,378.4,193.1,114.6,167.7,171.2,,,201.8,323.1,231.3,185.4,182.3,155.3,177.4,206.5,220.2,273.6
Days Sale Outstanding,27.0,52.0,22.2,57.0,50.4,45.3,113.0,44.8,,,54.1,87.4,113.0,53.2,56.9,50.1,44.8,62.5,102.2,126.4
Days Payable Outstanding,145.3,154.5,113.5,127.9,104.5,67.9,80.6,67.5,,,105.2,156.9,102.4,89.0,83.5,56.0,58.7,94.0,132.7,185.9
Cash Conversion Cycle,96.9,123.4,245.0,201.7,83.7,113.9,183.6,181.5,,,127.5,267.9,242.1,155.3,156.8,167.5,166.0,143.3,155.3,183.6
Debt to Asset Ratio,0.35,0.35,0.17,0.22,0.38,0.26,0.32,0.26,,,0.35,0.34,0.32,0.32,0.35,0.30,0.26,0.28,0.31,0.34
Debt to Equity Ratio,0.53,0.55,0.22,0.28,0.60,0.35,0.49,0.37,,,0.56,0.53,0.49,0.47,0.56,0.43,0.37,0.40,0.46,0.53
Interest Coverage Ratio,83.1,16.1,"4,737",16.4,102.8,187.1,81.8,44.8,,,46.3,68.2,290.2,75.5,27.1,23.4,51.4,29.5,53.4,293.3
Cash and Short Term Investments,"1,178",885.5,"1,228",554.9,722.1,"1,194",605.9,892.4,,,563.0,404.1,605.9,"1,049",945.7,980.4,892.4,712.8,360.5,329.4
"Total Receivables, Net",247.0,365.3,139.2,153.7,499.6,709.9,977.4,404.0,,,568.3,624.9,977.4,547.6,654.4,589.9,404.0,517.8,843.9,"1,025"
Total Inventory,"1,264","1,428",377.4,987.9,"1,457",701.2,915.8,"1,114",,,"1,367","1,313",915.8,"1,135","1,266",989.4,"1,114","1,287","1,328","1,600"
Total Current Assets,"2,698","2,679","2,462","1,717","2,679","2,605","2,537","2,425",,,"2,498","2,350","2,537","2,867","2,911","2,590","2,425","2,535","2,541","3,013"
"Property/Plant/Equipment, Total - Net",520.8,776.2,519.9,555.2,664.5,813.9,"1,116","1,357",,,"1,045","1,039","1,116","1,038","1,080","1,050","1,357","1,351","1,336","1,315"
Total Assets,"3,572","3,597","2,991","2,658","3,793","3,826","3,841","4,034",,,"3,953","3,505","3,841","4,041","4,248","3,921","4,034","4,152","4,140","4,587"
Accounts Payable,796.2,917.3,41.8,419.6,903.2,374.9,401.9,398.9,,,716.7,585.1,401.9,582.8,516.2,297.2,398.9,694.3,880.9,"1,109"
Accrued Expenses,143.0,84.0,66.8,81.5,278.4,278.0,375.4,255.0,,,202.1,219.6,375.4,283.7,503.7,408.8,255.0,206.3,173.5,228.0
Debt Due,0.00,0.00,0.00,0.00,89.9,99.9,171.4,161.9,,,184.0,161.6,171.4,178.3,190.0,179.6,161.9,72.8,37.2,25.0
Total Current Liabilities,"1,127","1,104",413.6,516.9,"1,348",881.5,"1,065",875.5,,,"1,300","1,065","1,065","1,173","1,273",920.0,875.5,"1,017","1,135","1,414"
Long Term Debt,,,,,,11.2,3.65,0.18,,,7.47,5.51,3.65,1.93,0.67,0.38,0.18,1.12,1.06,2.36
Total Liabilities,"1,233","1,247",520.8,588.8,"1,426",985.3,"1,245","1,064",,,"1,403","1,196","1,245","1,286","1,505","1,158","1,064","1,159","1,281","1,559"
Common Stock,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Additional Paid-In Capital,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,,,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
Retained Earnings (Accumulated Deficit),"1,685","1,812","2,115","2,102","2,495","3,094","3,250","3,487",,,"2,889","2,942","3,250","3,450","3,311","3,360","3,487","3,556","3,437","3,638"
Shareholders' Equity,"2,339","2,264","2,357","2,069","2,371","2,848","2,554","2,914",,,"2,513","2,264","2,554","2,750","2,701","2,709","2,914","2,930","2,796","2,964"
Cash from Operating Activities,276.4,101.1,631.9,-394.2,791.5,"1,297",560.4,805.6,,,-149.9,196.3,452.9,442.6,-32.4,191.1,204.3,-3.51,-43.8,31.5
Cash from Investing Activities,-112.1,-33.8,-106.4,-69.5,-65.9,-177.8,-229.1,-406.9,,,-54.9,-135.4,22.1,29.9,-20.2,-68.5,-348.1,-196.2,104.2,-4.70
Cash from Financing Activities,-406.4,-231.4,30.3,-227.9,-476.8,-687.6,-697.4,-12.4,,,-328.8,-376.6,11.4,-0.054,-169.4,56.9,100.1,-91.4,-276.5,-13.3
Net Change in Cash,-233.7,-290.2,326.8,-781.5,167.1,446.7,-482.1,306.8,,,-583.3,-159.1,282.8,463.2,-103.1,34.7,-88.1,-330.0,-222.7,-10.3
Free Cashflows,246.3,-6.99,531.9,-590.4,692.0,"1,076",297.2,356.3,,,-216.7,145.7,394.2,432.7,-53.1,123.1,-146.5,-47.4,-73.9,7.25
Free Cashflow per Share,0.49,-0.014,1.06,-1.18,1.45,2.27,0.66,0.75,,,-0.46,0.32,0.88,0.96,-0.12,0.27,-0.31,-0.099,-0.15,0.015
