,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,,,"1,497","1,418","1,171","1,484","1,254",-917.6,,,252.1,241.5,446.4,222.1,"-1,855",331.0,384.5,217.0,180.1,84.4
"Selling/General/Administrative Expenses, Total",,,445.4,482.5,469.0,597.8,732.3,779.3,,,176.0,184.0,222.8,177.4,176.7,183.9,241.3,206.9,222.3,189.0
Operating Income,,,"1,051",935.6,701.7,886.5,521.2,"-1,697",,,76.1,57.5,223.7,44.7,"-2,032",147.1,143.1,10.1,-42.1,-104.5
Net Income,,,"1,180","1,103",904.9,961.1,520.9,"-1,161",,,70.7,54.6,250.7,63.9,"-1,853",185.1,442.7,22.0,-21.8,-97.3
EBITDA,,,"1,605","1,479","1,253","1,432","1,086","-1,176",,,216.9,200.5,367.1,183.8,"-1,899",271.2,268.1,120.8,89.2,34.8
Gross Profit Margin,,,10.8%,9.0%,8.1%,8.6%,6.4%,-5.7%,,,5.2%,4.7%,8.6%,4.8%,-43.8%,8.9%,10.5%,7.7%,5.5%,2.7%
Operating Margin,,,7.6%,6.0%,4.8%,5.2%,2.7%,-10.5%,,,1.6%,1.1%,4.3%,1.0%,-48.0%,4.0%,3.9%,0.4%,-1.3%,-3.4%
Net Profit Margin,,,8.5%,7.0%,6.2%,5.6%,2.7%,-7.2%,,,1.5%,1.1%,4.8%,1.4%,-43.7%,5.0%,12.1%,0.8%,-0.7%,-3.1%
Return on Assets,,,11.3%,10.7%,8.8%,8.7%,4.0%,-8.4%,,,4.3%,2.8%,3.6%,3.0%,-10.9%,-10.6%,-9.0%,-9.3%,4.9%,2.7%
Return on Equity,,,15.2%,13.2%,10.0%,12.1%,4.7%,-12.0%,,,0.6%,0.5%,2.3%,0.6%,-20.4%,2.0%,4.6%,0.2%,-0.2%,-1.0%
Return on Total Capital,,,12.4%,11.4%,9.2%,9.3%,3.9%,-10.1%,,,4.3%,3.2%,3.9%,3.3%,-13.5%,-12.1%,-10.1%,-10.4%,5.6%,3.1%
SG&A to Sale,,,3.2%,3.1%,3.2%,3.5%,3.8%,4.8%,,,3.6%,3.6%,4.3%,3.8%,4.2%,5.0%,6.6%,7.3%,6.8%,6.1%
Depreciation & Amortisation,,,553.6,543.1,550.8,545.3,564.9,521.1,,,140.8,143.0,143.5,139.1,133.0,124.1,124.9,110.7,131.3,139.3
Tax Rate,,,0.9%,-0.3%,-0.3%,3.0%,0.3%,23.5%,,,-14.5%,-11.5%,1.6%,-6.1%,4.4%,5.5%,-170.4%,17.2%,-19.1%,-5.7%
Current Ratio,,,4.86,10.6,9.71,5.21,6.95,4.37,,,6.96,6.63,6.95,7.54,3.97,4.40,4.37,5.23,4.94,4.60
Quick Ratio,,,1.80,5.74,2.64,1.30,2.86,1.81,,,2.75,2.54,2.86,2.68,1.77,2.00,1.81,2.10,1.13,1.82
Days Inventory Outstanding,,,46.7,44.3,61.3,81.0,71.6,45.4,,,92.8,79.5,64.8,51.0,35.8,29.1,31.2,32.9,40.0,49.1
Days Sale Outstanding,,,42.2,55.4,34.9,35.2,37.2,31.1,,,35.8,33.3,37.2,30.5,25.9,26.9,31.1,31.0,26.6,31.1
Days Payable Outstanding,,,19.0,11.1,6.71,11.4,11.2,12.3,,,13.1,10.9,9.53,8.34,13.5,17.3,15.5,14.5,15.8,16.1
Cash Conversion Cycle,,,69.9,84.9,101.3,96.8,97.6,67.5,,,115.3,101.4,90.9,75.8,45.6,42.5,45.8,54.5,52.4,64.4
Debt to Asset Ratio,,,0.25,0.18,0.13,0.32,0.24,0.26,,,0.25,0.25,0.24,0.23,0.29,0.28,0.26,0.24,0.23,0.24
Debt to Equity Ratio,,,0.34,0.22,0.15,0.47,0.31,0.35,,,0.33,0.34,0.31,0.30,0.41,0.38,0.35,0.32,0.30,0.32
Interest Coverage Ratio,,,8.76,10.9,15.5,15.6,6.28,,,,3.41,2.71,13.9,2.36,,8.55,9.33,0.64,,
Cash and Short Term Investments,,,"1,070",98.4,"1,038",527.7,"4,122","3,787",,,"3,745","3,637","4,122","4,743","4,038","3,890","3,787","3,882","4,035","3,338"
"Total Receivables, Net",,,"1,601","2,384","1,392","1,657","1,984","1,383",,,"1,676","1,678","1,984","1,659","1,368","1,313","1,383","1,223",983.0,"1,096"
Total Inventory,,,"1,578","1,892","2,599","4,374","2,778","1,490",,,"3,825","3,694","2,778","2,443","1,526","1,442","1,490","1,273","1,431","1,799"
Total Current Assets,,,"4,312","4,389","5,115","6,646","8,963","6,714",,,"9,289","9,071","8,963","8,892","6,981","6,694","6,714","6,407","6,497","6,260"
"Property/Plant/Equipment, Total - Net",,,"5,325","4,936","4,520","4,166","4,705","5,103",,,"4,449","4,583","4,705","4,799","4,932","5,110","5,103","5,100","4,840","4,774"
Total Assets,,,"10,444","10,154","10,408","11,631","14,535","13,084",,,"14,566","14,501","14,535","14,489","12,842","12,793","13,084","12,799","12,667","12,468"
Accounts Payable,,,643.7,223.2,268.8,711.7,410.0,740.6,,,492.7,541.0,410.0,444.5,"1,047",717.2,740.6,480.9,589.9,467.3
Accrued Expenses,,,,,43.0,63.0,186.0,84.0,,,58.0,48.0,186.0,50.0,83.0,120.0,84.0,76.0,80.0,44.0
Debt Due,,,37.4,0.72,42.4,293.6,283.7,341.7,,,258.3,258.3,283.7,283.7,312.4,312.5,341.7,341.6,393.4,393.5
Total Current Liabilities,,,888.1,415.0,527.1,"1,276","1,290","1,535",,,"1,334","1,368","1,290","1,179","1,756","1,520","1,535","1,225","1,316","1,361"
Long Term Debt,,,"1,753","1,359",790.2,"2,395","2,116","1,779",,,"2,256","2,255","2,116","2,115","1,946","1,946","1,779","1,780","1,559","1,561"
Total Liabilities,,,"2,658","1,802","1,350","3,708","3,462","3,377",,,"3,630","3,664","3,462","3,352","3,762","3,528","3,377","3,070","2,959","3,011"
Common Stock,,,"7,400","7,400","7,400","7,400","10,237","10,237",,,"10,237","10,237","10,237","10,237","10,237","10,237","10,237","10,237","9,725","9,725"
Additional Paid-In Capital,,,,,,,219.1,219.1,,,219.1,219.1,219.1,219.1,219.1,219.1,219.1,219.1,89.2,89.2
Retained Earnings (Accumulated Deficit),,,-296.2,265.5,996.2,527.1,621.6,-743.9,,,483.7,384.8,621.6,685.5,"-1,372","-1,187",-743.9,-721.9,-102.1,-353.0
Shareholders' Equity,,,"7,786","8,353","9,058","7,923","11,073","9,708",,,"10,935","10,836","11,073","11,137","9,080","9,265","9,708","9,730","9,708","9,457"
Cash from Operating Activities,,,"1,114",927.5,740.9,-123.4,"2,096","1,039",,,303.9,276.2,884.1,890.7,-152.3,141.6,159.4,245.5,414.7,-549.2
Cash from Investing Activities,,,-33.0,-966.6,858.5,-754.7,"-2,464",-509.5,,,"-2,135",-10.3,-161.6,-44.6,-438.1,-255.0,228.1,-89.7,783.4,"-1,019"
Cash from Financing Activities,,,-809.1,-932.2,-659.5,367.2,"2,264",-558.9,,,"2,659",-175.1,-136.0,-19.9,-363.9,-18.1,-157.1,-16.9,-187.7,-18.7
Net Change in Cash,,,272.1,-971.2,940.0,-510.7,"1,895",-35.2,,,829.0,92.0,585.2,821.2,-943.5,-141.3,228.5,144.9,"1,003","-1,580"
Free Cashflows,,,"1,052",848.9,664.8,-249.0,"1,262",127.5,,,141.2,20.2,609.7,636.5,-441.3,-111.1,43.4,124.9,372.7,-600.8
Free Cashflow per Share,,,1.03,0.83,0.65,-0.24,1.23,0.12,,,0.14,0.020,0.60,0.62,-0.43,-0.11,0.042,0.12,0.36,-0.59
