,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Quick Ratio,0.006,0.008,0.012,0.007,0.005,0.004,0.005,0.004,,,0.005,0.004,0.005,0.008,0.008,0.006,0.004,0.008,0.010,0.009
Days Inventory Outstanding,713.3,770.7,606.7,605.8,704.6,791.7,826.8,908.5,,,862.4,795.4,781.3,801.5,888.4,982.0,924.3,878.3,902.8,"1,000"
Days Sale Outstanding,2.49,2.40,1.67,1.26,1.02,0.94,1.20,1.29,,,1.59,1.23,1.20,1.43,2.41,2.19,1.30,2.18,3.00,2.78
Days Payable Outstanding,23.9,19.8,17.2,18.9,24.8,26.6,26.7,33.9,,,16.3,19.3,25.1,29.4,28.5,32.8,36.3,31.5,27.0,24.2
Cash Conversion Cycle,694.4,750.1,589.5,587.0,676.8,769.9,799.9,874.6,,,846.9,774.6,754.5,772.7,866.5,944.9,890.8,851.7,881.8,981.2
Debt to Asset Ratio,0.65,0.62,0.59,0.61,0.59,0.57,0.53,0.51,,,0.57,0.55,0.53,0.52,0.53,0.53,0.51,0.49,0.49,0.48
Debt to Equity Ratio,1.88,1.65,1.41,1.54,1.46,1.31,1.14,1.06,,,1.30,1.20,1.14,1.07,1.13,1.12,1.06,0.96,0.98,0.93
Interest Coverage Ratio,1.70,4.83,16.9,13.9,9.00,7.32,5.36,8.73,,,6.16,1.49,9.60,7.20,7.40,13.9,6.12,6.28,2.47,4.27
Cash and Short Term Investments,"1,113","1,650","1,630","1,458","2,837","2,888","3,809","3,821",,,"5,307","3,816","3,809","2,926","3,031","2,288","3,821","3,209","2,523","2,184"
"Total Receivables, Net",67.3,86.1,90.8,73.6,57.2,49.7,57.1,57.5,,,71.7,57.7,57.1,67.0,106.0,92.3,57.5,97.8,126.8,103.5
Total Inventory,"16,427","21,697","22,558","24,949","29,101","28,838","25,578","25,866",,,"26,445","25,846","25,578","25,892","26,241","26,475","25,866","24,664","24,045","24,611"
Total Current Assets,"18,176","24,496","24,901","27,709","33,029","32,349","29,649","29,845",,,"32,219","29,991","29,649","29,091","29,495","28,971","29,845","28,072","26,794","26,993"
"Property/Plant/Equipment, Total - Net","1,434",505.7,339.1,574.9,575.8,524.1,479.9,"1,651",,,500.5,492.9,479.9,"1,444","1,496","1,572","1,651","1,629","1,640","1,616"
Total Assets,"37,966","41,871","41,652","48,634","52,998","53,014","53,059","54,148",,,"54,054","52,496","53,059","53,139","53,355","54,155","54,148","53,526","52,227","51,117"
Accounts Payable,415.9,564.0,689.4,790.5,"1,111",833.8,922.0,996.4,,,540.7,728.1,922.0,967.0,703.1,"1,059",996.4,813.8,640.4,535.1
Accrued Expenses,245.4,309.9,348.3,492.4,539.0,565.9,575.1,614.0,,,556.2,635.5,575.1,642.1,544.6,632.4,614.0,710.7,633.9,715.1
Debt Due,"9,677","7,352","4,308","6,592","8,810","7,498","8,300","10,397",,,"12,800","10,297","8,300","4,300","9,092","10,991","10,397","9,100","9,700","8,800"
Total Current Liabilities,"11,269","10,186","7,481","10,124","12,671","11,083","11,912","14,223",,,"15,888","13,764","11,912","8,175","12,599","14,918","14,223","12,575","12,604","11,501"
Long Term Debt,"12,723","15,012","16,012","18,600","17,987","17,989","15,190","12,590",,,"13,688","13,689","15,190","18,189","14,590","12,591","12,590","12,592","12,090","12,091"
Total Liabilities,"24,799","26,076","24,374","29,485","31,452","30,075","28,257","27,878",,,"30,583","28,633","28,257","27,499","28,321","28,562","27,878","26,231","25,804","24,681"
Common Stock,"8,477","9,184","9,184","9,184","10,714","10,714","10,714","10,714",,,"10,714","10,714","10,714","10,714","10,714","10,714","10,714","10,714","10,714","10,714"
Additional Paid-In Capital,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,,,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2
Retained Earnings (Accumulated Deficit),"4,255","6,166","7,729","9,599","10,469","11,836","13,691","15,236",,,"12,408","12,785","13,691","14,536","13,991","14,456","15,236","16,122","15,215","15,181"
Shareholders' Equity,"13,168","15,795","17,277","19,149","21,545","22,940","24,802","26,269",,,"23,471","23,864","24,802","25,640","25,034","25,593","26,269","27,295","26,423","26,436"
Cash from Operating Activities,"-5,470","-1,682","3,284","-2,507",941.9,"3,090","4,172","2,363",,,"1,284","1,486",660.2,219.1,1.19,-78.2,"2,221",611.5,270.5,781.0
Cash from Investing Activities,"-1,249","2,340",501.4,-109.1,598.7,947.1,"1,184","1,044",,,620.1,460.0,56.5,11.2,549.1,387.1,97.1,154.1,664.0,616.1
Cash from Financing Activities,"6,718",-121.5,"-3,805","2,444",-161.8,"-3,986","-4,435","-3,396",,,-86.2,"-3,437",-723.6,"-1,113",-445.1,"-1,052",-785.6,"-1,377","-1,621","-1,736"
Net Change in Cash,-0.82,536.5,-19.5,-172.1,"1,379",50.8,921.3,11.8,,,"1,818","-1,491",-6.95,-883.1,105.2,-743.0,"1,533",-611.4,-686.2,-339.2
Free Cashflows,"-5,576","-1,767","3,205","-2,800",867.8,"3,072","4,156","2,101",,,"1,280","1,478",658.3,184.7,-56.5,-157.6,"2,130",604.5,228.5,775.7
Free Cashflow per Share,-0.52,-0.16,0.30,-0.26,0.081,0.29,0.39,0.20,,,0.12,0.14,0.061,0.017,-0.005,-0.015,0.20,0.056,0.021,0.072
