,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"5,892","3,679","5,585","8,151","6,139","5,355","6,809","12,207","45,895",,"2,680","2,101","4,436","2,991","2,695","15,378","18,472","9,474","8,454","10,787"
"Cost of Revenue, Total","3,357","1,896","2,882","4,686","3,048","2,470","3,818","8,349","40,178",,"1,782","1,219","3,300","2,048","1,637","14,049","16,670","7,983","6,980","9,088"
Gross Profit,"2,535","1,783","2,702","3,466","3,091","2,885","2,991","3,858","5,717",,897.9,882.1,"1,135",942.4,"1,059","1,329","1,801","1,491","1,475","1,699"
"Selling/General/Administrative Expenses, Total","1,283",872.2,"1,301","1,282","1,144","1,627","1,817","2,263","3,180",,452.9,541.2,566.3,702.9,766.4,745.5,780.7,751.5,843.7,742.0
Operating Income,"1,252",911.0,"1,401","2,049","1,815","1,079","1,134","1,595","2,537",,445.0,340.9,569.1,239.5,292.5,583.9,"1,021",739.6,631.2,957.2
Net Income,252.2,"2,106","1,719","12,598","2,944","4,134","2,003","4,416","2,873",,404.6,652.9,888.5,"2,470",386.7,670.3,"1,189",627.2,893.9,"1,278"
EBITDA,"2,429","2,375","1,789","2,398","2,262","1,442","1,611","2,159","3,124",,629.4,533.0,761.5,235.5,485.2,777.1,"1,228",733.3,884.5,"1,216"
Gross Profit Margin,43.0%,48.5%,48.4%,42.5%,50.4%,53.9%,43.9%,31.6%,12.5%,,33.5%,42.0%,25.6%,31.5%,39.3%,8.6%,9.8%,15.7%,17.4%,15.8%
Operating Margin,21.2%,24.8%,25.1%,25.1%,29.6%,20.1%,16.7%,13.1%,5.5%,,16.6%,16.2%,12.8%,8.0%,10.9%,3.8%,5.5%,7.8%,7.5%,8.9%
Net Profit Margin,4.3%,57.2%,30.8%,154.5%,48.0%,77.2%,29.4%,36.2%,6.3%,,15.1%,31.1%,20.0%,82.6%,14.3%,4.4%,6.4%,6.6%,10.6%,11.8%
Return on Assets,0.4%,3.2%,2.6%,17.5%,4.1%,6.3%,2.5%,4.4%,2.3%,,1.9%,1.9%,2.3%,4.1%,4.1%,3.7%,3.6%,2.0%,2.1%,2.4%
Return on Equity,0.7%,6.0%,3.5%,21.8%,5.8%,9.1%,4.8%,10.9%,7.4%,,1.0%,1.6%,2.2%,6.1%,1.0%,1.7%,3.0%,1.6%,1.8%,2.5%
Return on Total Capital,0.4%,3.7%,3.1%,20.7%,5.5%,9.1%,3.0%,6.2%,3.5%,,2.8%,3.0%,3.3%,6.2%,6.2%,5.6%,6.1%,3.5%,3.1%,3.6%
SG&A to Sale,21.8%,23.7%,23.3%,15.7%,18.6%,30.4%,26.7%,18.5%,6.9%,,16.9%,25.8%,12.8%,23.5%,28.4%,4.8%,4.2%,7.9%,10.0%,6.9%
Depreciation & Amortisation,"1,177","1,464",387.5,349.7,446.4,362.8,477.5,564.8,586.6,,184.4,192.0,192.4,-4.00,192.7,193.2,207.0,-6.26,253.3,258.5
Tax Rate,25.5%,22.9%,97.5%,21.8%,17.8%,20.3%,20.7%,22.6%,19.5%,,22.6%,23.5%,19.8%,25.1%,18.4%,23.3%,14.7%,24.1%,16.5%,14.8%
Current Ratio,1.65,0.94,5.79,4.36,3.96,0.81,1.38,0.95,0.51,,1.39,0.91,1.13,0.95,0.95,0.88,0.58,0.51,1.05,0.65
Quick Ratio,0.24,0.30,0.26,2.94,1.13,0.39,0.43,0.32,0.31,,0.33,0.32,0.32,0.32,0.55,0.37,0.30,0.31,0.56,0.40
Days Inventory Outstanding,317.7,609.3,442.0,237.2,286.7,202.9,56.0,28.6,5.77,,48.2,43.1,29.6,28.2,28.6,11.0,6.67,5.67,4.99,5.55
Days Sale Outstanding,40.4,228.9,75.2,83.2,113.8,103.3,144.9,80.1,46.7,,112.4,112.1,77.7,80.1,286.4,38.8,34.0,46.6,95.6,68.2
Days Payable Outstanding,26.2,45.8,47.3,41.5,53.8,52.7,39.7,51.9,31.3,,32.5,29.4,19.8,49.5,62.4,52.3,63.9,54.0,36.2,37.9
Cash Conversion Cycle,332.5,716.0,486.9,263.4,354.5,269.1,122.6,26.5,-5.63,,134.7,119.0,93.7,23.2,171.1,10.4,-37.5,-1.67,41.1,52.6
Debt to Asset Ratio,0.41,0.45,0.25,0.22,0.22,0.28,0.52,0.56,0.64,,0.53,0.54,0.57,0.56,0.56,0.60,0.61,0.64,0.62,0.60
Debt to Equity Ratio,0.75,0.85,0.35,0.30,0.29,0.40,1.15,1.48,2.38,,1.27,1.33,1.47,1.48,1.52,1.91,2.06,2.38,2.11,1.94
Interest Coverage Ratio,0.82,0.93,1.30,3.26,4.50,3.72,1.76,1.29,1.54,,1.51,1.07,1.82,0.77,0.93,1.47,2.25,1.52,1.12,1.64
Cash and Short Term Investments,"2,050","1,558","4,731","32,389","16,708","7,254","21,333","15,129","11,715",,"28,593","16,244","19,818","15,129","10,033","19,124","15,539","11,715","23,803","7,971"
"Total Receivables, Net",652.9,"2,307","1,151","1,858","1,914","1,515","2,704","2,679","5,876",,"2,544","2,732","2,505","2,679","9,591","2,710","3,682","5,876","13,568","8,812"
Total Inventory,"2,889","3,442","3,539","2,550","2,238",508.5,663.8,646.0,624.8,,660.1,649.4,646.0,646.0,639.1,628.2,628.2,624.8,624.8,614.4
Total Current Assets,"6,024","7,868","52,218","37,343","26,002","10,191","25,722","21,667","21,129",,"33,234","22,597","26,643","21,667","23,674","25,143","22,640","21,129","40,764","19,532"
"Property/Plant/Equipment, Total - Net","5,311","6,039","9,591","7,738","5,510","5,674","6,315","5,124","5,476",,"6,389","6,262","6,431","5,124","5,330","5,273","5,380","5,476","5,508","5,600"
Total Assets,"63,703","66,889","67,291","76,711","66,810","65,259","93,631","106,258","144,315",,"101,272","100,893","106,914","106,258","110,467","125,708","136,499","144,315","171,737","163,496"
Accounts Payable,267.5,208.7,537.9,528.3,370.2,343.2,486.7,"1,889","5,000",,404.8,490.2,375.0,"1,889",915.4,"5,109","6,946","5,000","4,055","4,405"
Accrued Expenses,520.4,725.3,591.3,905.5,730.8,652.0,"1,116","1,385","2,206",,"1,002","1,348",911.4,"1,385",986.9,"1,285","1,681","2,206","2,238","2,243"
Debt Due,651.8,"5,021","5,163","3,638","2,024","9,146","14,402","16,710","29,589",,"19,537","20,606","19,030","16,710","19,036","18,145","26,685","29,589","25,748","16,869"
Total Current Liabilities,"3,662","8,338","9,022","8,557","6,560","12,560","18,616","22,923","41,794",,"23,989","24,957","23,555","22,923","24,918","28,517","39,079","41,794","38,713","30,083"
Long Term Debt,"22,055","21,026","6,798","3,037","2,532",173.0,"23,911","30,463","42,886",,"23,902","23,892","30,673","30,463","30,452","39,930","36,794","42,886","60,343","60,209"
Total Liabilities,"26,193","29,957","16,789","17,169","14,798","18,358","48,449","59,895","92,164",,"54,030","54,893","60,440","59,895","61,955","75,356","82,943","92,164","106,343","97,912"
Common Stock,"35,769","36,600","44,427","47,657","47,677","47,717","47,740","47,761","47,381",,"47,740","47,761","47,761","47,761","47,381","47,381","47,381","47,381","47,577","50,227"
Additional Paid-In Capital,8.53,359.3,"1,495","1,806","1,816","1,843","1,862","1,873","1,876",,"1,862","1,882","1,882","1,873","1,876","1,876","1,876","1,876","2,194","6,507"
Retained Earnings (Accumulated Deficit),"-1,476","-2,033","-1,715","3,578",474.8,"-2,427","-6,185","-5,868","-7,739",,"-5,781","-7,194","-6,309","-5,868","-6,023","-7,544","-6,353","-7,739","-6,905","-8,765"
Shareholders' Equity,"34,775","35,290","48,596","57,686","50,728","45,450","42,147","40,605","38,747",,"42,570","41,239","41,192","40,605","40,652","39,456","40,197","38,747","50,470","50,499"
Cash from Operating Activities,"1,390","1,756","4,659","1,133",-70.7,265.0,"-4,082","-7,543","-15,503",,257.5,"-3,838","-1,555","-2,406","-1,974","-3,367","-7,482","-2,681","-3,168","-3,878"
Cash from Investing Activities,"-24,809","-2,320","4,098","12,633","14,006","-3,471","-7,539","-2,387","-17,596",,-312.2,"-7,259","1,358","3,826","-5,839","-1,286","-3,419","-7,052","-3,655","-1,118"
Cash from Financing Activities,"22,767",70.6,"-6,589","-8,611","-12,425","-4,610","24,360","4,270","27,757",,"6,278","-1,235","4,386","-5,159","2,896","10,230","7,741","6,891","17,871","-5,679"
Net Change in Cash,-652.3,-492.2,"2,180","5,155","1,443","-7,750","12,732","-5,637","-5,437",,"6,232","-12,301","4,196","-3,764","-4,884","5,506","-3,184","-2,875","11,046","-10,850"
Free Cashflows,"-2,659",-99.7,"3,420",126.4,"-1,257",-294.9,"-5,021","-11,317","-31,739",,-107.8,"-7,108","-2,086","-2,015","-2,180","-7,694","-14,002","-7,864","-7,414","-6,618"
Free Cashflow per Share,-0.30,-0.011,0.31,0.011,-0.11,-0.025,-0.42,-0.96,-2.68,,-0.009,-0.60,-0.18,-0.17,-0.18,-0.65,-1.18,-0.66,-0.62,-0.53
