,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,154.0,166.9,116.0,102.8,100.7,59.3,79.3,110.2,,,57.8,70.9,79.3,72.1,85.5,97.9,110.2,101.5,94.1,95.7
Days Payable Outstanding,35.2,29.2,27.4,27.4,24.7,22.0,18.2,21.5,,,27.9,25.4,18.5,16.0,18.1,21.2,24.2,26.1,25.7,22.9
Cash Conversion Cycle,144.9,140.7,103.9,82.1,89.9,59.5,57.3,87.7,,,38.0,48.4,66.7,67.3,71.4,78.7,88.6,83.8,78.2,78.1
Debt to Asset Ratio,0.48,0.50,0.53,0.51,0.46,0.50,0.44,0.41,,,0.45,0.44,0.44,0.42,0.41,0.41,0.41,0.41,0.40,0.40
Debt to Equity Ratio,0.91,1.01,1.17,1.07,0.90,1.11,0.87,0.77,,,0.90,0.86,0.87,0.79,0.76,0.77,0.77,0.76,0.73,0.75
Interest Coverage Ratio,,,4.69,9.90,14.3,15.1,19.5,9.08,,,20.4,18.2,21.7,10.6,7.15,9.18,9.56,2.42,3.83,8.76
Cash and Short Term Investments,453.9,307.0,969.1,"1,150","1,494","1,676","1,851","1,588",,,"1,530","1,580","1,851","1,779","1,620","1,754","1,588","1,859","1,375","1,610"
"Total Receivables, Net","1,993","2,223","1,970","1,972","1,989","1,279","1,975","2,179",,,"1,377","1,753","1,975","1,712","1,840","1,987","2,179","2,081","2,061","2,190"
Total Inventory,255.8,140.2,110.9,180.9,138.8,143.9,115.7,140.5,,,151.7,137.7,115.7,113.5,120.4,131.1,140.5,161.4,163.2,138.9
Total Current Assets,"2,850","2,743","3,118","3,376","3,824","3,707","4,262","4,350",,,"3,568","3,862","4,262","4,042","4,009","4,267","4,350","4,366","4,127","4,385"
"Property/Plant/Equipment, Total - Net",611.3,798.8,"1,113","1,523","1,550","4,020","4,037","4,157",,,"3,989","3,988","4,037","4,046","4,094","4,129","4,157","4,161","4,117","4,062"
Total Assets,"4,374","4,375","5,449","6,106","6,722","9,523","9,931","10,295",,,"9,182","9,498","9,931","9,737","9,676","9,978","10,295","10,357","10,216","10,459"
Accounts Payable,322.9,423.2,429.8,497.8,339.2,430.8,294.0,416.6,,,561.5,445.5,294.0,316.1,316.9,390.4,416.6,510.2,478.0,453.5
Accrued Expenses,285.6,185.3,358.6,351.5,824.7,853.8,351.0,297.3,,,492.6,637.7,351.0,546.2,402.1,357.9,297.3,261.9,234.0,285.5
Debt Due,531.2,604.0,438.7,381.1,562.0,307.6,220.1,705.7,,,135.5,129.3,220.1,376.4,253.2,233.6,705.7,637.2,657.0,649.6
Total Current Liabilities,"1,887","1,913","2,152","2,281","2,684","2,920","2,491","2,602",,,"2,324","2,328","2,491","2,335","2,014","2,036","2,602","2,625","2,570","2,747"
Long Term Debt,143.1,153.9,639.2,591.0,220.0,"1,591","1,605","1,331",,,"1,570","1,560","1,605","1,468","1,647","1,757","1,331","1,320","1,205","1,188"
Total Liabilities,"2,088","2,178","2,884","3,100","3,110","4,721","4,367","4,230",,,"4,112","4,145","4,367","4,072","3,929","4,082","4,230","4,220","4,070","4,223"
Common Stock,"1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600",,,"1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600"
Additional Paid-In Capital,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,,,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
Retained Earnings (Accumulated Deficit),"1,026",852.3,932.9,"1,187","1,699","2,377","3,144","3,506",,,"2,716","2,904","3,144","3,292","3,319","3,389","3,506","3,572","3,496","3,579"
Shareholders' Equity,"2,286","2,149","2,475","2,894","3,437","4,245","5,023","5,500",,,"4,576","4,804","5,023","5,134","5,183","5,325","5,500","5,581","5,574","5,621"
Cash from Operating Activities,149.1,56.7,"1,003",855.7,998.0,"1,613",887.8,87.7,,,133.1,153.7,250.1,61.6,-123.9,148.4,1.70,438.2,-231.9,314.9
Cash from Investing Activities,-255.7,-189.2,-664.8,"-1,133",-448.7,"-3,017",-570.4,307.2,,,283.7,-279.9,-271.6,48.5,100.6,185.0,-27.0,-421.7,348.9,408.6
Cash from Financing Activities,-45.8,-24.5,324.0,-242.9,-293.3,"1,260",-381.4,-74.9,,,-270.3,-33.0,116.6,3.55,-128.7,25.5,24.9,-101.1,-243.9,-57.0
Net Change in Cash,-152.4,-157.0,662.2,-519.8,256.0,-144.0,-63.9,320.1,,,146.5,-159.2,95.2,113.6,-152.0,358.9,-0.39,-84.6,-126.9,666.5
Free Cashflows,-12.9,-204.7,573.8,266.9,741.3,"-1,134",533.4,-382.3,,,51.3,73.9,117.7,-37.5,-268.2,33.1,-109.8,349.7,-271.5,287.6
Free Cashflow per Share,-0.008,-0.13,0.36,0.17,0.46,-0.71,0.33,-0.24,,,0.032,0.046,0.074,-0.023,-0.17,0.021,-0.069,0.22,-0.17,0.18
