,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,,279.7,86.1,129.7,92.6,104.0,100.7,111.5,,,125.5,98.5,81.0,91.1,96.7,90.0,116.7,151.4,179.7,199.9
Days Sale Outstanding,,595.4,145.9,145.4,202.6,315.8,461.5,287.4,,,371.2,349.2,461.5,435.9,447.7,450.6,287.4,271.3,219.0,229.4
Days Payable Outstanding,,529.4,120.7,112.3,58.9,64.2,49.8,59.5,,,74.3,85.9,68.0,49.5,52.2,49.6,56.6,62.8,63.2,66.2
Cash Conversion Cycle,,345.7,67.8,211.3,184.3,360.4,528.0,531.9,,,392.1,376.8,472.0,495.0,501.4,501.0,489.3,393.1,359.6,360.3
Debt to Asset Ratio,,0.79,0.83,0.77,0.76,0.45,0.48,0.54,,,0.47,0.47,0.48,0.48,0.50,0.53,0.54,0.55,0.53,0.53
Debt to Equity Ratio,,3.80,5.13,3.49,3.20,0.82,0.91,1.19,,,0.87,0.90,0.91,0.93,1.01,1.13,1.19,1.20,1.12,1.12
Interest Coverage Ratio,,,2.40,3.47,8.96,7.91,2.50,,,,9.70,,0.38,,,,,,,
Cash and Short Term Investments,,26.0,127.3,96.8,70.7,186.4,144.0,192.4,,,116.8,161.6,144.0,168.9,135.4,147.8,192.4,190.5,91.1,28.9
"Total Receivables, Net",,636.1,826.3,786.1,"1,444","1,700","1,591",672.2,,,"1,525","1,450","1,591","1,464","1,390","1,355",672.2,556.8,449.7,463.0
Total Inventory,,231.7,572.1,563.3,471.0,340.2,224.4,337.8,,,364.3,229.8,224.4,305.3,272.7,274.8,337.8,374.5,423.7,444.0
Total Current Assets,,916.8,"1,577","1,470","2,012","2,288","2,055","1,376",,,"2,079","1,942","2,055","2,070","1,947","1,940","1,376","1,302","1,152","1,143"
"Property/Plant/Equipment, Total - Net",,400.8,375.3,350.3,357.3,655.9,"1,044","1,170",,,937.5,"1,102","1,044","1,035","1,072","1,110","1,170","1,189","1,189","1,189"
Total Assets,,"1,414","2,147","1,918","2,492","3,357","3,441","3,338",,,"3,416","3,443","3,441","3,448","3,338","3,428","3,338","3,241","3,043","2,995"
Accounts Payable,,438.6,687.9,295.6,361.6,139.0,140.3,159.7,,,276.6,241.0,140.3,147.8,164.3,137.4,159.7,135.9,144.9,142.5
Accrued Expenses,,,39.4,60.0,53.9,83.2,94.0,104.5,,,37.0,43.4,94.0,48.5,39.5,43.5,104.5,47.1,49.8,48.7
Debt Due,,534.6,478.3,551.0,754.6,671.7,"1,029","1,137",,,708.3,909.2,"1,029",963.4,"1,021","1,162","1,137","1,114",979.6,994.6
Total Current Liabilities,,996.4,"1,529","1,475","1,876","1,383","1,592","1,679",,,"1,497","1,557","1,592","1,614","1,590","1,733","1,679","1,639","1,483","1,465"
Long Term Debt,,54.1,222.8,0.047,,90.3,0.68,63.2,,,53.7,25.3,0.68,0.57,39.0,32.5,63.2,56.6,49.9,43.2
Total Liabilities,,"1,119","1,773","1,485","1,891","1,511","1,639","1,814",,,"1,593","1,626","1,639","1,661","1,680","1,818","1,814","1,769","1,608","1,584"
Common Stock,,155.0,155.0,155.0,375.0,500.0,500.0,508.0,,,500.0,500.0,500.0,504.5,504.5,508.0,508.0,509.5,509.5,509.5
Additional Paid-In Capital,,,,,1.84,"1,012","1,012","1,052",,,"1,012","1,012","1,012","1,035","1,035","1,052","1,052","1,060","1,060","1,060"
Retained Earnings (Accumulated Deficit),,140.4,178.4,226.3,166.4,285.5,242.3,-84.3,,,262.0,256.1,242.3,200.2,71.2,2.42,-84.3,-145.6,-182.7,-206.2
Shareholders' Equity,,294.3,345.8,425.7,590.8,"1,846","1,802","1,524",,,"1,823","1,817","1,802","1,787","1,658","1,611","1,524","1,472","1,434","1,411"
Cash from Operating Activities,,-113.0,121.1,117.1,-4.09,-321.3,280.2,114.9,,,70.9,44.5,-144.8,100.8,-30.5,-60.0,104.6,11.8,41.2,-79.4
Cash from Investing Activities,,11.0,-117.9,57.2,-176.2,-558.6,-472.6,-229.5,,,-253.4,-174.8,28.0,-27.1,-58.3,-83.5,-60.6,6.51,0.78,8.99
Cash from Financing Activities,,97.3,97.9,-205.0,153.8,973.0,160.2,177.5,,,57.8,172.4,95.6,-39.2,55.2,155.9,5.62,-20.2,-141.4,8.24
Net Change in Cash,,-4.73,101.1,-30.7,-26.5,93.2,-32.2,62.9,,,-124.7,42.0,-21.1,34.5,-33.6,12.4,49.5,-1.95,-99.4,-62.2
Free Cashflows,,-114.3,108.3,110.4,-54.0,-641.4,-156.7,-81.7,,,-122.5,-134.6,-112.5,83.4,-86.7,-120.3,41.8,-23.8,20.5,-100.1
Free Cashflow per Share,,-0.11,0.11,0.11,-0.054,-0.64,-0.16,-0.080,,,-0.12,-0.13,-0.11,0.083,-0.086,-0.12,0.041,-0.023,0.020,-0.098
