,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,"1,173","1,991","1,503","2,149","2,505","3,207","5,213","7,540",,,"4,050","4,540","5,213","6,154","5,543","7,008","7,540","8,754","8,271","9,289"
"Total Receivables, Net","2,032","2,223","2,660","1,952","1,784","2,103","2,617","2,626",,,"2,399","2,315","2,617","2,922","3,010","2,814","2,626","2,635","2,356","2,626"
Total Inventory,653.9,774.0,904.7,862.3,"1,028",962.4,"1,113","1,374",,,"1,087","1,096","1,113","1,118","1,215","1,404","1,374","1,137","1,045","1,105"
Total Current Assets,"4,127","5,170","5,348","5,218","5,659","6,537","9,209","11,795",,,"7,753","8,268","9,209","10,419","9,986","11,527","11,795","12,702","11,894","13,177"
"Property/Plant/Equipment, Total - Net","14,851","15,424","14,841","13,306","11,916","10,667","9,728","9,105",,,"10,109","9,886","9,728","9,537","9,513","9,375","9,105","8,878","8,668","8,421"
Total Assets,"19,624","21,533","21,783","19,665","19,048","18,579","19,879","21,596",,,"19,118","19,196","19,879","20,846","20,339","21,589","21,596","22,325","21,319","22,346"
Accounts Payable,"1,137","1,258","1,661","1,227","1,343","1,348","1,541","1,344",,,"1,401","1,582","1,541","1,617","1,608","2,193","1,344","1,406","1,218","1,186"
Accrued Expenses,153.4,107.8,235.6,133.8,119.0,160.8,122.4,150.7,,,12.2,16.1,122.4,3.20,14.4,15.5,150.7,41.1,67.8,47.9
Debt Due,0.00,428.6,333.3,0.00,112.5,618.4,0.00,0.00,,,501.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"1,873","2,046","2,458","1,497","1,720","2,260","1,841","1,649",,,"2,167","1,875","1,841","1,850","1,918","2,527","1,649","1,740","1,570","1,528"
Long Term Debt,"1,400","2,571","3,095","3,000","1,714",,,,,,,,,,,,,,,
Total Liabilities,"3,339","4,688","5,638","4,594","3,552","2,415","2,011","1,828",,,"2,330","2,042","2,011","2,016","2,089","2,702","1,828","2,021","1,883","1,843"
Common Stock,"7,111","7,111","7,111","7,111","7,111","7,111","7,111","7,111",,,"7,111","7,111","7,111","7,111","7,111","7,111","7,111","7,111","7,111","7,111"
Additional Paid-In Capital,"1,304","1,304","1,304","1,304","1,304","1,304","1,304","1,304",,,"1,304","1,304","1,304","1,304","1,304","1,304","1,304","1,304","1,304","1,304"
Retained Earnings (Accumulated Deficit),"7,900","8,450","7,628","6,581","7,015","7,666","9,378","11,388",,,"8,284","8,639","9,378","10,338","9,782","10,407","11,388","11,927","11,056","12,130"
Shareholders' Equity,"16,285","16,846","16,145","15,072","15,496","16,164","17,868","19,768",,,"16,788","17,154","17,868","18,830","18,250","18,887","19,768","20,304","19,436","20,503"
Cash from Operating Activities,"3,138","2,975","1,475","1,890","2,197","2,532","3,409","3,960",,,901.4,"1,067",772.4,"1,092","1,124","1,159",578.7,"1,281","1,114","1,123"
Cash from Investing Activities,"-3,315","-2,564","-1,316",-584.4,-380.5,-192.8,-220.6,-550.8,,,-28.7,-65.1,-68.6,-147.0,-670.3,-186.5,452.9,-65.3,"-1,553","1,396"
Cash from Financing Activities,470.4,414.8,-735.2,-665.9,"-1,435","-1,679","-1,181","-1,074",,,-540.4,-521.4,-5.80,-2.29,"-1,064",0.00,-1.89,-1.93,"-1,539",0.00
Net Change in Cash,293.5,818.6,-488.4,646.4,355.6,702.5,"2,006","2,327",,,328.6,490.5,672.5,941.1,-611.3,965.3,"1,032","1,214","-1,983","2,518"
Free Cashflows,-170.3,318.0,356.2,"1,277","1,793","2,262","3,071","3,356",,,857.9,992.3,607.2,941.1,929.3,961.5,517.8,"1,196","1,048",988.8
Free Cashflow per Share,-0.14,0.27,0.30,1.08,1.51,1.91,2.59,2.83,,,0.72,0.84,0.51,0.79,0.78,0.81,0.44,1.01,0.88,0.83
