,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,2.23,24.9,8.19,28.2,33.6,101.4,32.6,47.6,,,121.5,79.0,32.6,67.3,59.9,43.0,47.6,96.7,81.4,47.6
"Total Receivables, Net",334.9,310.2,284.7,392.7,525.4,932.1,639.8,629.8,,,730.3,664.3,639.8,631.4,642.1,654.5,629.8,614.7,610.7,650.7
Total Inventory,27.9,46.0,52.9,59.8,152.8,161.0,158.5,143.0,,,146.9,154.1,158.5,166.3,159.5,149.8,143.0,124.4,104.7,141.3
Total Current Assets,365.0,381.0,352.8,497.9,742.1,"1,213",858.6,846.6,,,"1,028",920.2,858.6,891.2,882.8,873.1,846.6,859.3,819.6,861.0
"Property/Plant/Equipment, Total - Net",239.2,260.9,333.0,387.3,462.1,499.9,471.0,427.7,,,489.2,481.5,471.0,460.4,448.5,438.9,427.7,419.1,416.6,411.1
Total Assets,693.4,745.6,782.4,"1,083","1,583","1,864","1,481","1,420",,,"1,668","1,551","1,481","1,502","1,476","1,456","1,420","1,411","1,372","1,421"
Accounts Payable,,16.4,14.6,21.5,29.0,39.7,30.5,13.7,,,32.2,32.4,30.5,26.5,25.0,22.9,13.7,0.038,0.038,0.051
Accrued Expenses,,54.5,47.0,23.7,26.4,26.7,31.3,37.9,,,33.6,42.8,31.3,49.9,47.3,77.5,37.9,0.27,0.31,0.43
Debt Due,222.7,173.1,126.1,68.0,429.4,647.0,171.2,56.6,,,352.6,239.9,171.2,158.7,153.7,120.9,56.6,16.7,19.0,23.3
Total Current Liabilities,344.5,274.2,202.6,160.2,558.5,784.7,293.4,172.5,,,479.7,377.8,293.4,296.2,282.6,287.2,172.5,155.1,141.6,192.6
Long Term Debt,64.8,95.2,99.3,98.0,87.4,73.2,46.3,19.1,,,59.7,55.2,46.3,37.8,29.6,23.7,19.1,12.0,9.54,5.44
Total Liabilities,417.3,383.3,317.8,275.0,667.1,881.8,359.9,216.8,,,562.5,456.5,359.9,355.4,334.9,334.9,216.8,187.5,172.2,219.3
Common Stock,233.0,233.0,258.0,344.0,401.3,467.2,516.7,549.7,,,516.7,516.7,516.7,516.7,521.8,521.8,549.7,549.7,549.7,549.7
Additional Paid-In Capital,,,10.2,217.0,217.0,238.1,278.6,305.5,,,278.6,278.6,278.6,268.3,272.5,272.5,305.5,305.5,305.5,305.5
Retained Earnings (Accumulated Deficit),44.4,130.7,197.7,248.4,287.4,268.5,320.3,343.9,,,302.3,292.3,320.3,345.5,331.2,311.5,343.9,364.5,340.6,342.8
Shareholders' Equity,277.4,362.3,464.6,808.1,904.4,972.4,"1,114","1,198",,,"1,096","1,086","1,114","1,139","1,134","1,115","1,198","1,218","1,195","1,197"
Cash from Operating Activities,-62.9,104.5,82.5,2.21,-269.8,-38.9,407.8,187.7,,,107.0,111.9,37.9,57.3,39.5,66.1,24.7,99.1,38.9,5.08
Cash from Investing Activities,87.4,-26.3,-81.3,-178.3,35.7,-55.9,-25.6,-8.89,,,-7.83,-3.57,-6.76,-1.81,-2.62,-2.64,-1.82,-3.02,-10.1,-6.49
Cash from Financing Activities,-26.8,-55.5,-17.9,176.1,259.6,162.5,-451.0,-163.8,,,-118.5,-150.8,-77.6,-20.8,-44.3,-80.4,-18.3,-47.0,-44.1,-32.4
Net Change in Cash,-2.28,22.6,-16.7,-0.006,25.4,67.8,-68.8,15.0,,,-19.3,-42.5,-46.5,34.8,-7.44,-16.9,4.57,49.1,-15.3,-33.8
Free Cashflows,-62.9,64.4,-6.07,-55.8,-337.5,-94.5,392.1,179.5,,,100.5,109.0,35.3,55.1,38.3,63.0,23.1,94.9,29.8,-3.24
Free Cashflow per Share,-0.14,0.15,-0.014,-0.13,-0.76,-0.20,0.76,0.33,,,0.19,0.21,0.068,0.11,0.073,0.12,0.042,0.17,0.054,-0.006
