,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,46.3%,68.8%,88.7%,32.2%,39.1%,36.7%,42.9%,187.6%,,,33.8%,30.9%,55.9%,52.0%,-1398.7%,130.1%,316.6%,-151.3%,306.3%,134.7%
Depreciation & Amortisation,12.4,2.58,1.75,2.25,2.00,1.72,5.72,14.4,,,0.32,2.46,2.61,2.70,3.10,3.61,4.96,7.38,7.58,7.67
Tax Rate,0.0%,-8.5%,2.3%,-0.2%,-2.4%,27.2%,40.6%,62.3%,,,21.7%,1.0%,0.2%,21.3%,0.0%,0.0%,30.6%,0.0%,0.0%,0.0%
Current Ratio,1.38,1.46,1.27,1.18,1.09,0.99,1.71,1.66,,,1.88,1.79,1.71,2.44,1.92,2.10,1.66,1.45,1.32,1.18
Quick Ratio,0.001,0.003,0.001,0.001,0.001,0.006,0.002,0.31,,,0.001,0.001,0.002,0.001,0.43,0.45,0.31,0.31,0.29,0.22
Days Inventory Outstanding,"3,891","4,442","3,839","1,726","1,978","1,931","1,852","3,689",,,"2,702","3,013","2,297","1,958","1,853","2,255","3,602","3,943","5,181","6,544"
Days Sale Outstanding,1.92,7.58,2.96,0.69,0.84,7.66,2.09,"1,165",,,1.68,1.46,2.09,1.43,828.0,"1,004","1,165","4,755","2,724","2,762"
Days Payable Outstanding,3.17,10.6,49.2,25.1,28.2,23.9,5.49,53.2,,,13.6,6.96,4.30,4.93,6.80,31.3,89.1,51.9,34.5,91.2
Cash Conversion Cycle,"3,891","4,429","3,761","1,713","1,938","1,929","1,850","3,911",,,"2,692","3,010","2,293","1,955","2,144","2,925","4,215","4,760","6,330","7,615"
Debt to Asset Ratio,0.82,0.77,0.88,0.91,0.96,0.91,0.55,0.63,,,0.53,0.53,0.55,0.53,0.63,0.63,0.63,0.64,0.65,0.65
Debt to Equity Ratio,4.24,2.98,5.45,6.74,10.6,10.4,1.20,1.65,,,1.12,1.10,1.20,1.15,1.73,1.67,1.65,1.74,1.82,1.83
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,15.5,29.5,28.8,27.6,38.2,54.5,475.4,602.8,,,435.0,457.6,475.4,"1,424",986.8,796.0,602.8,427.7,233.2,310.6
"Total Receivables, Net",0.81,2.83,1.19,0.66,0.70,6.90,2.33,583.3,,,1.45,1.42,2.33,1.82,810.9,718.3,583.3,629.7,609.6,518.9
Total Inventory,"1,228","1,187","1,324","1,221","1,271","1,158","1,808","1,792",,,"1,968","1,871","1,808","1,771","1,707","1,723","1,792","1,823","1,870","1,905"
Total Current Assets,"1,259","1,223","1,388","1,266","1,317","1,221","2,299","3,128",,,"2,415","2,338","2,299","3,218","3,592","3,378","3,128","2,965","2,776","2,800"
"Property/Plant/Equipment, Total - Net",7.41,8.72,8.25,8.57,6.54,6.71,51.6,87.3,,,37.5,54.2,51.6,50.3,53.8,61.7,87.3,80.5,79.6,66.4
Total Assets,"1,335","1,636","1,741","1,655","1,723","2,429","4,738","8,170",,,"4,648","4,622","4,738","7,330","8,705","8,016","8,170","8,021","7,976","7,865"
Accounts Payable,0.71,5.03,27.1,9.93,25.6,4.39,4.40,47.6,,,6.38,2.48,4.40,4.60,8.15,39.4,47.6,,24.6,28.1
Accrued Expenses,1.26,2.23,12.7,1.03,16.1,24.9,125.4,170.9,,,24.3,24.6,125.4,13.3,26.8,45.4,170.9,,157.4,161.1
Debt Due,882.3,797.0,995.4,"1,024","1,126","1,182","1,186","1,388",,,"1,214","1,252","1,186","1,283","1,145","1,277","1,388","1,535","1,621","1,822"
Total Current Liabilities,913.1,838.4,"1,093","1,074","1,203","1,239","1,345","1,881",,,"1,283","1,307","1,345","1,321","1,875","1,606","1,881","2,045","2,107","2,377"
Long Term Debt,157.2,329.2,348.8,344.2,363.4,835.2,"1,032","2,161",,,986.0,918.9,"1,032","2,297","2,456","2,309","2,161","2,013","2,045","1,839"
Total Liabilities,"1,090","1,252","1,525","1,507","1,663","2,222","2,585","5,111",,,"2,463","2,428","2,585","3,903","5,496","5,038","5,111","5,126","5,179","5,119"
Common Stock,"2,200","2,200","2,200","2,200","2,200","2,200","9,240","13,171",,,"9,240","9,240","9,240","13,171","13,171","13,171","13,171","13,171","13,171","13,171"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),"-1,188","-1,025","-1,165","-1,222","-1,289","-1,232","-1,159","-1,068",,,"-1,087","-1,116","-1,159",-906.2,"-1,122","-1,154","-1,068","-1,228","-1,326","-1,375"
Shareholders' Equity,257.4,420.6,280.0,223.7,156.3,213.9,"2,162","3,099",,,"2,203","2,198","2,162","3,401","3,184","3,014","3,099","2,940","2,842","2,794"
Cash from Operating Activities,6.42,-45.3,-171.5,23.5,-61.2,58.1,-713.1,-555.9,,,-828.3,79.6,34.0,13.6,98.3,-619.6,-48.2,-159.6,-156.5,-43.7
Cash from Investing Activities,-2.15,-13.6,-1.75,-5.89,-4.00,-31.3,-957.3,-307.0,,,-746.7,-11.8,-153.5,-29.0,-530.5,457.4,-204.8,-1.89,-153.1,138.7
Cash from Financing Activities,-57.5,73.0,172.5,-18.8,75.8,-10.5,"2,091",990.3,,,"1,059",-45.2,137.3,963.6,-4.50,-28.6,59.8,-13.7,115.1,-17.7
Net Change in Cash,-53.2,14.0,-0.78,-1.14,10.6,16.3,420.9,127.4,,,-516.2,22.6,17.8,948.1,-436.7,-190.8,-193.2,-175.2,-194.4,77.3
Free Cashflows,5.06,-48.1,-172.8,21.0,-62.0,56.2,-757.7,-579.6,,,-858.4,69.7,30.3,10.6,95.9,-631.2,-54.9,-161.2,-172.1,-49.7
Free Cashflow per Share,0.023,-0.22,-0.79,0.095,-0.28,0.26,-0.82,-0.44,,,-0.74,0.075,0.033,0.008,0.073,-0.48,-0.042,-0.12,-0.13,-0.038
