,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,10.6%,11.1%,5.8%,8.9%,11.2%,12.5%,13.0%,13.8%,12.3%,,12.3%,10.7%,15.4%,14.2%,13.6%,12.1%,10.9%,14.6%,14.4%,7.1%
Net Profit Margin,1.7%,4.5%,2.8%,4.7%,4.7%,6.4%,6.1%,4.8%,8.3%,,4.6%,4.4%,6.0%,4.6%,4.6%,3.9%,3.1%,4.8%,4.4%,29.5%
Return on Assets,1.1%,1.8%,0.9%,1.7%,2.0%,3.0%,2.7%,2.2%,4.5%,,0.0%,5.2%,2.8%,2.2%,2.1%,2.0%,1.5%,1.6%,1.5%,4.0%
Return on Equity,3.5%,3.5%,2.6%,6.0%,8.2%,11.8%,11.4%,9.9%,14.4%,,0.0%,2.3%,3.4%,2.3%,2.3%,2.1%,1.5%,2.8%,2.1%,8.5%
Return on Total Capital,1.9%,2.3%,1.5%,3.3%,4.8%,8.1%,6.2%,4.6%,12.8%,,0.0%,6.2%,6.6%,5.0%,4.8%,4.6%,3.6%,3.8%,4.2%,12.8%
SG&A to Sale,9.6%,8.0%,14.5%,17.3%,18.5%,16.9%,17.4%,16.0%,16.9%,,16.4%,17.1%,14.6%,17.0%,17.1%,15.5%,17.6%,15.9%,17.6%,16.7%
Depreciation & Amortisation,-3.79,154.8,406.8,423.8,530.6,653.7,733.7,714.1,690.0,,179.5,184.9,180.6,179.0,182.3,172.2,194.9,192.6,191.1,111.4
Tax Rate,35.7%,21.4%,89.1%,17.7%,19.7%,18.5%,19.5%,20.8%,27.4%,,28.4%,11.3%,19.4%,22.8%,20.9%,20.6%,22.9%,17.5%,21.5%,37.4%
Current Ratio,1.49,1.44,1.88,1.48,1.39,3.46,4.98,3.30,3.84,,,4.98,4.31,3.95,3.77,3.30,2.92,2.72,2.20,3.84
Quick Ratio,0.11,0.15,0.13,0.038,0.047,0.098,0.12,0.063,0.14,,0.00,0.12,0.11,0.092,0.073,0.063,0.043,0.038,0.033,0.14
Days Inventory Outstanding,311.9,276.3,345.0,603.3,653.5,560.8,600.4,651.7,560.6,,0.00,313.7,607.7,656.7,693.4,731.5,834.8,858.9,907.4,663.0
Days Sale Outstanding,28.8,32.4,25.5,18.4,16.3,12.9,11.9,11.2,10.8,,,11.9,12.7,12.1,10.4,11.2,9.72,9.26,10.3,10.8
Days Payable Outstanding,58.6,26.7,24.6,44.5,62.8,52.6,47.8,52.7,39.8,,0.00,25.6,52.0,54.4,56.5,60.6,71.3,72.3,70.1,45.7
Cash Conversion Cycle,301.3,274.5,348.5,549.4,594.3,527.2,561.3,600.7,559.3,,0.00,268.5,562.8,615.4,643.6,680.5,765.8,799.1,846.7,661.5
Debt to Asset Ratio,0.68,0.50,0.55,0.67,0.65,0.55,0.56,0.62,0.43,,,0.56,0.56,0.60,0.61,0.62,0.64,0.66,0.66,0.43
Debt to Equity Ratio,2.56,1.42,1.69,2.87,2.73,2.34,2.44,3.14,0.76,,,2.44,2.47,2.84,2.98,3.14,3.47,3.74,3.85,0.76
Interest Coverage Ratio,12.1,4.30,1.02,2.76,3.67,11.4,11.4,20.1,14.0,,11.2,7.53,28.2,16.8,19.4,17.7,13.4,19.4,14.2,7.04
Cash and Short Term Investments,237.7,"1,216",537.1,397.6,336.5,697.2,"1,652","1,444","4,242",,,"1,652","1,193","1,149","1,785","1,444","1,975","1,804","1,334","4,242"
"Total Receivables, Net",285.3,487.1,435.9,463.6,599.9,594.1,586.3,639.5,570.6,,,586.3,672.9,653.6,583.4,639.5,544.6,546.5,607.5,570.6
Total Inventory,"3,060","3,502","5,616","16,831","16,931","19,657","21,506","30,940","10,837",,,"21,506","23,640","26,569","27,929","30,940","35,106","36,575","38,573","10,837"
Total Current Assets,"3,891","5,606","7,142","18,307","18,189","21,239","24,162","33,751","15,873",,,"24,162","25,991","28,844","31,092","33,751","38,267","39,925","42,519","15,873"
"Property/Plant/Equipment, Total - Net",545.0,"2,202","2,258","2,348","2,668","2,839","2,809","3,380",967.0,,,"2,809","2,796","2,785","3,028","3,380","3,391","3,362","3,362",967.0
Total Assets,"6,872","20,159","20,861","31,056","32,147","38,897","41,650","51,794","19,539",,,"41,650","43,447","46,341","48,926","51,794","56,190","57,696","60,180","19,539"
Accounts Payable,304.8,330.2,319.8,"1,337","1,907","1,523","1,755","2,485",478.1,,,"1,755","2,112","2,048","2,395","2,485","3,152","2,883","2,926",478.1
Accrued Expenses,26.7,310.3,235.1,285.7,126.0,137.7,195.3,218.3,,,,195.3,5.48,0.33,1.52,218.3,0.28,7.49,4.01,
Debt Due,"1,079","2,630","2,744","9,979","9,785","2,542",951.3,"5,172","2,469",,,951.3,"1,872","3,121","3,778","5,172","7,443","9,192","13,846","2,469"
Total Current Liabilities,"2,610","3,898","3,794","12,393","13,044","6,142","4,852","10,224","4,133",,,"4,852","6,035","7,309","8,252","10,224","13,090","14,692","19,341","4,133"
Long Term Debt,"1,430","3,717","5,177","5,688","5,497","4,185","7,861","11,470","1,397",,,"7,861","7,854","9,847","11,084","11,470","12,702","13,201","10,613","1,397"
Total Liabilities,"4,639","10,161","11,553","20,656","21,014","21,378","23,372","31,905","8,387",,,"23,372","24,454","27,619","29,681","31,905","35,870","37,825","39,784","8,387"
Common Stock,764.8,"1,912","1,912","1,912","1,912","1,912","1,912","1,912","1,912",,,"1,912","1,912","1,912","1,912","1,912","1,912","1,912","1,912","1,912"
Additional Paid-In Capital,474.6,"5,063","5,063","5,063","5,063","5,063","5,063","5,063","5,063",,,"5,063","5,063","5,063","5,063","5,063","5,063","5,063","5,063","5,063"
Retained Earnings (Accumulated Deficit),572.7,838.1,790.3,683.8,"1,173","2,037","2,488","3,076","4,169",,,"2,488","2,831","2,632","2,855","3,076","3,236","3,025","3,239","4,169"
Shareholders' Equity,"1,812","7,143","6,855","7,200","7,689","9,127","9,578","10,169","11,066",,,"9,578","9,920","9,721","9,944","10,169","10,329","10,118","10,332","11,066"
Cash from Operating Activities,"-1,206",166.4,"-1,660","-2,787","3,134","8,295","-1,897","-5,655","-8,189",,"-1,074",142.4,"-1,098","-2,298",-459.7,"-1,800","-2,721","-1,155","-2,253","-2,060"
Cash from Investing Activities,-432.3,"-4,285",483.7,"1,243","-1,909","-3,779",-341.1,-980.8,"7,065",,-35.2,179.2,-158.4,-162.0,-426.5,-233.9,-67.6,3.11,-23.4,"7,153"
Cash from Financing Activities,"1,695","4,982",572.4,"1,440","-1,290","-4,151","3,100","6,422","3,923",,"1,396",206.9,791.6,"2,417","1,522","1,691","3,319",979.4,"1,804","-2,180"
Net Change in Cash,57.4,863.9,-604.0,-104.6,-66.0,365.4,862.5,-214.1,"2,799",,286.8,528.4,-465.4,-42.6,636.5,-342.6,530.4,-172.5,-472.3,"2,913"
Free Cashflows,"-1,672",94.8,"-1,832","-3,513","1,069","7,250","-2,113","-6,211","-8,532",,"-1,105",100.7,"-1,131","-2,321",-690.3,"-2,069","-2,848","-1,214","-2,307","-2,163"
Free Cashflow per Share,-2.19,0.050,-0.96,-1.84,0.56,3.79,-1.11,-3.25,-4.46,,,0.053,-0.59,-1.17,-0.36,-1.08,-1.49,-0.67,-1.21,-1.13
