,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,-11.3,153.1,155.7,617.6,"1,335","1,834","1,995","3,145","3,369",,562.5,615.8,880.1,729.8,756.2,778.5,709.2,909.2,816.9,933.9
Gross Profit Margin,27.5%,23.7%,27.9%,33.7%,33.3%,32.4%,31.3%,32.0%,32.6%,,30.4%,30.7%,32.6%,32.7%,33.3%,29.7%,31.0%,31.7%,35.2%,32.9%
Operating Margin,-14.2%,-5.6%,-5.4%,8.3%,12.1%,13.0%,12.2%,16.8%,16.4%,,13.8%,13.8%,18.0%,17.1%,16.8%,15.4%,13.7%,16.1%,17.7%,18.3%
Net Profit Margin,-20.9%,-34.2%,-27.3%,8.2%,7.7%,9.7%,9.9%,13.4%,12.6%,,9.3%,14.1%,14.7%,13.1%,13.4%,12.3%,10.8%,13.5%,13.6%,12.5%
Return on Assets,-2.0%,-4.6%,-3.5%,2.0%,3.1%,4.1%,4.0%,6.0%,5.1%,,0.0%,7.8%,5.4%,5.6%,5.8%,5.6%,4.8%,5.0%,4.8%,4.7%
Return on Equity,-3.4%,-9.2%,-7.0%,4.4%,8.1%,7.4%,8.2%,13.0%,12.7%,,0.0%,3.4%,4.0%,3.1%,3.2%,3.2%,2.8%,4.1%,3.2%,3.2%
Return on Total Capital,-2.3%,-6.7%,-4.6%,2.9%,5.3%,5.7%,5.9%,8.6%,8.9%,,0.0%,5.9%,8.1%,8.1%,8.8%,8.6%,7.8%,8.5%,8.6%,8.9%
SG&A to Sale,39.9%,27.6%,33.3%,25.4%,21.2%,19.3%,19.1%,11.3%,12.6%,,16.5%,16.8%,14.5%,15.5%,16.1%,0.4%,17.2%,15.5%,17.5%,0.5%
Depreciation & Amortisation,146.0,246.3,240.4,275.5,296.1,434.1,518.7,493.2,523.8,,125.2,131.8,125.4,123.5,126.2,118.1,129.5,128.0,129.7,136.5
Tax Rate,-9.1%,-4.6%,-1.6%,14.8%,17.0%,17.5%,18.9%,21.4%,20.9%,,30.6%,9.7%,19.6%,23.2%,21.4%,21.9%,21.7%,17.1%,21.8%,23.8%
Current Ratio,1.29,0.73,1.39,1.45,1.36,4.52,5.10,3.20,2.09,,,5.10,4.15,4.17,3.69,3.20,2.64,2.47,2.26,2.09
Quick Ratio,0.18,0.23,0.084,0.013,0.031,0.067,0.053,0.025,0.011,,0.00,0.053,0.053,0.049,0.035,0.025,0.022,0.018,0.018,0.011
Days Inventory Outstanding,512.8,244.2,407.6,892.2,699.5,608.9,641.3,665.7,851.8,,0.00,340.1,655.8,686.2,731.2,758.9,853.8,859.9,895.0,944.7
Days Sale Outstanding,76.0,70.2,29.9,8.78,10.1,7.11,4.92,4.43,3.53,,,4.92,6.16,5.97,4.99,4.43,5.37,4.51,5.19,3.53
Days Payable Outstanding,84.5,39.0,27.6,62.5,65.1,59.9,56.6,62.8,79.7,,0.00,31.5,65.0,67.1,69.5,73.4,84.9,82.5,76.9,82.8
Cash Conversion Cycle,487.2,293.6,417.0,795.2,627.4,559.0,583.8,593.4,766.2,,0.00,279.5,588.6,625.5,662.2,687.1,764.5,786.4,824.0,859.7
Debt to Asset Ratio,0.47,0.49,0.53,0.65,0.64,0.52,0.53,0.59,0.64,,,0.53,0.54,0.57,0.58,0.59,0.62,0.64,0.64,0.64
Debt to Equity Ratio,0.87,0.93,1.09,1.82,1.72,1.06,1.12,1.44,1.75,,,1.12,1.15,1.32,1.36,1.44,1.58,1.73,1.75,1.75
Interest Coverage Ratio,,,,2.04,3.79,12.1,9.18,47.0,38.7,,9.73,10.8,43.6,41.4,37.1,88.4,28.4,36.4,33.6,71.0
Cash and Short Term Investments,903.8,333.0,168.1,157.5,235.2,592.1,915.8,"1,027","1,357",,,915.8,735.9,796.3,994.4,"1,027","1,150","1,441","1,109","1,357"
"Total Receivables, Net",230.9,318.6,129.4,98.7,236.3,209.8,163.7,190.9,168.0,,,163.7,226.7,235.4,204.8,190.9,232.3,211.5,245.6,168.0
Total Inventory,"1,035",656.3,"1,884","11,399","10,521","13,768","15,553","23,509","31,078",,,"15,553","17,404","19,581","21,025","23,509","27,076","28,260","29,462","31,078"
Total Current Assets,"2,252","1,385","2,333","11,827","11,105","14,725","16,790","25,157","33,615",,,"16,790","18,541","20,806","22,421","25,157","28,674","30,140","31,975","33,615"
"Property/Plant/Equipment, Total - Net","1,656","1,692","1,787","1,827","2,205","2,559","2,540","2,463","2,546",,,"2,540","2,516","2,491","2,470","2,463","2,472","2,448","2,451","2,546"
Total Assets,"12,683","11,697","12,580","21,270","22,042","28,824","30,805","39,202","47,198",,,"30,805","32,533","34,856","36,596","39,202","42,624","43,960","45,713","47,198"
Accounts Payable,230.7,39.6,132.4,798.4,"1,243","1,147","1,442","2,243","2,863",,,"1,442","1,824","1,795","2,066","2,243","2,789","2,518","2,445","2,863"
Accrued Expenses,429.8,230.0,197.9,250.1,130.6,198.7,210.6,272.4,346.3,,,210.6,0.11,0.25,0.50,272.4,0.15,0.16,3.89,346.3
Debt Due,516.5,"1,345","1,108","6,715","6,021",571.1,144.6,"3,662","11,246",,,144.6,941.9,"1,441","2,384","3,662","6,083","7,644","9,724","11,246"
Total Current Liabilities,"1,749","1,893","1,675","8,148","8,169","3,257","3,292","7,869","16,112",,,"3,292","4,472","4,991","6,077","7,869","10,868","12,222","14,176","16,112"
Long Term Debt,"3,124","2,234","3,296","4,009","4,287","4,185","5,864","8,473","7,407",,,"5,864","5,856","7,849","8,087","8,473","8,535","8,989","8,337","7,407"
Total Liabilities,"5,988","5,757","6,693","13,908","14,118","15,010","16,441","23,312","30,207",,,"16,441","17,556","19,996","21,236","23,312","26,278","28,026","29,254","30,207"
Common Stock,"11,341","11,341","12,679","16,380","7,781","11,038","11,038","11,038","11,038",,,"11,038","11,038","11,038","11,038","11,038","11,038","11,038","11,038","11,038"
Additional Paid-In Capital,,,,,,"1,714","1,714","1,714","1,714",,,"1,714","1,714","1,714","1,714","1,714","1,714","1,714","1,714","1,714"
Retained Earnings (Accumulated Deficit),-668.6,"-1,370","-1,800","-1,450",386.3,"1,315","1,872","3,407","4,518",,,"1,872","2,489","2,373","2,876","3,407","3,866","3,454","3,983","4,518"
Shareholders' Equity,"6,862","6,161","6,132","7,622","8,196","14,096","14,653","16,188","17,299",,,"14,653","15,270","15,154","15,657","16,188","16,647","16,236","16,764","17,299"
Cash from Operating Activities,93.0,-83.8,"-1,027","-2,160","2,946","4,549","-1,561","-4,480","-4,567",,-257.0,2.93,-819.1,"-1,656",-439.7,"-1,566","-2,239",-623.2,"-1,576",-128.9
Cash from Investing Activities,"-1,500",-190.3,-59.7,"1,345","-1,854","-3,312",-230.8,-425.9,-26.3,,-7.91,203.3,-68.3,-150.7,-218.3,11.3,-5.29,63.3,-4.20,-80.0
Cash from Financing Activities,"1,862",-326.4,"1,024",803.9,"-1,019",-875.5,"2,141","5,018","4,923",,521.6,-134.2,707.5,"1,868",856.0,"1,587","2,368",850.6,"1,247",457.2
Net Change in Cash,454.7,-600.5,-62.7,-11.1,72.8,361.5,349.1,112.5,329.8,,256.7,72.0,-179.9,61.6,198.1,32.8,123.3,290.8,-332.5,248.3
Free Cashflows,"-1,484",-288.5,"-1,155","-2,785",926.6,"3,588","-1,673","-4,569","-4,812",,-262.8,-16.6,-832.5,"-1,665",-457.4,"-1,614","-2,285",-643.7,"-1,622",-261.3
Free Cashflow per Share,-1.31,-0.25,-0.91,-1.70,0.57,1.54,-0.72,-1.97,-2.07,,,-0.007,-0.36,-0.70,-0.20,-0.69,-0.98,-0.28,-0.71,-0.11
