,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,-12.3%,-59.9%,-26.4%,-28.1%,-16.3%,-15.0%,-9.0%,-0.3%,,,-1.0%,-1.2%,-4.8%,1.4%,-1.0%,-0.7%,0.1%,-0.8%,0.1%,0.3%
Return on Total Capital,-12.3%,-59.9%,-26.4%,-28.1%,-15.2%,-15.0%,-9.0%,-0.3%,,,-3.4%,-4.0%,-8.9%,-5.5%,-4.8%,-3.7%,-0.3%,-1.9%,-1.1%,-0.2%
SG&A to Sale,265.1%,61.6%,65.2%,100.9%,194.1%,20.8%,103.0%,44.0%,,,74.5%,127.1%,141.9%,117.7%,61.6%,36.5%,26.5%,38.3%,42.1%,38.7%
Depreciation & Amortisation,16.0,17.5,8.36,0.67,2.54,3.39,6.38,23.6,,,1.34,1.88,2.40,2.59,2.89,7.39,10.7,8.40,9.01,15.1
Tax Rate,0.0%,0.0%,0.0%,0.0%,0.0%,-3.9%,0.0%,38.6%,,,0.2%,0.0%,0.0%,0.0%,0.0%,-7.6%,11.8%,0.0%,0.0%,0.0%
Current Ratio,47.3,13.7,13.2,20.3,25.5,25.6,26.3,3.17,,,34.1,25.5,26.3,19.3,2.73,2.11,3.17,5.92,6.63,2.80
Quick Ratio,38.3,4.56,0.80,6.05,3.44,4.10,0.66,0.88,,,6.04,0.46,0.66,0.62,0.35,0.40,0.88,1.94,2.15,0.96
Days Inventory Outstanding,642.1,127.6,58.6,31.7,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,292.9,131.5,84.4,464.7,59.2,3.55,75.1,163.1,,,11.9,68.7,75.1,90.0,264.6,138.9,163.1,142.8,136.8,161.7
Days Payable Outstanding,12.9,33.0,50.6,80.7,146.2,2.88,2.29,0.034,,,2.39,0.083,0.076,1.33,13.4,7.87,1.27,0.017,0.00,0.00
Cash Conversion Cycle,"1,165",176.0,116.6,290.2,"1,257",4.25,60.2,102.0,,,12.0,55.1,76.7,97.4,174.7,148.6,140.8,150.9,145.3,171.4
Debt to Asset Ratio,0.020,0.072,0.065,0.043,0.093,0.039,0.028,0.24,,,0.029,0.031,0.028,0.031,0.13,0.26,0.24,0.21,0.20,0.22
Debt to Equity Ratio,0.020,0.077,0.069,0.044,0.10,0.041,0.029,0.36,,,0.030,0.032,0.029,0.032,0.17,0.38,0.36,0.30,0.29,0.33
Interest Coverage Ratio,,,,,,,,1.69,,,,,,858.0,,,2.74,2.61,0.60,2.33
Cash and Short Term Investments,141.1,100.3,30.1,17.8,244.8,322.8,213.1,53.6,,,319.0,238.4,213.1,152.3,50.3,40.6,53.6,21.6,20.7,16.2
"Total Receivables, Net",22.4,31.3,20.5,64.9,6.57,4.28,10.9,63.9,,,3.37,8.29,10.9,11.9,39.6,39.3,63.9,64.3,62.5,64.0
Total Inventory,30.5,26.4,8.88,,,,,,,,,,,,,,,,,
Total Current Assets,194.1,228.4,336.2,256.6,569.4,653.7,437.3,230.8,,,583.6,464.6,437.3,372.9,309.4,206.6,230.8,196.1,192.6,186.3
"Property/Plant/Equipment, Total - Net",75.7,24.6,3.76,1.53,51.5,43.4,120.6,643.9,,,47.9,68.0,120.6,118.7,420.1,415.2,643.9,637.6,629.6,622.1
Total Assets,493.9,325.4,398.0,303.7,767.0,734.4,667.8,"1,131",,,707.1,700.2,667.8,679.9,952.4,"1,104","1,131","1,090","1,080","1,085"
Accounts Payable,,14.7,15.8,6.82,6.11,0.43,0.007,0.009,,,0.006,0.007,0.007,0.21,2.36,0.62,0.009,,,
Accrued Expenses,,0.34,,0.64,4.10,3.12,3.62,2.64,,,3.62,3.89,3.62,3.51,4.95,4.37,2.64,,,
Debt Due,0.75,0.95,0.11,0.00,6.53,5.31,0.33,56.7,,,0.56,0.56,0.33,0.33,0.34,76.8,56.7,16.8,16.9,56.6
Total Current Liabilities,4.10,16.7,25.5,12.6,22.3,25.5,16.6,72.8,,,17.1,18.2,16.6,19.3,113.3,97.9,72.8,33.1,29.0,66.5
Long Term Debt,,0.29,0.18,,47.7,0.88,0.56,196.8,,,0.72,0.64,0.56,0.47,12.7,183.8,196.8,193.1,189.0,175.8
Total Liabilities,9.67,23.4,25.9,13.0,71.3,28.8,18.7,271.1,,,20.5,21.7,18.7,21.3,127.7,283.5,271.1,227.9,219.0,243.4
Common Stock,250.0,250.0,397.4,398.5,585.5,715.0,715.0,818.0,,,715.0,715.0,715.0,715.0,818.0,818.0,818.0,818.0,818.0,818.0
Additional Paid-In Capital,269.9,269.9,292.2,292.2,624.2,624.2,624.2,624.2,,,624.2,624.2,624.2,624.2,624.2,624.2,624.2,624.2,624.2,624.2
Retained Earnings (Accumulated Deficit),-36.1,-217.4,-316.0,-398.3,-512.3,-633.6,-690.2,-693.0,,,-652.7,-660.8,-690.2,-680.7,-688.1,-693.7,-693.0,-694.0,-698.0,-695.9
Shareholders' Equity,483.8,302.5,373.6,292.4,697.4,705.6,649.1,749.3,,,686.5,678.5,649.1,658.5,754.2,748.6,749.3,748.3,744.2,744.6
Cash from Operating Activities,-10.7,-41.9,-262.7,-16.1,-87.9,249.4,-32.8,10.8,,,2.20,-8.15,-25.6,-0.97,-17.5,32.0,-2.69,12.3,2.94,18.2
Cash from Investing Activities,-18.8,91.0,68.8,-8.47,-307.7,42.8,28.4,-525.7,,,0.25,27.6,0.32,-59.7,-199.8,-289.2,22.9,0.083,0.36,-49.3
Cash from Financing Activities,0.75,-0.16,168.7,0.77,564.1,-244.3,-5.08,355.6,,,-4.84,-0.079,-0.088,-0.081,115.2,247.5,-7.09,-44.4,-4.13,26.6
Net Change in Cash,-28.8,49.0,-25.2,-23.8,168.5,47.8,-9.52,-159.3,,,-2.39,19.4,-25.3,-60.7,-102.1,-9.67,13.1,-32.0,-0.83,-4.56
Free Cashflows,-11.4,-46.8,-265.1,-16.5,-130.9,248.4,-34.7,-415.3,,,1.63,-27.2,-6.64,-1.03,-129.1,-58.9,-226.2,12.0,2.93,11.6
Free Cashflow per Share,-0.045,-0.19,-0.67,-0.041,-0.22,0.35,-0.049,-0.51,,,0.002,-0.038,-0.009,-0.001,-0.16,-0.072,-0.28,0.015,0.004,0.014
