,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,530.8,707.9,838.3,894.6,"1,313","1,812","1,807","1,611",,,401.8,383.7,512.0,489.7,368.9,344.6,364.6,364.0,276.4,248.8
"Selling/General/Administrative Expenses, Total",457.7,560.1,608.3,655.3,733.2,807.6,844.4,922.3,,,209.2,220.3,202.3,228.9,226.4,226.6,197.4,231.3,230.4,221.7
Operating Income,73.1,147.9,229.9,239.3,579.8,"1,005",963.0,688.4,,,192.5,163.4,309.7,260.8,142.5,118.0,167.2,132.8,46.0,27.1
Net Income,36.5,98.1,162.8,137.0,459.5,827.3,774.4,549.4,,,155.6,130.8,249.1,210.0,114.3,94.3,130.9,106.1,35.9,20.5
EBITDA,73.1,147.9,288.3,301.3,641.1,"1,067","1,039",778.5,,,210.5,183.1,330.4,281.9,165.0,141.2,190.5,155.3,69.5,50.9
Gross Profit Margin,18.9%,21.5%,26.4%,25.9%,27.5%,32.4%,31.4%,27.8%,,,30.3%,29.2%,33.2%,31.9%,26.6%,26.7%,28.2%,29.6%,25.7%,24.5%
Operating Margin,2.6%,4.5%,7.2%,6.9%,12.2%,18.0%,16.7%,11.9%,,,14.5%,12.4%,20.1%,17.0%,10.3%,9.1%,12.9%,10.8%,4.3%,2.7%
Net Profit Margin,1.3%,3.0%,5.1%,4.0%,9.6%,14.8%,13.5%,9.5%,,,11.7%,10.0%,16.2%,13.7%,8.2%,7.3%,10.1%,8.6%,3.3%,2.0%
Return on Assets,3.3%,7.1%,10.5%,8.3%,24.3%,36.8%,28.0%,18.0%,,,30.2%,30.4%,27.1%,23.3%,21.4%,20.8%,17.9%,14.5%,12.4%,10.8%
Return on Equity,16.0%,27.4%,30.9%,30.2%,50.5%,64.7%,42.9%,29.0%,,,10.9%,8.4%,13.8%,11.6%,6.8%,5.3%,6.9%,5.3%,2.1%,1.2%
Return on Total Capital,14.6%,26.1%,30.4%,30.0%,44.7%,64.7%,42.9%,29.0%,,,57.6%,53.0%,42.9%,41.3%,42.1%,37.8%,29.0%,22.3%,21.0%,16.6%
SG&A to Sale,16.3%,17.0%,19.2%,19.0%,15.4%,14.5%,14.7%,15.9%,,,15.8%,16.8%,13.1%,14.9%,16.3%,17.6%,15.3%,18.8%,21.4%,21.9%
Depreciation & Amortisation,,,58.4,62.0,61.3,62.8,76.3,90.1,,,18.0,19.8,20.7,21.1,22.5,23.2,23.3,22.6,23.5,23.9
Tax Rate,39.6%,23.2%,20.6%,25.5%,18.6%,17.3%,19.4%,19.3%,,,19.1%,19.3%,19.4%,19.5%,19.2%,18.3%,20.0%,19.7%,19.8%,19.5%
Current Ratio,1.04,1.05,1.12,1.03,1.56,1.64,1.95,2.11,,,1.65,1.93,1.95,2.10,1.65,1.85,2.11,2.18,2.09,2.40
Quick Ratio,0.14,0.17,0.16,0.16,0.24,0.27,0.23,0.24,,,0.13,0.17,0.23,0.21,0.17,0.15,0.24,0.20,0.18,0.21
Days Inventory Outstanding,115.1,122.2,142.0,135.1,109.0,111.3,148.0,171.2,,,157.8,163.6,171.0,191.6,199.7,198.3,191.2,198.2,205.0,194.3
Days Sale Outstanding,13.8,18.7,18.7,21.8,18.4,20.1,18.6,16.5,,,10.7,10.7,18.6,17.1,17.1,12.5,17.3,15.8,13.3,13.5
Days Payable Outstanding,0.00,0.00,45.5,94.3,81.0,81.8,90.8,77.8,,,82.9,67.8,76.1,98.4,86.8,71.4,66.3,77.1,69.5,48.5
Cash Conversion Cycle,128.3,138.7,72.4,51.0,44.3,44.5,70.1,127.6,,,85.1,124.4,88.6,113.3,139.5,149.0,140.5,130.3,171.4,162.3
Debt to Asset Ratio,0.81,0.77,0.66,0.74,0.56,0.48,0.42,0.37,,,0.49,0.41,0.42,0.45,0.49,0.43,0.37,0.36,0.37,0.33
Debt to Equity Ratio,4.36,3.30,1.95,2.84,1.25,0.91,0.71,0.60,,,0.97,0.69,0.71,0.83,0.97,0.77,0.60,0.57,0.60,0.48
Interest Coverage Ratio,5.74,7.37,9.24,13.9,37.4,255.1,444.6,125.9,,,715.7,125.7,560.3,"2,964",126.6,48.1,92.8,237.9,67.4,17.6
Cash and Short Term Investments,82.5,98.3,82.8,76.9,261.8,323.9,206.3,100.4,,,78.4,83.7,206.3,201.6,108.1,104.8,100.4,87.1,63.8,71.6
"Total Receivables, Net",106.7,168.6,162.9,206.1,240.4,308.0,293.9,261.3,,,172.4,177.9,293.9,267.5,270.5,197.0,261.3,224.4,177.7,170.5
Total Inventory,796.4,938.1,879.6,"1,013","1,051","1,251","1,952","1,965",,,"1,953","1,748","1,952","2,172","2,229","2,157","1,965","2,116","1,860","1,716"
Total Current Assets,987.0,"1,217","1,130","1,314","1,559","1,891","2,469","2,335",,,"2,245","2,029","2,469","2,666","2,627","2,467","2,335","2,450","2,113","1,968"
"Property/Plant/Equipment, Total - Net",114.0,143.0,180.0,161.8,161.1,185.8,212.6,238.8,,,189.2,195.6,212.6,222.2,232.4,223.8,238.8,237.5,232.8,219.5
Total Assets,"1,218","1,540","1,553","1,742","2,046","2,447","3,091","3,025",,,"2,803","2,628","3,091","3,307","3,287","3,119","3,025","3,142","2,791","2,623"
Accounts Payable,,,582.8,738.2,794.6,896.6,"1,068",711.8,,,955.3,579.4,"1,068","1,050",862.5,716.7,711.8,876.1,471.1,420.8
Accrued Expenses,,,22.6,30.3,47.3,61.4,62.3,60.7,,,26.4,32.5,62.3,36.8,36.3,43.4,60.7,28.7,31.5,39.7
Debt Due,142.8,236.5,293.8,439.1,36.3,0.42,0.67,224.4,,,245.9,366.7,0.67,0.69,569.6,505.4,224.4,103.0,321.5,238.6
Total Current Liabilities,950.3,"1,156","1,007","1,273","1,002","1,150","1,263","1,106",,,"1,358","1,052","1,263","1,269","1,594","1,330","1,106","1,121","1,011",820.7
Long Term Debt,22.9,17.4,9.38,4.10,118.2,1.14,2.29,1.56,,,0.97,1.40,2.29,2.12,1.94,1.75,1.56,1.37,1.17,0.97
Total Liabilities,990.8,"1,182","1,027","1,288","1,137","1,169","1,287","1,131",,,"1,377","1,072","1,287","1,503","1,618","1,355","1,131","1,146","1,043",853.6
Common Stock,78.8,100.0,31.3,882.2,352.9,352.9,352.9,352.9,,,352.9,352.9,352.9,352.9,352.9,352.9,352.9,352.9,352.9,352.9
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),148.7,258.1,420.9,112.0,568.2,925.1,"1,451","1,542",,,"1,073","1,203","1,451","1,451","1,317","1,411","1,542","1,644","1,397","1,418"
Shareholders' Equity,227.5,358.1,526.5,453.1,909.2,"1,278","1,804","1,894",,,"1,425","1,556","1,804","1,804","1,669","1,764","1,894","1,996","1,749","1,769"
Cash from Operating Activities,,,55.2,169.5,570.0,786.2,242.8,250.7,,,-222.6,-39.1,520.7,9.42,-165.6,80.7,326.3,113.8,-41.2,129.1
Cash from Investing Activities,,,-95.5,-44.7,-96.3,-112.5,-114.8,-120.8,,,224.8,-76.8,-32.9,-14.0,-37.9,-19.5,-49.5,-5.48,-25.9,-11.2
Cash from Financing Activities,,,49.6,-130.7,-288.8,-611.6,-245.5,-235.7,,,-1.70,121.2,-365.1,-0.16,110.0,-64.4,-281.2,-121.6,43.7,-110.0
Net Change in Cash,,,9.33,-5.85,184.9,62.1,-117.6,-105.8,,,0.47,5.29,122.6,-4.70,-93.5,-3.23,-4.39,-13.3,-23.4,7.86
Free Cashflows,,,-37.7,125.1,510.2,713.1,157.0,158.6,,,-238.6,-63.1,486.8,-2.85,-201.3,62.0,300.8,107.0,-65.3,117.5
Free Cashflow per Share,,,-0.011,0.035,0.14,0.20,0.044,0.045,,,-0.068,-0.018,0.14,-0.001,-0.057,0.018,0.085,0.030,-0.019,0.033
