,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,88.5,84.7,87.0,92.5,92.1,107.1,116.5,152.2,,,27.8,28.3,30.7,32.8,38.0,40.2,41.2,42.5,42.2,47.4
Tax Rate,-1.6%,30.0%,19.4%,21.6%,21.3%,16.8%,18.8%,17.8%,,,20.7%,22.5%,23.1%,4.5%,19.8%,17.4%,22.2%,14.4%,22.4%,22.1%
Current Ratio,0.77,0.84,1.05,1.21,1.43,1.35,1.04,0.99,,,1.48,1.02,1.04,1.03,0.95,0.96,0.99,1.10,1.01,1.05
Quick Ratio,0.66,0.66,0.85,0.99,1.17,1.08,0.70,0.72,,,1.10,0.77,0.70,0.76,0.75,0.67,0.72,0.81,0.81,0.84
Days Inventory Outstanding,19.4,22.8,25.9,20.9,20.4,17.9,20.9,15.7,,,16.9,18.8,22.1,25.9,25.0,20.8,16.5,14.2,15.2,15.4
Days Sale Outstanding,137.3,124.9,148.7,118.6,107.9,115.2,127.8,89.2,,,117.0,112.3,127.8,116.4,128.3,117.9,89.2,89.8,85.7,87.3
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,56.5,97.7,,,0.00,0.00,56.5,116.4,104.8,109.5,114.5,102.8,100.1,93.9
Cash Conversion Cycle,152.2,156.0,173.0,131.7,134.6,129.2,31.4,-12.7,,,146.5,133.8,27.9,41.4,26.3,10.6,-1.85,-5.88,2.34,16.7
Debt to Asset Ratio,0.67,0.57,0.48,0.47,0.45,0.43,0.51,0.53,,,0.41,0.44,0.51,0.50,0.54,0.56,0.53,0.51,0.51,0.51
Debt to Equity Ratio,2.04,1.37,0.93,0.89,0.83,0.77,1.08,1.13,,,0.71,0.80,1.08,1.01,1.19,1.27,1.13,1.04,1.03,1.03
Interest Coverage Ratio,,4.92,7.60,16.8,12.6,11.5,12.7,16.6,,,8.78,9.65,17.4,9.40,19.4,19.7,21.4,23.0,26.0,22.3
Cash and Short Term Investments,12.4,17.0,18.7,126.8,177.0,40.9,361.0,399.2,,,103.3,128.8,361.0,274.8,312.6,262.1,399.2,404.0,305.5,328.5
"Total Receivables, Net",590.4,521.0,532.6,613.1,548.5,588.2,648.2,681.7,,,566.9,541.1,648.2,561.3,729.0,803.5,681.7,785.0,777.2,779.3
Total Inventory,79.1,77.9,72.2,99.2,73.3,77.3,92.8,89.6,,,62.1,86.9,92.8,104.0,117.0,102.1,89.6,99.6,111.3,99.4
Total Current Assets,694.4,666.1,655.4,877.5,832.7,737.6,"1,103","1,183",,,766.1,789.9,"1,103",969.2,"1,187","1,228","1,183","1,301","1,198","1,208"
"Property/Plant/Equipment, Total - Net",515.3,512.0,529.6,516.3,594.5,741.1,948.2,"1,457",,,740.6,801.3,948.2,"1,103","1,282","1,442","1,457","1,454","1,503","1,644"
Total Assets,"1,540","1,562","1,485","1,725","1,807","1,884","2,462","2,993",,,"1,904","2,003","2,462","2,482","2,838","3,027","2,993","3,104","3,083","3,246"
Accounts Payable,,,,,,,460.3,674.9,,,,,460.3,424.3,502.4,652.4,674.9,698.0,691.4,590.7
Accrued Expenses,,,30.3,22.4,21.1,3.08,24.2,39.2,,,1.34,1.31,24.2,29.2,22.2,28.3,39.2,48.7,30.1,37.3
Debt Due,484.8,433.8,274.7,189.9,54.7,70.9,331.1,187.7,,,99.6,282.0,331.1,270.2,428.3,223.2,187.7,168.4,188.2,291.7
Total Current Liabilities,900.4,789.2,626.0,722.9,582.2,545.1,"1,063","1,200",,,517.9,772.4,"1,063",940.4,"1,248","1,283","1,200","1,186","1,185","1,149"
Long Term Debt,102.6,71.0,43.4,43.3,188.6,223.8,159.0,335.8,,,222.3,66.2,159.0,249.0,233.3,352.3,335.8,330.8,309.8,426.0
Total Liabilities,"1,030",896.5,710.3,807.7,814.3,815.9,"1,266","1,586",,,783.6,883.3,"1,266","1,233","1,526","1,681","1,586","1,582","1,561","1,643"
Common Stock,215.0,215.0,268.7,291.1,305.7,305.7,305.7,336.2,,,305.7,305.7,305.7,305.7,336.2,336.2,336.2,336.2,369.9,369.9
Additional Paid-In Capital,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,,,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0
Retained Earnings (Accumulated Deficit),125.2,273.2,327.6,448.1,512.5,589.1,708.3,904.1,,,640.5,639.7,708.3,757.0,789.3,820.7,904.1,"1,017",978.9,"1,059"
Shareholders' Equity,504.2,652.2,760.4,903.5,981.0,"1,055","1,172","1,399",,,"1,108","1,107","1,172","1,224","1,287","1,319","1,399","1,515","1,511","1,591"
Cash from Operating Activities,9.22,170.9,278.4,366.4,299.1,138.5,442.7,834.8,,,41.9,112.5,206.4,61.9,195.3,300.0,277.6,75.9,80.7,10.2
Cash from Investing Activities,-50.9,-83.8,-57.1,-190.0,-185.1,-115.3,-275.8,-772.3,,,-0.23,-110.5,-125.6,-225.7,-317.7,11.0,-184.0,-47.1,-55.3,-65.8
Cash from Financing Activities,30.2,-82.5,-219.6,-168.3,-94.0,-28.2,55.6,-104.7,,,3.49,-25.3,101.7,26.7,111.0,-212.7,-85.6,-24.3,-125.1,78.1
Net Change in Cash,-11.5,4.57,1.70,8.27,18.5,-5.55,221.5,-42.3,,,45.0,-23.6,182.2,-135.1,-14.0,99.4,7.35,4.20,-99.1,22.3
Free Cashflows,-37.0,95.8,202.0,268.6,137.1,-109.7,213.2,131.9,,,29.2,30.2,116.4,-111.4,-84.1,164.2,219.0,37.2,5.17,-183.1
Free Cashflow per Share,-0.050,0.13,0.27,0.36,0.19,-0.15,0.29,0.18,,,0.039,0.041,0.16,-0.15,-0.11,0.22,0.30,0.050,0.007,-0.25
