,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,13.2%,12.4%,12.8%,14.0%,13.3%,12.5%,11.9%,11.4%,11.3%,,10.8%,13.9%,10.9%,10.4%,9.8%,14.3%,10.6%,10.8%,10.8%,13.2%
Depreciation & Amortisation,84.9,93.6,102.1,120.9,140.5,148.2,142.2,133.0,121.3,,37.2,28.7,36.3,35.3,34.8,26.6,33.2,32.5,32.4,23.2
Tax Rate,6.5%,5.6%,2.7%,0.4%,0.9%,5.4%,6.6%,4.7%,5.7%,,4.7%,5.7%,5.2%,5.2%,4.5%,3.8%,4.2%,4.8%,4.2%,10.1%
Current Ratio,2.71,1.64,1.47,1.28,1.28,1.55,1.59,1.81,1.86,,1.56,1.59,1.71,1.61,1.58,1.81,2.08,1.86,1.77,1.86
Quick Ratio,0.95,0.86,0.73,0.51,0.45,0.74,0.77,0.99,0.78,,0.79,0.77,0.81,0.84,0.88,0.99,1.13,1.04,0.89,0.78
Days Inventory Outstanding,82.3,76.6,51.5,60.0,44.3,38.8,34.2,33.3,32.1,,33.8,33.0,31.2,28.8,29.4,33.5,34.4,30.8,28.7,28.8
Days Sale Outstanding,37.9,89.8,59.5,65.1,61.1,64.7,68.2,63.2,56.9,,68.1,68.2,62.2,68.0,68.1,63.2,57.7,62.5,59.6,56.9
Days Payable Outstanding,68.1,66.4,60.1,66.7,59.6,63.0,63.4,67.6,67.3,,63.6,64.7,65.5,67.3,68.7,69.6,65.9,62.1,63.4,63.2
Cash Conversion Cycle,81.8,51.7,60.5,72.8,46.7,39.7,32.9,25.5,31.3,,38.6,34.7,31.1,24.1,29.8,27.3,34.5,27.8,27.3,26.5
Debt to Asset Ratio,0.22,0.36,0.36,0.38,0.41,0.40,0.39,0.32,0.30,,0.40,0.39,0.36,0.38,0.37,0.32,0.27,0.30,0.30,0.30
Debt to Equity Ratio,0.27,0.56,0.55,0.60,0.69,0.68,0.65,0.48,0.42,,0.65,0.65,0.57,0.60,0.59,0.48,0.37,0.42,0.43,0.42
Interest Coverage Ratio,157.3,107.3,36.4,9.70,10.1,9.64,13.3,27.8,203.4,,15.6,16.4,13.5,29.0,32.8,54.1,125.9,197.1,237.5,754.2
Cash and Short Term Investments,210.9,141.1,213.1,412.9,648.3,707.4,778.1,497.8,448.3,,682.0,778.1,762.5,685.3,583.0,497.8,438.3,377.4,341.5,448.3
"Total Receivables, Net",238.5,663.2,615.8,492.5,479.5,488.3,549.5,543.8,479.1,,537.8,549.5,510.4,569.1,576.6,543.8,503.9,544.7,517.3,479.1
Total Inventory,514.0,415.2,414.2,319.9,243.0,236.0,211.4,246.3,191.1,,219.4,211.4,202.5,185.3,214.0,246.3,231.4,196.9,202.0,191.1
Total Current Assets,"1,003","1,257","1,250","1,232","1,378","1,440","1,565","1,319","1,157",,"1,461","1,565","1,510","1,478","1,404","1,319","1,211","1,161","1,099","1,157"
"Property/Plant/Equipment, Total - Net",764.5,977.1,"1,137","1,228","1,182","1,104","1,020",975.3,989.0,,"1,040","1,020",998.5,989.7,977.2,975.3,997.2,"1,004",997.9,989.0
Total Assets,"1,956","2,427","2,604","2,701","2,791","2,751","2,782","2,487","2,341",,"2,700","2,782","2,709","2,661","2,579","2,487","2,398","2,356","2,294","2,341"
Accounts Payable,278.6,527.1,441.4,374.4,383.3,394.4,434.6,494.6,423.3,,411.1,434.6,434.1,471.2,462.1,494.6,420.0,443.0,439.4,423.3
Accrued Expenses,29.7,99.8,153.2,109.9,130.6,121.3,131.4,127.1,146.9,,112.4,131.4,77.5,88.2,109.4,127.1,64.1,97.8,126.3,146.9
Debt Due,4.50,62.6,181.8,423.1,504.4,369.0,369.6,53.0,2.35,,369.6,369.6,319.7,319.8,269.4,53.0,36.5,20.2,3.17,2.35
Total Current Liabilities,370.0,767.8,849.5,959.2,"1,074",931.6,981.3,726.9,622.2,,935.0,981.3,883.7,920.7,891.3,726.9,581.1,625.6,620.8,622.2
Long Term Debt,5.87,60.7,23.6,2.29,11.5,122.3,54.5,1.81,0.74,,71.8,54.5,37.4,19.8,2.82,1.81,0.93,1.32,0.96,0.74
Total Liabilities,421.0,868.2,924.7,"1,014","1,141","1,112","1,097",803.4,696.3,,"1,068","1,097",983.2,"1,003",957.3,803.4,650.4,697.3,694.4,696.3
Common Stock,259.8,259.8,259.8,259.8,259.8,259.8,259.8,259.8,259.8,,259.8,259.8,259.8,259.8,259.8,259.8,259.8,259.8,259.8,259.8
Additional Paid-In Capital,464.9,464.9,464.9,464.9,464.9,464.9,464.9,464.9,464.9,,464.9,464.9,464.9,464.9,464.9,464.9,464.9,464.9,464.9,464.9
Retained Earnings (Accumulated Deficit),810.1,834.4,960.6,962.7,925.3,913.9,960.0,959.4,919.6,,907.2,960.0,"1,001",933.5,896.6,959.4,"1,022",933.6,875.0,919.6
Shareholders' Equity,"1,535","1,559","1,679","1,687","1,650","1,639","1,685","1,684","1,644",,"1,632","1,685","1,726","1,658","1,621","1,684","1,747","1,658","1,600","1,644"
Cash from Operating Activities,147.4,138.2,470.0,329.8,382.1,261.2,307.2,393.1,393.0,,100.1,117.5,57.8,101.1,74.5,159.7,-4.53,148.0,110.9,138.6
Cash from Investing Activities,-122.0,-134.1,-268.1,-217.4,-39.3,-233.2,-38.9,-30.3,41.4,,-9.97,-4.69,-7.39,-18.9,-5.69,1.70,-16.9,14.5,44.6,-0.81
Cash from Financing Activities,-209.7,-26.3,-129.9,87.4,-107.4,-169.3,-199.2,-616.5,-313.2,,-82.3,-17.4,-67.4,-160.3,-171.4,-217.4,-17.4,-173.4,-121.3,-1.04
Net Change in Cash,-184.4,-22.3,72.0,199.8,235.4,-141.3,69.1,-253.7,121.2,,7.85,95.5,-17.0,-78.2,-102.6,-56.0,-38.8,-10.9,34.1,136.8
Free Cashflows,22.0,-160.5,183.3,107.2,319.7,217.0,264.0,318.5,266.5,,85.5,113.5,46.3,80.4,62.0,129.9,-45.0,112.4,89.1,110.1
Free Cashflow per Share,0.085,-0.62,0.71,0.41,1.23,0.84,1.02,1.23,1.03,,0.33,0.44,0.18,0.31,0.24,0.50,-0.17,0.43,0.34,0.42
