,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Profit Margin,11.5%,15.4%,14.9%,14.0%,15.5%,16.1%,14.2%,16.6%,,,11.8%,13.9%,15.1%,17.1%,15.9%,17.4%,16.1%,17.1%,12.7%,18.0%
Return on Assets,11.5%,16.1%,13.1%,11.5%,11.4%,11.5%,9.9%,11.1%,,,10.3%,9.8%,9.8%,9.5%,10.2%,11.0%,10.9%,10.7%,10.3%,10.7%
Return on Equity,13.0%,17.7%,15.7%,13.2%,13.5%,13.4%,11.6%,12.7%,,,2.5%,2.8%,3.0%,3.4%,3.1%,3.5%,3.3%,3.3%,2.5%,3.6%
Return on Total Capital,13.0%,17.6%,15.7%,13.2%,13.3%,13.4%,11.6%,12.7%,,,12.7%,11.6%,11.6%,11.2%,12.4%,12.8%,12.7%,12.4%,13.2%,12.8%
SG&A to Sale,6.4%,6.4%,7.3%,7.6%,8.5%,8.3%,7.4%,7.4%,,,9.3%,6.9%,7.0%,6.3%,8.3%,6.3%,8.5%,6.5%,11.0%,6.2%
Depreciation & Amortisation,50.5,59.1,66.4,83.7,97.1,110.3,110.5,107.2,,,27.7,27.6,27.7,27.5,27.9,25.9,25.9,25.4,25.7,25.8
Tax Rate,7.5%,2.3%,6.7%,3.1%,3.0%,4.2%,3.8%,3.7%,,,3.9%,5.0%,3.9%,3.0%,3.1%,3.7%,4.8%,5.6%,17.8%,16.9%
Current Ratio,8.42,8.17,6.21,5.44,7.31,7.56,7.90,8.57,,,7.42,7.37,7.90,8.08,8.24,7.50,8.57,8.56,4.20,6.58
Quick Ratio,4.92,3.98,3.36,2.80,3.14,2.51,2.24,2.38,,,2.51,2.17,2.24,2.09,2.66,2.39,2.38,2.62,1.44,2.32
Days Inventory Outstanding,52.5,44.6,50.2,50.1,52.0,48.5,52.0,57.7,,,51.9,50.8,54.2,58.5,59.6,57.4,54.5,54.5,52.9,52.1
Days Sale Outstanding,60.8,54.0,68.6,63.5,56.4,58.7,58.0,57.2,,,59.3,57.1,58.0,60.0,60.7,66.5,57.2,66.6,68.2,69.2
Days Payable Outstanding,21.8,21.9,30.1,30.5,28.3,22.9,25.1,31.2,,,27.1,26.5,30.5,31.0,29.3,32.1,33.4,30.2,29.9,30.6
Cash Conversion Cycle,88.2,72.8,80.9,85.5,86.7,84.8,78.6,84.1,,,91.3,78.7,80.6,87.9,92.0,84.2,84.7,85.8,90.3,89.4
Debt to Asset Ratio,0.085,0.087,0.11,0.12,0.10,0.092,0.093,0.088,,,0.094,0.096,0.093,0.091,0.088,0.097,0.088,0.091,0.14,0.10
Debt to Equity Ratio,0.10,0.10,0.14,0.14,0.12,0.11,0.11,0.10,,,0.11,0.12,0.11,0.11,0.10,0.12,0.10,0.11,0.17,0.12
Interest Coverage Ratio,252.8,357.3,768.4,438.9,122.7,174.3,401.3,"1,318",,,240.1,422.0,908.9,"1,344","1,091","1,411","1,329","1,501","1,019","1,678"
Cash and Short Term Investments,453.8,599.6,474.2,493.5,576.2,607.0,723.6,872.1,,,577.3,693.2,723.6,784.0,637.2,789.2,872.1,910.7,650.4,607.3
"Total Receivables, Net",286.4,300.1,350.2,334.4,293.7,312.6,317.4,316.6,,,321.8,310.6,317.4,320.9,323.5,359.6,316.6,375.3,386.4,394.5
Total Inventory,190.2,199.5,195.8,218.3,192.9,197.9,253.7,238.3,,,221.9,216.4,253.7,241.8,256.4,226.1,238.3,233.3,225.4,225.6
Total Current Assets,969.5,"1,154","1,036","1,084","1,102","1,139","1,305","1,432",,,"1,139","1,236","1,305","1,353","1,225","1,386","1,432","1,536","1,285","1,241"
"Property/Plant/Equipment, Total - Net",693.1,728.4,887.9,"1,059","1,114","1,087","1,015",992.0,,,"1,060","1,035","1,015","1,004",978.3,954.7,992.0,970.4,962.2,963.1
Total Assets,"1,787","2,086","2,172","2,508","2,651","2,798","2,922","3,126",,,"2,751","2,846","2,922","3,012","2,880","3,026","3,126","3,259","3,132","3,128"
Accounts Payable,83.9,107.5,129.9,122.2,101.3,83.2,134.4,131.6,,,98.5,130.1,134.4,128.1,117.0,152.6,131.6,130.3,129.4,135.0
Accrued Expenses,16.0,21.4,15.6,15.9,22.1,20.9,17.1,14.8,,,22.4,26.4,17.1,21.6,19.6,23.5,14.8,20.2,20.9,24.6
Debt Due,2.00,0.15,0.023,45.1,15.1,30.6,0.00,6.00,,,19.9,0.51,0.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00
Total Current Liabilities,115.1,141.2,166.8,199.2,150.7,150.7,165.1,167.2,,,153.6,167.8,165.1,167.5,148.6,184.8,167.2,179.5,306.1,188.5
Long Term Debt,10.0,10.0,6.00,6.00,27.4,6.00,6.00,,,,6.00,6.00,6.00,6.00,6.00,6.00,,,6.00,6.00
Total Liabilities,152.6,182.0,240.0,292.2,269.5,257.5,271.9,275.3,,,257.7,274.6,271.9,273.6,254.5,294.4,275.3,296.3,434.2,319.1
Common Stock,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,,,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Additional Paid-In Capital,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,,,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0
Retained Earnings (Accumulated Deficit),911.0,"1,133","1,183","1,392","1,536","1,679","1,783","1,939",,,"1,642","1,709","1,783","1,869","1,764","1,852","1,939","2,029","1,753","1,846"
Shareholders' Equity,"1,514","1,756","1,771","2,032","2,183","2,337","2,445","2,645",,,"2,293","2,368","2,445","2,531","2,427","2,530","2,645","2,747","2,485","2,591"
Cash from Operating Activities,240.8,398.6,305.2,321.1,440.3,372.1,358.6,425.4,,,76.1,162.2,28.8,117.8,56.8,137.9,113.0,65.7,77.0,113.0
Cash from Investing Activities,-183.5,-227.0,-91.2,-296.2,-280.7,-226.5,-93.3,-237.3,,,101.7,-88.6,-37.7,-142.8,107.9,-129.8,-72.6,-87.9,123.5,4.90
Cash from Financing Activities,-75.5,-107.9,-235.5,-26.3,-175.3,-177.3,-220.3,-191.8,,,-185.0,-38.3,22.3,-1.79,-190.0,0.00,0.00,-1.74,-216.0,-127.5
Net Change in Cash,-18.2,63.7,-21.6,-1.41,-15.7,-31.7,45.0,-3.68,,,-7.15,35.3,13.4,-26.8,-25.3,8.06,40.4,-24.0,-15.5,-9.63
Free Cashflows,141.7,287.6,115.8,134.8,226.1,241.7,325.3,388.1,,,70.0,157.5,24.2,105.6,51.2,130.9,100.4,55.4,21.9,93.5
Free Cashflow per Share,0.94,1.92,0.78,0.90,1.51,1.61,2.17,2.59,,,0.47,1.05,0.16,0.70,0.34,0.87,0.67,0.37,0.15,0.62
