,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Quick Ratio,0.54,1.00,0.64,0.55,0.72,0.57,0.73,0.92,,,0.70,0.73,0.73,0.94,0.93,0.78,0.92,1.45,1.79,2.06
Days Inventory Outstanding,31.0,29.5,28.5,30.1,34.0,39.0,41.7,40.1,,,43.3,44.4,44.8,42.1,38.9,39.7,38.8,39.2,43.6,45.0
Days Sale Outstanding,33.7,38.6,32.0,26.1,27.6,28.6,28.0,34.4,,,36.8,38.1,28.0,44.5,41.5,38.9,34.4,41.5,35.1,37.1
Days Payable Outstanding,20.1,16.1,20.1,18.8,13.8,15.5,18.4,21.2,,,26.8,27.3,24.4,22.6,24.5,26.1,25.0,24.7,26.0,25.1
Cash Conversion Cycle,51.7,40.3,39.7,46.3,52.0,51.5,47.6,46.3,,,51.4,51.9,56.9,52.8,56.7,52.5,50.6,50.0,56.1,55.8
Debt to Asset Ratio,0.19,0.15,0.17,0.14,0.10,0.12,0.11,0.11,,,0.13,0.14,0.11,0.13,0.13,0.14,0.11,0.14,0.14,0.13
Debt to Equity Ratio,0.23,0.18,0.21,0.16,0.11,0.14,0.13,0.13,,,0.15,0.16,0.13,0.16,0.15,0.17,0.13,0.16,0.16,0.15
Interest Coverage Ratio,13.6,140.4,32.5,29.3,,,,,,,,,,,,,,,,
Cash and Short Term Investments,199.3,50.2,83.0,105.1,21.2,17.8,123.0,346.4,,,43.8,117.3,123.0,166.3,207.1,289.7,346.4,433.8,499.8,573.9
"Total Receivables, Net",141.5,228.2,199.3,150.9,130.2,114.9,130.7,181.1,,,154.6,174.1,130.7,214.9,204.6,190.0,181.1,227.8,195.8,212.1
Total Inventory,95.6,143.4,136.2,154.2,136.4,163.0,188.1,173.3,,,182.2,186.4,188.1,168.2,169.0,175.9,173.3,187.1,210.9,201.8
Total Current Assets,441.6,443.5,425.9,417.7,295.7,303.6,448.5,704.8,,,380.6,477.8,448.5,549.5,580.7,655.6,704.8,848.7,906.5,987.8
"Property/Plant/Equipment, Total - Net","1,347","1,739","1,944","1,888","1,836","1,695","1,536","1,359",,,"1,611","1,573","1,536","1,493","1,455","1,400","1,359","1,317","1,282","1,243"
Total Assets,"1,866","2,219","2,402","2,335","2,171","2,034","2,022","2,087",,,"2,034","2,084","2,022","2,076","2,072","2,088","2,087","2,190","2,217","2,263"
Accounts Payable,47.4,83.0,113.5,67.9,50.2,69.1,85.9,105.3,,,108.9,118.2,85.9,105.9,106.8,119.7,105.3,121.4,116.2,114.3
Accrued Expenses,46.6,21.0,32.9,36.2,38.8,37.1,48.5,42.0,,,9.43,9.87,48.5,14.0,7.90,10.9,42.0,10.1,12.4,8.70
Debt Due,116.7,0.16,41.4,62.0,26.7,40.0,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,261.3,229.2,310.1,275.1,181.6,202.8,179.8,195.7,,,221.5,239.6,179.8,229.6,221.1,245.0,195.7,260.9,248.5,248.3
Long Term Debt,74.7,95.0,88.7,26.7,,,,,,,,,,,,,,,,
Total Liabilities,353.0,340.4,417.8,322.5,219.6,245.8,228.3,235.5,,,267.5,287.1,228.3,279.7,273.1,298.6,235.5,302.4,302.6,303.6
Common Stock,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,,,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Additional Paid-In Capital,653.8,653.8,653.8,653.8,653.8,653.8,653.8,653.8,,,653.8,653.8,653.8,653.8,653.8,653.8,653.8,653.8,653.8,653.8
Retained Earnings (Accumulated Deficit),459.4,825.5,930.8,959.1,897.9,734.1,739.6,797.6,,,713.1,743.5,739.6,742.6,745.2,735.5,797.6,833.9,860.6,905.2
Shareholders' Equity,"1,513","1,879","1,985","2,013","1,952","1,788","1,793","1,851",,,"1,767","1,797","1,793","1,796","1,799","1,789","1,851","1,888","1,914","1,959"
Cash from Operating Activities,307.1,494.9,497.0,306.0,184.4,99.0,178.0,267.9,,,29.5,75.3,12.5,51.2,58.6,88.9,69.2,92.5,93.0,79.6
Cash from Investing Activities,-58.2,-512.4,-359.8,-137.4,-147.8,-58.7,-32.6,-32.5,,,-16.5,-1.78,-6.81,-6.80,-6.94,-5.78,-12.9,-155.1,-103.1,-55.5
Cash from Financing Activities,-149.3,-131.6,-104.3,-146.4,-120.5,-43.7,-40.2,-12.0,,,-0.001,0.00,0.000,,-12.0,0.00,0.00,,-24.0,0.00
Net Change in Cash,99.6,-149.1,32.8,22.1,-83.9,-3.44,105.2,223.4,,,13.0,73.5,5.68,43.3,40.7,82.6,56.8,-62.6,-34.1,24.1
Free Cashflows,252.2,-11.2,135.9,166.9,37.1,41.4,145.1,236.5,,,13.1,73.2,5.54,44.7,51.6,83.6,56.6,87.3,90.0,74.2
Free Cashflow per Share,0.63,-0.028,0.34,0.42,0.093,0.10,0.36,0.59,,,0.033,0.18,0.014,0.11,0.13,0.21,0.14,0.22,0.23,0.19
