,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,,12.4%,10.2%,21.5%,10.0%,9.9%,11.0%,11.6%,,,13.1%,13.1%,11.0%,10.2%,11.3%,11.3%,11.6%,10.2%,8.6%,7.9%
SG&A to Sale,,14.2%,21.0%,14.6%,15.6%,16.9%,15.5%,13.5%,,,13.2%,14.4%,18.3%,15.3%,14.0%,12.2%,13.2%,13.1%,14.5%,11.4%
Depreciation & Amortisation,,,11.4,10.6,13.2,23.9,27.9,31.7,,,7.11,6.92,6.88,7.07,7.08,7.39,10.2,9.90,10.1,10.8
Tax Rate,,26.1%,23.1%,20.8%,16.6%,16.7%,17.8%,18.7%,,,20.5%,13.5%,17.6%,18.6%,18.1%,15.7%,25.2%,31.7%,30.8%,27.8%
Current Ratio,,1.47,2.55,3.75,7.03,3.55,3.99,2.24,,,3.42,3.49,3.99,2.97,2.50,2.59,2.24,2.40,2.10,1.94
Quick Ratio,,0.94,1.74,2.11,5.40,2.21,2.40,1.48,,,2.32,2.10,2.40,1.88,1.82,1.84,1.48,1.73,1.48,1.36
Days Inventory Outstanding,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,50.1,52.6,48.4,57.5,88.0,69.8,83.7,,,81.7,72.4,69.8,80.5,87.8,84.0,83.7,78.9,76.7,84.8
Days Payable Outstanding,,95.0,68.8,24.8,24.5,28.4,31.9,47.0,,,32.7,35.3,36.3,44.5,60.0,64.3,63.8,58.7,53.6,61.0
Cash Conversion Cycle,,-44.4,24.6,26.3,27.6,24.1,32.7,0.31,,,43.7,37.7,36.4,18.2,15.7,16.3,11.6,26.7,18.6,12.1
Debt to Asset Ratio,,0.58,0.34,0.22,0.14,0.19,0.18,0.33,,,0.20,0.20,0.18,0.24,0.29,0.28,0.33,0.33,0.38,0.41
Debt to Equity Ratio,,1.53,0.52,0.29,0.16,0.26,0.25,0.56,,,0.28,0.28,0.25,0.34,0.44,0.44,0.56,0.55,0.69,0.77
Interest Coverage Ratio,,86.9,63.4,45.6,54.6,132.6,711.7,29.7,,,703.9,"1,020","1,574","1,593","21,801",28.4,8.79,6.81,17.2,17.7
Cash and Short Term Investments,,130.4,98.7,122.0,391.9,263.4,301.4,309.2,,,207.7,279.1,301.4,313.5,271.3,310.6,309.2,302.9,254.3,282.2
"Total Receivables, Net",,87.4,95.3,89.7,108.5,249.5,268.3,424.0,,,300.1,277.9,268.3,321.9,369.9,381.5,424.0,420.8,432.1,501.3
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,232.4,212.7,232.7,528.3,545.5,607.9,795.8,,,560.6,610.6,607.9,681.6,697.1,743.7,795.8,800.3,764.3,857.7
"Property/Plant/Equipment, Total - Net",,55.1,77.5,123.7,159.8,150.7,143.3,223.5,,,149.5,145.7,143.3,139.7,135.7,139.8,223.5,223.8,223.6,234.4
Total Assets,,289.3,293.0,358.5,695.6,"1,067","1,104","1,420",,,"1,067","1,111","1,104","1,184","1,206","1,254","1,420","1,424","1,384","1,484"
Accounts Payable,,136.7,34.7,32.7,35.4,83.0,101.0,273.6,,,92.3,108.9,101.0,170.6,215.3,235.0,273.6,227.6,267.6,331.9
Accrued Expenses,,4.44,5.45,,,0.021,,,,,,,,,0.036,0.032,,,,
Debt Due,,3.49,6.72,11.4,14.5,7.15,0.77,4.03,,,3.21,1.98,0.77,0.027,0.026,0.019,4.03,9.25,18.3,30.4
Total Current Liabilities,,158.3,83.4,62.1,75.1,153.8,152.5,355.8,,,164.1,175.2,152.5,229.6,279.2,287.5,355.8,333.1,363.8,443.1
Long Term Debt,,7.77,12.4,12.2,7.94,0.77,0.014,7.44,,,0.021,0.019,0.014,0.007,,,7.44,31.1,48.1,53.2
Total Liabilities,,168.9,100.0,80.3,94.8,204.9,204.1,462.6,,,215.0,226.4,204.1,281.6,345.2,354.5,462.6,464.8,522.6,605.6
Common Stock,,15.0,180.0,208.0,300.0,325.9,325.9,325.9,,,326.0,326.0,325.9,326.0,326.0,326.0,325.9,326.0,326.0,326.0
Additional Paid-In Capital,,,,,228.4,347.8,347.8,347.8,,,347.8,347.8,347.8,347.8,347.8,347.8,347.8,347.8,347.8,347.8
Retained Earnings (Accumulated Deficit),,94.2,3.29,59.7,61.4,96.9,134.4,148.7,,,94.5,122.5,134.4,149.3,100.7,131.5,148.7,160.3,85.0,112.6
Shareholders' Equity,,110.2,193.0,278.2,600.8,777.2,814.7,823.8,,,774.9,802.8,814.7,826.2,778.9,808.0,823.8,847.6,757.9,782.1
Cash from Operating Activities,,,116.2,52.3,54.7,70.9,116.4,167.6,,,0.78,79.0,32.0,28.2,34.8,52.0,52.5,-31.7,30.7,27.8
Cash from Investing Activities,,,-768.3,-26.0,-288.3,67.8,-7.89,-95.8,,,5.42,-8.29,-10.5,-17.1,-29.0,-17.3,-32.4,-63.1,49.0,-14.1
Cash from Financing Activities,,,415.0,6.11,247.2,-57.3,-77.3,-64.8,,,-54.5,-7.21,-7.26,-7.40,-78.2,-4.35,25.2,21.7,-53.5,12.9
Net Change in Cash,,,-237.1,32.3,13.6,79.1,30.2,4.55,,,-47.9,63.1,13.9,0.18,-71.1,29.4,46.1,-61.6,0.29,32.3
Free Cashflows,,,84.5,14.1,19.2,61.4,107.3,85.2,,,-1.19,78.7,30.4,27.8,34.6,43.4,-20.6,-40.1,21.8,8.85
Free Cashflow per Share,,,0.14,0.024,0.032,0.094,0.16,0.13,,,-0.002,0.12,0.047,0.043,0.053,0.067,-0.032,-0.061,0.034,0.014
