,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,458.5,141.1,143.5,147.2,121.2,142.9,277.8,474.8,,,105.3,70.8,64.7,126.9,128.4,138.8,80.7,68.2,31.5,405.8
Gross Profit Margin,70.0%,100.0%,100.0%,100.0%,100.0%,100.0%,78.5%,89.8%,,,100.0%,78.7%,65.9%,85.0%,86.9%,84.0%,100.8%,105.9%,90.7%,94.3%
Operating Margin,54.2%,54.8%,54.6%,55.1%,51.3%,59.4%,37.1%,23.9%,,,75.9%,34.0%,19.0%,32.7%,29.5%,24.2%,13.6%,10.5%,4.3%,50.0%
Net Profit Margin,58.5%,37.6%,39.2%,36.2%,42.1%,54.0%,40.2%,21.4%,,,58.5%,33.3%,31.5%,32.7%,24.3%,23.2%,11.7%,7.8%,3.2%,42.5%
Return on Assets,4.8%,1.6%,1.8%,1.9%,2.0%,2.4%,2.8%,2.4%,,,3.3%,3.1%,2.5%,2.5%,2.2%,2.3%,2.0%,1.6%,1.2%,2.2%
Return on Equity,18.8%,5.0%,5.4%,5.0%,5.0%,6.2%,10.9%,15.0%,,,3.9%,2.6%,3.3%,4.8%,3.9%,4.5%,2.7%,2.0%,0.2%,3.6%
Return on Total Capital,18.8%,5.0%,5.4%,5.0%,5.0%,6.2%,5.1%,3.6%,,,8.9%,9.8%,5.1%,4.6%,3.5%,3.6%,3.6%,2.9%,2.4%,4.2%
SG&A to Sale,7.2%,24.9%,25.4%,25.6%,29.4%,29.2%,20.1%,10.4%,,,14.8%,25.4%,17.8%,12.7%,11.3%,8.8%,9.6%,8.5%,14.0%,14.8%
Depreciation & Amortisation,0.43,0.54,0.61,0.76,1.19,1.32,1.37,5.92,,,0.33,0.42,0.31,0.84,1.69,1.97,1.41,3.67,3.50,4.52
Tax Rate,26.9%,31.4%,28.2%,34.4%,17.9%,9.1%,15.1%,19.5%,,,22.9%,22.9%,-9.0%,14.8%,28.4%,19.4%,12.9%,20.9%,31.6%,19.8%
Current Ratio,0.020,0.015,0.010,0.011,0.009,0.006,0.13,0.16,,,0.052,0.10,0.13,0.13,0.16,0.17,0.16,0.15,0.11,0.095
Quick Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.016,,,0.00,0.00,0.016,0.030,0.024,0.031,0.016,0.022,0.026,0.035
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,,,,0.00,0.00,51.1,27.6,,,0.00,,51.1,67.9,39.5,48.0,27.6,33.8,41.8,47.3
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,21.5,0.00,0.00,0.00,0.00,0.00,25.5,23.5,,,0.00,0.00,25.5,51.7,46.5,39.6,34.8,29.3,36.2,42.7
Debt to Asset Ratio,0.69,0.68,0.66,0.58,0.63,0.63,0.81,0.87,,,0.65,0.71,0.81,0.83,0.85,0.86,0.87,0.87,0.60,0.58
Debt to Equity Ratio,2.25,2.10,1.93,1.38,1.67,1.70,4.25,6.82,,,1.82,2.48,4.25,5.00,5.69,6.30,6.82,6.92,1.50,1.36
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,0.020,0.020,0.020,0.020,0.020,0.020,747.0,"1,154",,,173.7,508.2,747.0,600.7,773.5,935.7,"1,154","1,031",724.3,436.1
"Total Receivables, Net",,,,,0.00,0.00,104.2,148.5,,,0.00,,104.2,199.1,147.4,226.2,148.5,203.5,277.6,344.5
Total Inventory,45.5,21.0,0.000,0.000,0.000,0.000,5.68,92.0,,,0.000,0.000,5.68,22.7,42.9,69.3,92.0,86.9,106.4,137.5
Total Current Assets,80.4,59.0,35.1,27.8,30.7,21.6,865.2,"1,404",,,192.7,515.5,865.2,828.0,977.2,"1,236","1,404","1,325","1,125",921.6
"Property/Plant/Equipment, Total - Net",3.54,4.85,4.39,10.3,12.8,10.9,17.3,152.9,,,11.2,13.4,17.3,19.2,142.4,152.6,152.9,152.0,154.2,148.3
Total Assets,"5,987","5,968","5,559","4,623","5,316","5,593","11,294","19,677",,,"5,865","7,214","11,294","13,531","15,652","17,867","19,677","20,361","21,385","20,894"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,,,,,,392.0,"1,128",,,,200.2,392.0,678.7,642.9,"1,120","1,128","1,804","2,456","2,867"
Debt Due,"2,119",202.9,13.7,7.37,6.80,6.41,6.00,506.0,,,6.41,6.41,6.00,0.00,6.00,0.00,506.0,6.00,506.0,6.00
Total Current Liabilities,"4,102","3,951","3,581","2,580","3,237","3,405","6,528","9,009",,,"3,706","4,986","6,528","6,601","6,195","7,211","9,009","9,047","10,640","9,709"
Long Term Debt,,,,,,,"2,500","8,000",,,,,"2,500","4,506","7,000","8,006","8,000","8,500","2,000","2,000"
Total Liabilities,"4,142","4,043","3,660","2,682","3,327","3,518","9,144","17,160",,,"3,784","5,142","9,144","11,275","13,313","15,419","17,160","17,791","12,842","12,029"
Common Stock,"1,000","1,000","1,000","1,000","1,000","1,000","1,050","1,102",,,"1,050","1,050","1,050","1,050","1,102","1,102","1,102","1,102","2,756","2,756"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,"4,300","4,300"
Retained Earnings (Accumulated Deficit),736.1,756.2,798.8,824.2,854.1,909.2,"1,094","1,412",,,963.6,"1,018","1,094","1,201","1,233","1,343","1,412","1,463","1,485","1,806"
Shareholders' Equity,"1,845","1,926","1,899","1,941","1,988","2,075","2,150","2,517",,,"2,081","2,072","2,150","2,257","2,339","2,448","2,517","2,570","8,543","8,865"
Cash from Operating Activities,"2,067","-1,430",-176.4,401.4,-700.1,-358.8,"-6,711","-6,802",,,"-1,257","-1,971","-3,604","-2,000","-1,719","-1,570","-1,513",-83.7,-620.1,962.5
Cash from Investing Activities,-638.1,-263.8,436.7,611.0,195.6,196.9,"2,108",8.38,,,827.4,"1,165",54.7,-0.61,-122.8,84.2,47.6,-2.16,-5.41,15.8
Cash from Financing Activities,"-2,016","1,770",-222.1,"-1,041",562.3,133.0,"5,180","7,200",,,440.0,"1,140","3,788","1,854","2,014","1,648","1,683",-36.7,318.8,"-1,267"
Net Change in Cash,-586.7,76.5,38.2,-28.6,57.8,-28.9,576.7,406.7,,,10.7,334.5,238.8,-146.4,172.9,162.2,218.0,-122.6,-306.8,-288.2
Free Cashflows,"2,065","-1,431",-176.7,394.7,-704.5,-359.9,"-6,720","-6,939",,,"-1,258","-1,974","-3,608","-2,003","-1,843","-1,578","-1,515",-86.3,-626.1,960.9
Free Cashflow per Share,9.37,-6.49,-0.80,1.79,-3.20,-1.63,-30.5,-31.5,,,-5.70,-8.95,-16.4,-9.08,-8.36,-7.16,-6.87,-0.39,-1.14,1.74
