,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Asset Ratio,0.34,0.48,0.57,0.59,0.56,0.47,0.55,0.57,,,0.57,0.58,0.55,0.59,0.57,0.56,0.57,0.59,0.58,0.59
Debt to Equity Ratio,0.51,0.93,1.34,1.42,1.30,0.89,1.26,1.42,,,1.34,1.39,1.26,1.43,1.32,1.29,1.42,1.53,1.50,1.56
Interest Coverage Ratio,22.3,9.72,7.72,12.3,5.69,11.1,18.5,14.0,,,16.1,13.9,35.7,13.8,15.0,11.9,15.2,5.53,8.11,6.02
Cash and Short Term Investments,265.0,317.4,372.2,567.8,250.4,297.0,851.6,744.1,,,"1,003","1,141",851.6,"1,570",467.2,739.4,744.1,789.7,720.4,625.3
"Total Receivables, Net",31.4,7.54,7.96,60.4,44.0,62.5,262.1,748.0,,,93.4,129.7,262.1,"1,095","1,385",637.4,748.0,"1,551",864.6,"1,163"
Total Inventory,"1,615","1,849","2,283","2,578","3,972","4,726","6,372","7,877",,,"5,972","6,092","6,372","5,747","6,610","6,513","7,877","7,644","7,871","7,918"
Total Current Assets,"1,915","2,232","2,775","3,371","4,393","5,312","7,970","10,098",,,"7,251","7,556","7,970","8,856","8,660","8,528","10,098","10,501","9,676","10,017"
"Property/Plant/Equipment, Total - Net",191.0,944.5,709.8,802.8,850.4,875.5,935.7,"1,019",,,888.2,905.8,935.7,941.2,"1,012","1,009","1,019","1,024","1,014","1,001"
Total Assets,"2,978","4,298","5,641","6,709","8,136","7,633","10,732","13,751",,,"9,830","10,262","10,732","11,929","11,921","11,859","13,751","14,816","14,380","14,770"
Accounts Payable,,43.9,177.0,128.1,124.7,170.6,632.4,515.5,,,190.1,640.6,632.4,,,,515.5,,,
Accrued Expenses,,,,,,70.2,96.0,93.2,,,340.0,66.8,96.0,,,,93.2,,,
Debt Due,682.0,"1,154","2,372","3,338","2,025","2,200","2,148","2,719",,,"3,457","2,235","2,148","1,739","1,494","2,750","2,719","4,475","4,045","2,431"
Total Current Liabilities,894.9,"1,358","2,776","3,722","2,514","2,721","3,485","3,915",,,"4,145","3,479","3,485","3,015","2,787","4,116","3,915","5,746","5,423","3,805"
Long Term Debt,99.2,663.1,400.6,157.1,"2,030",807.0,"2,405","3,755",,,"1,406","2,405","2,405","3,904","3,904","2,457","3,755","2,833","2,824","4,818"
Total Liabilities,"1,004","2,062","3,226","3,933","4,595","3,585","5,954","7,805",,,"5,616","5,953","5,954","6,984","6,756","6,643","7,805","8,703","8,378","8,753"
Common Stock,675.0,714.7,714.7,765.9,"1,139","1,142","1,214","1,421",,,"1,214","1,214","1,214","1,214","1,417","1,421","1,421","1,421","1,421","1,424"
Additional Paid-In Capital,160.2,218.9,218.9,219.1,508.8,522.2,526.1,539.9,,,523.2,526.1,526.1,526.2,527.1,538.8,539.9,539.9,539.9,552.2
Retained Earnings (Accumulated Deficit),"1,133","1,227","1,403","1,711","1,808","2,292","2,908","3,477",,,"2,375","2,466","2,908","3,079","3,088","3,118","3,477","3,666","3,557","3,558"
Shareholders' Equity,"1,966","2,227","2,404","2,763","3,523","4,033","4,725","5,510",,,"4,188","4,283","4,725","4,897","5,104","5,150","5,510","5,699","5,590","5,606"
Cash from Operating Activities,621.7,344.9,-51.7,-117.3,-402.3,"1,733",119.2,"-1,206",,,121.4,608.2,-85.3,-381.1,-208.1,400.9,"-1,018",894.4,587.0,156.2
Cash from Investing Activities,-66.8,-326.1,-545.6,-29.4,-440.0,-119.3,-509.2,-325.2,,,-857.5,-28.1,480.0,12.9,-527.1,296.3,-107.3,"-1,592",185.7,-670.6
Cash from Financing Activities,-578.8,34.4,652.1,162.0,705.1,"-1,593",966.8,"1,424",,,807.5,-337.4,-121.3,"1,042",-323.1,-425.0,"1,130",746.1,-734.9,422.3
Net Change in Cash,-23.8,53.1,54.8,15.3,-137.1,20.2,576.8,-107.7,,,71.3,242.7,273.4,673.8,"-1,058",272.2,4.70,45.6,-69.3,-92.1
Free Cashflows,557.5,80.3,-149.0,-244.5,-503.7,"1,659",14.2,"-1,358",,,103.2,579.8,-128.0,-404.7,-301.0,396.8,"-1,049",887.5,577.9,142.2
Free Cashflow per Share,0.51,0.074,-0.14,-0.23,-0.36,1.17,0.010,-0.96,,,0.073,0.41,-0.090,-0.29,-0.21,0.28,-0.74,0.62,0.41,0.100
