,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,,,,,117.8,133.4,124.9,140.0,,,,,128.1,128.2,60.6,133.4,139.9,133.6,118.3,114.9
Debt to Asset Ratio,,,,,0.49,0.48,0.77,0.65,,,,,0.77,,0.77,0.79,0.65,0.63,0.63,0.63
Debt to Equity Ratio,,,,,1.00,0.96,3.70,2.00,,,,,3.70,,3.73,4.25,2.00,1.82,1.82,1.85
Interest Coverage Ratio,,,,,6.15,8.06,2.55,4.43,,,2.33,2.62,2.47,5.65,3.52,3.52,5.10,4.95,3.55,3.46
Cash and Short Term Investments,,,,,122.4,115.7,104.0,144.9,,,,,104.0,,133.4,140.8,144.9,100.2,118.0,175.8
"Total Receivables, Net",,,,,"1,686","1,525","1,640","1,439",,,,,"1,640",,"1,126","1,082","1,439","1,454","1,225","1,223"
Total Inventory,,,,,"1,500","1,888","1,993","2,110",,,,,"1,993",,"2,083","2,452","2,110","1,908","1,829","2,072"
Total Current Assets,,,,,"3,348","3,576","3,787","3,770",,,,,"3,787",,"3,479","3,791","3,770","3,534","3,249","3,536"
"Property/Plant/Equipment, Total - Net",,,,,"10,238","9,276","8,999","10,851",,,,,"8,999",,"10,474","10,786","10,851","10,703","10,572","10,368"
Total Assets,,,,,"13,692","13,113","12,971","14,729",,,,,"12,971",,"14,273","14,676","14,729","14,354","13,952","14,160"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,,,,121.9,138.6,97.9,154.4,,,,,97.9,,179.3,220.2,154.4,215.9,164.8,225.4
Debt Due,,,,,"3,629","3,809","6,496","6,021",,,,,"6,496",,"7,750","7,677","6,021","5,717","5,613","3,964"
Total Current Liabilities,,,,,"4,593","4,884","7,686","7,137",,,,,"7,686",,"8,910","8,900","7,137","6,822","6,739","4,984"
Long Term Debt,,,,,"1,524",637.5,"1,754","1,965",,,,,"1,754",,"1,573","2,209","1,965","1,720","1,476","3,413"
Total Liabilities,,,,,"6,690","6,233","9,936","9,571",,,,,"9,936",,"10,979","11,594","9,571","9,028","8,782","8,968"
Common Stock,,,,,"6,664","6,523","2,500","3,472",,,,,"2,500",,"2,500","2,500","3,472","3,472","3,472","3,472"
Additional Paid-In Capital,,,,,,,,979.4,,,,,,,,,979.4,979.4,979.4,979.4
Retained Earnings (Accumulated Deficit),,,,,,-0.013,178.5,333.0,,,,,178.5,,435.7,219.8,333.0,495.4,375.0,392.6
Shareholders' Equity,,,,,"6,664","6,523","2,688","4,794",,,,,"2,688",,"2,945","2,729","4,794","4,956","4,836","4,854"
Cash from Operating Activities,,,,,"3,317","2,175","1,266","1,725",,,37.2,895.3,296.4,599.0,492.9,231.4,402.2,735.4,829.6,88.3
Cash from Investing Activities,,,,,-719.9,-832.4,"-1,805","-1,986",,,-588.0,-330.2,-298.6,-517.4,-693.7,-374.8,-399.9,-231.8,-257.2,-255.8
Cash from Financing Activities,,,,,"-1,896","-1,285",-542.1,301.3,,,22.5,-543.7,-43.2,-72.7,221.4,150.8,1.88,-548.3,-554.6,225.3
Net Change in Cash,,,,,95.6,-6.71,-11.7,40.9,,,6.17,21.4,-45.4,8.91,20.5,7.34,4.14,-44.7,17.8,57.8
Free Cashflows,,,,,"2,586","1,348",84.9,-349.4,,,-204.4,532.7,-39.0,68.5,-217.7,-181.8,-18.4,507.8,566.3,-38.1
Free Cashflow per Share,,,,,3.72,1.94,0.12,-0.50,,,,,-0.056,,-0.31,-0.26,-0.026,0.73,0.82,-0.055
