,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Equity Ratio,0.86,1.03,1.37,0.79,0.53,0.69,0.83,0.80,,,0.75,0.70,0.83,0.64,0.68,0.74,0.80,0.76,0.73,0.74
Interest Coverage Ratio,10.5,10.6,,6.55,1.85,,,,,,,0.27,,,,1.01,,,,
Cash and Short Term Investments,252.8,45.2,7.44,13.9,14.8,43.9,468.5,349.7,,,577.6,61.3,468.5,16.5,28.2,120.4,349.7,97.1,28.2,44.3
"Total Receivables, Net",35.4,9.12,10.5,11.2,30.4,24.6,54.6,960.9,,,40.4,49.1,54.6,465.1,459.7,475.2,960.9,866.7,"1,020",792.5
Total Inventory,"2,489","3,793","5,117","5,699","8,274","7,014","4,195","2,227",,,"6,509","6,354","4,195","2,933","2,822","2,356","2,227","1,926","1,918","1,835"
Total Current Assets,"2,803","4,087","5,270","6,591","8,775","7,564","5,190","3,884",,,"7,594","6,931","5,190","3,897","3,688","3,266","3,884","3,275","3,341","3,051"
"Property/Plant/Equipment, Total - Net",306.3,475.3,877.4,"1,056","1,936","3,322","3,643","5,258",,,"3,405","3,426","3,643","3,747","3,954","4,693","5,258","4,577","4,519","4,562"
Total Assets,"3,122","4,727","6,321","7,859","11,502","12,345","12,854","12,853",,,"12,637","12,194","12,854","11,902","11,950","12,435","12,853","12,244","12,077","11,787"
Accounts Payable,20.3,247.1,321.4,297.7,132.8,85.5,104.1,88.9,,,102.7,104.4,104.1,100.5,102.6,103.3,88.9,95.4,107.5,117.1
Accrued Expenses,18.1,21.2,40.3,79.0,76.6,170.6,144.2,163.8,,,139.2,157.2,144.2,,142.5,168.2,163.8,267.6,236.4,156.6
Debt Due,368.1,"1,112","1,474","2,359","1,223","2,257","2,735","2,849",,,"3,176","2,713","2,735","2,351","2,647","3,009","2,849","1,797","1,629","1,321"
Total Current Liabilities,510.4,"1,619","2,194","3,257","1,943","3,073","3,529","4,083",,,"3,785","3,334","3,529","3,143","3,544","4,011","4,083","3,772","3,908","3,608"
Long Term Debt,930.0,779.4,"1,400",112.9,"1,963","1,894","2,152",540.9,,,"1,551","1,601","2,152","1,303",948.3,562.3,540.9,"1,034","1,149","1,348"
Total Liabilities,"1,441","2,398","3,594","3,396","3,943","4,986","5,754","5,650",,,"5,344","4,943","5,754","4,607","4,767","5,238","5,650","5,242","5,069","4,968"
Common Stock,"4,293","2,274","2,624","4,047","6,947","6,947","6,947","7,641",,,"6,947","6,947","6,947","7,641","7,641","7,641","7,641","7,641","7,641","7,641"
Additional Paid-In Capital,,,,206.9,356.9,356.9,356.9,9.93,,,356.9,356.9,356.9,9.93,9.93,9.93,9.93,9.93,9.93,9.93
Retained Earnings (Accumulated Deficit),-193.1,54.6,4.80,62.2,113.2,-92.6,-333.5,-551.9,,,-158.4,-194.1,-333.5,-470.1,-592.6,-564.8,-551.9,-734.4,-729.6,-893.0
Shareholders' Equity,"1,681","2,329","2,629","4,316","7,417","7,210","6,962","7,088",,,"7,142","7,104","6,962","7,166","7,057","7,075","7,088","6,892","6,900","6,714"
Cash from Operating Activities,264.2,"-1,292","-1,090","-1,070","-2,511",-346.1,400.7,"2,062",,,-87.1,182.4,136.5,"1,203",445.7,920.5,174.0,387.5,183.8,122.4
Cash from Investing Activities,13.0,-76.6,-361.8,-125.0,"-1,204",-496.1,-516.0,-817.3,,,97.7,-233.4,-304.4,-226.8,-343.6,-710.6,233.9,26.6,-128.1,33.0
Cash from Financing Activities,-63.6,"1,161","1,414","1,201","3,715",871.2,89.9,"-1,214",,,44.0,9.03,125.0,-972.3,-104.2,-108.2,-479.1,-636.1,-131.6,-138.9
Net Change in Cash,213.6,-207.6,-37.7,6.42,0.95,29.1,-25.4,30.8,,,54.6,-42.0,-42.9,-1.97,11.7,92.2,-71.1,-232.2,-68.9,16.1
Free Cashflows,260.1,"-1,296","-1,313","-1,122","-3,128",-710.4,131.7,530.1,,,-141.7,144.5,36.2,"1,183",120.3,387.9,-479.2,212.0,15.2,-26.0
Free Cashflow per Share,0.15,-0.57,-0.50,-0.28,-0.45,-0.10,0.019,0.069,,,-0.020,0.021,0.005,0.15,0.016,0.051,-0.063,0.028,0.002,-0.003
