,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,57.2%,52.2%,50.1%,45.2%,55.2%,57.6%,59.2%,57.9%,,,51.1%,57.4%,86.7%,56.7%,53.5%,52.7%,72.4%,54.5%,48.4%,44.6%
Operating Margin,27.1%,24.4%,12.7%,7.7%,18.6%,18.6%,18.8%,14.9%,,,17.3%,18.6%,25.8%,15.1%,14.1%,12.1%,19.6%,15.0%,16.0%,19.4%
Net Profit Margin,31.1%,35.6%,21.3%,11.7%,21.8%,20.7%,20.2%,16.9%,,,18.7%,19.0%,30.9%,16.1%,15.1%,13.8%,26.9%,16.5%,18.6%,23.0%
Return on Assets,7.6%,7.8%,4.3%,2.1%,4.8%,5.1%,5.0%,4.0%,,,4.8%,4.8%,4.7%,4.7%,4.5%,4.0%,3.9%,3.9%,4.1%,5.0%
Return on Equity,17.5%,18.7%,10.7%,5.0%,9.5%,9.5%,9.8%,8.3%,,,2.7%,2.9%,2.3%,2.3%,2.2%,1.9%,2.1%,2.2%,2.4%,2.8%
Return on Total Capital,8.3%,9.7%,6.6%,2.8%,7.2%,6.4%,5.4%,5.4%,,,5.7%,5.4%,5.4%,5.1%,5.3%,5.4%,5.4%,6.2%,6.5%,7.7%
SG&A to Sale,60.1%,59.8%,63.8%,65.8%,66.2%,66.9%,63.2%,62.3%,,,55.5%,58.6%,90.2%,59.8%,57.9%,58.2%,77.5%,57.4%,51.7%,48.4%
Depreciation & Amortisation,33.8,35.0,40.8,48.4,63.5,66.8,59.2,54.2,,,15.1,14.7,10.8,15.1,14.7,14.0,10.4,13.1,13.0,13.7
Tax Rate,17.0%,1.6%,-5.3%,14.0%,5.7%,19.6%,21.8%,21.3%,,,20.0%,20.8%,25.8%,20.1%,22.3%,19.5%,22.9%,19.7%,20.5%,18.6%
Current Ratio,7.37,4.12,2.64,5.15,3.02,4.49,6.99,3.47,,,6.17,7.68,6.99,11.7,5.67,3.87,3.47,2.62,2.81,3.01
Quick Ratio,6.85,3.95,2.50,4.95,2.84,4.30,6.66,3.23,,,5.95,7.25,6.66,11.2,5.39,3.66,3.23,2.35,2.56,2.78
Days Inventory Outstanding,242.0,185.3,173.2,179.9,43.6,58.1,157.3,155.4,,,41.1,44.5,153.1,110.2,91.4,107.3,45.5,73.0,71.9,179.0
Days Sale Outstanding,"1,014","1,081","1,048",971.2,973.5,998.9,"1,040",985.1,,,"1,032","1,045","1,040","1,032","1,030","1,008",985.1,953.7,914.1,855.8
Days Payable Outstanding,221.7,180.2,762.6,"1,221","1,058","2,005","2,875","3,964",,,"1,427",0.00,"1,529","2,588","3,901","3,042","2,279","3,535","1,939","5,714"
Cash Conversion Cycle,105.3,21.1,-882.5,-621.4,"-1,526","-1,409","-2,892","-4,269",,,47.3,51.1,"-2,896","-2,702","-4,659",-1.11,"-4,379",-242.4,"-3,472","-4,674"
Debt to Asset Ratio,0.59,0.60,0.61,0.54,0.48,0.47,0.52,0.53,,,0.51,0.52,0.52,0.52,0.54,0.53,0.53,0.52,0.51,0.45
Debt to Equity Ratio,1.44,1.53,1.56,1.19,0.92,0.89,1.10,1.12,,,1.03,1.09,1.10,1.08,1.19,1.12,1.12,1.09,1.02,0.82
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,185.4,100.0,100.4,91.0,252.2,103.6,192.8,438.0,,,99.1,262.6,192.8,203.9,226.5,237.2,438.0,832.8,578.4,403.5
"Total Receivables, Net","7,704","8,791","9,238","7,913","7,378","7,854","9,172","9,370",,,"8,483","8,829","9,172","9,339","9,478","9,321","9,370","9,119","8,724","8,118"
Total Inventory,74.0,13.6,17.0,3.74,3.85,2.45,6.90,1.18,,,1.46,2.21,6.90,1.60,4.92,1.18,1.18,1.31,1.12,2.15
Total Current Assets,"8,284","9,174","9,752","8,239","7,826","8,183","9,633","10,049",,,"8,796","9,347","9,633","9,790","9,966","9,855","10,049","10,177","9,553","8,766"
"Property/Plant/Equipment, Total - Net",127.0,139.6,182.2,211.0,234.3,199.7,177.5,172.5,,,186.2,183.2,177.5,172.9,181.4,173.7,172.5,170.0,173.2,172.6
Total Assets,"8,681","9,620","10,267","8,767","8,284","8,611","10,018","10,430",,,"9,222","9,741","10,018","10,167","10,356","10,241","10,430","10,560","9,945","9,166"
Accounts Payable,44.5,40.7,94.1,46.8,137.5,80.0,90.8,115.2,,,,,90.8,108.7,169.8,3.27,115.2,5.52,59.9,44.3
Accrued Expenses,1.23,1.93,76.6,72.1,76.8,87.8,70.9,90.6,,,86.6,81.5,70.9,84.8,102.7,77.1,90.6,81.8,89.7,75.7
Debt Due,781.6,"1,860","3,319","1,281","2,196","1,480",974.0,"2,431",,,"1,142",968.9,974.0,391.5,"1,247","2,263","2,431","3,523","2,957","2,501"
Total Current Liabilities,"1,124","2,226","3,692","1,599","2,595","1,824","1,377","2,900",,,"1,427","1,217","1,377",834.5,"1,759","2,547","2,900","3,886","3,403","2,916"
Long Term Debt,"3,950","3,550","2,520","3,120","1,328","2,204","3,812","2,569",,,"3,213","3,808","3,812","4,406","3,828","2,833","2,569","1,597","1,586","1,171"
Total Liabilities,"5,118","5,820","6,254","4,765","3,962","4,062","5,233","5,501",,,"4,681","5,068","5,233","5,276","5,622","5,415","5,501","5,511","5,027","4,123"
Common Stock,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Additional Paid-In Capital,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,,,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0
Retained Earnings (Accumulated Deficit),"2,090","2,327","2,541","2,522","2,840","3,070","3,300","3,447",,,"3,057","3,190","3,300","3,412","3,254","3,344","3,447","3,560","3,452","3,593"
Shareholders' Equity,"3,563","3,800","4,014","3,995","4,314","4,542","4,772","4,918",,,"4,531","4,663","4,772","4,881","4,723","4,815","4,918","5,037","4,906","5,028"
Cash from Operating Activities,-39.0,-79.2,92.9,"1,902","1,352",38.0,-661.4,451.8,,,-276.1,-212.9,-57.6,56.3,33.6,43.8,318.2,335.9,571.1,755.9
Cash from Investing Activities,-123.1,-28.4,-81.2,-46.6,-69.7,-18.4,-30.9,-39.1,,,-6.07,-10.0,-7.19,-11.4,-16.4,-3.97,-7.26,-6.77,-8.40,-3.03
Cash from Financing Activities,320.4,22.2,-11.2,"-1,865","-1,121",-168.2,781.6,-167.5,,,269.3,386.4,-4.97,-33.7,5.40,-29.1,-110.1,65.6,-817.0,-927.8
Net Change in Cash,158.2,-85.4,0.40,-9.43,161.2,-148.6,89.2,245.2,,,-12.9,163.5,-69.8,11.1,22.5,10.7,200.8,394.8,-254.4,-174.9
Free Cashflows,-82.0,-130.9,28.5,"1,824","1,266",4.81,-702.7,403.7,,,-289.3,-223.7,-65.4,47.0,15.2,33.9,307.6,326.1,557.3,743.7
Free Cashflow per Share,-0.16,-0.26,0.057,3.65,2.53,0.010,-1.41,0.81,,,-0.58,-0.45,-0.13,0.094,0.030,0.068,0.62,0.65,1.11,1.49
