,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,5.2%,5.5%,6.5%,5.9%,3.0%,0.3%,-4.0%,-4.9%,,,-1.2%,-1.5%,-4.1%,-4.3%,-4.3%,-4.4%,-5.0%,-4.1%,-3.0%,-2.1%
Return on Equity,17.8%,20.0%,22.5%,25.3%,13.4%,1.2%,-20.7%,-32.4%,,,-3.5%,-1.2%,-15.9%,0.3%,-4.1%,-1.7%,-25.1%,5.7%,1.6%,3.6%
Return on Total Capital,13.5%,15.4%,19.3%,24.7%,8.7%,0.8%,-15.0%,-15.4%,,,-3.7%,-4.7%,-15.0%,-11.6%,-11.1%,-11.5%,-15.4%,-12.7%,-11.8%,-8.7%
SG&A to Sale,10.8%,11.4%,11.6%,11.6%,13.9%,16.3%,14.5%,13.2%,,,12.1%,16.6%,12.3%,16.1%,14.6%,12.1%,11.1%,10.8%,10.5%,10.4%
Depreciation & Amortisation,"1,069","1,154","1,280","1,424","1,508","1,642","1,704","1,521",,,490.3,472.6,298.8,372.0,388.5,396.8,363.7,428.7,426.0,412.4
Tax Rate,21.0%,9.9%,12.5%,13.3%,9.8%,352.3%,20.4%,-55.3%,,,18.3%,22.7%,19.8%,269.3%,-1.6%,-66.3%,-70.1%,16.5%,28.5%,26.6%
Current Ratio,1.21,1.15,1.23,1.10,1.27,1.25,1.00,0.98,,,1.13,1.15,1.00,1.14,1.16,1.11,0.98,0.98,0.96,0.97
Quick Ratio,0.90,0.92,0.86,0.70,0.93,0.91,0.63,0.61,,,0.82,0.79,0.63,0.65,0.66,0.65,0.61,0.66,0.67,0.69
Days Inventory Outstanding,37.2,38.0,37.6,58.8,71.5,51.7,31.6,19.0,,,33.1,31.1,28.2,22.0,21.1,20.2,16.9,13.5,12.4,24.9
Days Sale Outstanding,178.7,248.4,199.1,186.3,283.1,330.9,243.5,223.2,,,329.5,303.2,243.5,237.4,229.4,231.3,223.2,226.2,231.7,244.4
Days Payable Outstanding,38.5,72.0,67.1,56.8,53.2,55.5,39.5,36.0,,,43.0,47.0,39.2,26.9,29.2,36.9,39.0,35.7,31.4,24.8
Cash Conversion Cycle,121.6,192.7,155.4,200.1,286.7,358.9,298.6,222.3,,,318.7,300.1,274.4,245.4,231.6,211.8,199.9,196.9,200.0,244.9
Debt to Asset Ratio,0.67,0.67,0.65,0.68,0.70,0.69,0.72,0.77,,,0.70,0.70,0.72,0.74,0.73,0.73,0.77,0.76,0.77,0.77
Debt to Equity Ratio,2.63,2.65,2.37,3.05,3.16,3.00,3.51,4.98,,,3.15,3.12,3.51,3.76,3.57,3.68,4.98,4.78,5.00,4.81
Interest Coverage Ratio,4.52,3.98,5.80,5.93,2.80,0.69,,,,,,,,0.97,,,,2.59,1.18,2.12
Cash and Short Term Investments,"1,072","1,145","1,701","1,764","2,021","2,234","2,663","2,749",,,"2,243","2,478","2,663","4,011","3,466","3,266","2,749","2,376","2,312","2,221"
"Total Receivables, Net","9,690","11,462","12,172","12,206","14,266","12,415","8,719","7,490",,,"11,937","10,932","8,719","8,147","7,319","7,363","7,490","8,141","9,190","9,763"
Total Inventory,"1,519","1,194","2,289","3,720","1,895","1,231",648.8,363.6,,,834.6,"1,027",648.8,603.7,494.5,537.5,363.6,409.6,387.6,"1,228"
Total Current Assets,"13,053","14,460","17,413","19,155","19,389","17,044","13,842","12,149",,,"16,482","16,008","13,842","14,488","12,992","12,712","12,149","12,429","13,710","14,060"
"Property/Plant/Equipment, Total - Net","4,227","5,227","4,624","4,669","5,793","5,407","4,720","5,745",,,"4,764","4,510","4,720","4,851","5,102","5,295","5,745","5,800","5,243","4,758"
Total Assets,"18,352","21,237","24,081","26,136","27,317","25,216","22,210","21,468",,,"24,546","23,888","22,210","23,063","22,012","21,862","21,468","21,813","21,944","21,889"
Accounts Payable,"2,434","2,712","3,505","2,301","1,880","1,477",867.5,"1,052",,,"1,351","1,464",867.5,662.7,858.9,"1,026","1,052",996.4,"1,018",589.8
Accrued Expenses,220.7,418.2,558.9,526.8,404.8,375.7,406.1,406.8,,,380.2,443.1,406.1,309.5,313.8,412.1,406.8,283.9,324.1,355.2
Debt Due,"7,083","7,919","8,511","13,210","11,230","9,985","10,720","7,902",,,"11,075","10,141","10,720","10,027","8,062","7,511","7,902","8,558","10,292","10,884"
Total Current Liabilities,"10,771","12,525","14,188","17,409","15,318","13,616","13,822","12,367",,,"14,581","13,911","13,822","12,675","11,242","11,411","12,367","12,648","14,273","14,519"
Long Term Debt,"1,491","1,613","1,092",140.7,"3,325","3,257","1,754","3,655",,,"2,200","2,375","1,754","3,853","4,237","4,099","3,655","3,526","2,130","1,697"
Total Liabilities,"12,356","14,326","15,550","17,874","18,999","17,309","16,060","16,527",,,"17,149","16,660","16,060","16,997","15,959","15,990","16,527","16,668","16,950","16,806"
Common Stock,985.6,990.6,"1,002","1,007","1,007","1,007","1,007","1,007",,,"1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007"
Additional Paid-In Capital,"1,295","1,393",223.8,243.4,243.4,243.4,243.4,243.4,,,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4
Retained Earnings (Accumulated Deficit),"3,122","3,781","4,812","5,414","5,466","5,225","4,208","3,046",,,"4,992","4,926","4,208","4,221","3,938","3,864","3,046","3,247","3,202","3,312"
Shareholders' Equity,"4,694","5,407","6,555","5,859","6,009","5,774","4,581","3,316",,,"5,438","5,342","4,581","4,523","4,468","4,351","3,316","3,487","3,392","3,497"
Cash from Operating Activities,-772.3,"1,739","2,069",51.9,"2,133","3,622","2,429","3,202",,,108.2,"1,264",793.8,576.7,"1,468",734.0,422.4,-212.3,-60.6,-163.6
Cash from Investing Activities,"-1,047","-2,141",-850.0,"-1,431","-2,019","-1,772",-951.4,"-2,317",,,-56.6,-186.2,-528.9,-634.4,-540.6,-197.6,-944.4,-894.4,-366.0,169.1
Cash from Financing Activities,"2,141",478.1,-674.9,"1,358",222.6,"-1,665",-957.5,-904.2,,,220.8,-827.6,-52.0,"1,403","-1,583",-671.3,-52.9,566.3,227.7,95.0
Net Change in Cash,344.7,49.2,535.2,-21.4,366.5,211.9,435.6,25.2,,,259.6,233.2,191.3,"1,302",-549.2,-153.1,-574.4,-561.1,-223.9,96.0
Free Cashflows,"-1,798","1,295","1,176","-1,116",-171.1,"2,354","1,483","1,192",,,45.2,"1,126",207.8,90.8,"1,051",441.1,-390.4,-912.2,-247.7,-188.1
Free Cashflow per Share,-1.85,1.31,1.17,-1.11,-0.17,2.34,1.47,1.18,,,0.045,1.12,0.21,0.090,1.04,0.44,-0.39,-0.91,-0.25,-0.19
