,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,"22,109","30,677","41,136","43,979","45,040","33,330","28,396","26,549",,,"28,250","28,969","28,396","26,392","27,755","28,505","26,549","25,644","38,448","31,312"
"Property/Plant/Equipment, Total - Net","2,911","4,700","7,518","6,962","7,330","8,610","8,318","9,788",,,"8,275","8,252","8,318","7,908","9,111","9,620","9,788","10,759","11,181","11,461"
Total Assets,"36,640","51,221","72,034","80,872","93,066","94,928","79,274","83,501",,,"90,246","78,146","79,274","78,176","81,773","85,621","83,501","84,560","93,797","87,165"
Accounts Payable,"2,044","4,854","5,971","5,041","5,191","3,971","3,401","4,796",,,"5,395","4,844","3,401","3,268","3,910","5,048","4,796","4,658","3,742","2,616"
Accrued Expenses,491.9,700.0,"1,009","1,498","1,995",819.3,815.2,918.2,,,619.4,779.5,815.2,576.5,699.7,956.8,918.2,741.1,697.3,741.1
Debt Due,"7,296","10,528","13,696","13,070","15,485","16,170","11,974","11,146",,,"9,881","11,802","11,974","12,628","14,226","14,220","11,146","11,758","8,476","4,903"
Total Current Liabilities,"14,460","24,210","29,551","29,604","30,555","29,345","25,097","29,038",,,"23,263","25,316","25,097","25,526","29,132","31,445","29,038","29,466","25,888","22,030"
Long Term Debt,"15,502","17,947","23,636","29,322","38,356","41,133","27,320","25,550",,,"42,093","27,631","27,320","25,822","25,961","25,710","25,550","25,951","35,791","34,130"
Total Liabilities,"30,045","42,712","55,194","61,402","72,210","73,074","55,401","57,672",,,"68,005","55,638","55,401","54,282","57,971","60,113","57,672","58,491","65,058","59,493"
Common Stock,"1,653","1,653","1,653","1,694","1,694","1,694","1,694","1,694",,,"1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694"
Additional Paid-In Capital,"4,869","4,869","4,869","4,869","4,869","4,869","4,869","4,869",,,"4,869","4,869","4,869","4,869","4,869","4,869","4,869","4,869","4,869","4,869"
Retained Earnings (Accumulated Deficit),311.6,479.1,"7,182","8,762","9,957","10,812","11,802","13,540",,,"11,359","11,561","11,802","12,106","12,224","13,169","13,540","13,895","14,348","14,215"
Shareholders' Equity,"6,384","8,221","16,551","19,125","20,457","21,481","23,486","25,421",,,"21,877","22,130","23,486","23,506","23,435","25,137","25,421","25,665","28,318","27,249"
Cash from Operating Activities,"-4,393","-3,435","-8,409","-4,931","-9,983","18,362","2,219","7,164",,,702.3,519.1,370.8,280.0,"1,781","2,470","2,633","1,127","1,245","1,113"
Cash from Investing Activities,"4,122","-2,199",849.3,"1,316","-1,247","-14,133","-1,678","-1,877",,,113.1,542.5,"-1,466","1,011","-1,626","-1,033",-228.0,"-1,480","-6,055","4,228"
Cash from Financing Activities,"2,759","5,602","7,444","4,955","10,614","2,506","-5,152","-3,357",,,"-2,672","1,111",-539.1,-766.7,"1,251",-604.5,"-3,237","1,010","6,057","-5,572"
Net Change in Cash,"2,494",-45.8,-59.8,"1,352",-598.1,"6,739","-4,717","1,861",,,"-1,858","2,166","-1,652",401.9,"1,417",785.2,-743.8,667.5,"1,170",-196.9
Free Cashflows,"-6,411","-6,376","-11,286","-6,338","-11,643","16,476","1,307","4,616",,,214.0,327.4,250.9,172.2,347.3,"1,797","2,300",22.8,621.4,658.4
Free Cashflow per Share,-3.78,-3.76,-6.66,-3.74,-6.87,9.73,0.77,2.73,,,0.13,0.19,0.15,0.10,0.21,1.06,1.36,0.013,0.37,0.39
