,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",120.1,164.1,133.7,158.6,162.5,136.6,143.1,138.3,,,155.7,148.2,143.1,150.4,158.9,153.3,138.3,157.0,174.4,158.5
Total Inventory,180.0,224.8,223.0,214.8,210.0,207.4,188.6,210.6,,,207.1,205.2,188.6,192.7,199.7,189.1,210.6,209.0,196.6,202.9
Total Current Assets,404.9,478.9,473.0,543.6,554.7,578.0,611.9,650.6,,,564.7,610.9,611.9,655.4,620.8,637.2,650.6,692.2,660.2,688.4
"Property/Plant/Equipment, Total - Net",341.5,372.4,405.3,298.2,296.9,494.2,503.8,507.0,,,500.5,503.0,503.8,503.3,507.6,510.2,507.0,505.1,506.4,506.5
Total Assets,820.3,934.5,951.9,"1,016","1,040","1,248","1,279","1,316",,,"1,232","1,279","1,279","1,321","1,289","1,307","1,316","1,358","1,322","1,350"
Accounts Payable,22.2,52.1,25.8,22.3,23.5,22.7,30.7,31.2,,,27.5,42.4,30.7,43.2,45.5,36.6,31.2,37.2,34.4,33.9
Accrued Expenses,1.28,7.03,4.35,5.07,5.43,5.54,5.79,5.43,,,6.72,11.5,5.79,9.27,8.80,12.0,5.43,8.50,8.93,18.4
Debt Due,0.00,0.00,1.41,1.79,1.89,1.99,1.27,0.31,,,2.04,1.70,1.27,0.84,0.40,0.33,0.31,0.22,0.14,0.057
Total Current Liabilities,56.0,94.2,70.1,67.8,64.4,69.4,69.6,70.1,,,67.8,87.6,69.6,92.1,90.5,83.5,70.1,87.2,79.7,85.0
Long Term Debt,,,5.76,5.45,3.56,1.58,0.31,,,,0.54,0.39,0.31,0.22,0.14,0.057,,,,
Total Liabilities,69.9,152.6,129.2,116.2,110.7,154.4,151.3,152.7,,,150.3,170.1,151.3,173.7,172.0,165.9,152.7,177.4,170.4,176.3
Common Stock,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,,,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Additional Paid-In Capital,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,,,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7
Retained Earnings (Accumulated Deficit),185.5,259.0,299.6,442.1,471.9,489.3,523.2,557.6,,,478.0,504.8,523.2,542.5,512.4,535.9,557.6,574.6,545.7,567.4
Shareholders' Equity,750.4,781.8,822.7,899.3,929.5,"1,093","1,128","1,163",,,"1,082","1,109","1,128","1,147","1,117","1,141","1,163","1,181","1,152","1,174"
Cash from Operating Activities,65.9,50.8,108.8,118.3,109.0,130.9,119.9,99.7,,,26.8,62.6,30.8,33.4,10.4,43.7,12.2,31.6,20.3,45.8
Cash from Investing Activities,-42.1,-36.8,-53.1,-49.8,-12.0,-41.4,-47.9,-39.0,,,23.2,-48.1,-37.1,-31.8,38.5,-29.4,-16.2,-13.3,47.7,-30.9
Cash from Financing Activities,-46.0,-24.3,-54.3,-57.9,-67.5,-54.5,-54.6,-55.2,,,-53.1,-0.50,-0.51,-0.51,-54.4,-0.16,-0.083,-0.083,-55.0,-0.086
Net Change in Cash,-22.1,-10.1,2.09,9.89,31.9,34.6,18.1,2.11,,,0.18,14.6,-7.88,0.21,-5.04,12.0,-5.09,12.8,9.27,9.99
Free Cashflows,10.7,7.62,71.5,110.2,91.7,102.2,92.0,78.2,,,19.8,55.4,25.5,29.5,3.60,37.2,7.87,26.3,18.2,40.8
Free Cashflow per Share,0.79,0.56,5.29,8.17,6.79,7.57,6.81,5.79,,,1.47,4.11,1.89,2.19,0.27,2.76,0.58,1.95,1.35,3.02
