,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,199.8,504.7,"1,066",-471.7,-726.1,"-2,795","-1,854","-2,787",,,-649.7,-683.5,-225.5,-26.9,-829.7,"-1,106",-824.2,-305.3,-676.1,-633.9
EBITDA,297.9,516.3,999.1,-775.4,"-2,020","-3,502","-2,447","-4,193",,,-982.3,-796.9,-162.3,-103.9,"-1,212","-1,599","-1,278",-393.6,"-1,025","-1,098"
Gross Profit Margin,12.2%,12.7%,15.2%,0.0%,-7.7%,-17.1%,-7.1%,-16.5%,,,-17.0%,-11.7%,0.9%,2.2%,-19.8%,-32.3%,-23.1%,-1.6%,-15.2%,-18.2%
Operating Margin,4.2%,5.8%,8.6%,-6.8%,-15.1%,-21.9%,-13.0%,-22.2%,,,-22.9%,-18.4%,-3.3%,-2.2%,-26.4%,-38.8%,-28.7%,-7.7%,-22.5%,-26.1%
Net Profit Margin,3.3%,6.1%,9.5%,-3.9%,-5.2%,-17.1%,-9.4%,-14.4%,,,-14.8%,-15.3%,-4.0%,-0.5%,-17.7%,-26.5%,-18.2%,-5.7%,-14.5%,-14.8%
Return on Assets,11.8%,23.7%,25.0%,-7.3%,-10.6%,-42.6%,-18.1%,-19.5%,,,-43.7%,-39.8%,-18.4%,-14.6%,-26.2%,-22.5%,-20.4%,-20.8%,-19.4%,-16.5%
Return on Equity,25.1%,56.8%,23.5%,-12.5%,-23.8%,-1169.9%,-141.0%,0.0%,,,-124.9%,0.0%,-17.1%,-2.1%,-181.0%,0.0%,0.0%,-57.7%,0.0%,0.0%
Return on Total Capital,25.1%,56.8%,23.5%,-12.5%,-23.8%,-1169.9%,-141.0%,189.9%,,,-497.8%,1415.2%,-141.0%,-123.1%,-385.2%,337.9%,189.9%,-579.7%,12388.7%,370.0%
SG&A to Sale,8.0%,6.9%,6.6%,6.8%,7.3%,6.1%,6.0%,5.8%,,,6.0%,6.7%,4.5%,4.4%,6.5%,6.6%,6.0%,6.1%,7.4%,7.9%
Depreciation & Amortisation,44.0,38.3,34.6,41.9,61.3,77.6,98.6,98.8,,,24.6,24.5,25.3,24.4,24.4,25.1,24.9,23.9,24.3,22.4
Tax Rate,31.6%,2.9%,3.0%,0.1%,-0.4%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,1.62,1.65,3.83,2.61,1.67,0.90,0.84,0.47,,,0.90,0.69,0.84,0.82,0.61,0.48,0.47,0.65,0.51,0.43
Quick Ratio,1.07,1.14,2.08,0.32,0.22,0.11,0.16,0.17,,,0.18,0.12,0.16,0.13,0.18,0.17,0.17,0.24,0.22,0.21
Days Inventory Outstanding,0.27,0.21,0.28,0.43,0.47,0.50,0.55,0.67,,,0.59,0.61,0.58,0.56,0.71,0.89,0.87,0.84,0.92,1.20
Days Sale Outstanding,10.4,1.77,4.22,10.2,13.1,13.3,16.5,27.6,,,18.4,12.4,16.5,12.1,17.9,22.0,27.6,34.8,31.5,33.9
Days Payable Outstanding,24.4,23.8,16.0,14.1,14.8,16.6,18.3,30.4,,,15.9,15.4,16.8,18.3,20.7,33.0,43.6,44.0,37.2,31.8
Cash Conversion Cycle,-29.2,-16.4,-12.8,-8.20,-5.41,-7.22,-4.01,-20.7,,,1.73,0.28,-3.77,-4.02,-7.41,-22.4,-17.2,-11.2,4.10,1.20
Debt to Asset Ratio,0.60,0.61,0.28,0.34,0.59,1.06,0.95,1.22,,,1.03,1.14,0.95,0.90,1.07,1.15,1.22,1.07,1.12,1.19
Debt to Equity Ratio,1.53,1.54,0.38,0.59,1.37,26.5,10.5,-11.7,,,11.7,-39.6,10.5,5.09,14.4,-23.4,-11.7,31.3,-694.1,-26.8
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"1,247","1,656","5,333","3,227","4,530","3,231","3,170","1,429",,,"2,792","2,554","3,170","3,042","1,677","1,150","1,429","1,938","1,036",723.3
"Total Receivables, Net",171.7,39.8,129.2,336.5,496.8,594.0,887.4,"1,461",,,899.8,617.3,887.4,679.3,"1,019","1,234","1,461","1,793","1,617","1,754"
Total Inventory,4.65,3.74,10.9,17.5,20.6,31.4,32.2,50.2,,,33.9,34.6,32.2,34.2,51.7,57.7,50.2,52.5,57.9,84.0
Total Current Assets,"1,857","2,098","6,024","5,184","6,139","4,820","4,782","3,965",,,"4,467","3,801","4,782","4,617","3,513","3,473","3,965","4,924","3,730","3,546"
"Property/Plant/Equipment, Total - Net",70.6,80.7,92.6,253.8,285.7,338.5,266.1,206.8,,,313.5,289.1,266.1,253.6,231.6,221.0,206.8,185.5,168.4,152.3
Total Assets,"2,016","2,252","6,272","6,569","7,110","6,001","14,523","14,074",,,"5,955","5,661","14,523","7,245","6,217","13,204","14,074","15,449","14,628","14,889"
Accounts Payable,517.1,419.9,410.5,518.4,691.3,"1,045","1,059","2,696",,,858.5,874.0,"1,059","1,098","1,394","2,687","2,696","2,664","1,814","1,930"
Accrued Expenses,264.4,365.8,450.2,550.2,"1,098","1,629","1,797","1,105",,,"1,744","1,884","1,797","1,677","1,649","1,401","1,105","1,696","1,401","1,391"
Debt Due,0.00,0.00,0.00,0.00,520.0,700.0,700.0,"2,400",,,700.0,700.0,700.0,700.0,700.0,"1,300","2,400","1,000","2,310","2,810"
Total Current Liabilities,"1,145","1,271","1,572","1,989","3,682","5,384","5,720","8,460",,,"4,988","5,473","5,720","5,604","5,741","7,258","8,460","7,624","7,331","8,210"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,218","1,364","1,728","2,220","4,168","6,341","13,832","17,106",,,"6,107","6,466","13,832","6,555","6,623","15,125","17,106","16,572","16,311","17,666"
Common Stock,500.0,500.0,625.0,625.0,625.0,625.0,"2,272","2,272",,,"1,136","1,136","2,272","2,272","2,272","2,272","2,272","3,109","3,109","3,109"
Additional Paid-In Capital,,,"3,042","3,042","3,042","3,042","4,326","4,326",,,"3,758","3,758","4,326","4,326","4,326","4,326","4,326","5,790","5,790","5,790"
Retained Earnings (Accumulated Deficit),297.4,388.1,875.9,109.6,-614.3,"-3,423","-5,277","-8,059",,,"-4,368","-5,051","-5,277","-5,304","-6,134","-7,240","-8,059","-8,364","-8,916","-9,552"
Shareholders' Equity,797.4,888.1,"4,543","3,771","3,047",238.9,"1,315","-1,468",,,520.1,-163.5,"1,315","1,288",458.4,-647.6,"-1,468",528.7,-23.5,-659.4
Cash from Operating Activities,320.5,843.5,"1,102","-2,450",649.3,"-1,383","-2,962","-3,754",,,"-1,388",-268.1,"-1,082",-130.3,"-1,478","-1,096","-1,051",-383.5,"-2,424",-788.1
Cash from Investing Activities,-372.5,-379.9,"-2,541","2,718",-131.7,178.3,-8.90,193.1,,,-10.3,-11.5,27.3,-53.9,36.8,-4.15,214.4,2.67,211.7,-4.40
Cash from Financing Activities,-100.0,-414.0,"2,580",458.1,775.0,164.6,"2,867","1,663",,,"1,219",-7.55,"1,662",-7.04,-6.74,593.3,"1,083",871.2,"1,293",470.2
Net Change in Cash,-151.8,49.4,"1,154",733.3,"1,287",-982.5,-61.4,"-1,750",,,-164.5,-260.2,637.8,-174.7,"-1,336",-510.3,271.5,511.3,-917.7,-299.2
Free Cashflows,275.6,794.1,"1,040","-2,675",525.8,"-1,565","-3,000","-3,809",,,"-1,400",-270.5,"-1,085",-143.1,"-1,479","-1,118","-1,068",-387.7,"-2,446",-799.6
Free Cashflow per Share,0.44,1.27,1.66,-4.28,0.84,-2.50,-1.32,-1.68,,,-1.23,-0.24,-0.48,-0.063,-0.65,-0.49,-0.47,-0.12,-0.79,-0.26
