,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,,,18.1,221.4,304.0,465.3,531.4,484.6,,,143.3,123.7,117.8,127.9,123.7,128.5,104.5,114.0,117.8,111.9
"Selling/General/Administrative Expenses, Total",,,15.8,216.1,284.9,376.1,392.0,372.2,,,97.5,96.1,103.6,100.0,96.9,95.4,79.9,80.5,98.6,91.7
Operating Income,,,2.36,5.31,19.2,89.2,139.5,112.5,,,45.9,27.7,14.2,27.9,26.8,33.1,24.6,33.5,19.2,20.3
Net Income,,,1.67,2.46,-2.00,89.4,129.6,150.7,,,43.1,26.1,20.1,25.9,38.4,43.2,42.7,42.9,50.4,42.8
EBITDA,,,2.36,32.8,50.5,121.4,179.7,157.7,,,55.4,37.6,25.6,40.2,39.3,44.9,35.5,44.3,32.3,32.8
Gross Profit Margin,,,43.9%,19.4%,19.7%,22.4%,23.2%,17.5%,,,26.6%,23.2%,17.5%,21.2%,17.7%,17.5%,14.3%,16.7%,16.6%,16.7%
Operating Margin,,,5.7%,0.5%,1.2%,4.3%,6.1%,4.1%,,,8.5%,5.2%,2.1%,4.6%,3.8%,4.5%,3.4%,4.9%,2.7%,3.0%
Net Profit Margin,,,4.1%,0.2%,-0.1%,4.3%,5.6%,5.4%,,,8.0%,4.9%,3.0%,4.3%,5.5%,5.9%,5.8%,6.3%,7.1%,6.4%
Return on Assets,,,7.9%,0.7%,-0.3%,9.4%,9.9%,8.7%,,,12.2%,9.9%,8.4%,7.3%,6.8%,7.3%,8.0%,8.2%,8.2%,8.1%
Return on Equity,,,139.2%,0.0%,-0.8%,26.2%,11.6%,12.5%,,,14.4%,2.4%,1.8%,2.3%,3.4%,3.7%,3.6%,3.4%,4.2%,3.4%
Return on Total Capital,,,139.2%,4.4%,-0.7%,24.4%,11.4%,12.3%,,,38.3%,11.1%,11.4%,9.9%,9.7%,10.8%,12.3%,13.1%,12.0%,11.7%
SG&A to Sale,,,38.3%,19.0%,18.5%,18.1%,17.1%,13.4%,,,18.1%,18.0%,15.4%,16.6%,13.8%,13.0%,10.9%,11.8%,13.9%,13.7%
Depreciation & Amortisation,,,,27.5,31.3,32.2,40.2,45.3,,,9.55,9.95,11.3,12.3,12.5,11.8,10.8,10.8,13.0,12.5
Tax Rate,,,22.3%,20.5%,34.7%,21.1%,16.8%,10.9%,,,16.6%,17.8%,15.6%,15.6%,15.2%,10.2%,4.2%,14.1%,7.3%,10.2%
Current Ratio,,,0.97,0.89,1.01,1.14,3.05,2.09,,,1.08,3.08,3.05,3.07,2.52,2.04,2.09,0.89,1.14,1.19
Quick Ratio,,,0.68,0.70,0.79,0.76,1.05,0.76,,,0.81,0.98,1.05,1.13,1.02,0.85,0.76,0.56,0.73,0.71
Days Inventory Outstanding,,,,0.39,0.36,0.33,0.31,0.26,,,0.45,0.48,0.40,0.34,0.33,0.29,0.27,0.24,0.22,0.24
Days Sale Outstanding,,,120.5,114.6,102.0,89.3,64.4,56.6,,,83.2,62.6,64.4,69.0,72.3,63.4,56.6,61.8,62.9,59.6
Days Payable Outstanding,,,245.9,62.6,104.9,102.6,74.6,43.8,,,0.00,0.00,23.6,23.2,1.17,0.88,26.0,25.2,1.10,1.17
Cash Conversion Cycle,,,-125.5,-59.1,-27.8,-29.0,25.7,3.87,,,85.9,73.1,15.4,64.9,67.6,64.8,8.29,57.5,61.4,60.9
Debt to Asset Ratio,,,0.94,0.84,0.71,0.68,0.28,0.37,,,0.69,0.28,0.28,0.28,0.33,0.37,0.37,0.42,0.45,0.43
Debt to Equity Ratio,,,16.7,-116.7,2.38,2.12,0.40,0.58,,,2.24,0.39,0.40,0.40,0.49,0.59,0.58,0.72,0.83,0.76
Interest Coverage Ratio,,,,0.81,2.43,18.3,25.1,60.3,,,20.8,17.7,28.3,44.6,65.4,36.2,,13.6,4.94,4.65
Cash and Short Term Investments,,,5.57,94.0,106.3,230.3,750.6,731.8,,,137.7,801.8,750.6,716.5,714.1,636.8,731.8,244.9,238.8,252.9
"Total Receivables, Net",,,13.6,357.7,430.7,507.6,404.6,429.6,,,496.4,376.7,404.6,444.5,497.8,471.5,429.6,482.7,493.1,456.7
Total Inventory,,,,0.97,1.49,1.44,1.60,1.65,,,2.18,2.23,1.60,1.79,1.81,1.71,1.65,1.45,1.41,1.63
Total Current Assets,,,19.4,458.9,551.2,762.1,"1,182","1,180",,,667.4,"1,196","1,182","1,214","1,239","1,136","1,180",762.2,771.5,768.5
"Property/Plant/Equipment, Total - Net",,,1.56,193.4,184.7,195.0,254.1,239.2,,,211.7,224.6,254.1,256.3,251.0,247.2,239.2,295.0,286.9,283.4
Total Assets,,,21.2,708.4,848.7,"1,064","1,556","1,900",,,969.3,"1,527","1,556","1,593","1,660","1,842","1,900","2,166","2,202","2,208"
Accounts Payable,,,15.6,299.2,412.1,493.5,227.7,321.5,,,,,227.7,6.48,6.48,4.14,321.5,7.56,6.94,8.11
Accrued Expenses,,,4.14,82.2,81.4,101.8,117.5,135.9,,,,,117.5,,,,135.9,,,
Debt Due,,,0.00,131.0,49.5,61.0,20.6,13.2,,,80.8,38.2,20.6,22.7,14.7,14.3,13.2,212.4,40.8,55.2
Total Current Liabilities,,,20.0,514.8,547.5,670.5,388.2,565.3,,,620.1,388.2,388.2,395.8,492.0,557.7,565.3,860.9,679.7,646.7
Long Term Debt,,,0.00,61.2,31.7,25.7,23.0,19.9,,,22.3,15.4,23.0,26.0,22.6,22.6,19.9,20.4,288.0,270.5
Total Liabilities,,,20.0,592.8,599.2,722.5,440.6,697.6,,,670.2,431.6,440.6,452.2,546.3,684.0,697.6,909.5,999.9,950.6
Common Stock,,,5.00,5.00,215.0,215.0,302.3,302.3,,,220.0,302.3,302.3,302.3,302.3,302.3,302.3,303.4,303.4,304.7
Additional Paid-In Capital,,,,,18.2,18.8,707.2,708.5,,,18.8,706.8,707.2,707.5,707.8,708.2,708.5,718.8,719.2,730.2
Retained Earnings (Accumulated Deficit),,,-3.80,-10.1,-12.1,77.4,77.9,163.5,,,31.7,57.8,77.9,103.9,75.7,119.4,163.5,206.4,152.7,195.4
Shareholders' Equity,,,1.20,-5.08,251.8,341.2,"1,115","1,202",,,299.0,"1,095","1,115","1,141","1,114","1,158","1,202","1,256","1,202","1,257"
Cash from Operating Activities,,,,38.4,81.8,140.7,2.84,202.5,,,-33.6,63.3,-0.56,-18.9,76.7,50.8,93.9,-19.4,1.95,22.2
Cash from Investing Activities,,,,-46.4,-125.9,8.92,-59.8,-127.0,,,1.38,-29.5,-23.1,-9.20,-5.62,-120.6,8.42,-673.3,3.09,-12.9
Cash from Financing Activities,,,,34.9,57.4,-25.4,581.4,-90.0,,,2.65,634.1,-28.1,-4.50,-77.5,-4.43,-3.54,207.1,-10.6,5.29
Net Change in Cash,,,,26.9,13.3,123.1,520.2,-14.6,,,-30.2,666.1,-53.2,-34.1,-2.41,-76.3,98.2,-486.9,-6.09,14.0
Free Cashflows,,,,-0.73,59.0,111.3,-87.1,167.5,,,-38.3,32.4,-30.1,-32.9,68.1,43.5,88.8,-81.1,-4.91,12.8
Free Cashflow per Share,,,,-0.001,0.098,0.18,-0.14,0.28,,,-0.063,0.054,-0.050,-0.054,0.11,0.072,0.15,-0.13,-0.008,0.021
