,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,9.68,18.1,76.6,94.1,100.1,97.1,97.8,100.9,,,24.2,26.1,23.2,24.9,25.2,25.4,25.4,25.2,25.3,25.7
Tax Rate,26.5%,25.8%,12.5%,8.4%,10.0%,9.0%,5.6%,0.8%,,,-20.1%,6.5%,8.6%,-2.1%,128.0%,7.7%,6.4%,4.9%,64.1%,-19.0%
Current Ratio,1.01,0.39,0.74,0.93,1.16,1.26,1.08,0.95,,,1.05,1.04,1.08,1.05,0.92,0.92,0.95,0.96,0.89,0.89
Quick Ratio,0.62,0.17,0.43,0.60,0.77,0.82,0.65,0.53,,,0.52,0.62,0.65,0.55,0.47,0.50,0.53,0.56,0.52,0.49
Days Inventory Outstanding,74.9,67.9,60.4,46.9,57.0,58.0,65.8,72.2,,,82.0,81.1,74.3,77.6,83.9,77.6,74.8,69.6,66.0,70.5
Days Sale Outstanding,118.5,56.7,70.0,70.3,71.9,70.4,70.1,70.8,,,61.3,81.2,70.1,65.3,61.1,63.9,70.7,67.1,68.8,63.4
Days Payable Outstanding,75.4,66.1,62.2,52.8,55.2,50.9,53.7,48.0,,,53.1,53.2,52.8,54.4,49.3,39.7,43.5,43.6,40.0,39.9
Cash Conversion Cycle,80.2,72.2,57.1,63.0,83.2,75.4,93.0,96.3,,,93.4,96.4,103.2,85.3,107.0,102.3,95.2,95.6,96.9,99.7
Debt to Asset Ratio,0.91,0.89,0.66,0.58,0.52,0.45,0.41,0.38,,,0.45,0.46,0.41,0.42,0.42,0.39,0.38,0.36,0.37,0.35
Debt to Equity Ratio,10.1,20.2,2.47,1.71,1.33,1.01,0.87,0.78,,,1.02,1.04,0.87,0.89,0.90,0.81,0.78,0.71,0.72,0.67
Interest Coverage Ratio,4.18,2.43,4.10,4.66,4.70,5.89,4.83,3.15,,,1.92,5.88,6.36,2.86,0.71,4.32,5.12,7.34,,3.53
Cash and Short Term Investments,15.8,48.9,21.4,51.0,64.2,68.9,38.4,15.3,,,22.0,22.2,38.4,52.6,5.84,13.2,15.3,30.6,8.19,25.6
"Total Receivables, Net",294.6,204.4,291.6,334.0,298.3,301.4,263.4,259.0,,,233.6,314.8,263.4,243.0,232.1,236.4,259.0,256.1,258.9,226.3
Total Inventory,161.9,171.6,145.0,135.3,151.4,153.8,161.4,185.5,,,203.5,194.4,161.4,211.1,203.0,173.8,185.5,165.7,163.4,162.5
Total Current Assets,477.2,481.0,504.0,549.0,524.1,535.5,474.5,470.3,,,479.3,545.2,474.5,524.1,455.4,432.6,470.3,465.0,443.9,425.8
"Property/Plant/Equipment, Total - Net",97.1,"1,535","1,610","1,533","1,497","1,424","1,353","1,253",,,"1,392","1,373","1,353","1,335","1,306","1,285","1,253","1,244","1,225","1,210"
Total Assets,682.9,"2,199","2,318","2,281","2,208","2,146","2,009","1,911",,,"2,054","2,100","2,009","2,043","1,948","1,907","1,911","1,898","1,864","1,834"
Accounts Payable,163.9,160.9,165.1,150.1,127.2,140.8,116.1,114.3,,,124.3,136.7,116.1,145.4,97.9,94.5,114.3,105.4,94.1,90.2
Accrued Expenses,54.4,64.7,53.6,53.2,40.9,40.4,39.8,42.6,,,31.5,38.3,39.8,37.8,33.0,40.8,42.6,44.7,40.3,37.3
Debt Due,197.2,432.9,368.3,336.8,231.7,178.0,228.3,252.4,,,217.2,283.8,228.3,238.0,292.8,263.3,252.4,259.4,294.0,284.1
Total Current Liabilities,471.8,"1,225",679.4,589.7,452.8,423.5,439.9,492.7,,,457.0,526.4,439.9,498.1,495.8,472.3,492.7,485.1,496.6,479.7
Long Term Debt,110.8,683.3,805.9,680.5,631.2,487.1,335.8,178.4,,,411.7,374.7,335.8,296.9,258.0,218.4,178.4,138.1,99.6,70.3
Total Liabilities,621.6,"1,951","1,535","1,322","1,142",968.8,832.8,734.7,,,927.6,959.7,832.8,853.9,814.2,753.2,734.7,688.5,680.8,637.0
Common Stock,167.5,217.5,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,317.6,317.6,317.6,317.6,317.6,317.6,,,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6,317.6
Retained Earnings (Accumulated Deficit),-134.6,-45.7,79.5,228.7,290.6,391.5,385.5,377.6,,,345.1,354.2,385.5,393.5,342.1,358.5,377.6,404.1,377.8,387.0
Shareholders' Equity,61.4,96.8,622.0,771.3,857.2,958.1,952.1,944.2,,,911.7,920.8,952.1,960.1,908.7,925.1,944.2,970.7,944.4,953.5
Cash from Operating Activities,39.9,185.0,175.6,313.7,319.8,333.9,239.6,205.5,,,25.4,6.46,121.5,56.6,0.48,86.2,62.3,69.9,12.7,70.2
Cash from Investing Activities,-84.5,-539.1,-148.0,-34.9,-55.9,-22.9,1.50,6.92,,,49.7,-13.1,-13.8,-15.8,32.6,-3.63,-6.26,-27.4,9.53,-18.1
Cash from Financing Activities,35.5,387.2,-55.2,-266.9,-281.2,-305.1,-248.5,-215.3,,,-69.6,-2.13,-101.9,-35.6,-48.0,-75.6,-56.2,-38.7,-29.3,-43.4
Net Change in Cash,-9.06,33.1,-27.5,11.9,-17.3,5.86,-7.41,-2.91,,,5.42,-8.79,5.81,5.22,-14.9,6.97,-0.20,3.80,-7.12,8.69
Free Cashflows,16.9,-310.3,38.4,300.1,296.0,312.5,217.3,190.4,,,17.6,2.20,117.9,49.7,-3.34,82.8,61.3,54.0,6.84,61.1
Free Cashflow per Share,0.056,-1.03,0.13,1.00,0.99,1.04,0.72,0.63,,,0.059,0.007,0.39,0.17,-0.011,0.28,0.20,0.18,0.023,0.20
