,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,9.4%,7.6%,8.2%,7.7%,9.8%,9.8%,10.0%,9.9%,,,10.5%,9.6%,9.0%,11.0%,9.3%,10.3%,9.0%,12.0%,14.9%,11.1%
Depreciation & Amortisation,15.9,16.7,17.2,19.7,50.6,66.7,63.0,59.7,,,15.9,15.8,15.3,14.9,14.9,15.0,15.2,8.86,8.84,8.92
Tax Rate,39.1%,24.4%,19.9%,21.3%,22.0%,17.6%,20.2%,20.5%,,,19.5%,19.5%,21.2%,19.9%,20.0%,21.6%,20.7%,24.4%,-81.3%,12.0%
Current Ratio,1.05,1.09,1.69,1.58,1.60,1.51,1.56,1.45,,,1.65,1.52,1.56,1.58,1.51,1.51,1.45,1.35,1.38,1.32
Quick Ratio,0.78,0.86,1.11,0.96,0.82,0.92,1.02,0.95,,,1.05,0.94,1.02,0.99,1.05,0.94,0.95,0.82,0.84,0.81
Days Inventory Outstanding,45.5,31.4,39.3,34.7,39.8,52.1,63.7,58.4,,,62.6,71.5,73.2,68.7,64.7,67.0,64.7,64.4,79.4,84.5
Days Sale Outstanding,106.4,147.2,117.5,114.6,104.5,141.0,148.8,127.5,,,125.4,135.9,148.8,140.3,148.4,136.3,127.5,142.3,144.1,153.6
Days Payable Outstanding,37.8,80.0,54.4,51.9,96.4,113.4,116.1,91.9,,,71.1,84.3,95.0,90.9,87.9,93.8,97.3,105.5,104.5,86.1
Cash Conversion Cycle,58.1,37.6,176.0,35.1,42.2,42.4,122.2,100.2,,,110.3,108.6,127.5,119.7,120.2,114.5,102.4,93.8,139.8,154.9
Debt to Asset Ratio,0.78,0.78,0.50,0.54,0.51,0.55,0.52,0.51,,,0.49,0.54,0.52,0.52,0.53,0.54,0.51,0.56,0.55,0.57
Debt to Equity Ratio,3.46,3.62,1.00,1.17,1.11,1.27,1.14,1.07,,,1.01,1.22,1.14,1.10,1.19,1.21,1.07,1.30,1.29,1.38
Interest Coverage Ratio,3.54,11.4,7.60,54.1,26.4,19.8,26.7,27.3,,,21.9,25.6,27.3,22.8,33.4,23.4,30.4,13.6,1.31,4.74
Cash and Short Term Investments,17.2,60.3,216.2,398.0,712.3,458.4,263.0,206.3,,,196.0,183.2,263.0,188.9,156.3,197.7,206.3,283.0,167.3,174.7
"Total Receivables, Net",682.2,"1,332","1,018","1,258","1,309","1,821","1,820","1,595",,,"1,609","1,719","1,820","1,746","1,922","1,717","1,595","1,690","1,589","1,666"
Total Inventory,206.9,278.4,312.4,333.7,500.3,648.8,661.9,582.4,,,684.8,843.3,661.9,788.3,642.5,796.7,582.4,717.2,763.3,796.7
Total Current Assets,919.2,"1,695","1,552","2,061","2,546","2,988","2,778","2,420",,,"2,529","2,792","2,778","2,796","2,780","2,762","2,420","2,764","2,627","2,718"
"Property/Plant/Equipment, Total - Net",97.6,116.8,275.9,347.6,473.8,439.8,409.4,386.7,,,428.0,419.0,409.4,403.3,397.7,394.9,386.7,379.2,372.9,368.4
Total Assets,"1,160","2,016","2,059","2,612","3,465","3,843","3,606","3,442",,,"3,364","3,612","3,606","3,612","3,603","3,552","3,442","3,805","3,583","3,737"
Accounts Payable,420.5,817.5,,966.0,"1,054","1,450",937.8,"1,020",,,784.3,"1,016",937.8,981.7,962.3,"1,053","1,020","1,110",838.4,750.5
Accrued Expenses,23.7,41.4,,54.3,77.8,72.5,65.5,66.7,,,47.8,56.8,65.5,39.4,50.0,60.4,66.7,33.6,41.1,52.7
Debt Due,364.4,443.1,29.9,25.8,183.1,187.5,379.5,331.3,,,301.8,305.1,379.5,257.8,461.5,319.9,331.3,654.0,846.2,"1,009"
Total Current Liabilities,872.9,"1,551",917.4,"1,308","1,591","1,979","1,786","1,671",,,"1,529","1,833","1,786","1,765","1,838","1,826","1,671","2,049","1,902","2,054"
Long Term Debt,17.6,18.5,102.5,86.9,120.5,85.3,57.5,29.2,,,74.6,66.0,57.5,50.2,42.2,37.8,29.2,21.0,16.2,13.3
Total Liabilities,899.8,"1,580","1,032","1,411","1,775","2,114","1,890","1,745",,,"1,654","1,948","1,890","1,861","1,925","1,908","1,745","2,120","1,983","2,133"
Common Stock,200.0,200.0,350.0,350.0,533.3,587.9,587.9,587.9,,,587.9,587.9,587.9,587.9,587.9,587.9,587.9,587.9,587.9,587.9
Additional Paid-In Capital,,,485.0,485.0,671.8,753.6,753.6,753.6,,,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6
Retained Earnings (Accumulated Deficit),53.5,229.5,185.7,321.2,338.3,313.5,305.7,288.0,,,294.6,251.0,305.7,341.5,268.6,235.8,288.0,281.7,205.8,210.4
Shareholders' Equity,260.3,436.4,"1,028","1,202","1,604","1,662","1,653","1,635",,,"1,643","1,599","1,653","1,689","1,617","1,583","1,635","1,625","1,540","1,543"
Cash from Operating Activities,-44.2,37.1,213.3,334.7,442.1,-80.9,-104.3,462.5,,,51.6,84.5,49.2,74.2,-75.2,240.6,222.9,-17.0,-124.5,-117.3
Cash from Investing Activities,-32.5,-49.9,-202.8,-51.6,-405.8,-12.9,-27.6,-244.9,,,-4.48,2.37,-27.9,-17.6,-35.3,24.8,-216.8,-220.6,-107.7,-7.59
Cash from Financing Activities,62.2,55.9,145.5,-101.3,278.0,-160.1,-56.4,-274.3,,,-59.4,-99.7,65.6,-130.7,77.9,-224.0,2.54,314.3,116.5,132.3
Net Change in Cash,-14.5,43.1,155.9,181.8,314.3,-253.9,-188.3,-56.7,,,-12.3,-12.8,86.9,-74.1,-32.5,41.3,8.63,76.7,-115.7,7.38
Free Cashflows,-61.5,13.4,40.6,263.0,344.4,-88.2,-108.5,457.5,,,49.8,83.2,49.0,72.5,-78.5,241.3,222.1,-18.2,-127.0,-118.4
Free Cashflow per Share,-0.073,0.016,0.048,0.31,0.32,-0.075,-0.092,0.39,,,0.042,0.071,0.042,0.062,-0.067,0.21,0.19,-0.015,-0.11,-0.10
