,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,0.0%,-30.9%,-3.5%,6.0%,0.0%,0.1%,-4.9%,-0.3%,,,2.4%,-0.1%,38.2%,-0.2%,-0.3%,0.2%,-0.1%,0.1%,0.1%,0.1%
Current Ratio,1.32,3.01,4.16,12.9,1.95,0.71,1.45,1.21,,,0.65,1.55,1.45,1.46,1.47,1.44,1.21,1.19,1.17,1.13
Quick Ratio,0.000,0.84,0.096,3.20,0.21,0.072,0.47,0.50,,,0.008,0.059,0.47,0.70,0.66,0.61,0.50,0.49,0.50,0.49
Days Inventory Outstanding,"3,183","1,915","1,240",674.0,"1,024",793.8,"1,652","2,398",,,"1,173","1,136","1,608","1,323","1,291","1,498","2,347","1,742","1,646","1,589"
Days Sale Outstanding,0.73,5.75,14.6,3.76,3.66,36.7,67.0,426.3,,,16.3,15.3,66.9,66.9,404.5,444.5,426.3,310.5,316.9,326.6
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.7,29.1,30.2
Cash Conversion Cycle,"3,184","1,918","1,250",682.4,"1,028",814.3,"1,719","2,652",,,"1,189","1,152","1,648","1,386","1,525","1,961","2,830","2,044","1,934","1,877"
Debt to Asset Ratio,0.59,0.28,0.15,0.11,0.37,0.96,0.48,0.48,,,0.99,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.49
Debt to Equity Ratio,1.45,0.39,0.18,0.13,0.58,26.8,0.93,0.94,,,67.5,0.93,0.93,0.92,0.91,0.91,0.94,0.92,0.92,0.97
Interest Coverage Ratio,,,,,,,,,,,,,0.24,,,,370.5,,,
Cash and Short Term Investments,20.8,665.0,382.2,"1,929",519.8,322.1,"2,255","1,151",,,120.2,"2,144","2,255","2,331","1,621","1,589","1,151","1,165","1,107","1,099"
"Total Receivables, Net",0.30,5.70,37.1,16.7,14.5,118.4,117.3,608.6,,,22.2,21.5,117.3,133.4,835.9,770.8,608.6,534.9,535.7,557.8
Total Inventory,"1,196","1,461","2,533","3,326","3,374","3,062","2,338","2,266",,,"2,988","2,848","2,338","2,262","2,259","2,240","2,266","2,103","2,090","2,035"
Total Current Assets,"1,232","2,257","3,036","5,349","4,342","3,581","4,774","4,077",,,"3,263","5,144","4,774","4,788","4,775","4,659","4,077","3,863","3,798","3,757"
"Property/Plant/Equipment, Total - Net",56.6,49.9,506.5,602.2,909.3,"1,075","1,818","1,800",,,"1,104","1,095","1,818","1,066","1,816","1,798","1,800","1,774","1,753","1,897"
Total Assets,"1,998","3,074","5,324","6,948","6,220","5,337","6,937","7,111",,,"5,165","7,026","6,937","6,940","6,933","6,896","7,111","6,938","6,871","6,953"
Accounts Payable,,,,,,,,,,,,,,,,,,36.9,37.1,41.3
Accrued Expenses,28.6,16.3,51.0,60.6,48.4,,24.9,25.2,,,12.2,8.73,24.9,,24.9,24.9,25.2,63.1,58.5,60.6
Debt Due,660.0,510.4,227.4,34.5,205.3,151.0,56.6,5.29,,,148.1,98.0,56.6,41.3,27.7,27.4,5.29,2.26,1.93,21.0
Total Current Liabilities,931.2,749.4,729.6,416.2,"2,223","5,046","3,290","3,381",,,"5,035","3,328","3,290","3,271","3,246","3,229","3,381","3,253","3,234","3,322"
Long Term Debt,251.5,101.8,46.9,305.4,4.03,44.1,1.48,0.20,,,2.50,1.83,1.48,1.17,0.83,0.51,0.20,,,36.8
Total Liabilities,"1,184",862.4,811.1,792.3,"2,280","5,145","3,345","3,444",,,"5,089","3,381","3,345","3,325","3,300","3,283","3,444","3,316","3,296","3,424"
Common Stock,"2,021","42,235","126,706","253,479","6,337","6,337","42,657","42,662",,,"6,337","42,657","42,657","42,657","42,657","42,657","42,662","42,662","42,662","42,662"
Additional Paid-In Capital,132.7,,,,153.5,153.5,153.5,153.5,,,153.5,153.5,153.5,153.5,153.5,153.5,153.5,153.5,153.5,153.5
Retained Earnings (Accumulated Deficit),"-1,340","-1,432","-1,275","-1,624","-2,503","-6,251","-6,416","-6,341",,,"-6,368","-6,430","-6,416","-6,393","-6,374","-6,395","-6,341","-6,384","-6,433","-6,479"
Shareholders' Equity,814.2,"2,211","4,480","6,156","3,939",192.0,"3,592","3,668",,,75.4,"3,645","3,592","3,615","3,634","3,612","3,668","3,622","3,575","3,529"
Cash from Operating Activities,-97.7,-302.9,81.2,-297.1,-588.7,21.7,"-1,459",123.6,,,-29.5,"-1,564",195.8,75.1,7.48,-0.33,41.3,-70.6,-66.0,59.0
Cash from Investing Activities,90.2,-860.3,-816.9,"-1,297",203.5,3.08,"-1,212",-812.2,,,61.9,-144.1,"-1,231",-711.5,160.3,62.9,-323.9,82.8,7.94,-65.1
Cash from Financing Activities,19.9,"1,182","1,046","1,860",-154.6,-21.3,"3,421",-56.0,,,-26.5,"3,576",-104.0,-16.6,-14.6,-1.13,-23.7,-3.27,-0.35,-1.52
Net Change in Cash,12.4,18.6,310.1,265.0,-539.8,3.47,750.5,-744.6,,,5.88,"1,868","-1,139",-652.9,153.2,61.4,-306.3,9.00,-58.4,-7.43
Free Cashflows,-102.6,-307.4,14.3,-467.1,-919.0,-231.4,"-1,532",63.0,,,-54.6,"-1,574",199.2,71.7,-9.02,-17.1,17.4,-80.2,-67.9,57.9
Free Cashflow per Share,-1.02,-0.15,0.002,-0.037,-0.073,-0.018,-0.018,0.001,,,-0.004,-0.018,0.002,0.001,0.000,0.000,0.000,-0.001,-0.001,0.001
