,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",147.2,213.4,176.3,190.1,216.1,313.0,222.3,229.3,,,328.8,363.7,222.3,220.6,242.7,265.5,229.3,225.3,150.1,198.5
Total Inventory,413.5,555.9,558.3,878.8,705.1,706.6,915.3,918.6,,,832.3,824.4,915.3,911.2,908.9,917.5,918.6,861.0,858.8,814.5
Total Current Assets,617.5,812.6,828.6,"1,134",975.0,"1,192","1,181","1,205",,,"1,225","1,240","1,181","1,170","1,180","1,281","1,205","1,121","1,025","1,021"
"Property/Plant/Equipment, Total - Net",565.1,616.4,"1,017",990.5,977.2,"1,548","1,875","2,217",,,"1,865","1,868","1,875","2,108","2,104","2,098","2,217","2,212","2,204","2,201"
Total Assets,"1,190","1,454","1,853","2,131","2,420","3,207","3,291","3,436",,,"3,313","3,330","3,291","3,336","3,342","3,458","3,436","3,347","3,242","3,235"
Accounts Payable,356.6,433.2,273.4,355.7,284.2,380.1,363.6,329.7,,,4.45,0.84,363.6,0.33,0.20,0.21,329.7,0.32,0.71,0.57
Accrued Expenses,32.0,22.8,31.0,13.5,10.3,7.47,20.0,15.3,,,,,20.0,,8.33,8.73,15.3,1.83,2.34,2.64
Debt Due,0.75,120.8,163.4,283.9,267.7,291.4,409.0,513.7,,,365.5,384.3,409.0,471.7,447.1,499.5,513.7,459.8,376.9,359.7
Total Current Liabilities,445.0,614.4,772.8,764.9,603.7,723.6,839.1,934.2,,,824.2,853.6,839.1,888.7,911.8,943.5,934.2,888.1,841.8,859.0
Long Term Debt,351.3,4.86,5.05,2.78,0.64,331.1,265.6,206.0,,,293.5,279.8,265.6,251.4,236.7,221.2,206.0,191.2,175.6,197.6
Total Liabilities,845.4,663.4,792.2,786.0,623.9,"1,077","1,123","1,169",,,"1,142","1,159","1,123","1,168","1,169","1,186","1,169","1,106","1,047","1,087"
Common Stock,524.3,845.6,"1,060","1,268","1,756","2,085","2,117","2,360",,,"2,117","2,117","2,117","2,117","2,117","2,360","2,360","2,360","2,360","2,360"
Additional Paid-In Capital,,,,52.1,147.2,147.2,147.2,1.32,,,147.2,147.2,147.2,147.2,147.2,1.32,1.32,1.32,1.32,1.32
Retained Earnings (Accumulated Deficit),-179.9,-55.3,1.20,24.3,-109.1,-102.4,-95.8,-94.6,,,-95.6,-95.0,-95.8,-95.6,-90.4,-88.2,-94.6,-119.1,-165.3,-213.0
Shareholders' Equity,344.4,790.3,"1,061","1,345","1,796","2,130","2,168","2,266",,,"2,171","2,171","2,168","2,168","2,173","2,273","2,266","2,242","2,196","2,148"
Cash from Operating Activities,26.7,-93.9,-93.4,-153.3,1.32,95.7,-82.9,18.5,,,-71.6,-14.2,-7.86,8.42,33.7,-43.8,20.2,51.1,85.7,0.82
Cash from Investing Activities,-19.2,-44.3,-137.7,-250.2,-548.8,-774.1,-18.0,-156.0,,,6.83,3.54,-1.81,-46.3,-6.14,-81.6,-22.0,12.4,11.2,-3.86
Cash from Financing Activities,-2.33,134.3,260.7,378.7,563.7,666.4,83.2,141.9,,,40.1,4.50,10.5,48.4,-39.2,134.0,-1.39,-69.0,-98.5,3.69
Net Change in Cash,5.23,-3.97,29.7,-24.8,16.2,-12.0,-17.7,4.39,,,-24.7,-6.16,0.80,10.6,-11.7,8.60,-3.10,-5.47,-1.56,0.64
Free Cashflows,7.55,-134.2,-207.5,-392.2,-578.7,-549.3,-213.5,-127.9,,,-146.7,-13.6,-22.8,-54.3,30.8,-63.2,-41.2,45.5,81.9,-9.05
Free Cashflow per Share,0.007,-0.079,-0.098,-0.15,-0.16,-0.13,-0.050,-0.027,,,-0.035,-0.003,-0.005,-0.013,0.007,-0.013,-0.009,0.010,0.017,-0.002
