,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,95.2,145.3,370.2,581.2,359.7,332.5,224.0,147.6,,,49.7,82.1,28.7,38.0,36.6,58.8,13.4,28.3,8.33,16.8
"Selling/General/Administrative Expenses, Total",73.8,115.2,129.2,150.8,136.9,135.6,183.6,184.0,,,39.3,42.2,49.7,60.4,42.9,63.5,47.1,47.7,59.9,43.0
Operating Income,29.7,35.8,241.0,430.3,222.7,196.9,40.4,-36.4,,,10.3,39.9,-21.0,-22.2,-6.30,-4.16,-33.7,-14.0,-50.8,-25.7
Net Income,12.5,1.63,171.3,326.5,187.1,162.5,20.5,-45.5,,,3.03,33.4,-22.3,-23.2,21.0,-7.21,-36.1,-20.9,-48.3,-32.4
EBITDA,29.7,35.8,268.8,457.7,253.8,229.1,76.0,2.43,,,19.9,49.6,-14.4,-13.1,3.39,5.72,-21.4,1.67,-34.7,-9.60
Gross Profit Margin,9.0%,13.8%,16.7%,20.7%,17.2%,17.1%,13.4%,11.4%,,,16.2%,19.6%,8.1%,10.0%,11.1%,18.0%,5.1%,13.6%,3.5%,4.9%
Operating Margin,2.8%,3.4%,10.9%,15.3%,10.7%,10.1%,2.4%,-2.8%,,,3.4%,9.5%,-5.9%,-5.9%,-1.9%,-1.3%,-12.8%,-6.7%,-21.1%,-7.5%
Net Profit Margin,1.2%,0.2%,7.7%,11.6%,8.9%,8.4%,1.2%,-3.5%,,,1.0%,8.0%,-6.3%,-6.1%,6.4%,-2.2%,-13.7%,-10.0%,-20.1%,-9.5%
Return on Assets,2.3%,0.2%,10.9%,16.9%,7.7%,5.5%,0.6%,-1.4%,,,5.6%,4.7%,0.6%,-0.3%,0.3%,-0.9%,-1.4%,-1.3%,-3.4%,-4.4%
Return on Equity,7.4%,2.1%,56.5%,52.1%,10.1%,8.3%,1.1%,-2.5%,,,0.2%,1.7%,-1.2%,-1.2%,1.1%,-0.4%,-2.0%,-1.2%,-2.9%,-2.0%
Return on Total Capital,5.5%,0.8%,46.0%,46.7%,9.7%,8.2%,1.0%,-2.1%,,,9.0%,7.8%,1.0%,-0.4%,0.4%,-1.4%,-2.1%,-2.0%,-5.6%,-6.9%
SG&A to Sale,6.9%,10.9%,5.8%,5.4%,6.6%,7.0%,11.0%,14.2%,,,12.8%,10.1%,14.1%,15.9%,13.0%,19.4%,17.9%,22.9%,24.9%,12.6%
Depreciation & Amortisation,,,27.8,27.4,31.1,32.2,35.6,38.8,,,9.62,9.68,6.60,9.11,9.69,9.89,12.3,15.7,16.0,16.1
Tax Rate,40.6%,91.6%,21.0%,21.8%,17.0%,19.7%,50.0%,0.2%,,,68.2%,18.3%,-8.7%,0.5%,4.7%,-30.9%,7.0%,-20.3%,9.7%,0.6%
Current Ratio,0.78,0.77,0.90,1.12,2.38,2.31,2.03,2.04,,,2.06,2.02,2.03,2.01,1.90,1.97,2.04,1.84,1.82,1.91
Quick Ratio,0.55,0.50,0.62,0.69,0.93,1.34,1.21,1.24,,,1.12,1.20,1.21,1.15,1.17,1.17,1.24,1.14,1.13,1.34
Days Inventory Outstanding,14.3,55.0,36.8,28.4,45.3,58.7,81.7,91.8,,,67.3,80.7,93.1,100.6,97.7,98.1,86.6,116.8,166.7,143.3
Days Sale Outstanding,59.0,168.6,154.5,106.4,154.2,204.6,311.9,340.2,,,205.3,250.1,311.9,329.1,336.4,331.1,340.4,402.0,422.3,428.1
Days Payable Outstanding,60.4,163.6,133.4,97.5,106.9,148.5,229.4,299.2,,,198.9,224.1,267.0,299.4,298.9,305.0,291.3,342.3,386.7,342.9
Cash Conversion Cycle,12.8,-93.8,19.0,61.7,84.1,64.7,99.4,192.1,,,65.0,93.7,151.1,142.6,126.7,157.1,163.6,153.5,220.1,247.6
Debt to Asset Ratio,0.69,0.94,0.84,0.67,0.36,0.35,0.42,0.43,,,0.42,0.42,0.42,0.44,0.45,0.45,0.43,0.46,0.47,0.45
Debt to Equity Ratio,2.25,14.5,5.39,2.08,0.56,0.55,0.74,0.77,,,0.72,0.72,0.74,0.78,0.84,0.82,0.77,0.86,0.89,0.83
Interest Coverage Ratio,,,9.94,15.6,9.16,13.7,14.9,,,,9.75,35.1,,,,,,,,
Cash and Short Term Investments,5.58,39.0,184.0,275.2,"1,149",883.9,632.1,590.2,,,808.0,660.1,632.1,671.7,557.2,602.3,590.2,496.5,389.0,329.0
"Total Receivables, Net",171.8,487.4,939.6,818.5,882.9,"1,089","1,425","1,212",,,"1,297","1,456","1,425","1,316","1,366","1,261","1,212","1,242","1,201","1,234"
Total Inventory,37.9,236.5,136.2,210.1,219.2,299.0,347.2,232.6,,,395.2,388.9,347.2,348.1,345.8,314.0,232.6,400.9,447.7,325.8
Total Current Assets,244.7,767.7,"1,386","1,342","2,272","2,301","2,424","2,050",,,"2,527","2,525","2,424","2,355","2,288","2,194","2,050","2,157","2,052","1,904"
"Property/Plant/Equipment, Total - Net",22.4,115.3,113.4,167.6,188.1,245.0,440.6,675.3,,,320.8,340.1,440.6,542.7,658.2,690.7,675.3,660.5,642.8,628.7
Total Assets,547.5,"1,219","1,936","1,927","2,908","3,035","3,313","3,214",,,"3,283","3,323","3,313","3,326","3,430","3,374","3,214","3,332","3,204","3,043"
Accounts Payable,160.3,655.3,696.5,493.8,520.1,791.1,"1,023",865.6,,,"1,089","1,089","1,023","1,046","1,078",974.0,865.6,991.6,976.9,874.5
Accrued Expenses,26.8,,23.9,23.7,25.9,25.0,30.2,37.9,,,30.7,34.9,30.2,35.1,38.1,46.0,37.9,34.4,39.5,45.4
Debt Due,86.9,284.7,306.2,369.4,224.5,96.0,35.0,44.8,,,16.1,23.9,35.0,4.74,9.72,23.5,44.8,90.6,43.5,24.3
Total Current Liabilities,313.6,994.3,"1,539","1,200",953.6,998.3,"1,196","1,007",,,"1,228","1,253","1,196","1,171","1,207","1,116","1,007","1,173","1,130",998.0
Long Term Debt,60.2,119.6,69.5,72.3,61.0,40.5,168.0,344.1,,,105.5,89.6,168.0,240.6,308.6,357.6,344.1,322.8,320.1,325.9
Total Liabilities,379.2,"1,141","1,633","1,301","1,048","1,077","1,404","1,395",,,"1,372","1,382","1,404","1,454","1,560","1,520","1,395","1,542","1,508","1,382"
Common Stock,76.4,76.4,165.0,165.0,750.0,750.0,750.0,750.0,,,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
Additional Paid-In Capital,,,,,879.0,879.0,879.0,879.0,,,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0
Retained Earnings (Accumulated Deficit),91.9,-0.95,141.9,465.2,207.3,294.9,274.8,191.8,,,266.7,300.1,274.8,251.6,235.1,227.9,191.8,170.9,85.2,52.8
Shareholders' Equity,168.3,78.5,303.0,626.5,"1,860","1,947","1,898","1,810",,,"1,901","1,930","1,898","1,862","1,861","1,845","1,810","1,783","1,689","1,655"
Cash from Operating Activities,,,250.3,100.4,65.8,-45.8,-41.9,162.4,,,-33.0,-80.1,-6.96,107.9,9.08,45.1,-0.072,-81.3,-12.0,-30.8
Cash from Investing Activities,,,-150.7,-57.6,"-1,056",445.6,-45.9,-200.0,,,-21.9,3.13,-97.8,-148.0,34.7,-56.9,-16.1,-3.61,85.9,-37.1
Cash from Financing Activities,,,58.3,51.0,843.7,-215.0,27.5,122.4,,,30.5,-8.07,89.0,46.7,7.08,67.0,-11.6,25.8,-81.6,-17.5
Net Change in Cash,,,144.7,94.4,-146.1,186.9,-65.9,78.3,,,-46.4,-66.7,-15.4,6.21,49.8,54.3,-32.0,-59.8,-7.22,-85.3
Free Cashflows,,,233.7,41.9,36.3,-124.4,-263.7,-104.2,,,-97.0,-125.2,-114.5,-7.87,-81.1,-3.60,1.63,-90.7,-23.4,-32.6
Free Cashflow per Share,,,0.31,0.056,0.048,-0.17,-0.35,-0.14,,,-0.13,-0.17,-0.15,-0.010,-0.11,-0.005,0.002,-0.12,-0.031,-0.043
