,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,10.1%,14.6%,11.2%,10.3%,5.3%,9.9%,10.1%,9.3%,,,3.2%,3.2%,1.3%,1.8%,3.5%,2.8%,1.1%,2.9%,3.3%,2.3%
Return on Total Capital,6.0%,9.9%,9.9%,8.1%,4.1%,7.4%,7.6%,6.3%,,,8.7%,10.1%,7.6%,6.8%,6.8%,6.5%,6.3%,7.0%,6.9%,6.7%
SG&A to Sale,2.8%,2.5%,2.8%,2.8%,2.6%,3.0%,3.9%,4.0%,,,3.9%,3.9%,2.6%,5.0%,3.8%,3.6%,3.8%,3.7%,4.8%,4.6%
Depreciation & Amortisation,"3,304","3,830","1,427","1,259","1,280","1,286","1,290","1,174",,,324.2,329.5,301.8,293.4,284.1,284.4,312.4,365.3,375.0,359.0
Tax Rate,28.1%,10.1%,18.0%,17.1%,31.8%,12.4%,12.9%,13.5%,,,10.5%,11.4%,15.2%,17.2%,7.1%,13.3%,25.4%,14.7%,9.9%,14.0%
Current Ratio,1.49,1.38,1.06,1.96,2.23,2.42,2.44,2.22,,,1.96,2.22,2.44,3.04,2.31,2.31,2.22,2.36,2.72,2.84
Quick Ratio,0.47,0.66,0.60,1.09,1.38,1.30,1.17,0.84,,,1.09,1.08,1.17,1.23,0.94,0.88,0.84,0.92,1.24,1.19
Days Inventory Outstanding,20.3,17.1,21.0,19.7,16.4,17.4,20.7,21.1,,,18.7,20.1,20.8,20.7,19.9,19.5,20.2,19.4,19.6,20.9
Days Sale Outstanding,25.1,31.4,102.8,105.2,86.6,96.9,106.3,71.0,,,128.1,118.0,106.3,106.0,114.8,106.9,71.0,99.2,99.8,96.6
Days Payable Outstanding,47.6,45.5,62.4,60.3,57.2,55.1,53.2,49.8,,,53.1,59.6,53.8,50.1,55.0,63.1,56.5,52.6,60.4,58.1
Cash Conversion Cycle,-0.68,-12.0,30.4,50.1,58.9,69.6,77.4,66.7,,,63.2,86.6,82.1,80.1,68.0,64.9,65.9,43.2,58.7,71.0
Debt to Asset Ratio,0.50,0.44,0.37,0.36,0.35,0.35,0.37,0.41,,,0.35,0.34,0.37,0.36,0.42,0.42,0.41,0.41,0.40,0.39
Debt to Equity Ratio,1.02,0.81,0.60,0.58,0.53,0.54,0.58,0.69,,,0.53,0.52,0.58,0.56,0.72,0.72,0.69,0.70,0.66,0.65
Interest Coverage Ratio,3.46,2.63,0.67,0.16,0.20,0.19,,,,,0.31,0.35,,0.037,0.33,0.84,,1.48,1.27,0.048
Cash and Short Term Investments,"13,709","13,932","9,404","14,266","11,593","12,595","10,011","13,924",,,"10,643","11,065","10,011","13,735","14,966","15,939","13,924","15,543","12,531","12,498"
"Total Receivables, Net","2,985","4,762","12,275","14,235","12,377","11,441","11,067","7,042",,,"13,448","12,421","11,067","10,834","11,734","11,091","7,042","10,150","10,258","9,242"
Total Inventory,"2,247","2,174","2,541","2,629","1,913","2,054","2,127","1,933",,,"1,984","2,064","2,127","1,978","1,970","1,954","1,933","1,884","1,931","1,882"
Total Current Assets,"19,132","21,035","24,375","31,408","25,983","26,303","23,542","23,161",,,"26,160","25,682","23,542","26,768","28,934","29,313","23,161","27,674","24,803","23,732"
"Property/Plant/Equipment, Total - Net","49,843","46,228","15,695","14,480","13,479","13,807","17,165","19,773",,,"14,827","15,623","17,165","18,734","20,116","19,997","19,773","19,367","19,568","18,967"
Total Assets,"97,342","96,811","93,874","96,235","92,605","96,391","93,794","101,252",,,"97,114","95,696","93,794","98,097","103,684","103,011","101,252","103,186","99,156","96,557"
Accounts Payable,"4,704","7,071","6,969","8,860","7,006","5,554","5,190","4,408",,,"6,338","5,673","5,190","4,732","6,181","6,481","4,408","5,918","5,865","4,723"
Accrued Expenses,129.4,237.7,343.0,364.2,467.7,78.9,382.5,373.8,,,48.9,,382.5,,45.8,46.5,373.8,,,
Debt Due,"6,724","6,924","14,736","5,523","3,101","3,801","2,660","4,412",,,"4,913","3,911","2,660","2,566","4,154","4,300","4,412","4,420","1,700","2,322"
Total Current Liabilities,"12,844","15,238","22,951","16,050","11,658","10,868","9,650","10,437",,,"13,325","11,574","9,650","8,819","12,519","12,709","10,437","11,703","9,111","8,356"
Long Term Debt,"32,601","24,879","7,729","16,775","18,355","20,926","19,273","28,742",,,"18,147","18,678","19,273","24,412","28,777","28,441","28,742","28,352","27,922","27,093"
Total Liabilities,"48,857","43,079","34,748","35,036","32,185","33,938","34,785","41,316",,,"33,730","32,528","34,785","35,247","43,435","43,234","41,316","42,522","39,551","37,980"
Common Stock,"14,500","14,500","14,500","14,500","14,500","14,500","14,500","14,500",,,"14,500","14,500","14,500","14,500","14,500","14,500","14,500","14,500","14,500","14,500"
Additional Paid-In Capital,"1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532",,,"1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532"
Retained Earnings (Accumulated Deficit),"32,120","36,584","43,067","46,055","45,951","48,825","48,342","49,953",,,"50,572","50,766","48,342","52,269","49,291","49,304","49,953","51,510","51,650","51,347"
Shareholders' Equity,"47,927","52,966","58,289","60,782","60,190","62,321","59,684","59,936",,,"63,314","63,118","59,684","62,847","60,249","59,778","59,936","60,664","59,605","58,577"
Cash from Operating Activities,"7,954","9,601","4,469","9,842","9,256","8,706","8,207","7,169",,,-204.0,"2,439","1,482","1,113","2,522","1,764","1,770",899.5,"2,023","1,320"
Cash from Investing Activities,"-6,737","-2,788","8,278","-2,420","-6,248","-4,979","-1,606","-9,015",,,-163.8,"1,319","-2,078","-2,397","-1,110",330.5,"-5,839","2,329","-1,223",935.0
Cash from Financing Activities,"-2,253","-9,227","-13,185","-4,366","-6,741","-1,417","-6,430","3,790",,,"-3,400","-2,192",-613.6,"5,301",-239.2,"-1,489",216.7,-369.1,"-4,242","-1,767"
Net Change in Cash,-590.6,"-2,438",-822.8,"3,185","-3,159","1,955",-131.8,"2,408",,,"-3,814","1,418","-1,235","3,922","1,258",928.9,"-3,701","2,784","-3,507",387.9
Free Cashflows,"7,761","8,663","4,023","9,034","9,123","7,219","3,638","1,785",,,-804.2,"1,397",-607.7,"-1,650","1,290",832.4,"1,313",760.0,721.1,912.3
Free Cashflow per Share,5.35,5.97,2.77,6.23,6.29,4.98,2.51,1.23,,,-0.55,0.96,-0.42,-1.14,0.89,0.57,0.91,0.52,0.50,0.63
